Player Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId,Source Report,Source League ID,BB/K,Spd,wRC+,HR/FB%,IFFB%,LD%,FB%,League Name,League Level,FGPts_est,Fantasy Points Formula,FGPts_per_game,BB_K_ratio,Speed_score,HR_IFFB_ratio,2B_3B_pct
Garrett Martin,NYY,AA,25,102,360,408,80,50,14,2,14,50,48,28,0,97,10,6,0,5,20,4,0.222222222,sa3022806,standard,5,0.288659793,6.83139985521561,101.0840715255883,0.133333333,0.333333333,0.223076923,0.403846153,Eastern League,AA,653.0,fantrax_hitting_categories,6.401960784313726,0.28865979381443296,6.83139985521561,0.3999999994,0.044444444444444446
Grant Richardson,NYY,AA,25,17,51,58,7,4,2,0,1,4,4,6,0,24,0,0,1,0,1,0,0.137254901,sa3016964,standard,5,0.25,3.9138033724400847,43.503652290923505,0.125,0.125,0.074074074,0.296296296,Eastern League,AA,45.0,fantrax_hitting_categories,2.6470588235294117,0.25,3.9138033724400847,1.0,0.0392156862745098
JT Schwartz,NYM,AA,25,84,283,335,58,33,19,1,5,33,35,39,0,57,6,6,1,10,0,2,0.204946996,sa3017371,standard,5,0.684210526,2.6224119994047617,93.85004574770898,0.051020408,0.214285714,0.217391304,0.426086956,Eastern League,AA,425.5,fantrax_hitting_categories,5.065476190476191,0.6842105263157895,2.6224119994047617,0.23809523765079368,0.0706713780918728
Jacob Young,WSN,AA,25,3,11,13,3,2,1,0,0,2,1,1,0,1,1,0,0,0,1,0,0.272727272,29931,standard,5,1.0,7.0619652460748235,129.97432782342017,0.0,0.0,0.3,0.4,Eastern League,AA,24.0,fantrax_hitting_categories,8.0,1.0,7.0619652460748235,,0.09090909090909091
Jared Wegner,NYY,AA,25,47,149,172,25,18,5,0,2,18,14,15,0,61,5,3,0,5,4,2,0.167785234,sa3022695,standard,5,0.245901639,4.564412058145109,56.63472904578532,0.058823529,0.205882352,0.220930232,0.395348837,Eastern League,AA,158.0,fantrax_hitting_categories,3.3617021276595747,0.2459016393442623,4.564412058145109,0.2857142850204082,0.03355704697986577
Je'Von Ward,TOR,AA,25,51,178,198,41,25,9,1,6,26,30,19,0,60,0,1,0,1,3,0,0.230337078,sa3004969,standard,5,0.316666666,5.629435829340482,102.41946862476688,0.130434782,0.152173913,0.228813559,0.389830508,Eastern League,AA,316.5,fantrax_hitting_categories,6.205882352941177,0.31666666666666665,5.629435829340482,0.8571428533877551,0.056179775280898875
Jeremiah Jackson,BAL,AA,25,45,177,189,45,25,16,0,4,18,19,9,0,31,1,2,0,4,2,3,0.254237288,22239,standard,5,0.29032258,2.53829997390169,93.82796043077138,0.081632653,0.163265306,0.239726027,0.335616438,Eastern League,AA,258.5,fantrax_hitting_categories,5.7444444444444445,0.2903225806451613,2.53829997390169,0.5,0.0903954802259887
Johnathon Thomas,WSN,AA,25,71,218,249,50,38,9,1,2,36,21,13,0,47,5,1,7,2,23,4,0.229357798,sa3020349,standard,5,0.276595744,8.053669954857048,78.60860781572865,0.036363636,0.363636363,0.217647058,0.323529411,Eastern League,AA,412.0,fantrax_hitting_categories,5.802816901408451,0.2765957446808511,8.053669954857048,0.09999999917499999,0.045871559633027525
Jordyn Adams,BAL,AA,25,1,5,5,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0.2,23788,standard,5,0.0,2.64285714,5.678316161859125,0.0,0.0,0.0,0.666666666,Eastern League,AA,6.5,fantrax_hitting_categories,6.5,0.0,2.64285714,,0.0
Jose Cordova,COL,AA,25,84,276,330,67,46,14,1,6,42,27,45,0,65,4,1,1,12,5,0,0.242753623,sa3006548,standard,5,0.692307692,4.841859415476143,114.6714648078046,0.115384615,0.096153846,0.173076923,0.25,Eastern League,AA,461.0,fantrax_hitting_categories,5.488095238095238,0.6923076923076923,4.841859415476143,1.19999999792,0.05434782608695652
Jose Torres,COL,AA,25,65,242,272,59,36,13,0,10,32,42,22,0,89,3,4,1,5,8,1,0.243801652,sa3017396,standard,5,0.247191011,4.562943131241425,109.63468192968207,0.129870129,0.22077922,0.188311688,0.5,Eastern League,AA,447.0,fantrax_hitting_categories,6.876923076923077,0.24719101123595505,4.562943131241425,0.5882352922525952,0.05371900826446281
Julio Carreras,COL,AA,25,33,109,126,24,15,4,2,3,11,19,12,0,38,2,0,3,2,8,0,0.220183486,sa3005598,standard,5,0.315789473,7.834190989927328,99.9226277806228,0.25,0.5,0.304347826,0.173913043,Eastern League,AA,219.5,fantrax_hitting_categories,6.651515151515151,0.3157894736842105,7.834190989927328,0.5,0.05504587155963303
Luis Valdez,BAL,AA,25,57,127,138,23,18,2,3,0,15,6,4,0,48,1,1,5,0,14,2,0.181102362,sa3016076,standard,5,0.083333333,9.67092561044861,22.373539562584977,0.0,0.315789473,0.207792207,0.246753246,Eastern League,AA,162.0,fantrax_hitting_categories,2.8421052631578947,0.08333333333333333,9.67092561044861,0.0,0.03937007874015748
Matt Higgins,SFG,AA,25,17,49,60,11,9,2,0,0,3,1,8,0,6,0,0,0,2,1,0,0.224489795,sa3020128,standard,5,1.333333333,3.0515701695770567,85.77754099358728,0.0,0.23076923,0.232558139,0.302325581,Eastern League,AA,53.5,fantrax_hitting_categories,3.1470588235294117,1.3333333333333333,3.0515701695770567,0.0,0.04081632653061224
Matt Suggs,WSN,AA,25,15,46,51,8,5,2,0,1,4,4,4,0,17,0,1,0,0,0,0,0.173913043,sa3020351,standard,5,0.235294117,1.22240259,53.77960823727478,0.066666666,0.266666666,0.103448275,0.517241379,Eastern League,AA,43.5,fantrax_hitting_categories,2.9,0.23529411764705882,1.22240259,0.24999999812499998,0.043478260869565216
Max Ferguson,BOS,AA,25,99,325,392,62,46,8,1,7,45,33,59,1,85,3,1,4,4,31,7,0.19076923,sa3016819,standard,5,0.694117647,6.2278196688739715,83.06063054230428,0.067961165,0.330097087,0.168776371,0.434599156,Eastern League,AA,612.0,fantrax_hitting_categories,6.181818181818182,0.6941176470588235,6.2278196688739715,0.20588235303027683,0.027692307692307693
Nic Kent,COL,AA,25,104,336,384,74,58,10,2,4,38,44,33,0,80,9,3,2,5,6,1,0.220238095,sa3017160,standard,5,0.4125,4.878120204411069,79.2149972630598,0.044444444,0.211111111,0.227091633,0.358565737,Eastern League,AA,503.0,fantrax_hitting_categories,4.836538461538462,0.4125,4.878120204411069,0.21052631379501385,0.03571428571428571
Nick Cimillo,PIT,AA,25,112,401,455,96,46,26,4,20,50,71,44,0,97,5,4,1,12,5,2,0.239401496,sa3020129,standard,5,0.453608247,4.638838663638638,125.20561250778798,0.142857142,0.228571428,0.18,0.466666666,Eastern League,AA,794.0,fantrax_hitting_categories,7.089285714285714,0.4536082474226804,4.638838663638638,0.6249999978124999,0.07481296758104738
Nick Schnell,WSN,AA,25,37,149,160,43,29,6,6,2,26,16,8,0,39,0,3,0,2,6,1,0.288590604,sa3007639,standard,5,0.205128205,8.324235368782086,120.92886775257196,0.051282051,0.179487179,0.281818181,0.354545454,Eastern League,AA,267.5,fantrax_hitting_categories,7.22972972972973,0.20512820512820512,8.324235368782086,0.28571428491836737,0.08053691275167785
Omar De Los Santos,NYM,AA,25,42,118,126,25,17,2,2,4,18,11,5,0,52,2,0,1,2,17,3,0.211864406,sa3008938,standard,5,0.096153846,9.605728924080111,82.3790320360827,0.173913043,0.304347826,0.2,0.353846153,Eastern League,AA,213.5,fantrax_hitting_categories,5.083333333333333,0.09615384615384616,9.605728924080111,0.5714285700204081,0.03389830508474576
Phillip Glasser,WSN,AA,25,112,427,490,125,98,18,3,6,63,41,52,1,55,8,1,2,7,30,11,0.292740046,sa3022680,standard,5,0.945454545,6.048586849315191,131.6980988502911,0.0625,0.104166666,0.271232876,0.263013698,Eastern League,AA,855.0,fantrax_hitting_categories,7.633928571428571,0.9454545454545454,6.048586849315191,0.60000000384,0.04918032786885246
Reed Trimble,BAL,AA,25,53,187,217,48,26,8,4,10,34,30,22,2,47,6,1,1,0,13,0,0.256684491,sa3017180,standard,5,0.468085106,8.733630355522418,136.44184214152372,0.144927536,0.173913043,0.204379562,0.503649635,Eastern League,AA,459.0,fantrax_hitting_categories,8.660377358490566,0.46808510638297873,8.733630355522418,0.8333333342916667,0.06417112299465241
Ronaiker Palma,COL,AA,25,23,78,82,14,12,1,0,1,6,4,4,0,12,0,0,0,1,1,0,0.179487179,sa3005624,standard,5,0.333333333,3.709158879612752,30.338377850404218,0.05,0.25,0.241935483,0.322580645,Eastern League,AA,70.0,fantrax_hitting_categories,3.0434782608695654,0.3333333333333333,3.709158879612752,0.2,0.01282051282051282
Shawn Ross,PIT,AA,25,35,98,114,16,8,6,0,2,10,12,15,0,48,1,0,0,0,0,0,0.163265306,sa3020951,standard,5,0.3125,1.241995065,69.65267442217218,0.083333333,0.333333333,0.2,0.48,Eastern League,AA,111.0,fantrax_hitting_categories,3.1714285714285713,0.3125,1.241995065,0.24999999924999997,0.061224489795918366
Tyler Miller,BOS,AA,25,82,279,311,56,33,11,4,8,31,34,24,0,75,2,5,1,7,2,1,0.200716845,sa3017109,standard,5,0.32,5.122539274697332,75.96866772748045,0.105263157,0.289473684,0.188405797,0.367149758,Eastern League,AA,390.5,fantrax_hitting_categories,4.762195121951219,0.32,5.122539274697332,0.36363636080991735,0.053763440860215055
Tyresse Turner,CLE,AA,25,76,218,262,42,32,8,1,1,35,9,35,0,86,4,0,5,2,21,4,0.19266055,sa3020759,standard,5,0.406976744,7.328531994437482,79.96622566672752,0.022222222,0.266666666,0.240310077,0.348837209,Eastern League,AA,325.0,fantrax_hitting_categories,4.276315789473684,0.4069767441860465,7.328531994437482,0.08333333270833333,0.04128440366972477
Valentin Linarez,PIT,AA,25,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,sa3006557,standard,5,0.0,0.14285714,-100.0,,,,,Eastern League,AA,0.0,fantrax_hitting_categories,0.0,,0.14285714,,
Will Bednar,SFG,AA,25,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,sa3017844,standard,5,0.0,0.14285714,-100.0,,,,,Eastern League,AA,0.0,fantrax_hitting_categories,0.0,,0.14285714,,
Wyatt Young,NYM,AA,25,99,271,333,66,56,8,1,1,43,24,54,0,66,0,4,4,4,10,3,0.243542435,sa3017081,standard,5,0.818181818,5.012902488055737,105.42907206142698,0.015151515,0.106060606,0.236453201,0.325123152,Eastern League,AA,458.0,fantrax_hitting_categories,4.626262626262626,0.8181818181818182,5.012902488055737,0.1428571415102041,0.033210332103321034
Zach Morgan,SFG,AA,25,31,95,112,19,15,2,0,2,7,13,11,0,14,2,2,1,5,2,0,0.2,sa3019968,standard,5,0.785714285,3.352575228119042,73.89697804914483,0.06060606,0.242424242,0.259259259,0.407407407,Eastern League,AA,144.5,fantrax_hitting_categories,4.661290322580645,0.7857142857142857,3.352575228119042,0.2499999979375,0.021052631578947368
Anthony Servideo,BAL,AA,26,95,301,350,47,31,12,3,1,26,22,43,0,107,1,0,5,1,9,5,0.156146179,sa3014472,standard,5,0.401869158,5.406392619748066,43.17884495891076,0.018518518,0.148148148,0.233160621,0.279792746,Eastern League,AA,315.5,fantrax_hitting_categories,3.3210526315789473,0.40186915887850466,5.406392619748066,0.124999996625,0.04983388704318937
Braiden Ward,COL,AA,26,53,174,205,45,34,10,0,1,29,16,19,0,38,9,1,2,0,22,5,0.258620689,sa3017332,standard,5,0.5,6.569704341768778,108.3518784653337,0.026315789,0.236842105,0.283582089,0.283582089,Eastern League,AA,368.0,fantrax_hitting_categories,6.943396226415095,0.5,6.569704341768778,0.11111110923456789,0.05747126436781609
Cal Mitchell,SFG,AA,26,40,142,156,24,16,5,0,3,14,7,14,0,46,0,0,0,0,1,4,0.169014084,22169,standard,5,0.304347826,2.7973153183834514,53.02403414500352,0.073170731,0.31707317,0.191489361,0.436170212,Eastern League,AA,119.0,fantrax_hitting_categories,2.975,0.30434782608695654,2.7973153183834514,0.23076922907100592,0.035211267605633804
Carter Howell,SFG,AA,26,109,385,439,85,58,17,3,7,41,32,36,0,95,12,4,1,9,8,4,0.22077922,sa3020139,standard,5,0.378947368,4.9923097880031655,90.51458810429212,0.061946902,0.265486725,0.288659793,0.388316151,Eastern League,AA,511.0,fantrax_hitting_categories,4.6880733944954125,0.37894736842105264,4.9923097880031655,0.23333333145000001,0.05194805194805195
Chris Meyers,DET,AA,26,77,278,317,75,45,17,3,10,45,47,32,0,63,5,2,0,3,1,0,0.269784172,sa3016956,standard,5,0.507936507,4.538132204355542,137.68318769197543,0.116279069,0.104651162,0.261682242,0.401869158,Eastern League,AA,564.5,fantrax_hitting_categories,7.3311688311688314,0.5079365079365079,4.538132204355542,1.1111111121728394,0.07194244604316546
Colton Bender,PHI,AA,26,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,sa3016828,standard,5,0.0,0.14285714,-100.0,0.0,0.0,0.0,0.0,Eastern League,AA,-1.0,fantrax_hitting_categories,-1.0,0.0,0.14285714,,0.0
Donta' Williams,WSN,AA,26,16,48,55,6,3,2,0,1,5,4,4,0,12,2,1,0,1,1,0,0.125,sa3017152,standard,5,0.333333333,5.38589962475225,38.05151126398444,0.066666666,0.133333333,0.27027027,0.405405405,Eastern League,AA,51.5,fantrax_hitting_categories,3.21875,0.3333333333333333,5.38589962475225,0.49999999624999997,0.041666666666666664
Drew Ehrhard,BOS,AA,26,61,200,223,47,36,7,1,3,20,20,16,0,44,3,1,3,4,4,2,0.235,sa3022748,standard,5,0.363636363,4.332248290764541,82.22999824813951,0.054545454,0.272727272,0.194805194,0.357142857,Eastern League,AA,277.0,fantrax_hitting_categories,4.540983606557377,0.36363636363636365,4.332248290764541,0.1999999985333333,0.04
Hudson Haskin,BAL,AA,26,25,76,89,16,11,3,1,1,7,14,10,0,22,2,0,1,2,4,1,0.210526315,sa3014449,standard,5,0.454545454,6.298330095811989,83.73227881096138,0.0625,0.0625,0.185185185,0.296296296,Eastern League,AA,141.5,fantrax_hitting_categories,5.66,0.45454545454545453,6.298330095811989,1.0,0.05263157894736842
Justice Bigbie,DET,AA,26,108,399,452,113,85,16,0,12,58,66,47,1,69,2,4,0,13,1,2,0.28320802,sa3016971,standard,5,0.68115942,1.8559806692028251,127.49379381742514,0.116504854,0.22330097,0.221884498,0.313069908,Eastern League,AA,767.5,fantrax_hitting_categories,7.106481481481482,0.6811594202898551,1.8559806692028251,0.5217391308241967,0.040100250626566414
Keibert Ruiz,WSN,AA,26,3,8,11,0,0,0,0,0,2,0,3,0,6,0,0,0,0,0,0,0.0,19610,standard,5,0.5,2.64285714,23.707340588338266,0.0,0.0,0.0,0.5,Eastern League,AA,4.0,fantrax_hitting_categories,1.3333333333333333,0.5,2.64285714,,0.0
Michael Turconi,CLE,AA,26,24,69,85,8,5,2,1,0,8,4,14,0,32,1,1,0,0,0,1,0.115942028,sa3020195,standard,5,0.4375,4.967069168056501,48.06296740224782,0.0,0.083333333,0.210526315,0.315789473,Eastern League,AA,53.5,fantrax_hitting_categories,2.2291666666666665,0.4375,4.967069168056501,0.0,0.043478260869565216
Murphy Stehly,WSN,AA,26,35,119,140,39,25,9,0,5,26,18,15,0,25,4,1,1,1,4,0,0.327731092,sa3020276,standard,5,0.6,5.354553937607966,177.66990534430164,0.125,0.275,0.241758241,0.439560439,Eastern League,AA,292.5,fantrax_hitting_categories,8.357142857142858,0.6,5.354553937607966,0.45454545454545453,0.07563025210084033
Oneil Cruz,PIT,AA,26,2,6,8,1,0,0,1,0,2,3,2,0,2,0,0,0,0,1,0,0.166666666,21711,standard,5,1.0,10.0,146.16362024753272,0.0,1.0,0.25,0.25,Eastern League,AA,29.0,fantrax_hitting_categories,14.5,1.0,10.0,0.0,0.16666666666666666
Onix Vega,NYM,AA,26,2,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,sa3008007,standard,5,0.0,0.14285714,-100.0,0.0,0.0,0.0,1.0,Eastern League,AA,-2.0,fantrax_hitting_categories,-1.0,0.0,0.14285714,,0.0
Robert Brooks,TOR,AA,26,46,116,131,15,8,5,0,2,4,9,11,0,46,2,2,0,2,0,1,0.129310344,sa3022160,standard,5,0.239130434,0.8193418993065005,31.01274073590867,0.051282051,0.179487179,0.176470588,0.573529411,Eastern League,AA,74.0,fantrax_hitting_categories,1.608695652173913,0.2391304347826087,0.8193418993065005,0.28571428491836737,0.04310344827586207
Rowdey Jordan,NYM,AA,26,3,9,10,1,0,0,0,1,2,3,1,0,3,0,0,0,0,0,0,0.111111111,sa3017214,standard,5,0.333333333,2.64285714,85.88572042276927,0.333333333,0.333333333,0.166666666,0.5,Eastern League,AA,23.0,fantrax_hitting_categories,7.666666666666667,0.3333333333333333,2.64285714,1.0,0.0
Ryan McCarty,TOR,AA,26,102,326,377,73,51,17,1,4,36,26,41,0,92,9,1,0,6,9,5,0.22392638,sa3020244,standard,5,0.445652173,4.294525726848459,94.56476418430904,0.049382716,0.185185185,0.282608695,0.352173913,Eastern League,AA,437.5,fantrax_hitting_categories,4.28921568627451,0.44565217391304346,4.294525726848459,0.26666666666666666,0.05521472392638037
Trei Cruz,DET,AA,26,69,262,323,72,41,22,2,7,56,35,54,1,66,4,3,0,3,9,4,0.27480916,sa3014420,standard,5,0.818181818,5.934870859056643,152.40073537348476,0.101449275,0.173913043,0.248730964,0.350253807,Eastern League,AA,590.5,fantrax_hitting_categories,8.557971014492754,0.8181818181818182,5.934870859056643,0.5833333328541668,0.0916030534351145
Turner Hill,SFG,AA,26,80,266,314,68,50,11,5,2,40,26,36,0,32,7,3,2,6,18,6,0.255639097,sa3020943,standard,5,1.125,7.3772850343208685,113.63488742141156,0.028571428,0.142857142,0.29004329,0.303030303,Eastern League,AA,522.0,fantrax_hitting_categories,6.525,1.125,7.3772850343208685,0.1999999972,0.06015037593984962
Tyler Hardman,NYY,AA,26,115,413,453,94,44,25,5,20,57,65,38,0,143,1,1,0,7,12,3,0.227602905,sa3016955,standard,5,0.265734265,6.7333751474326,118.88108861105052,0.148148148,0.17037037,0.189393939,0.511363636,Eastern League,AA,755.0,fantrax_hitting_categories,6.565217391304348,0.26573426573426573,6.7333751474326,0.8695652184120983,0.07263922518159806
Wyatt Hendrie,PIT,AA,26,40,106,140,19,14,2,0,3,18,13,24,0,30,5,2,3,5,3,1,0.179245283,sa3017163,standard,5,0.8,4.16149810083545,96.6432678287376,0.166666666,0.111111111,0.263157894,0.236842105,Eastern League,AA,192.0,fantrax_hitting_categories,4.8,0.8,4.16149810083545,1.4999999954999998,0.018867924528301886
Zach Kokoska,COL,AA,26,77,246,280,46,23,10,1,12,40,35,27,0,101,5,2,0,3,12,3,0.186991869,sa3017165,standard,5,0.267326732,6.867887659408316,91.13462002388307,0.164383561,0.191780821,0.1875,0.506944444,Eastern League,AA,428.5,fantrax_hitting_categories,5.564935064935065,0.26732673267326734,6.867887659408316,0.8571428578877552,0.044715447154471545
Alec Barger,COL,AA,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,sa3010566,standard,5,0.0,0.14285714,-100.0,,,,,Eastern League,AA,0.0,fantrax_hitting_categories,0.0,,0.14285714,,
Cam Eden,NYY,AA,27,26,74,81,13,9,2,1,1,7,2,6,0,31,1,0,0,0,6,3,0.175675675,25476,standard,5,0.193548387,7.678544492637632,56.96084675111487,0.055555555,0.111111111,0.146341463,0.43902439,Eastern League,AA,72.5,fantrax_hitting_categories,2.7884615384615383,0.1935483870967742,7.678544492637632,0.4999999955,0.04054054054054054
Imanol Vargas,PIT,AA,27,36,98,121,20,16,3,0,1,8,12,20,0,34,0,3,0,2,0,0,0.204081632,sa3004972,standard,5,0.588235294,0.63965200875,81.49891900919411,0.041666666,0.166666666,0.268656716,0.358208955,Eastern League,AA,128.0,fantrax_hitting_categories,3.5555555555555554,0.5882352941176471,0.63965200875,0.249999997,0.030612244897959183
J.T. Arruda,WSN,AA,27,10,34,36,9,5,2,0,2,4,3,1,0,11,1,0,0,1,2,0,0.264705882,sa3010036,standard,5,0.09090909,5.4994652460748235,134.3217218515557,0.25,0.125,0.173913043,0.347826086,Eastern League,AA,57.5,fantrax_hitting_categories,5.75,0.09090909090909091,5.4994652460748235,2.0,0.058823529411764705
Jake Holton,DET,AA,27,109,405,464,104,54,29,2,19,70,66,54,0,118,4,1,0,8,6,1,0.256790123,sa3010599,standard,5,0.457627118,4.928641897263022,141.38226743940643,0.171171171,0.189189189,0.252631578,0.389473684,Eastern League,AA,833.0,fantrax_hitting_categories,7.6422018348623855,0.4576271186440678,4.928641897263022,0.9047619047619048,0.07654320987654321
Jazz Chisholm Jr.,NYY,AA,27,3,9,10,3,2,1,0,0,2,0,1,0,1,0,0,0,0,1,0,0.333333333,20454,standard,5,1.0,7.0619652460748235,151.6108086414484,0.0,0.0,0.25,0.25,Eastern League,AA,19.0,fantrax_hitting_categories,6.333333333333333,1.0,7.0619652460748235,,0.1111111111111111
Josh Breaux,PHI,AA,27,14,43,47,9,5,2,1,1,5,3,2,0,14,2,0,0,3,0,0,0.209302325,sa3008051,standard,5,0.142857142,4.51785714,82.99952512442894,0.166666666,0.333333333,0.310344827,0.206896551,Eastern League,AA,45.5,fantrax_hitting_categories,3.25,0.14285714285714285,4.51785714,0.49999999849999993,0.06976744186046512
Matt O'Neill,NYM,AA,27,31,84,102,21,15,4,0,2,12,8,16,0,26,1,1,0,2,2,1,0.25,sa1170279,standard,5,0.615384615,3.266960681337829,126.14473474662248,0.125,0.25,0.275862068,0.275862068,Eastern League,AA,138.5,fantrax_hitting_categories,4.467741935483871,0.6153846153846154,3.266960681337829,0.5,0.047619047619047616
Mike Jarvis,PIT,AA,27,65,183,204,37,29,5,1,2,25,25,12,0,50,3,3,3,1,17,4,0.202185792,sa3017401,standard,5,0.24,7.787231766670232,54.21975713157122,0.032786885,0.360655737,0.196969696,0.462121212,Eastern League,AA,323.5,fantrax_hitting_categories,4.976923076923077,0.24,7.787231766670232,0.09090909040495869,0.03278688524590164
Paul McIntosh,PHI,AA,27,58,206,232,55,34,13,0,8,21,35,23,0,40,2,1,0,4,2,0,0.266990291,sa3017372,standard,5,0.575,2.561644654941068,124.60509210987227,0.123076923,0.261538461,0.233532934,0.389221556,Eastern League,AA,397.0,fantrax_hitting_categories,6.844827586206897,0.575,2.561644654941068,0.4705882359688581,0.06310679611650485
Paul Witt,WSN,AA,27,12,36,44,5,3,2,0,0,4,1,5,0,5,2,0,1,1,0,0,0.138888888,sa3014949,standard,5,1.0,2.01785714,55.75068024896177,0.0,0.363636363,0.193548387,0.354838709,Eastern League,AA,35.5,fantrax_hitting_categories,2.9583333333333335,1.0,2.01785714,0.0,0.05555555555555555
Ronaldo Hernandez,BOS,AA,27,26,91,101,18,12,4,0,2,9,8,8,0,23,0,0,0,3,0,1,0.197802197,sa881850,standard,5,0.347826086,1.9965123687499249,65.31036112419318,0.105263157,0.105263157,0.19117647,0.279411764,Eastern League,AA,100.0,fantrax_hitting_categories,3.8461538461538463,0.34782608695652173,1.9965123687499249,1.0,0.04395604395604396
Spencer Horwitz,PIT,AA,27,5,16,18,2,1,1,0,0,2,0,2,0,2,0,0,0,0,0,0,0.125,26477,standard,5,1.0,2.64285714,24.054670823088557,0.0,0.1,0.142857142,0.714285714,Eastern League,AA,12.5,fantrax_hitting_categories,2.5,1.0,2.64285714,0.0,0.0625
TT Bowens,BAL,AA,27,5,17,22,1,1,0,0,0,1,1,5,0,8,0,0,0,0,0,0,0.058823529,sa3015107,standard,5,0.625,0.5595238025,19.15100174140356,0.0,0.0,0.111111111,0.444444444,Eastern League,AA,10.5,fantrax_hitting_categories,2.1,0.625,0.5595238025,,0.0
Travis Swaggerty,NYM,AA,27,24,68,76,12,7,5,0,0,7,3,8,0,24,0,0,0,1,2,1,0.176470588,24491,standard,5,0.333333333,4.2214409847866845,58.36484177619466,0.0,0.166666666,0.166666666,0.285714285,Eastern League,AA,62.5,fantrax_hitting_categories,2.6041666666666665,0.3333333333333333,4.2214409847866845,0.0,0.07352941176470588
Vaun Brown,SFG,AA,27,32,85,99,21,18,3,0,0,9,3,11,0,24,2,0,1,3,13,3,0.247058823,sa3017282,standard,5,0.458333333,5.566068110609152,94.38850040223284,0.0,0.111111111,0.278688524,0.295081967,Eastern League,AA,145.0,fantrax_hitting_categories,4.53125,0.4583333333333333,5.566068110609152,0.0,0.03529411764705882
Yonny Hernandez,NYM,AA,27,17,52,56,9,9,0,0,0,4,5,3,0,4,0,0,1,2,2,2,0.173076923,19432,standard,5,0.75,3.9701553110031185,20.53832606721972,0.0,0.0,0.234042553,0.191489361,Eastern League,AA,58.5,fantrax_hitting_categories,3.4411764705882355,0.75,3.9701553110031185,,0.0
C.J. Stubbs,WSN,AA,28,42,134,156,19,13,4,0,2,20,10,19,1,62,3,0,0,2,2,1,0.141791044,25814,standard,5,0.306451612,4.477339633985525,51.27419355785763,0.064516129,0.29032258,0.211267605,0.436619718,Eastern League,AA,129.5,fantrax_hitting_categories,3.0833333333333335,0.3064516129032258,4.477339633985525,0.2222222226049383,0.029850746268656716
David Banuelos,BAL,AA,28,4,16,17,4,4,0,0,0,2,0,1,0,6,0,0,0,0,0,0,0.25,23250,standard,5,0.166666666,2.01785714,55.07022434805149,0.0,0.0,0.3,0.3,Eastern League,AA,10.0,fantrax_hitting_categories,2.5,0.16666666666666666,2.01785714,,0.0
Devin Mann,SFG,AA,28,16,60,68,9,5,2,0,2,6,5,6,0,20,1,0,0,2,0,0,0.15,sa3006869,standard,5,0.3,1.44093405875,56.627595906114635,0.1,0.25,0.2,0.5,Eastern League,AA,59.5,fantrax_hitting_categories,3.71875,0.3,1.44093405875,0.4,0.03333333333333333
Max Burt,NYY,AA,28,64,190,215,42,29,13,0,0,25,22,13,0,56,7,2,3,10,11,1,0.221052631,sa3007631,standard,5,0.232142857,6.286319449636007,77.36658418459422,0.0,0.311111111,0.17293233,0.338345864,Eastern League,AA,288.5,fantrax_hitting_categories,4.5078125,0.23214285714285715,6.286319449636007,0.0,0.06842105263157895
Nick Dunn,PHI,AA,28,43,151,177,34,21,6,0,7,21,25,23,1,12,2,1,0,2,2,1,0.225165562,sa915613,standard,5,1.916666666,2.905535177943878,110.06457422275126,0.145833333,0.291666666,0.233576642,0.350364963,Eastern League,AA,316.5,fantrax_hitting_categories,7.3604651162790695,1.9166666666666667,2.905535177943878,0.5,0.039735099337748346
Seth Beer,PHI,AA,28,30,105,120,20,13,4,0,3,15,10,11,0,27,3,1,0,2,0,0,0.19047619,20493,standard,5,0.407407407,2.1964285649999997,72.46184793033747,0.073170731,0.243902439,0.278481012,0.518987341,Eastern League,AA,138.5,fantrax_hitting_categories,4.616666666666666,0.4074074074074074,2.1964285649999997,0.29999999713000003,0.0380952380952381
Terrin Vavra,BAL,AA,28,1,4,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,24400,standard,5,1.0,0.14285714,100.4499331247312,0.0,0.0,0.0,0.0,Eastern League,AA,4.5,fantrax_hitting_categories,4.5,,0.14285714,,0.0
David Fry,CLE,AA,29,3,9,10,1,1,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0.111111111,24934,standard,5,0.0,0.14285714,-44.29151342447752,0.0,0.333333333,0.428571428,0.428571428,Eastern League,AA,7.5,fantrax_hitting_categories,2.5,0.0,0.14285714,0.0,0.0
Drew Ellis,SFG,AA,29,16,51,61,7,4,2,0,1,5,3,10,0,17,0,0,0,1,0,0,0.137254901,19873,standard,5,0.588235294,1.08035714,62.19612560272516,0.05,0.3,0.205882352,0.588235294,Eastern League,AA,50.0,fantrax_hitting_categories,3.125,0.5882352941176471,1.08035714,0.16666666666666669,0.0392156862745098
