Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
Joe Corbett,MIL,AA,29,0,0.0%,0.0%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,0,0.0,.000,-100,sa3010237
Darrien Miller,MIL,AA,25,209,17.2%,22.0%,0.78,.219,.407,.458,.865,.239,4.5,.243,-0.6,39,10.1,.392,133,sa3011330
Ethan Hearn,CHC,AA,25,112,3.6%,37.5%,0.10,.198,.241,.349,.590,.151,5.8,.283,0.6,8,-7.0,.262,57,sa3011502
Dasan Brown,MIL,AA,24,168,16.1%,29.2%,0.55,.200,.347,.244,.592,.044,5.2,.302,-0.9,17,-5.5,.297,74,sa3011717
Karson Simas,CHC,AA,25,446,9.0%,28.9%,0.31,.217,.301,.311,.612,.093,9.0,.308,4.4,42,-19.0,.285,72,sa3011739
Shane Sasaki,CIN,AA,25,198,12.1%,28.8%,0.42,.241,.340,.371,.711,.129,7.2,.348,-0.3,25,-1.6,.325,87,sa3011754
Hayden Cantrelle,CHC,AA,27,156,16.7%,21.2%,0.79,.298,.426,.411,.837,.113,8.6,.391,1.9,28,6.9,.387,136,sa3014426
Carson Taylor,ATL,AA,27,133,13.5%,24.8%,0.55,.232,.346,.411,.757,.179,2.7,.280,-0.9,19,0.8,.342,105,sa3014468
David Calabrese,LAA,AA,23,261,9.2%,19.5%,0.47,.221,.295,.351,.645,.130,5.3,.260,-0.3,26,-9.4,.292,76,sa3014507
Austin Hendrick,CIN,AA,25,206,7.8%,29.6%,0.26,.229,.296,.378,.674,.149,3.1,.300,-0.7,22,-5.6,.303,73,sa3014521
Jordan Nwogu,CHC,AA,27,151,13.9%,17.9%,0.78,.268,.397,.341,.739,.073,6.9,.333,1.1,23,2.2,.352,114,sa3014530
Ed Howard,CHC,AA,24,116,7.8%,37.1%,0.21,.181,.241,.276,.518,.095,4.9,.274,0.1,6,-9.7,.237,42,sa3014540
Zavier Warren,CIN,AA,27,224,13.4%,27.7%,0.48,.173,.291,.283,.574,.110,6.1,.226,-0.1,19,-11.7,.274,54,sa3014549
Arol Vera,LAA,AA,23,13,30.8%,23.1%,1.33,.222,.462,.333,.795,.111,6.6,.333,0.1,2,0.6,.393,139,sa3014687
Ian Lewis Jr.,MIA,AA,23,268,9.3%,16.0%,0.58,.209,.287,.366,.653,.157,7.3,.211,1.6,26,-10.0,.291,72,sa3014691
Alex Ramírez,CHC,AA,23,536,6.0%,17.9%,0.33,.275,.319,.422,.741,.147,6.5,.310,2.7,70,-3.3,.328,99,sa3014695
Jhon Diaz,TBR,AA,23,160,9.4%,31.3%,0.30,.168,.252,.315,.566,.147,6.3,.225,-1.4,11,-10.5,.258,52,sa3014710
Elijah Dunham,LAA,AA,28,135,10.4%,29.6%,0.35,.210,.304,.345,.648,.134,3.4,.299,-0.6,14,-4.3,.298,79,sa3014827
Ethan Workinger,ATL,AA,24,149,12.8%,23.5%,0.54,.205,.304,.323,.627,.118,3.8,.244,0.5,15,-5.7,.290,72,sa3015166
Yerlin Confidan,CIN,AA,23,186,7.5%,24.7%,0.30,.259,.317,.429,.747,.171,3.5,.314,-1.1,25,-0.8,.330,90,sa3015176
Wilfred Veras,CHW,AA,23,178,7.9%,30.9%,0.25,.219,.281,.350,.631,.131,5.4,.284,0.3,16,-7.8,.283,68,sa3015178
Jheremy Vargas,MIL,AA,23,164,12.2%,16.5%,0.74,.176,.296,.243,.539,.066,3.2,.209,-1.7,12,-9.9,.264,53,sa3015353
Johnny Ascanio,CIN,AA,22,140,13.6%,20.0%,0.68,.322,.435,.383,.817,.061,4.3,.419,-0.1,25,6.0,.385,125,sa3015526
Lizandro Espinoza,ATL,AA,23,156,14.1%,24.4%,0.58,.278,.404,.500,.904,.222,9.6,.353,2.3,30,8.4,.398,140,sa3015611
Cristian Hernández,MIA,AA,22,466,10.7%,25.1%,0.43,.241,.325,.394,.719,.153,5.4,.306,1.2,59,-4.2,.324,92,sa3015696
Samuel Zavala,CHW,AA,21,460,18.7%,23.3%,0.80,.229,.380,.371,.750,.142,3.6,.289,-2.7,69,6.5,.352,111,sa3015718
Leo Balcazar,CIN,AA,22,443,10.4%,19.9%,0.52,.241,.328,.364,.692,.123,2.7,.287,-3.4,54,-6.7,.317,82,sa3015798
Gregory Barrios,TBR,AA,22,419,4.5%,13.6%,0.33,.256,.292,.322,.614,.066,8.2,.290,3.9,37,-19.9,.279,65,sa3015800
Jadher Areinamo,TBR,AA,22,303,5.9%,19.1%,0.31,.257,.302,.443,.745,.186,4.1,.280,-0.4,39,-2.3,.326,94,sa3015802
Edgardo Ordonez,MIL,AA,22,7,0.0%,42.9%,0.00,.143,.143,.143,.286,.000,0.1,.250,0.0,0,-1.2,.130,-31,sa3016553
Diego Omana,CIN,AA,23,31,6.5%,35.5%,0.18,.148,.207,.185,.392,.037,1.6,.250,-0.1,0,-3.9,.189,1,sa3016824
Tyler Tolve,ATL,AA,25,57,3.5%,36.8%,0.10,.164,.193,.291,.484,.127,0.8,.242,-0.1,2,-5.9,.213,24,sa3016960
Michael Trautwein,CIN,AA,26,60,18.3%,35.0%,0.52,.200,.390,.333,.723,.133,5.9,.318,0.1,9,0.8,.350,103,sa3017043
Ruben Ibarra,CIN,AA,27,440,10.9%,25.7%,0.42,.230,.326,.434,.760,.204,2.3,.269,-1.1,60,0.4,.336,94,sa3017053
Luke Waddell,ATL,AA,27,492,9.8%,10.0%,0.98,.226,.307,.349,.656,.123,4.7,.230,-1.6,51,-15.6,.298,77,sa3017075
Cal Conley,ATL,AA,26,117,10.3%,29.9%,0.34,.238,.336,.475,.811,.238,8.2,.311,0.0,18,2.2,.357,114,sa3017080
Sam Praytor,MIA,AA,27,14,7.1%,35.7%,0.20,.385,.429,.692,1.121,.308,6.2,.571,0.1,4,1.7,.480,190,sa3017151
Juan Gonzalez,CHW,AA,25,20,5.0%,30.0%,0.17,.235,.350,.294,.644,.059,3.6,.364,-0.3,2,-0.4,.313,87,sa3017166
Damon Keith,MIL,AA,26,226,8.8%,29.6%,0.30,.286,.358,.508,.866,.221,4.4,.381,-0.2,39,8.2,.377,124,sa3017179
Adam Zebrowski,ATL,AA,25,220,8.6%,30.9%,0.28,.279,.350,.624,.974,.345,3.7,.324,-0.4,44,14.3,.411,148,sa3017221
Josh Crouch,LAA,AA,27,26,7.7%,34.6%,0.22,.174,.231,.304,.535,.130,0.8,.214,-0.1,1,-2.2,.238,42,sa3017370
Brenden Dixon,CHW,AA,25,97,8.2%,26.8%,0.31,.186,.271,.407,.678,.221,3.7,.200,-0.5,10,-3.0,.299,78,sa3017397
Jay Allen II,CIN,AA,23,377,9.3%,21.2%,0.44,.280,.374,.483,.857,.202,6.1,.328,-0.3,66,14.5,.380,121,sa3017403
Carlos Colmenarez,TBR,AA,22,8,12.5%,12.5%,1.00,.400,.625,.400,1.025,.000,7.1,.500,0.1,2,1.2,.510,209,sa3017480
Kay-Lan Nicasia,MIL,AA,24,42,14.3%,45.2%,0.32,.083,.214,.083,.298,.000,7.5,.176,0.9,0,-5.9,.170,-6,sa3017629
Ryan Spikes,TBR,AA,23,291,5.5%,32.6%,0.17,.226,.279,.378,.657,.152,8.7,.321,1.9,29,-10.5,.292,73,sa3017792
Cooper Kinney,TBR,AA,23,237,9.7%,23.2%,0.42,.306,.376,.539,.914,.233,4.2,.359,-1.8,44,12.1,.395,137,sa3017793
Anthony Scull,LAA,AA,22,145,4.1%,26.9%,0.15,.259,.299,.407,.706,.148,4.4,.333,-1.6,17,-2.8,.312,88,sa3017988
Jason Matthews,CHW,AA,29,25,28.0%,36.0%,0.78,.167,.400,.500,.900,.333,1.1,.143,-0.1,5,1.4,.400,141,sa3018152
Daniel Guilarte,MIL,AA,22,57,12.3%,17.5%,0.70,.184,.286,.367,.653,.184,6.1,.189,0.0,6,-2.0,.294,72,sa3018388
Randy De Jesus,LAA,AA,21,44,6.8%,47.7%,0.14,.171,.227,.268,.496,.098,1.6,.316,-0.1,2,-4.0,.227,35,sa3018426
Carlos Sanchez,CIN,AA,21,231,16.0%,27.3%,0.59,.201,.329,.309,.638,.108,5.1,.270,-0.8,25,-6.2,.303,73,sa3018465
Jeral Perez,CHW,AA,21,248,11.3%,27.8%,0.41,.180,.282,.281,.563,.101,3.9,.243,-0.4,19,-14.4,.267,58,sa3018557
Jefferson Rojas,CHC,AA,21,390,9.0%,16.4%,0.55,.270,.339,.461,.799,.191,5.6,.289,-0.2,59,5.6,.352,114,sa3018571
Juan Matheus,MIA,AA,22,341,7.3%,17.6%,0.42,.279,.338,.420,.758,.141,4.6,.318,0.7,47,1.1,.339,101,sa3018611
Ryan Burrowes,CHW,AA,21,138,11.6%,23.2%,0.50,.222,.321,.282,.603,.060,4.4,.282,0.3,13,-5.5,.288,71,sa3018619
Nestor Rios,MIA,AA,21,10,0.0%,20.0%,0.00,.200,.200,.300,.500,.100,0.1,.250,0.0,0,-1.0,.218,26,sa3018918
Tucker Flint,LAA,AA,25,513,14.6%,26.9%,0.54,.235,.363,.377,.740,.142,5.7,.316,0.7,72,2.5,.341,106,sa3019856
Ben Gobbel,LAA,AA,26,54,9.3%,20.4%,0.45,.255,.352,.468,.820,.213,4.6,.294,-0.6,8,1.0,.357,116,sa3019870
Kevin Kilpatrick Jr.,ATL,AA,25,298,9.1%,26.8%,0.34,.241,.319,.361,.680,.120,6.9,.320,1.4,34,-6.2,.310,85,sa3019891
Keshawn Ogans,ATL,AA,24,66,6.1%,31.8%,0.19,.167,.212,.183,.395,.017,3.0,.244,-0.4,1,-8.3,.188,8,sa3019893
Ambioris Tavarez,ATL,AA,22,285,12.3%,34.7%,0.35,.180,.295,.302,.597,.122,5.6,.266,-0.7,26,-13.0,.281,67,sa3019895
Eric Brown Jr.,MIL,AA,25,212,14.6%,24.5%,0.60,.213,.340,.343,.682,.129,5.4,.273,-0.8,26,-2.8,.320,88,sa3019923
Matthew Wood,MIL,AA,25,372,17.7%,13.2%,1.35,.259,.395,.486,.881,.228,4.1,.252,-1.8,68,17.5,.390,132,sa3019924
Jordan Sprinkle,CHW,AA,25,264,8.0%,24.6%,0.32,.258,.319,.339,.658,.082,7.4,.341,3.3,28,-7.6,.301,80,sa3019925
Tayden Hall,MIL,AA,23,14,28.6%,28.6%,1.00,.100,.357,.400,.757,.300,2.7,.000,-0.5,2,0.2,.350,107,sa3019929
Jacob Burke,CHW,AA,25,297,7.1%,21.9%,0.32,.243,.313,.360,.673,.116,7.3,.302,0.2,33,-7.3,.306,83,sa3019934
Drake Logan,CHW,AA,25,77,7.8%,41.6%,0.19,.232,.303,.420,.723,.188,5.3,.382,0.4,10,-0.9,.321,92,sa3019936
Jake Thompson,LAA,AA,28,128,13.3%,12.5%,1.06,.290,.398,.467,.866,.178,2.8,.307,-0.6,23,5.9,.389,136,sa3019945
David McCabe,ATL,AA,26,220,13.2%,24.5%,0.54,.282,.382,.580,.962,.298,1.4,.311,-1.2,45,14.7,.414,149,sa3019964
Spencer Bramwell,MIA,AA,27,7,0.0%,42.9%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,-1,-2.0,.000,-100,sa3020000
Trey Faltine,CIN,AA,25,83,6.0%,50.6%,0.12,.117,.171,.221,.392,.104,3.8,.235,-0.6,0,-11.0,.179,-5,sa3020118
Cam Collier,CIN,AA,21,549,8.9%,26.0%,0.34,.211,.291,.375,.666,.164,2.8,.257,-1.3,58,-16.7,.299,70,sa3020131
Haydn McGeary,CHC,AA,26,38,7.9%,36.8%,0.21,.143,.211,.171,.382,.029,0.3,.238,-0.1,0,-4.8,.187,11,sa3020133
Brock Jones,TBR,AA,25,68,8.8%,44.1%,0.20,.177,.250,.323,.573,.145,6.6,.300,0.2,5,-4.4,.259,52,sa3020190
Cade Hunter,CIN,AA,25,304,11.2%,30.6%,0.37,.225,.332,.337,.669,.112,3.5,.321,-2.4,35,-6.2,.311,78,sa3020199
Kamren James,TBR,AA,26,197,9.6%,25.9%,0.37,.224,.308,.414,.721,.190,5.9,.276,-0.9,24,-2.3,.321,91,sa3020201
Dylan O'Rae,MIL,AA,22,419,15.5%,18.4%,0.84,.274,.395,.370,.765,.096,9.5,.343,5.6,65,8.2,.358,112,sa3020220
Tatem Levins,TBR,AA,27,15,20.0%,26.7%,0.75,.300,.533,.300,.833,.000,6.5,.500,0.1,3,1.2,.430,160,sa3020278
Emaarion Boyd,MIA,AA,22,200,5.0%,25.5%,0.20,.241,.311,.333,.644,.092,6.2,.322,-1.3,21,-6.4,.297,76,sa3020281
Devin Ortiz,CHC,AA,27,117,11.1%,26.5%,0.42,.120,.231,.220,.451,.100,4.5,.132,-0.8,4,-11.6,.218,30,sa3020345
Matt Coutney,LAA,AA,26,4,25.0%,25.0%,1.00,.000,.500,.000,.500,.000,0.1,.000,0.0,1,0.1,.373,126,sa3020413
Andy Garriola,CHC,AA,26,459,6.5%,23.5%,0.28,.260,.319,.470,.789,.210,2.5,.296,-1.6,66,3.4,.344,109,sa3020458
Xavier Isaac,TBR,AA,22,425,18.8%,28.0%,0.67,.255,.400,.510,.910,.255,6.8,.313,0.5,81,23.7,.400,141,sa3020498
Archer Brookman,ATL,AA,27,284,12.0%,19.7%,0.61,.234,.339,.365,.704,.131,1.4,.268,-1.0,36,-2.3,.325,94,sa3020950
Alfredo Duno,CIN,AA,20,115,13.9%,17.4%,0.80,.313,.409,.475,.883,.162,4.2,.368,-0.1,22,6.1,.397,132,sa3021066
Juan Flores,LAA,AA,20,184,2.7%,31.5%,0.09,.200,.246,.329,.575,.129,2.1,.266,-0.4,13,-12.2,.257,54,sa3021185
Alfredo Rodriguez,TBR,AA,20,1,0.0%,0.0%,0.00,1.000,1.000,1.000,2.000,.000,0.1,1.000,0.0,1,0.5,.913,462,sa3021207
John Gil,ATL,AA,20,138,10.1%,17.4%,0.58,.322,.399,.446,.845,.124,8.2,.385,0.3,24,5.4,.381,129,sa3021284
Caleb Bartolero,LAA,AA,26,289,5.2%,17.3%,0.30,.278,.324,.425,.749,.147,5.1,.321,-0.5,39,-0.7,.332,101,sa3022423
Cole Fontenelle,LAA,AA,24,273,8.1%,33.7%,0.24,.204,.278,.343,.621,.139,6.6,.300,0.6,25,-12.5,.281,69,sa3022429
Alberto Rios,LAA,AA,24,11,18.2%,54.5%,0.33,.000,.182,.000,.182,.000,2.6,.000,0.0,0,-1.9,.133,-24,sa3022441
Mac McCroskey,LAA,AA,26,325,13.2%,31.4%,0.42,.212,.323,.286,.609,.073,6.2,.325,-0.8,32,-12.1,.291,75,sa3022444
Jay Beshears,MIA,AA,24,276,11.6%,25.4%,0.46,.220,.327,.445,.772,.225,8.0,.263,1.4,39,1.7,.342,104,sa3022485
Drew Compton,ATL,AA,25,228,7.9%,19.3%,0.41,.195,.263,.293,.556,.098,4.1,.225,-0.9,16,-15.5,.255,50,sa3022495
Calvin Harris,CHW,AA,24,140,12.9%,19.3%,0.67,.217,.317,.350,.667,.133,2.1,.244,-1.2,16,-3.4,.306,83,sa3022496
Eddie Park,CHW,AA,24,16,6.3%,43.8%,0.14,.000,.063,.000,.063,.000,0.1,.000,0.0,-2,-3.9,.046,-81,sa3022502
Raudi Rodriguez,LAA,AA,22,414,14.3%,22.2%,0.64,.261,.374,.417,.790,.155,6.9,.322,0.1,65,8.5,.359,118,sa3022506
Will Verdung,ATL,AA,23,184,10.3%,21.2%,0.49,.204,.290,.290,.580,.086,5.9,.254,-0.1,15,-9.9,.272,60,sa3022512
Will Simpson,TBR,AA,24,492,9.6%,27.8%,0.34,.259,.335,.497,.832,.238,4.9,.314,0.9,78,11.4,.362,117,sa3022530
Mark Coley II,MIL,AA,25,274,9.9%,33.9%,0.29,.210,.307,.353,.660,.143,7.1,.297,-0.5,30,-7.7,.302,77,sa3022534
Ryan Ignoffo,MIA,AA,25,296,8.1%,15.9%,0.51,.246,.313,.360,.673,.114,6.6,.286,0.2,33,-7.5,.305,80,sa3022573
Drew Bowser,CHC,AA,24,96,5.2%,36.5%,0.14,.236,.292,.360,.651,.124,7.1,.353,0.1,10,-3.4,.294,78,sa3022594
Ethan O'Donnell,MIA,AA,24,156,11.5%,23.7%,0.49,.222,.323,.393,.715,.170,6.4,.261,1.2,20,-1.4,.324,92,sa3022616
Mike Boeve,MIL,AA,24,483,12.4%,19.0%,0.65,.280,.371,.390,.761,.110,4.6,.340,0.2,71,5.7,.349,106,sa3022658
Carter Trice,CHC,AA,23,507,10.8%,25.6%,0.42,.244,.329,.419,.748,.174,5.2,.307,-1.2,68,-1.0,.333,102,sa3022661
Dylan Campbell,CHW,AA,23,295,11.9%,21.7%,0.55,.253,.346,.407,.753,.154,6.9,.310,1.7,41,1.3,.340,104,sa3022751
Caden Connor,CHW,AA,25,46,8.7%,21.7%,0.40,.244,.304,.366,.670,.122,1.4,.290,-0.1,5,-1.3,.301,79,sa3022755
Ryan Galanie,CHW,AA,26,54,20.4%,22.2%,0.92,.220,.389,.341,.730,.122,1.8,.276,-0.2,8,0.6,.348,109,sa3022759
Dominic Pitelli,CIN,AA,24,130,9.2%,32.3%,0.29,.196,.272,.357,.629,.161,5.6,.269,0.0,12,-5.9,.282,60,sa3022809
Bryan Broecker,TBR,AA,24,19,31.6%,26.3%,1.20,.308,.526,.308,.834,.000,5.5,.500,0.1,4,1.4,.423,155,sa3022814
Garret Forrester,MIA,AA,24,96,21.9%,14.6%,1.50,.274,.448,.589,1.037,.315,5.5,.264,0.6,23,9.5,.451,172,sa3022822
Carter Graham,CIN,AA,24,236,13.1%,23.3%,0.56,.280,.390,.510,.900,.230,3.8,.336,-1.0,45,12.7,.398,132,sa3022824
Dylan Jasso,MIA,AA,23,240,12.5%,22.1%,0.57,.251,.350,.372,.722,.121,5.6,.309,-0.1,32,-1.1,.330,96,sa3022830
Mac Horvath,TBR,AA,24,491,8.1%,24.8%,0.33,.261,.324,.399,.723,.138,8.4,.333,5.9,62,-5.0,.323,92,sa3022885
Adrian Santana,MIA,AA,20,122,10.7%,13.1%,0.81,.271,.355,.346,.701,.075,6.5,.319,0.8,16,-0.8,.327,94,sa3022890
Arjun Nimmala,LAA,AA,20,101,20.8%,23.8%,0.88,.213,.376,.425,.801,.213,2.4,.250,-1.6,16,2.6,.365,122,sa3022892
Brayden Taylor,TBR,AA,24,380,13.4%,22.9%,0.59,.284,.384,.513,.897,.228,6.6,.335,-0.2,70,18.7,.393,136,sa3022921
Josh Adamczewski,MIL,AA,21,260,11.5%,19.2%,0.60,.274,.365,.451,.817,.177,5.8,.320,0.2,42,6.7,.365,116,sa3023168
Colby Shade,MIA,AA,24,95,9.5%,23.2%,0.41,.241,.326,.470,.796,.229,7.0,.263,2.7,14,1.1,.348,107,sa3023374
Noah Myers,TBR,AA,26,85,10.6%,36.5%,0.29,.145,.235,.197,.433,.053,3.5,.227,-0.3,3,-8.9,.212,23,sa3023377
Jesús Made,MIL,AA,19,544,10.3%,14.3%,0.72,.269,.344,.422,.765,.152,7.0,.294,-1.2,77,2.8,.341,101,sa3024108
Luis Peña,MIL,AA,19,61,6.6%,18.0%,0.36,.268,.328,.339,.667,.071,5.4,.318,1.0,7,-1.4,.308,81,sa3024134
Harold Coll,LAA,AA,24,234,8.5%,25.6%,0.33,.172,.262,.271,.533,.099,6.2,.222,-1.0,15,-17.0,.250,49,sa3025185
Michael Snyder,MIA,AA,25,117,18.8%,24.8%,0.76,.154,.319,.253,.572,.099,7.8,.206,0.3,11,-5.3,.282,66,sa3025194
Payton Green,MIA,AA,23,238,10.1%,33.2%,0.30,.240,.333,.447,.780,.207,6.5,.336,1.1,34,2.1,.345,105,sa3025195
Fenwick Trimble,MIA,AA,23,369,9.2%,20.9%,0.44,.263,.344,.465,.809,.202,4.8,.301,-1.1,57,7.2,.358,113,sa3025202
Gage Miller,MIA,AA,23,106,12.3%,17.9%,0.68,.275,.368,.440,.807,.165,2.5,.304,-1.2,17,2.5,.362,116,sa3025205
Patrick Clohisy,ATL,AA,24,299,10.0%,21.4%,0.47,.261,.344,.443,.788,.182,8.4,.320,1.8,45,4.0,.351,110,sa3025223
Colby Jones,ATL,AA,22,13,15.4%,46.2%,0.33,.182,.308,.455,.762,.273,8.4,.400,0.6,2,0.0,.332,98,sa3025224
Connor Caskenette,MIA,AA,24,184,6.0%,25.5%,0.23,.212,.266,.359,.625,.147,7.0,.254,0.9,16,-8.8,.279,64,sa3025240
Brendan Jones,MIA,AA,24,352,13.1%,23.0%,0.57,.234,.342,.445,.787,.211,8.6,.279,2.3,52,4.0,.348,107,sa3025253
Edgar Alvarez,CHC,AA,25,410,17.3%,27.3%,0.63,.202,.346,.367,.714,.166,3.2,.264,-1.2,54,-1.5,.331,101,sa3025269
Alec Briley,CHW,AA,25,523,8.6%,27.7%,0.31,.246,.312,.491,.803,.246,5.8,.288,-0.9,75,3.8,.344,106,sa3025309
Eddie Micheletti Jr.,LAA,AA,24,95,10.5%,21.1%,0.50,.173,.295,.395,.690,.222,6.5,.175,0.2,11,-2.0,.310,87,sa3025311
Ryan McCrystal,CIN,AA,23,123,7.3%,22.8%,0.32,.248,.309,.372,.681,.124,4.0,.313,-0.8,14,-2.9,.307,76,sa3025334
David Mershon,LAA,AA,23,36,13.9%,19.4%,0.71,.103,.222,.103,.326,.000,6.8,.125,0.3,0,-4.8,.178,4,sa3025335
T.J. McCants,CHW,AA,25,62,6.5%,43.5%,0.15,.193,.242,.281,.523,.088,5.7,.333,0.6,3,-5.1,.238,40,sa3025355
Blake Burke,MIL,AA,23,431,10.2%,23.7%,0.43,.285,.367,.603,.969,.317,6.5,.310,1.1,86,27.2,.409,144,sa3025381
Émilien Pitre,TBR,AA,23,163,18.4%,10.4%,1.76,.323,.451,.492,.943,.169,6.3,.351,-1.8,34,12.1,.422,155,sa3025391
Connor Hujsak,TBR,AA,24,92,3.3%,32.6%,0.10,.270,.293,.427,.720,.157,8.0,.397,0.8,11,-1.5,.315,88,sa3025393
Austin Overn,TBR,AA,23,282,10.6%,31.6%,0.34,.309,.395,.565,.960,.256,9.5,.430,6.7,58,19.5,.416,151,sa3025408
Jacob Cozart,LAA,AA,23,96,11.5%,29.2%,0.39,.229,.326,.458,.784,.229,1.3,.265,-0.3,14,0.9,.346,110,sa3025434
Austin Machado,ATL,AA,25,12,16.7%,25.0%,0.67,.100,.250,.400,.650,.300,0.1,.000,0.0,1,-0.5,.287,70,sa3025442
Owen Ayers,CHC,AA,25,278,15.1%,24.8%,0.61,.304,.417,.591,1.009,.287,3.9,.367,-0.9,61,23.5,.434,166,sa3025449
Ariel Armas,CHC,AA,23,416,10.1%,20.4%,0.49,.234,.320,.338,.658,.104,4.4,.286,-0.9,46,-10.9,.304,84,sa3025454
Marco Dinges,MIL,AA,22,58,10.3%,31.0%,0.33,.135,.224,.231,.455,.096,4.3,.182,0.3,2,-5.9,.216,23,sa3025495
Peyton Stovall,CIN,AA,23,97,5.2%,27.8%,0.19,.169,.227,.281,.508,.112,0.3,.200,-0.2,5,-8.6,.231,28,sa3025512
