Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
Cesar Quintas,SEA,A+,23,90,14.4%,20.0%,0.72,.315,.433,.438,.872,.123,4.4,.400,-0.1,17,4.5,.405,130,sa3016109
Ricardo Cova,SEA,A+,22,95,2.1%,16.8%,0.13,.312,.326,.452,.778,.140,9.3,.377,1.5,13,-0.2,.345,93,sa3016186
Jose Ramos,SFG,A+,23,126,19.8%,19.8%,1.00,.293,.437,.414,.851,.121,5.6,.370,1.3,23,5.8,.400,136,sa3016541
Jose Astudillo,SFG,A+,22,71,9.9%,7.0%,1.40,.333,.400,.381,.781,.048,6.0,.362,0.8,11,1.2,.367,115,sa3016548
Luis Suisbel,SEA,A+,23,433,8.1%,25.2%,0.32,.258,.336,.488,.825,.230,4.6,.311,-1.3,66,6.1,.363,104,sa3016717
Edward Duran,TOR,A+,22,181,4.4%,19.3%,0.23,.231,.276,.331,.608,.101,4.1,.278,-0.7,14,-11.0,.277,60,sa3016719
Spencer Packard,SEA,A+,28,3,33.3%,0.0%,1.00,.000,.333,.000,.333,.000,0.1,.000,0.0,0,-0.3,.249,32,sa3016803
Jakey Josepha,ARI,A+,22,237,8.0%,23.2%,0.35,.270,.331,.395,.726,.126,8.5,.348,0.5,29,-3.6,.330,89,sa3017481
Anthony Scull,LAA,A+,22,211,7.1%,28.0%,0.25,.272,.329,.524,.852,.251,3.3,.333,-1.2,33,3.9,.369,119,sa3017988
Randy De Jesus,LAA,A+,21,392,8.9%,35.5%,0.25,.244,.315,.464,.780,.221,2.2,.340,-0.5,53,-1.5,.343,103,sa3018426
Modeifi Marte,ARI,A+,23,274,6.9%,15.7%,0.44,.273,.325,.411,.736,.138,4.4,.304,-0.6,34,-3.7,.332,90,sa3018445
Kendry Chirinos,TOR,A+,21,195,9.7%,30.8%,0.32,.194,.287,.294,.581,.100,3.4,.275,-0.3,15,-12.2,.275,58,sa3018453
Ruben Santana,ARI,A+,21,33,15.2%,39.4%,0.38,.148,.303,.148,.451,.000,4.3,.286,-0.3,2,-2.8,.249,39,sa3018468
Dario Laverde,LAA,A+,21,5,40.0%,20.0%,2.00,.000,.400,.000,.400,.000,0.1,.000,0.0,0,-0.2,.299,75,sa3018470
Kelvin Hidalgo,COL,A+,21,467,8.4%,27.0%,0.31,.252,.323,.390,.713,.138,6.0,.331,-1.1,56,-9.2,.325,78,sa3018472
Capri Ortiz,LAA,A+,21,443,5.6%,23.7%,0.24,.233,.292,.350,.642,.118,7.0,.292,0.7,41,-20.8,.293,72,sa3018473
Derek Bernard,COL,A+,20,61,18.0%,26.2%,0.69,.220,.361,.340,.701,.120,4.6,.303,0.3,8,-0.6,.335,85,sa3018477
Yerald Nin,ARI,A+,20,270,10.0%,22.2%,0.45,.241,.318,.333,.652,.093,8.3,.307,1.0,27,-10.1,.304,73,sa3018479
Roynier Hernandez,COL,A+,21,404,14.9%,15.3%,0.97,.282,.389,.391,.780,.109,3.4,.327,-1.0,61,5.3,.362,102,sa3018495
Jose Alpuria,ARI,A+,21,25,28.0%,8.0%,3.50,.235,.480,.471,.951,.235,5.2,.214,-0.1,6,2.1,.443,160,sa3018562
Jean Joseph,TOR,A+,21,81,8.6%,13.6%,0.64,.186,.247,.414,.661,.229,3.5,.153,-0.1,7,-4.7,.281,62,sa3018568
Alberto Barriga,ARI,A+,21,168,11.3%,22.0%,0.51,.259,.345,.490,.835,.231,4.3,.291,0.9,26,3.1,.368,113,sa3018595
Jean Carlos Sió,SFG,A+,22,65,7.7%,21.5%,0.36,.310,.385,.552,.936,.241,5.0,.350,0.1,13,3.6,.412,144,sa3018648
Abdias De La Cruz,ARI,A+,21,58,13.8%,25.9%,0.53,.220,.328,.540,.868,.320,2.6,.226,-0.1,9,1.3,.374,117,sa3019401
Kevyn Castillo,LAA,A+,21,111,12.6%,20.7%,0.61,.247,.349,.387,.736,.140,4.8,.294,0.1,15,-0.8,.339,101,sa3019771
Curtis Washington Jr.,SEA,A+,26,194,11.9%,28.9%,0.41,.210,.311,.431,.742,.222,8.0,.252,0.9,24,-2.7,.331,84,sa3019803
Adrian Rodriguez,ARI,A+,22,151,8.6%,18.5%,0.46,.185,.257,.262,.518,.077,4.5,.212,-0.4,7,-13.5,.244,36,sa3019899
Peyton Williams,TOR,A+,25,324,11.4%,21.0%,0.54,.265,.355,.470,.824,.204,3.1,.309,-0.3,50,5.5,.367,116,sa3020099
Jancel Villarroel,SFG,A+,21,198,5.6%,18.2%,0.31,.305,.376,.480,.856,.175,5.1,.351,-0.2,34,6.4,.385,127,sa3020102
Tucker Toman,TOR,A+,22,336,14.9%,25.0%,0.60,.274,.399,.449,.848,.175,4.4,.352,-0.3,58,11.8,.388,129,sa3020132
Matt Coutney,LAA,A+,26,337,13.6%,29.4%,0.46,.251,.366,.396,.762,.145,3.1,.360,0.0,49,1.9,.354,110,sa3020413
Demetrio Crisantes,ARI,A+,21,16,18.8%,31.3%,0.60,.308,.438,.769,1.207,.462,0.1,.333,0.0,4,2.1,.501,196,sa3021051
Robert Calaz,COL,A+,20,420,8.8%,30.5%,0.29,.237,.312,.396,.708,.160,5.4,.324,-0.3,48,-9.8,.320,76,sa3021078
Carlos Virahonda,ARI,A+,20,213,10.8%,16.9%,0.64,.272,.393,.468,.862,.197,4.6,.298,-1.3,38,8.0,.391,127,sa3021144
José Mejía,ARI,A+,20,348,12.6%,18.1%,0.70,.233,.334,.332,.666,.099,6.0,.278,0.3,38,-10.0,.314,79,sa3021169
Juan Flores,LAA,A+,20,195,7.7%,21.5%,0.36,.275,.342,.538,.880,.263,2.1,.298,-0.3,33,5.5,.380,126,sa3021185
Raimundo De Los Santos,TOR,A+,21,22,4.5%,18.2%,0.25,.286,.318,.286,.604,.000,1.6,.353,-0.5,2,-1.2,.286,65,sa3021202
Dameury Pena,TOR,A+,20,49,4.1%,6.1%,0.67,.267,.327,.400,.727,.133,5.3,.268,0.3,6,-0.7,.331,93,sa3021624
Sebastian De Andrade,SEA,A+,20,6,50.0%,33.3%,1.50,.000,.500,.000,.500,.000,0.1,.000,0.0,1,0.1,.373,110,sa3021842
Dariel Ramon,TOR,A+,20,58,13.8%,22.4%,0.62,.167,.293,.250,.543,.083,8.7,.222,0.3,4,-4.0,.267,54,sa3022236
Yassel Soler,ARI,A+,20,451,8.0%,22.4%,0.36,.261,.335,.402,.737,.141,2.7,.316,-1.0,58,-4.8,.335,92,sa3022281
Carlos Gutierrez,SFG,A+,21,357,15.1%,19.6%,0.77,.271,.385,.441,.826,.171,8.1,.326,3.6,59,9.3,.377,122,sa3022336
Wilder Dalis,COL,A+,19,61,3.3%,19.7%,0.17,.322,.344,.492,.836,.169,5.7,.364,0.7,10,1.2,.369,106,sa3022347
Lisbel Diaz,SFG,A+,20,360,3.6%,16.7%,0.22,.284,.312,.531,.843,.246,5.1,.289,-2.0,54,4.3,.361,112,sa3022399
Caleb Bartolero,LAA,A+,26,163,10.4%,19.6%,0.53,.306,.387,.479,.866,.174,3.9,.364,-0.3,29,6.0,.390,132,sa3022423
Peter Burns,LAA,A+,26,263,10.3%,19.4%,0.53,.241,.337,.317,.654,.076,1.8,.291,-0.8,28,-8.0,.312,84,sa3022424
Alberto Rios,LAA,A+,24,90,14.4%,18.9%,0.76,.288,.391,.356,.747,.068,3.3,.357,0.0,13,0.6,.355,110,sa3022441
Jacob Sharp,TOR,A+,24,196,9.2%,18.4%,0.50,.265,.349,.464,.813,.199,4.3,.295,-0.9,29,2.1,.360,111,sa3022489
Tevin Tucker,COL,A+,26,241,16.6%,28.2%,0.59,.244,.390,.316,.706,.073,6.7,.363,4.9,33,-0.1,.347,92,sa3022558
Brennan Orf,TOR,A+,24,132,21.2%,31.8%,0.67,.216,.386,.353,.739,.137,5.8,.350,0.1,19,0.8,.354,108,sa3022570
Avery Owusu-Asiedu,ARI,A+,23,358,10.6%,26.0%,0.41,.202,.289,.369,.658,.167,6.4,.238,1.8,34,-15.2,.298,69,sa3022604
Caleb Hobson,COL,A+,24,97,14.4%,38.1%,0.38,.150,.284,.163,.447,.013,7.0,.279,0.9,4,-9.1,.239,25,sa3022610
Jack Payton,SFG,A+,24,31,9.7%,22.6%,0.43,.259,.355,.556,.910,.296,3.2,.278,-0.5,6,1.3,.395,133,sa3022675
Ty Hanchey,SFG,A+,26,41,4.9%,31.7%,0.15,.289,.341,.526,.868,.237,2.4,.391,-0.1,7,1.1,.380,123,sa3022684
Jose Ortiz,SFG,A+,21,54,7.4%,35.2%,0.21,.143,.208,.163,.371,.020,4.7,.233,-0.1,0,-7.6,.185,2,sa3022693
Luke Shliger,SFG,A+,24,10,0.0%,40.0%,0.00,.200,.200,.200,.400,.000,2.6,.333,0.0,0,-1.4,.185,2,sa3022694
Sam Shaw,TOR,A+,21,96,25.0%,21.9%,1.14,.239,.427,.535,.962,.296,4.7,.244,0.4,20,6.6,.426,153,sa3022889
Arjun Nimmala,TOR,A+,20,105,15.2%,22.9%,0.67,.241,.362,.483,.845,.241,3.9,.283,-0.2,17,2.2,.372,119,sa3022892
Kevin Bruggeman,LAA,A+,24,146,17.1%,24.0%,0.71,.189,.364,.270,.634,.081,3.7,.253,-0.8,17,-3.4,.320,89,sa3023073
Jonny Farmelo,SEA,A+,21,399,15.5%,24.6%,0.63,.267,.386,.477,.863,.210,7.7,.341,-2.3,70,14.2,.388,120,sa3023362
Felnin Celesten,SEA,A+,20,364,12.4%,20.6%,0.60,.314,.409,.534,.943,.220,7.3,.375,1.0,72,21.7,.416,137,sa3023381
Walker Martin,SFG,A+,22,449,10.7%,33.9%,0.32,.232,.321,.405,.726,.173,5.3,.324,1.9,55,-7.4,.328,91,sa3023545
Jhonny Level,SFG,A+,19,331,7.9%,18.1%,0.43,.302,.363,.473,.836,.171,5.8,.352,-0.9,53,7.3,.373,119,sa3023898
Hayden Alvarez,LAA,A+,19,105,14.3%,18.1%,0.79,.258,.371,.360,.731,.101,5.6,.319,0.7,14,-0.1,.346,105,sa3023906
Roldy Brito,COL,A+,19,175,5.1%,25.1%,0.20,.261,.299,.352,.650,.091,6.8,.345,3.4,17,-7.6,.297,61,sa3023917
Carter Dorighi,SEA,A+,23,390,9.7%,19.5%,0.50,.248,.326,.314,.641,.066,5.9,.309,2.6,39,-14.7,.304,67,sa3025120
Ryan Nicholson,LAA,A+,25,342,8.5%,25.1%,0.34,.256,.318,.400,.718,.144,1.5,.321,-1.0,40,-7.2,.323,91,sa3025167
Carter Cunningham,TOR,A+,25,223,15.7%,31.4%,0.50,.250,.386,.511,.897,.261,6.7,.343,-0.6,41,9.6,.397,135,sa3025170
Harold Coll,LAA,A+,24,254,16.5%,24.0%,0.69,.242,.382,.440,.822,.198,4.0,.289,-1.4,42,6.5,.377,124,sa3025185
Robert Hipwell,SFG,A+,23,252,16.3%,38.1%,0.43,.210,.352,.395,.747,.185,4.5,.347,0.0,35,-0.2,.346,103,sa3025186
Austin St. Laurent,SEA,A+,23,328,12.2%,22.6%,0.54,.278,.372,.387,.759,.109,4.9,.359,-1.6,47,1.8,.354,98,sa3025241
Brandon Eike,SEA,A+,24,485,7.8%,24.5%,0.32,.295,.357,.535,.892,.240,3.8,.352,-2.1,84,16.9,.387,119,sa3025243
Anthony Donofrio,SEA,A+,26,345,14.5%,26.4%,0.55,.216,.328,.388,.717,.172,4.9,.271,-1.7,42,-5.7,.328,82,sa3025266
J.R. Freethy,TOR,A+,23,366,15.6%,24.3%,0.64,.238,.372,.356,.727,.117,4.8,.319,-0.6,50,-0.5,.346,103,sa3025310
David Mershon,LAA,A+,23,254,10.2%,22.0%,0.46,.241,.333,.310,.644,.069,7.9,.313,2.8,26,-8.8,.307,81,sa3025335
Josh Caron,SEA,A+,22,293,10.9%,30.7%,0.36,.272,.355,.579,.934,.307,7.9,.336,2.6,54,13.2,.399,127,sa3025435
Alex Stone,TOR,A+,24,48,2.1%,14.6%,0.14,.239,.271,.435,.706,.196,2.0,.243,0.0,5,-1.6,.309,79,sa3025480
Zander Darby,SFG,A+,23,432,8.3%,31.3%,0.27,.278,.343,.486,.829,.208,5.8,.378,0.9,67,7.1,.366,115,sa3025549
Tommy Hopfe,COL,A+,23,459,9.4%,16.8%,0.56,.274,.362,.437,.800,.163,5.3,.309,1.3,70,6.3,.363,102,sa3025593
Dakota Jordan,SFG,A+,23,355,7.9%,27.6%,0.29,.290,.346,.533,.879,.243,5.7,.359,1.5,60,10.5,.382,125,sa3025601
Jakob Christian,SFG,A+,23,224,12.9%,32.6%,0.40,.253,.371,.484,.854,.231,3.5,.358,-0.6,38,6.6,.381,124,sa3025603
Slate Alford,LAA,A+,23,41,17.1%,29.3%,0.58,.324,.439,.471,.910,.147,1.7,.476,-0.1,8,2.5,.418,150,sa3025895
Isaiah Barkett,SFG,A+,22,42,9.5%,9.5%,1.00,.297,.381,.405,.786,.108,3.4,.313,-0.4,6,0.6,.365,114,sa3026572
Max Belyeu,COL,A+,22,281,10.7%,32.7%,0.33,.233,.341,.475,.816,.242,5.3,.319,-1.5,43,3.7,.362,102,sa3026937
Damian Bravo,SFG,A+,22,75,10.7%,29.3%,0.36,.258,.347,.530,.877,.273,6.3,.325,0.2,13,2.3,.383,125,sa3027616
Lorenzo Carrier,COL,A+,23,19,0.0%,10.5%,0.00,.474,.474,.684,1.158,.211,0.9,.529,0.0,5,2.7,.511,195,sa3028498
Jake Casey,TOR,A+,23,252,12.3%,27.8%,0.44,.244,.373,.502,.875,.259,7.5,.302,0.6,44,8.8,.388,129,sa3028574
Bryce Chance,TOR,A+,23,103,11.7%,10.7%,1.09,.236,.324,.281,.604,.045,5.1,.266,0.1,9,-4.9,.292,69,sa3028732
Wallace Clark,ARI,A+,24,332,10.8%,23.5%,0.46,.204,.301,.305,.606,.102,4.5,.255,-3.0,29,-17.3,.287,62,sa3028999
Trevor Cohen,SFG,A+,22,380,12.6%,13.7%,0.92,.297,.387,.416,.803,.119,7.0,.342,0.6,60,7.4,.370,117,sa3029111
Brady Counsell,ARI,A+,23,284,10.2%,29.6%,0.35,.211,.309,.293,.601,.081,4.0,.306,-0.3,25,-14.5,.288,63,sa3029467
Korbyn Dickerson,SEA,A+,22,133,12.0%,26.3%,0.46,.270,.368,.470,.838,.200,6.8,.338,1.6,22,3.1,.374,111,sa3030281
Alan Espinal,COL,A+,24,341,12.6%,29.9%,0.42,.236,.337,.377,.714,.140,5.0,.330,-1.7,42,-5.2,.330,81,sa3031022
Kevin Fitzer,COL,A+,24,309,12.9%,34.6%,0.37,.167,.299,.298,.597,.132,3.1,.248,-0.5,27,-16.1,.287,55,sa3031395
Dub Gleed,TOR,A+,23,202,9.4%,20.3%,0.46,.269,.348,.463,.811,.194,1.3,.302,-0.8,30,2.4,.361,112,sa3032302
Gage Harrelson,LAA,A+,22,229,14.8%,31.0%,0.48,.217,.339,.302,.641,.085,4.4,.325,-0.5,24,-7.4,.310,83,sa3033254
Ethan Hedges,COL,A+,22,513,7.8%,26.7%,0.29,.257,.326,.417,.742,.160,2.7,.330,-1.6,66,-5.5,.335,85,sa3033512
Chris Katz,ARI,A+,23,44,9.1%,20.5%,0.44,.289,.386,.447,.834,.158,1.7,.357,-0.1,7,1.3,.382,122,sa3035116
Kaeden Kent,SFG,A+,22,46,2.2%,15.2%,0.14,.267,.283,.489,.771,.222,6.1,.278,0.8,6,-0.6,.333,94,sa3035283
Gavin Kilen,SFG,A+,22,349,9.2%,13.8%,0.67,.282,.350,.462,.811,.179,2.9,.306,-1.5,53,4.3,.362,112,sa3035353
Cam Maldonado,SFG,A+,22,96,9.4%,22.9%,0.41,.284,.368,.654,1.023,.370,7.5,.283,-0.1,20,6.7,.428,154,sa3036900
Gable Mitchell,TOR,A+,22,109,11.0%,18.3%,0.60,.236,.367,.360,.727,.124,4.8,.279,-0.1,15,-0.6,.341,100,sa3038166
Cameron Nelson,COL,A+,22,43,7.0%,25.6%,0.27,.282,.349,.410,.759,.128,5.7,.370,0.3,6,0.0,.347,92,sa3038742
Ryan Slater,SFG,A+,24,0,0.0%,0.0%,0.00,.000,.000,.000,.000,.000,0.1,.000,0.0,0,0.0,.000,-100,sa3042417
Austin Smith,TOR,A+,23,116,4.3%,7.8%,0.56,.294,.357,.529,.886,.235,5.8,.278,0.2,20,3.9,.386,128,sa3042481
Eric Snow,TOR,A+,22,167,10.2%,9.0%,1.13,.306,.371,.422,.793,.116,5.4,.318,0.3,25,1.9,.361,112,sa3042680
Ryan Sprock,TOR,A+,21,139,14.4%,17.3%,0.83,.307,.410,.553,.963,.246,5.1,.333,-0.8,28,8.9,.421,150,sa3042879
Luke Stevenson,SEA,A+,21,474,20.7%,29.3%,0.71,.243,.405,.488,.893,.245,3.6,.319,-1.2,88,22.4,.402,128,sa3043081
Tanner Thach,COL,A+,22,230,6.5%,17.4%,0.38,.242,.304,.382,.686,.140,3.7,.268,0.3,24,-7.7,.308,68,sa3043649
Jaxson West,TOR,A+,22,97,13.4%,13.4%,1.00,.309,.402,.370,.772,.062,5.6,.348,0.8,15,1.4,.364,114,sa3045032
Zane Zielinski,SFG,A+,24,184,10.3%,27.2%,0.38,.258,.343,.314,.657,.057,5.9,.373,0.8,20,-5.4,.314,82,sa3045857
Brayden Corn,SEA,A+,22,15,20.0%,53.3%,0.38,.167,.333,.250,.583,.083,5.0,.500,0.4,1,-0.7,.296,62,sa3058932
Jake Munroe,LAA,A+,22,239,13.8%,16.7%,0.83,.258,.391,.505,.896,.247,2.6,.271,-0.7,44,11.0,.400,139,sa3060109
Dalton Wentz,SFG,A+,20,57,14.0%,33.3%,0.42,.265,.368,.429,.797,.163,6.0,.414,0.5,9,0.8,.364,114,sa3060904
Slade Caldwell,ARI,A+,20,465,16.1%,27.7%,0.58,.216,.363,.309,.672,.093,6.5,.311,0.9,57,-7.8,.328,88,sa3066460
Ty Southisene,TOR,A+,20,50,12.0%,16.0%,0.75,.262,.380,.429,.809,.167,8.5,.303,0.0,8,1.1,.372,119,sa3066842
JD Dix,ARI,A+,20,251,10.4%,28.3%,0.37,.251,.331,.372,.703,.121,7.7,.353,1.1,30,-5.1,.324,85,sa3066859
Matthew Ellis,SEA,A+,25,339,15.9%,28.9%,0.55,.247,.376,.470,.845,.222,2.3,.315,-0.7,57,9.8,.381,115,sa3067076
Clayton Gray,COL,A+,24,81,16.0%,22.2%,0.72,.221,.346,.412,.757,.191,7.7,.271,0.3,11,-0.1,.346,92,sa3067153
Colin Summerhill,LAA,A+,24,5,0.0%,60.0%,0.00,.200,.200,.200,.400,.000,0.1,.500,0.0,0,-0.7,.185,4,sa3067171
Jacob Hinderleider,COL,A+,25,279,9.3%,38.0%,0.25,.218,.292,.343,.635,.125,5.6,.343,0.4,25,-13.4,.292,58,sa3067230
Hayden Gilliland,TOR,A+,24,115,18.3%,24.3%,0.75,.228,.374,.380,.754,.152,1.1,.290,-0.2,17,0.7,.354,108,sa3067285
Trent Youngblood,ARI,A+,24,296,14.2%,16.9%,0.84,.289,.408,.397,.805,.107,6.3,.344,0.3,49,8.0,.378,120,sa3067290
Ivan Luciano,ARI,A+,19,51,11.8%,29.4%,0.40,.279,.380,.465,.845,.186,2.1,.407,-0.1,9,1.6,.383,122,sa3067397
Jo Oyama,SEA,A+,25,15,33.3%,13.3%,2.50,.333,.600,.778,1.378,.444,9.0,.429,0.2,5,2.9,.573,235,sa3068964
Matt Scannell,TOR,A+,24,161,21.1%,33.5%,0.63,.161,.348,.258,.606,.097,3.9,.261,-1.7,17,-5.5,.308,79,sa3069006
Maddox Latta,TOR,A+,23,443,14.4%,19.2%,0.75,.243,.366,.362,.728,.120,4.4,.290,-0.9,60,-1.3,.344,101,sa3069010
Daniel Rogers,SFG,A+,24,138,13.0%,33.3%,0.39,.233,.333,.345,.678,.112,1.8,.352,-0.2,15,-3.7,.317,84,sa3069055
Aiden Taurek,SEA,A+,22,135,16.3%,22.2%,0.73,.294,.415,.505,.919,.211,5.5,.364,-0.8,26,7.4,.411,134,sa3069071
Kayson Cunningham,ARI,A+,20,283,13.8%,21.9%,0.63,.252,.360,.391,.751,.139,7.3,.316,1.6,39,0.0,.347,100,sa3069148
Jacob Humphrey,COL,A+,23,266,8.3%,16.9%,0.49,.310,.383,.483,.865,.172,7.4,.352,2.8,45,8.6,.385,116,sa3069172
JoJo Parker,TOR,A+,19,97,17.5%,18.6%,0.94,.316,.443,.418,.861,.101,7.5,.410,0.5,18,4.9,.405,140,sa3069248
Kendrey Maduro,LAA,A+,22,124,3.2%,24.2%,0.13,.313,.341,.522,.863,.209,4.3,.386,-0.2,20,2.9,.375,123,sa3075522
Jonny McGill,LAA,A+,24,53,11.3%,22.6%,0.50,.239,.340,.413,.753,.174,7.2,.303,0.1,7,-0.2,.343,103,sa3075761
Hayden Jatczak,SFG,A+,24,154,13.0%,19.5%,0.67,.264,.364,.372,.736,.109,4.5,.313,0.3,21,-0.6,.343,100,sa3076029
Mathieu Vallee,TOR,A+,25,68,10.3%,14.7%,0.70,.310,.394,.397,.790,.086,5.8,.375,0.3,11,1.3,.369,117,sa3076098
Jack O'Dowd,COL,A+,25,153,13.7%,17.6%,0.78,.359,.451,.664,1.115,.305,3.8,.394,-0.6,39,17.4,.479,175,sa3076117
Ryland Zaborowski,LAA,A+,24,42,9.5%,33.3%,0.29,.216,.310,.459,.769,.243,1.4,.286,0.0,6,-0.3,.340,101,sa3076279
Aaron Graeber,LAA,A+,23,151,4.0%,41.7%,0.10,.179,.212,.290,.502,.110,2.0,.282,-0.1,5,-15.9,.226,30,sa3076333
Max Viera,TOR,A+,25,69,14.5%,31.9%,0.45,.193,.333,.421,.754,.228,7.8,.273,0.0,9,-0.3,.342,100,sa3077697
Parker Coddou,COL,A+,24,20,5.0%,10.0%,0.50,.176,.250,.353,.603,.176,7.5,.133,0.6,1,-1.4,.267,42,sa3077706
Blake Penso,COL,A+,24,22,9.1%,18.2%,0.50,.333,.455,.556,1.010,.222,1.3,.385,0.0,5,2.0,.454,159,sa3077842
Charlie Muniz,SFG,A+,24,17,11.8%,47.1%,0.25,.067,.176,.267,.443,.200,2.6,.000,0.0,0,-2.1,.203,13,sa3078100
Henry Kaczmar,SEA,A+,23,12,8.3%,16.7%,0.50,.364,.417,.455,.871,.091,1.8,.444,-0.5,2,0.5,.399,127,sa3078105
