Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Carlos Matias,TBR,DSL,19,28,.211,0.45,11.1%,27.8%,61.1%,36.4%,0.0%,42.1%,26.3%,31.6%,25.4%,19,44,63,sa3023744
Franchely Silverio,HOU,DSL,19,213,.364,1.22,22.6%,42.5%,34.9%,31.4%,7.8%,55.8%,18.4%,25.9%,11.0%,290,438,728,sa3023746
Iverson Allen,PIT,DSL,18,132,.329,0.91,19.7%,38.2%,42.1%,18.8%,3.1%,42.7%,24.4%,32.9%,10.0%,197,245,442,sa3023750
Jesus Lizardo,PIT,DSL,19,93,.415,0.95,27.8%,35.2%,37.0%,10.0%,5.0%,57.1%,21.4%,21.4%,11.1%,157,177,334,sa3023753
Frankeli Mesta,PIT,DSL,19,112,.318,1.16,16.9%,44.6%,38.5%,20.0%,16.0%,50.7%,20.9%,28.4%,11.0%,166,187,353,sa3023756
Omar Mejia,KCR,DSL,19,41,.200,0.36,9.5%,23.8%,66.7%,35.7%,7.1%,33.3%,23.8%,42.9%,13.2%,82,100,182,sa3023773
Amauri Ramirez,HOU,DSL,19,137,.227,1.00,17.1%,41.4%,41.4%,17.2%,0.0%,57.5%,21.9%,20.5%,12.9%,222,290,512,sa3023778
Jeyson Moya,SFG,DSL,19,72,.343,0.60,31.4%,25.7%,42.9%,13.3%,6.7%,66.7%,8.3%,25.0%,11.9%,117,153,270,sa3023779
Albert Jimenez,SFG,DSL,19,208,.297,0.82,24.2%,34.1%,41.7%,23.6%,14.5%,59.3%,19.3%,21.5%,10.9%,317,419,736,sa3023780
Aaron Pinero,TBR,DSL,19,91,.345,0.75,22.2%,33.3%,44.4%,33.3%,16.7%,39.7%,31.0%,29.3%,9.0%,133,135,268,sa3023783
Angel Brachi,MIA,DSL,19,17,.667,1.50,44.4%,33.3%,22.2%,0.0%,0.0%,22.2%,33.3%,44.4%,10.5%,27,30,57,sa3023784
Esteban Romero,HOU,DSL,19,105,.312,1.15,20.0%,42.9%,37.1%,19.2%,0.0%,37.3%,29.3%,33.3%,3.7%,160,192,352,sa3023787
Diwarys Encarnacion,MIA,DSL,20,11,.375,0.50,25.0%,25.0%,50.0%,25.0%,0.0%,62.5%,0.0%,37.5%,25.6%,11,28,39,sa3023793
Ricardo Guzman,TBR,DSL,21,0,.000,,,,,,,,,,,,,,sa3023830
Edgar Lugo,DET,DSL,21,162,.254,0.75,16.8%,35.5%,47.7%,25.5%,3.9%,41.0%,27.4%,31.6%,11.1%,184,321,505,sa3023874
Jarol Capellan,BAL,DSL,20,140,.298,1.69,16.5%,52.4%,31.1%,21.9%,3.1%,43.8%,16.2%,40.0%,12.2%,173,304,477,sa3023884
Belfi Rivera,ARI,DSL,19,110,.409,1.89,15.4%,55.4%,29.2%,10.5%,0.0%,33.8%,32.4%,33.8%,12.4%,159,235,394,sa3023891
Danny Cancro,COL,DSL,19,188,.398,2.19,25.9%,50.9%,23.3%,11.1%,0.0%,39.2%,28.8%,32.0%,8.6%,266,341,607,sa3023903
Raily Liriano,ARI,DSL,19,34,.200,0.73,17.4%,34.8%,47.8%,9.1%,27.3%,47.8%,39.1%,13.0%,15.8%,43,58,101,sa3023911
J.T. Bain,TOR,DSL,18,14,.200,0.25,0.0%,20.0%,80.0%,50.0%,0.0%,20.0%,20.0%,60.0%,18.6%,20,23,43,sa3023913
Randy Soto,TOR,DSL,19,106,.206,1.12,15.9%,44.4%,39.7%,32.0%,4.0%,50.0%,25.0%,25.0%,6.7%,198,220,418,sa3023923
Samuel Estevez,MIA,DSL,19,34,.278,0.33,15.8%,21.1%,63.2%,25.0%,8.3%,52.6%,21.1%,26.3%,15.7%,43,78,121,sa3023924
Santiago Ustariz,CLE,DSL,19,62,.267,1.00,17.2%,41.4%,41.4%,16.7%,0.0%,66.7%,20.0%,13.3%,10.4%,112,119,231,sa3023926
Diego Gonzalez,CHC,DSL,19,98,.276,1.28,22.6%,43.4%,34.0%,16.7%,11.1%,50.9%,23.6%,25.5%,8.6%,144,170,314,sa3023939
Juarlin Soto,TOR,DSL,19,139,.269,1.46,18.1%,48.6%,33.3%,25.0%,0.0%,50.6%,22.8%,26.6%,8.2%,279,293,572,sa3023947
Jose Marcano,TEX,DSL,19,119,.293,0.85,16.5%,38.5%,45.1%,24.4%,7.3%,51.6%,15.8%,32.6%,6.8%,172,228,400,sa3023953
Leider Padilla,LAD,DSL,19,15,.286,1.00,0.0%,50.0%,50.0%,25.0%,25.0%,62.5%,37.5%,0.0%,23.7%,24,35,59,sa3023958
Manni Ramirez,TEX,DSL,19,41,.538,1.43,37.0%,37.0%,25.9%,28.6%,14.3%,55.6%,33.3%,11.1%,17.3%,54,85,139,sa3023959
David Carrera,NYY,DSL,19,225,.393,0.64,19.3%,31.6%,49.1%,17.9%,16.1%,56.6%,23.0%,20.5%,10.5%,424,441,865,sa3023966
Kendrick Hernandez,DET,DSL,19,45,.300,3.00,15.8%,63.2%,21.1%,0.0%,0.0%,45.0%,10.0%,45.0%,14.3%,84,105,189,sa3023976
Nayerich Waterfort,CIN,DSL,20,128,.329,0.77,13.9%,37.5%,48.6%,28.6%,2.9%,52.6%,22.4%,25.0%,10.7%,173,277,450,sa3024114
Sebastian Rojas,OAK,DSL,19,154,.337,0.69,16.5%,34.1%,49.4%,26.2%,4.8%,46.2%,27.5%,26.4%,7.6%,247,281,528,sa3024123
Yohandy Cruz,DET,DSL,19,58,.242,1.50,16.7%,50.0%,33.3%,0.0%,0.0%,51.5%,27.3%,21.2%,9.1%,91,106,197,sa3024131
Angel Gonzalez,MIL,DSL,19,175,.324,0.73,16.7%,35.3%,48.0%,28.6%,4.1%,42.3%,18.3%,39.4%,8.7%,262,310,572,sa3024132
Jose Camacho,LAA,DSL,19,163,.313,0.56,16.3%,30.0%,53.8%,30.2%,4.7%,61.9%,17.9%,20.2%,11.2%,278,277,555,sa3024135
Angel Rodriguez,DET,DSL,19,75,.486,3.29,14.3%,65.7%,20.0%,0.0%,14.3%,44.4%,22.2%,33.3%,9.4%,154,154,308,sa3024138
Eddson Martinez,SDP,DSL,18,60,.514,1.20,40.5%,32.4%,27.0%,10.0%,0.0%,35.1%,32.4%,32.4%,3.9%,107,100,207,sa3024140
Boris Sarduy,SFG,DSL,19,128,.375,1.42,14.8%,50.0%,35.2%,10.5%,5.3%,33.3%,31.6%,35.1%,16.8%,238,279,517,sa3024141
Alexander Rincon,BAL,DSL,19,101,.329,1.08,21.7%,40.6%,37.7%,15.4%,7.7%,36.5%,23.0%,40.5%,13.8%,113,212,325,sa3024142
Yojackson Laya,LAD,DSL,19,14,.333,0.67,37.5%,25.0%,37.5%,0.0%,0.0%,88.9%,11.1%,0.0%,13.6%,14,30,44,sa3024145
Argenis Valdez,BAL,DSL,19,130,.341,1.00,17.6%,41.2%,41.2%,40.0%,5.7%,44.7%,28.2%,27.1%,11.5%,184,278,462,sa3024146
Vinicius Dos Santos,SFG,DSL,19,207,.263,1.18,21.7%,42.5%,35.8%,42.1%,2.6%,55.9%,22.0%,22.0%,9.7%,312,417,729,sa3024150
Rafy Peguero,LAD,DSL,19,83,.400,3.14,19.4%,61.1%,19.4%,14.3%,14.3%,61.1%,13.9%,25.0%,16.6%,134,173,307,sa3024151
Jose Sabino,CIN,DSL,19,97,.351,1.17,29.1%,38.2%,32.7%,22.2%,5.6%,46.4%,32.1%,21.4%,11.9%,153,182,335,sa3024155
Neftali Taveras,KCR,DSL,21,0,.000,,,,,,,,,,,,,,sa3024224
Ronnyel Espinoza,CHC,DSL,20,46,.333,0.71,25.0%,31.3%,43.8%,28.6%,0.0%,50.0%,18.8%,31.3%,15.9%,83,87,170,sa3024306
Osmar Torrealba,CLE,DSL,19,115,.315,2.60,22.9%,55.7%,21.4%,26.7%,6.7%,36.5%,16.2%,47.3%,4.9%,213,214,427,sa3024318
Edgar Jimenez,NYY,DSL,19,101,.369,0.89,20.9%,37.3%,41.8%,17.9%,14.3%,32.9%,21.4%,45.7%,14.9%,118,191,309,sa3024328
Anthony Delgado,NYM,DSL,19,78,.389,2.22,19.4%,55.6%,25.0%,22.2%,11.1%,59.5%,8.1%,32.4%,10.7%,169,148,317,sa3024333
Carlos Caripa,CLE,DSL,19,126,.366,1.33,23.2%,43.9%,32.9%,22.2%,7.4%,48.8%,22.6%,28.6%,13.8%,146,275,421,sa3024335
Armando Lao,DET,DSL,19,53,.281,2.57,16.7%,60.0%,23.3%,14.3%,0.0%,42.4%,27.3%,30.3%,18.0%,76,113,189,sa3024343
Brandon Vasquez,SFG,DSL,19,184,.328,1.44,18.5%,48.1%,33.3%,24.4%,2.2%,37.9%,32.9%,29.3%,6.4%,266,315,581,sa3024346
Robert Lantigua,ARI,DSL,19,93,.234,0.86,17.5%,38.1%,44.4%,21.4%,10.7%,52.3%,23.1%,24.6%,12.8%,105,176,281,sa3024348
Yorvin Morla,SDP,DSL,20,187,.368,1.44,16.0%,49.6%,34.4%,37.2%,2.3%,42.5%,20.5%,37.0%,8.3%,296,382,678,sa3024350
Azaeel Pacheco,OAK,DSL,19,179,.294,1.53,21.4%,47.6%,31.1%,12.5%,0.0%,31.5%,24.1%,44.4%,4.7%,368,353,721,sa3024353
Kevin Robledo,MIA,DSL,19,10,.667,0.00,50.0%,0.0%,50.0%,50.0%,50.0%,50.0%,50.0%,0.0%,6.8%,21,23,44,sa3024360
Erny Orellana,LAD,DSL,19,181,.276,0.61,23.7%,28.9%,47.4%,37.0%,7.4%,52.8%,20.3%,26.8%,9.4%,186,302,488,sa3024366
Darian Castillo,SDP,DSL,19,167,.343,1.40,20.8%,46.2%,33.0%,34.3%,2.9%,48.7%,20.4%,31.0%,6.8%,271,320,591,sa3024367
Brayan Cota,OAK,DSL,19,160,.242,1.83,10.9%,57.6%,31.5%,24.1%,6.9%,44.8%,27.1%,28.1%,7.4%,263,304,567,sa3024369
Jeiker Gudino,DET,DSL,19,73,.306,1.38,13.9%,50.0%,36.1%,7.7%,0.0%,47.4%,23.7%,28.9%,8.8%,119,142,261,sa3024371
Endy Rios,SDP,DSL,19,163,.417,1.74,18.3%,51.9%,29.8%,32.3%,0.0%,45.0%,23.4%,31.5%,15.5%,184,345,529,sa3024372
Ricardo Crespo,SFG,DSL,19,140,.333,0.94,17.3%,40.0%,42.7%,40.6%,3.1%,35.1%,20.8%,44.2%,5.7%,270,243,513,sa3024373
Robinson Chacon,KCR,DSL,19,128,.400,1.03,14.5%,43.5%,42.0%,24.1%,3.4%,45.1%,18.3%,36.6%,13.0%,197,271,468,sa3024382
Yoxander Benitez,SFG,DSL,19,205,.331,0.94,25.2%,36.2%,38.6%,30.6%,2.0%,51.5%,19.4%,29.1%,7.9%,323,383,706,sa3024383
Marwin Rivero,KCR,DSL,19,83,.304,1.39,14.0%,50.0%,36.0%,22.2%,0.0%,45.8%,27.1%,27.1%,13.8%,99,148,247,sa3024384
Dayquer Alfonzo,SDP,DSL,18,222,.406,1.14,18.6%,43.4%,38.0%,18.4%,8.2%,52.3%,26.5%,21.2%,10.5%,377,460,837,sa3024479
Yadiel Ramon,COL,DSL,18,0,.000,,,,,,,,,,,,,,sa3024600
Jonathan Moya,DET,DSL,19,173,.333,1.02,11.2%,44.9%,43.9%,16.3%,7.0%,55.9%,25.5%,18.6%,13.4%,251,363,614,sa3024632
Wuinder Torres,CLE,DSL,19,36,.538,1.13,34.6%,34.6%,30.8%,0.0%,0.0%,50.0%,19.2%,30.8%,4.4%,62,73,135,sa3024635
Yoneiker Lugo,MIL,DSL,19,83,.260,1.11,9.1%,47.7%,43.2%,36.8%,0.0%,51.1%,23.4%,25.5%,5.5%,137,134,271,sa3024639
Manuel Baez,SEA,DSL,21,57,.355,1.60,16.1%,51.6%,32.3%,30.0%,0.0%,48.4%,29.0%,22.6%,17.7%,69,89,158,sa3024640
Fernando Pena,SFG,DSL,19,114,.371,1.17,16.7%,45.0%,38.3%,13.0%,13.0%,54.5%,22.7%,22.7%,13.5%,187,213,400,sa3024643
Anderson Garcia,KCR,DSL,19,109,.438,1.35,18.4%,46.9%,34.7%,23.5%,5.9%,61.2%,28.6%,10.2%,18.8%,158,242,400,sa3024644
Anthony Longo,KCR,DSL,19,177,.291,1.43,17.7%,48.4%,33.9%,14.3%,2.4%,30.2%,26.2%,43.7%,8.8%,212,297,509,sa3024652
Darling Reyes,WSN,DSL,21,0,.000,,,,,,,,,,,,,,sa3024770
Kegnnalex Seijas,MIL,DSL,20,39,.200,0.73,5.0%,40.0%,55.0%,18.2%,9.1%,38.1%,19.0%,42.9%,10.3%,75,71,146,sa3024858
Gabriel Guanchez,SEA,DSL,19,121,.371,1.11,19.7%,42.3%,38.0%,33.3%,11.1%,47.9%,26.0%,26.0%,20.8%,140,211,351,sa3024861
Emdys Rosillo,CIN,DSL,19,92,.292,1.65,13.1%,54.1%,32.8%,15.0%,0.0%,47.6%,22.2%,30.2%,8.5%,96,150,246,sa3024898
Luis Plicet,OAK,DSL,19,6,.250,3.00,25.0%,75.0%,0.0%,0.0%,0.0%,25.0%,0.0%,75.0%,17.2%,16,13,29,sa3024924
Joaquin Arias Jr.,TEX,DSL,19,15,.636,2.50,36.4%,45.5%,18.2%,0.0%,0.0%,18.2%,18.2%,63.6%,7.1%,25,31,56,sa3024929
Christian Sáez,STL,DSL,19,86,.244,0.90,11.6%,41.9%,46.5%,40.0%,5.0%,52.3%,15.9%,31.8%,20.1%,138,181,319,sa3024955
Frandy Lafond,MIL,DSL,19,180,.365,0.56,20.4%,28.7%,50.9%,21.8%,9.1%,49.2%,20.8%,30.0%,11.9%,278,371,649,sa3024956
Jonnhan Sanchez,NYM,DSL,19,196,.376,0.91,25.2%,35.7%,39.1%,20.0%,6.7%,42.4%,16.9%,40.7%,7.3%,346,366,712,sa3024971
Yeisy Celesten,TEX,DSL,21,192,.385,0.58,21.1%,28.9%,50.0%,26.3%,12.3%,57.8%,19.8%,22.4%,9.6%,337,375,712,sa3025069
Juan Monso,CHC,DSL,19,71,.182,1.15,6.7%,50.0%,43.3%,38.5%,7.7%,62.5%,21.9%,15.6%,11.0%,103,125,228,sa3025110
Jose Rodriguez,ARI,DSL,19,75,.214,0.70,12.8%,35.9%,51.3%,35.0%,5.0%,58.1%,16.3%,25.6%,11.1%,129,158,287,sa3025229
Cristopher Polanco,TOR,DSL,18,202,.301,1.94,10.8%,58.8%,30.4%,16.1%,6.5%,46.7%,22.9%,30.5%,12.3%,393,413,806,sa3067125
Djean Macares,SFG,DSL,18,238,.323,1.44,17.0%,49.0%,34.0%,17.3%,0.0%,40.8%,23.6%,35.7%,6.6%,366,410,776,sa3067126
Liberts Aponte,CIN,DSL,18,150,.420,1.04,27.8%,36.7%,35.4%,10.7%,7.1%,49.4%,23.5%,27.1%,7.8%,260,276,536,sa3067288
Warren Calcaño,KCR,DSL,18,174,.350,1.38,20.8%,45.8%,33.3%,12.5%,3.1%,53.0%,20.0%,27.0%,13.4%,250,324,574,sa3067541
Jesus Guerrero,NYY,DSL,19,55,.304,1.00,14.3%,42.9%,42.9%,11.1%,0.0%,56.5%,13.0%,30.4%,10.1%,104,113,217,sa3067560
Carlos Done,MIL,DSL,19,187,.257,1.15,20.8%,42.5%,36.8%,43.6%,10.3%,67.9%,14.7%,17.4%,12.7%,330,428,758,sa3067642
Samuell Sanchez,DET,DSL,20,184,.338,0.76,17.7%,35.4%,46.8%,27.0%,18.9%,60.2%,22.9%,16.9%,13.7%,348,362,710,sa3067644
Eric Mota,HOU,DSL,18,109,.310,0.67,19.6%,32.1%,48.2%,25.9%,7.4%,44.8%,25.9%,29.3%,10.2%,175,216,391,sa3067645
Juan Torres,NYY,DSL,18,248,.389,1.09,20.4%,41.4%,38.1%,21.7%,11.6%,44.4%,26.5%,29.1%,9.1%,315,435,750,sa3067646
Jhonael Cuello,NYM,DSL,18,211,.289,0.96,10.6%,43.7%,45.7%,14.5%,5.8%,53.8%,21.2%,25.0%,12.5%,238,409,647,sa3067648
Luis Cruz,PIT,DSL,18,121,.326,1.28,20.5%,44.6%,34.9%,31.0%,0.0%,52.9%,18.4%,28.7%,5.6%,185,210,395,sa3067650
Santiago Martinez,HOU,DSL,18,208,.263,0.69,13.9%,35.2%,50.8%,11.3%,3.2%,45.3%,25.8%,28.9%,7.9%,289,395,684,sa3067651
Feliz Genao,ARI,DSL,18,206,.313,1.25,24.4%,42.0%,33.6%,18.2%,0.0%,33.3%,23.5%,43.2%,9.9%,322,384,706,sa3067653
Victor Familia,PIT,DSL,19,87,.283,1.50,18.6%,48.8%,32.6%,42.9%,0.0%,47.8%,19.6%,32.6%,11.3%,140,169,309,sa3067654
Yensi De La Cruz,HOU,DSL,19,201,.220,0.67,13.6%,34.7%,51.7%,21.3%,8.2%,52.9%,24.4%,22.7%,6.9%,346,363,709,sa3067655
Leonard Rijo,MIL,DSL,18,25,.400,0.30,18.8%,18.8%,62.5%,20.0%,10.0%,43.8%,37.5%,18.8%,4.0%,41,34,75,sa3067656
Angel Salio,CIN,DSL,18,241,.376,1.65,16.4%,52.1%,31.5%,17.4%,6.5%,45.5%,22.4%,32.1%,15.2%,312,444,756,sa3067657
Jose Santana,LAA,DSL,18,29,.111,0.60,0.0%,37.5%,62.5%,20.0%,0.0%,25.0%,12.5%,62.5%,14.0%,57,57,114,sa3067658
Johanse Gomez,BAL,DSL,18,213,.400,1.30,26.7%,41.4%,31.9%,18.9%,5.4%,43.8%,24.0%,32.2%,15.0%,291,397,688,sa3067659
Yassel Pena,ATL,DSL,18,144,.317,0.91,22.8%,36.7%,40.5%,50.0%,3.1%,50.0%,25.6%,24.4%,11.0%,232,258,490,sa3067661
Nieves Izaguirre,PHI,DSL,18,48,.323,0.92,7.4%,44.4%,48.1%,0.0%,0.0%,32.3%,19.4%,48.4%,16.2%,53,89,142,sa3067665
Elian Adames,PHI,DSL,18,185,.336,1.27,13.3%,48.4%,38.3%,18.4%,10.2%,52.6%,23.3%,24.1%,14.8%,230,363,593,sa3067670
Dayber Cruceta,PHI,DSL,18,155,.245,1.44,12.4%,51.7%,36.0%,34.4%,3.1%,58.1%,24.7%,17.2%,12.4%,221,280,501,sa3067671
Cesar Paredes,LAA,DSL,18,166,.265,0.58,10.1%,32.9%,57.0%,28.9%,11.1%,39.1%,29.9%,31.0%,13.6%,242,337,579,sa3067673
Kendry Martínez,SEA,DSL,18,167,.269,0.94,20.0%,38.7%,41.3%,25.8%,0.0%,53.8%,17.9%,28.2%,14.6%,278,297,575,sa3067676
Mani Cedeno,NYY,DSL,17,126,.323,1.16,11.5%,47.5%,41.0%,20.0%,12.0%,63.5%,19.0%,17.5%,14.8%,212,242,454,sa3067680
Ayden Johnson,OAK,DSL,18,134,.362,1.55,16.4%,50.7%,32.8%,36.4%,0.0%,35.8%,26.9%,37.3%,11.5%,226,287,513,sa3067681
Maykel Coret,TBR,DSL,18,209,.404,1.34,21.9%,44.8%,33.3%,22.9%,20.0%,38.3%,21.7%,40.0%,21.6%,245,402,647,sa3067683
Warel Solano,TBR,DSL,18,192,.317,1.43,18.9%,47.7%,33.3%,40.5%,2.7%,39.3%,22.2%,38.5%,16.2%,205,349,554,sa3067685
Larry Suero,COL,DSL,18,217,.321,0.98,14.9%,42.1%,43.0%,20.4%,16.3%,47.1%,26.1%,26.9%,15.4%,320,431,751,sa3067687
Heins Brito,CLE,DSL,18,182,.325,1.74,23.2%,48.8%,28.0%,11.4%,0.0%,49.6%,29.1%,21.3%,8.5%,230,348,578,sa3067694
Raymer Medina,TBR,DSL,18,241,.331,0.82,24.4%,34.1%,41.5%,10.7%,3.6%,41.3%,31.2%,27.5%,15.0%,343,392,735,sa3067696
Juan Brima,ARI,DSL,18,214,.289,1.14,16.1%,44.6%,39.3%,20.5%,11.4%,54.4%,20.2%,25.4%,11.5%,387,431,818,sa3067698
Hiverson López,CLE,DSL,18,184,.398,1.55,15.7%,51.3%,33.0%,18.4%,18.4%,45.7%,27.6%,26.7%,12.8%,252,366,618,sa3067699
Enry Torres,CIN,DSL,18,121,.309,0.89,12.8%,41.0%,46.2%,22.2%,2.8%,51.9%,22.8%,25.3%,7.5%,176,213,389,sa3067706
David Ortiz Jr.,TEX,DSL,18,86,.351,0.93,27.0%,35.1%,37.8%,28.6%,0.0%,40.5%,13.5%,45.9%,13.0%,149,175,324,sa3067707
Andruw Zambrano,BOS,DSL,20,48,.105,1.00,11.1%,44.4%,44.4%,37.5%,12.5%,70.0%,10.0%,20.0%,17.0%,79,109,188,sa3067710
Antoni Urena,LAD,DSL,19,167,.338,0.39,23.2%,21.7%,55.1%,47.4%,7.9%,61.4%,21.4%,17.1%,11.1%,310,313,623,sa3067711
Hendry Arvelo,LAD,DSL,19,183,.270,1.18,16.2%,45.3%,38.5%,24.4%,0.0%,42.0%,26.9%,31.1%,8.3%,266,291,557,sa3067712
Stiven Marinez,NYY,DSL,18,250,.337,0.87,21.1%,36.6%,42.2%,29.4%,11.8%,52.1%,21.9%,26.0%,10.3%,414,497,911,sa3067713
Carlos Benavides,DET,DSL,18,138,.359,0.74,22.8%,32.9%,44.3%,22.9%,5.7%,51.9%,24.7%,23.5%,15.1%,161,290,451,sa3067714
Adrian Tusen,WSN,DSL,18,119,.323,0.90,12.7%,41.3%,46.0%,24.1%,6.9%,42.6%,27.9%,29.4%,20.8%,163,245,408,sa3067719
Sandy Presbot,MIA,DSL,18,188,.264,1.36,14.8%,49.1%,36.1%,38.5%,5.1%,59.5%,19.8%,20.7%,11.2%,317,377,694,sa3067721
Jose Pitre,ARI,DSL,18,149,.317,0.58,16.8%,30.7%,52.5%,28.3%,3.8%,55.3%,21.4%,23.3%,12.0%,199,318,517,sa3067722
Limanol Payero,PIT,DSL,18,75,.333,0.89,29.2%,33.3%,37.5%,33.3%,11.1%,44.0%,28.0%,28.0%,24.7%,117,166,283,sa3067723
Johan Machado,MIA,DSL,18,220,.344,0.71,20.1%,33.1%,46.8%,27.7%,15.4%,37.6%,25.5%,36.9%,9.9%,333,457,790,sa3067724
Esnaider Vargas,WSN,DSL,18,166,.345,1.27,16.0%,47.1%,37.0%,9.1%,6.8%,41.0%,24.6%,34.4%,14.5%,196,336,532,sa3067726
Yoander Santana,PIT,DSL,18,180,.336,0.98,28.3%,35.4%,36.3%,29.3%,2.4%,45.7%,23.3%,31.0%,8.6%,262,309,571,sa3067727
Luis Garcia,CLE,DSL,18,208,.316,0.98,13.4%,42.9%,43.8%,20.4%,8.2%,52.2%,19.1%,28.7%,7.4%,389,397,786,sa3067728
Anthony Abreu,MIA,DSL,18,160,.250,0.55,10.1%,31.9%,58.0%,22.5%,12.5%,59.5%,18.9%,21.6%,15.7%,302,311,613,sa3067731
Ronny Suarez,ARI,DSL,18,125,.338,1.24,20.3%,44.1%,35.6%,38.1%,0.0%,50.0%,19.7%,30.3%,12.1%,212,267,479,sa3067733
Alam Bruno,ARI,DSL,18,149,.345,1.03,16.3%,42.5%,41.3%,15.2%,6.1%,59.8%,17.1%,23.2%,9.4%,296,310,606,sa3067738
Aaron Salazar,MIN,DSL,18,8,.000,0.00,20.0%,0.0%,80.0%,25.0%,0.0%,60.0%,40.0%,0.0%,2.6%,18,20,38,sa3067739
Sterling Bazil,DET,DSL,18,147,.370,1.00,21.4%,39.3%,39.3%,9.1%,15.2%,54.7%,15.1%,30.2%,14.7%,246,313,559,sa3067740
Elias Reyno,ATL,DSL,18,32,.313,2.67,31.3%,50.0%,18.8%,0.0%,0.0%,35.3%,35.3%,29.4%,10.3%,55,62,117,sa3067741
Jose Ramirez,DET,DSL,18,179,.356,1.15,18.4%,43.7%,37.9%,12.1%,9.1%,50.6%,16.9%,32.6%,18.3%,275,385,660,sa3067742
Victor Marquez,PIT,DSL,18,137,.265,1.39,16.3%,48.8%,35.0%,46.4%,0.0%,55.4%,18.1%,26.5%,7.9%,212,232,444,sa3067743
Luis Galan,CLE,DSL,17,136,.393,1.54,23.3%,46.5%,30.2%,34.6%,0.0%,34.4%,20.0%,45.6%,5.8%,218,248,466,sa3067744
Nicolas Barrios,MIL,DSL,18,58,.241,1.00,14.3%,42.9%,42.9%,33.3%,0.0%,51.7%,17.2%,31.0%,10.4%,124,127,251,sa3067746
Freilyn Rodriguez,CLE,DSL,18,180,.355,1.57,20.2%,48.7%,31.1%,27.0%,2.7%,47.6%,26.6%,25.8%,8.9%,259,379,638,sa3067748
