Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Blayberg Diaz,MIL,A+,23,157,.299,2.17,13.2%,59.4%,27.4%,13.8%,0.0%,38.5%,24.8%,36.7%,13.4%,200,375,575,sa3015352
Diego Guzman,KCR,A+,22,102,.269,1.20,15.4%,46.2%,38.5%,45.0%,0.0%,42.3%,13.5%,44.2%,17.8%,134,259,393,sa3015365
Johnny Ascanio,CIN,A+,22,122,.276,1.80,25.3%,48.0%,26.7%,25.0%,0.0%,41.6%,29.9%,28.6%,11.5%,187,300,487,sa3015526
Maick Collado,CLE,A+,23,136,.312,0.95,17.9%,40.0%,42.1%,20.0%,7.5%,46.9%,20.8%,32.3%,10.5%,170,324,494,sa3015534
Esteban González,CLE,A+,23,321,.304,0.73,23.5%,32.4%,44.1%,15.2%,16.5%,45.6%,23.6%,30.8%,14.9%,479,773,1252,sa3015535
Kevin Rivas,CLE,A+,23,81,.154,1.00,15.4%,42.3%,42.3%,27.3%,9.1%,37.0%,25.9%,37.0%,21.5%,129,202,331,sa3015539
Jose D. Hernandez,LAD,A+,23,125,.277,0.60,16.3%,31.4%,52.3%,40.0%,6.7%,39.5%,27.9%,32.6%,12.3%,178,303,481,sa3015557
Jose Meza,LAD,A+,23,423,.312,1.78,20.8%,50.8%,28.5%,27.0%,13.5%,41.7%,22.3%,36.0%,12.8%,642,976,1618,sa3015558
Miguel Briceno,MIN,A+,22,173,.328,1.00,23.6%,38.2%,38.2%,17.0%,10.6%,44.7%,25.2%,30.1%,9.0%,250,417,667,sa3015566
Carlos Franco,OAK,A+,23,163,.183,0.87,12.9%,40.5%,46.6%,37.0%,5.6%,43.2%,16.9%,39.8%,8.3%,244,386,630,sa3015580
Oswaldo Linares,SDP,A+,23,145,.206,0.65,17.7%,32.3%,50.0%,41.7%,4.2%,38.8%,28.6%,32.7%,11.9%,188,349,537,sa3015593
Carlos Rodriguez,SDP,A+,23,333,.273,1.16,19.3%,43.4%,37.3%,20.3%,8.9%,40.1%,24.4%,35.5%,11.8%,477,785,1262,sa3015594
Jose Cordoba,STL,A+,23,156,.267,1.00,23.8%,38.1%,38.1%,30.0%,2.5%,51.9%,17.9%,30.2%,16.7%,180,365,545,sa3015614
Miguel Villarroel,STL,A+,24,68,.432,3.00,17.9%,61.5%,20.5%,0.0%,25.0%,38.5%,38.5%,23.1%,12.7%,105,154,259,sa3015631
Dilan Granadillo,CHC,A+,25,39,.143,0.44,7.1%,28.6%,64.3%,44.4%,0.0%,28.6%,50.0%,21.4%,23.9%,67,96,163,sa3015686
Cristian Santana,DET,A+,22,354,.225,0.56,19.1%,29.0%,51.9%,29.5%,16.8%,53.3%,23.9%,22.8%,12.9%,631,832,1463,sa3015697
Danny De Andrade,MIN,A+,22,446,.307,1.12,22.3%,41.0%,36.6%,20.0%,15.0%,50.4%,24.1%,25.5%,16.6%,514,1099,1613,sa3015698
Jesus Galiz,LAD,A+,22,68,.304,1.07,29.5%,36.4%,34.1%,33.3%,0.0%,36.2%,29.8%,34.0%,11.7%,108,156,264,sa3015700
Pedro Pineda,OAK,A+,22,306,.358,1.54,23.0%,46.6%,30.3%,24.1%,13.0%,40.7%,26.9%,32.4%,13.8%,436,786,1222,sa3015703
Victor Acosta,CIN,A+,22,166,.302,2.04,22.6%,51.9%,25.5%,18.5%,14.8%,47.3%,25.0%,27.7%,12.6%,218,383,601,sa3015705
Ariel Almonte,CIN,A+,22,112,.172,0.89,14.5%,40.3%,45.2%,28.6%,17.9%,50.8%,23.8%,25.4%,14.7%,187,296,483,sa3015708
Leonel Espinoza,CHC,A+,23,207,.284,1.18,17.8%,44.4%,37.8%,23.5%,5.9%,58.0%,23.2%,18.8%,12.7%,278,494,772,sa3015735
Jesus Hernandez,MIA,A+,22,261,.359,1.05,21.5%,40.1%,38.4%,24.2%,7.6%,44.9%,23.3%,31.8%,8.1%,408,593,1001,sa3015736
Luis Castillo,MIL,A+,22,440,.281,1.24,21.0%,43.8%,35.2%,21.3%,21.3%,47.0%,20.4%,32.6%,10.6%,778,1039,1817,sa3015801
Derlin Figueroa,KCR,A+,22,452,.309,0.85,23.8%,35.1%,41.1%,17.4%,23.9%,47.6%,29.7%,22.7%,17.4%,649,1099,1748,sa3015851
Luis Pino,STL,A+,22,165,.309,1.00,25.3%,37.4%,37.4%,35.1%,10.8%,45.5%,27.7%,26.7%,13.4%,262,394,656,sa3015866
José Suárez,STL,A+,21,391,.359,1.80,22.9%,49.6%,27.5%,16.9%,15.4%,44.0%,19.1%,36.9%,18.2%,495,955,1450,sa3016156
Anyelo Encarnación,STL,A+,22,263,.328,1.49,23.3%,45.9%,30.8%,26.8%,22.0%,45.3%,26.3%,28.5%,18.6%,415,634,1049,sa3016157
Edgardo Ordonez,MIL,A+,22,39,.250,0.73,24.0%,32.0%,44.0%,27.3%,9.1%,52.0%,20.0%,28.0%,16.4%,48,98,146,sa3016553
Rayne Doncon,MIN,A+,22,198,.142,0.88,22.2%,36.3%,41.5%,44.6%,8.9%,57.1%,22.9%,20.0%,13.2%,279,465,744,sa3016720
Diego Omana,CIN,A+,23,36,.478,1.83,26.1%,47.8%,26.1%,50.0%,0.0%,56.5%,17.4%,26.1%,12.9%,59,88,147,sa3016824
Izaac Pacheco,DET,A+,23,9,.000,0.00,0.0%,0.0%,100.0%,20.0%,60.0%,16.7%,33.3%,50.0%,13.5%,19,18,37,sa3016969
Geuri Lubo,CHC,A+,22,70,.263,2.67,15.4%,61.5%,23.1%,22.2%,22.2%,57.9%,13.2%,28.9%,16.1%,96,184,280,sa3017122
Wilfredo Lara,MIA,A+,22,285,.316,1.00,24.7%,37.7%,37.7%,24.6%,9.8%,50.9%,19.6%,29.4%,11.7%,476,665,1141,sa3017123
Juan Benjamin,CLE,A+,23,118,.314,0.92,29.6%,33.8%,36.6%,19.2%,7.7%,43.1%,23.6%,33.3%,12.1%,180,275,455,sa3017217
Christian Olivo,CHC,A+,22,306,.265,1.25,21.1%,43.8%,35.1%,23.5%,7.4%,42.3%,20.9%,36.8%,10.5%,459,732,1191,sa3017877
Mitch Myers,OAK,A+,27,0,.000,,,,,,,,,,,,,,sa3018179
Wyatt Hoffman,SDP,A+,27,15,.222,1.00,25.0%,37.5%,37.5%,0.0%,0.0%,55.6%,44.4%,0.0%,14.3%,23,33,56,sa3018219
Clayton Campbell,DET,A+,22,378,.336,1.11,27.1%,38.4%,34.5%,21.5%,11.4%,39.1%,21.9%,39.1%,14.0%,565,932,1497,sa3018386
Daniel Guilarte,MIL,A+,22,126,.292,1.50,14.1%,51.6%,34.4%,0.0%,4.5%,48.5%,16.7%,34.8%,13.4%,191,302,493,sa3018388
Rosman Verdugo,SDP,A+,21,461,.282,0.99,20.4%,39.6%,40.0%,19.8%,14.2%,53.1%,23.2%,23.6%,14.0%,680,1081,1761,sa3018393
Jaison Chourio,CLE,A+,21,102,.375,2.07,33.8%,44.6%,21.5%,7.1%,14.3%,40.9%,28.8%,30.3%,6.7%,182,254,436,sa3018399
Andy Lugo,MIN,A+,22,232,.223,1.45,10.7%,52.9%,36.4%,34.1%,11.4%,53.2%,16.7%,30.2%,13.5%,380,578,958,sa3018400
Samuel Munoz,LAD,A+,21,368,.248,1.40,19.1%,47.2%,33.7%,19.3%,8.4%,40.4%,30.8%,28.8%,9.5%,590,830,1420,sa3018407
Yilber Herrera,MIN,A+,21,16,.375,1.50,37.5%,37.5%,25.0%,0.0%,0.0%,100.0%,0.0%,0.0%,16.7%,31,41,72,sa3018425
Victor Izturis,CLE,A+,21,23,.250,2.33,16.7%,58.3%,25.0%,33.3%,0.0%,41.7%,0.0%,58.3%,8.8%,41,61,102,sa3018428
Esmith Pineda,CIN,A+,21,218,.285,1.23,15.3%,46.8%,37.9%,25.5%,6.4%,46.1%,27.3%,26.6%,18.3%,318,529,847,sa3018435
Victor Ortega,MIA,A+,22,49,.478,1.00,45.5%,27.3%,27.3%,0.0%,0.0%,17.4%,17.4%,65.2%,5.9%,99,123,222,sa3018439
Carlos Pacheco,OAK,A+,21,109,.345,1.67,24.5%,47.2%,28.3%,20.0%,6.7%,50.0%,19.6%,30.4%,14.4%,158,273,431,sa3018455
Carlos Sanchez,CIN,A+,21,325,.406,2.46,20.5%,56.5%,23.0%,8.7%,19.6%,37.3%,24.9%,37.8%,12.1%,503,775,1278,sa3018465
Yordalin Peña,STL,A+,21,77,.326,0.70,27.7%,29.8%,42.6%,30.0%,20.0%,57.4%,21.3%,21.3%,21.9%,94,198,292,sa3018489
Mairo Martinus,LAD,A+,21,118,.333,1.29,17.9%,46.2%,35.9%,21.4%,21.4%,43.6%,26.9%,29.5%,22.8%,123,294,417,sa3018505
Jesús  Báez,STL,A+,21,243,.234,0.94,15.6%,40.8%,43.6%,28.2%,17.9%,50.0%,22.0%,28.0%,11.2%,307,560,867,sa3018507
Victor Rodrigues,LAD,A+,21,308,.249,2.43,21.1%,55.9%,23.0%,23.4%,4.3%,47.1%,17.3%,35.6%,6.6%,510,704,1214,sa3018520
Juan Baez,MIL,A+,21,309,.213,1.40,20.6%,46.3%,33.0%,29.2%,2.8%,45.7%,23.3%,30.9%,9.1%,461,699,1160,sa3018525
Eduardo Guerrero,LAD,A+,21,467,.342,1.93,28.8%,46.9%,24.3%,21.3%,6.7%,39.8%,27.4%,32.8%,7.9%,762,1089,1851,sa3018536
Enderson Delgado,DET,A+,21,23,.267,2.00,14.3%,57.1%,28.6%,75.0%,0.0%,46.7%,13.3%,40.0%,21.3%,26,63,89,sa3018576
Ricardo Pena,MIN,A+,21,24,.111,1.33,22.2%,44.4%,33.3%,33.3%,0.0%,44.4%,22.2%,33.3%,15.2%,43,62,105,sa3018593
Juan Matheus,MIA,A+,22,182,.276,0.80,22.0%,34.6%,43.3%,18.2%,12.7%,49.2%,27.7%,23.1%,9.7%,255,412,667,sa3018611
Carlos Sanchez,MIA,A+,21,138,.176,0.92,12.7%,41.8%,45.6%,13.9%,13.9%,43.0%,29.1%,27.8%,10.9%,238,339,577,sa3018613
Jose Escobar,CHC,A+,21,333,.328,1.88,24.6%,49.2%,26.2%,18.5%,7.7%,38.9%,23.4%,37.7%,8.7%,486,738,1224,sa3018629
Erick Torres,KCR,A+,21,361,.310,2.14,23.9%,51.9%,24.3%,23.1%,4.6%,35.3%,23.0%,41.7%,8.3%,451,819,1270,sa3018641
Byron Chourio,MIN,A+,21,94,.370,1.31,31.5%,38.9%,29.6%,25.0%,18.8%,64.9%,19.3%,15.8%,8.5%,154,235,389,sa3018644
Joseilyn Gonzalez,LAD,A+,24,0,.000,,,,,,,,,,,,,,sa3018910
Nestor Rios,MIA,A+,21,17,.000,0.00,25.0%,0.0%,75.0%,66.7%,0.0%,50.0%,25.0%,25.0%,22.1%,30,47,77,sa3018918
Jeffrey Mercedes,CLE,A+,21,357,.279,1.22,19.2%,44.3%,36.5%,22.6%,11.8%,41.9%,23.3%,34.9%,11.1%,443,847,1290,sa3018942
Abrahan Ramirez,MIA,A+,21,165,.272,1.11,19.8%,42.2%,37.9%,20.5%,4.5%,49.6%,24.8%,25.6%,12.6%,246,415,661,sa3018943
Samuel Gil,DET,A+,21,413,.289,1.55,24.6%,45.8%,29.6%,19.1%,1.1%,39.9%,22.5%,37.6%,10.3%,563,859,1422,sa3018963
Ricardo Hurtado,DET,A+,23,427,.257,1.07,21.3%,40.7%,38.0%,20.2%,10.7%,52.2%,25.0%,22.8%,14.1%,696,1031,1727,sa3019200
Won-Bin Cho,STL,A+,22,233,.346,1.67,21.8%,48.9%,29.3%,25.6%,20.5%,50.4%,23.7%,25.9%,15.3%,426,554,980,sa3019526
Yasser Mercedes,MIN,A+,21,394,.309,1.01,21.5%,39.5%,39.0%,27.0%,13.5%,48.3%,29.7%,22.0%,12.8%,610,973,1583,sa3019557
Ricson Gonzalez,KCR,A+,21,7,.000,0.50,0.0%,33.3%,66.7%,100.0%,0.0%,66.7%,0.0%,33.3%,22.2%,7,20,27,sa3019629
Tayden Hall,MIL,A+,23,371,.330,0.90,25.5%,35.3%,39.2%,25.0%,15.0%,44.0%,24.4%,31.6%,10.3%,680,817,1497,sa3019929
Logan Wagner,LAD,A+,22,254,.299,0.69,21.9%,31.9%,46.3%,23.0%,21.6%,51.2%,22.8%,25.9%,15.2%,346,624,970,sa3019932
Jose Izarra,LAD,A+,24,204,.311,0.88,21.3%,36.9%,41.8%,33.3%,3.9%,52.8%,23.2%,24.0%,11.1%,323,499,822,sa3019998
Sammy Hernandez,STL,A+,22,253,.311,0.88,22.8%,36.1%,41.1%,20.0%,16.9%,55.3%,21.4%,23.3%,7.3%,425,611,1036,sa3020141
Cameron Decker,LAD,A+,22,181,.312,0.78,24.0%,33.3%,42.7%,36.6%,9.8%,51.5%,26.8%,21.6%,14.2%,280,445,725,sa3020223
Lamar King Jr.,SDP,A+,22,376,.312,1.72,20.9%,50.0%,29.1%,28.4%,6.0%,46.6%,19.7%,33.6%,11.7%,512,885,1397,sa3020279
Austin Charles,KCR,A+,22,186,.325,0.90,25.6%,35.2%,39.2%,30.6%,14.3%,45.5%,28.0%,26.5%,13.3%,219,459,678,sa3020497
Yannic Walther,MIL,A+,22,121,.373,0.88,26.2%,34.4%,39.3%,16.7%,8.3%,41.9%,32.3%,25.8%,11.9%,190,296,486,sa3021064
Alfredo Duno,CIN,A+,20,295,.318,0.92,22.1%,37.4%,40.5%,27.3%,24.2%,56.7%,25.0%,18.3%,14.0%,506,698,1204,sa3021066
Starlyn Caba,MIA,A+,20,373,.313,1.53,27.7%,43.7%,28.6%,20.3%,11.9%,52.6%,28.2%,19.1%,8.9%,699,915,1614,sa3021070
Angel Cepeda,CHC,A+,20,306,.350,1.39,23.7%,44.4%,32.0%,18.5%,20.4%,43.3%,26.9%,29.8%,14.2%,477,709,1186,sa3021080
Esmil Valencia,MIA,A+,20,200,.241,0.84,25.4%,34.1%,40.6%,37.5%,10.7%,48.2%,31.7%,20.1%,15.5%,225,486,711,sa3021082
Welbyn Francisca,CLE,A+,20,289,.303,1.16,22.2%,41.8%,36.0%,20.6%,25.0%,47.9%,25.0%,27.1%,13.1%,421,718,1139,sa3021087
Enrique Jimenez,MIN,A+,20,106,.255,1.35,20.3%,45.8%,33.9%,15.0%,20.0%,45.8%,23.7%,30.5%,15.3%,179,265,444,sa3021091
Filippo Di Turi,MIL,A+,20,15,.333,2.00,50.0%,33.3%,16.7%,100.0%,0.0%,66.7%,16.7%,16.7%,11.3%,33,38,71,sa3021093
Juan Hernandez,DET,A+,20,296,.322,2.41,25.4%,52.7%,21.9%,13.5%,8.1%,42.9%,25.7%,31.4%,19.6%,430,751,1181,sa3021152
Yoiber Ocopio,SDP,A+,21,59,.333,1.00,26.3%,36.8%,36.8%,35.7%,7.1%,50.0%,17.5%,32.5%,17.7%,66,160,226,sa3021159
José Pirela,CLE,A+,20,98,.382,1.14,25.0%,40.0%,35.0%,28.6%,23.8%,56.7%,23.3%,20.0%,12.0%,173,259,432,sa3021191
Eduardo Quintero,LAD,A+,20,501,.387,1.16,26.5%,39.5%,34.0%,22.0%,12.0%,43.1%,26.1%,30.8%,6.2%,955,1218,2173,sa3021208
Luiyin Alastre,MIL,A+,20,279,.236,1.87,25.9%,48.3%,25.9%,24.4%,2.2%,49.7%,23.8%,26.5%,7.9%,490,607,1097,sa3021210
Luis Lameda,MIL,A+,20,56,.189,1.64,21.6%,48.6%,29.7%,9.1%,0.0%,48.6%,21.6%,29.7%,7.0%,92,123,215,sa3021233
Angel Acosta,KCR,A+,23,215,.331,1.80,17.6%,52.9%,29.4%,20.0%,2.2%,35.2%,25.2%,39.6%,8.5%,296,496,792,sa3021290
Pedro Roque,KCR,A+,20,13,.200,4.00,20.0%,80.0%,0.0%,0.0%,0.0%,20.0%,0.0%,80.0%,18.0%,22,39,61,sa3021300
Heriberto Caraballo,STL,A+,21,11,.200,0.33,20.0%,20.0%,60.0%,33.3%,0.0%,40.0%,20.0%,40.0%,25.0%,15,25,40,sa3021317
Jayson Bass,MIN,A+,20,82,.244,1.56,14.6%,52.1%,33.3%,31.3%,18.8%,54.2%,22.9%,22.9%,18.6%,102,205,307,sa3021323
Logun Clark,CLE,A+,23,118,.220,0.88,15.5%,39.7%,44.8%,26.9%,3.8%,50.8%,24.6%,24.6%,13.1%,202,248,450,sa3021584
Hyungchan Um,KCR,A+,22,37,.375,1.50,11.8%,52.9%,35.3%,16.7%,16.7%,50.0%,16.7%,33.3%,17.5%,67,87,154,sa3021585
Tyler Rodriguez,MIL,A+,20,171,.311,1.47,23.3%,45.6%,31.1%,46.9%,6.3%,52.8%,19.8%,27.4%,10.7%,282,372,654,sa3021615
Dameury Pena,MIN,A+,20,110,.276,2.93,30.6%,51.8%,17.6%,40.0%,0.0%,42.5%,21.8%,35.6%,9.4%,119,242,361,sa3021624
Ramon Ramirez,KCR,A+,21,372,.338,1.13,25.2%,39.7%,35.0%,26.8%,15.9%,46.9%,27.3%,25.7%,11.8%,521,934,1455,sa3021637
Asbel Gonzalez,KCR,A+,20,510,.366,1.97,29.8%,46.6%,23.6%,23.2%,4.3%,33.5%,28.7%,37.7%,12.8%,749,1302,2051,sa3021639
Brian Sanchez,MIA,A+,21,85,.300,0.64,24.1%,29.6%,46.3%,20.0%,16.0%,37.0%,22.2%,40.7%,12.7%,129,202,331,sa3021860
Eduardo Tait,MIN,A+,19,520,.243,0.64,20.7%,31.0%,48.3%,29.8%,13.1%,43.6%,30.7%,25.7%,14.0%,712,1398,2110,sa3022162
Alfredo Alcantara,CIN,A+,20,433,.265,1.32,20.9%,45.0%,34.1%,29.5%,15.9%,47.2%,27.5%,25.3%,14.9%,598,986,1584,sa3022184
Alexey Lumpuy,CHC,A+,22,100,.491,1.63,27.6%,44.8%,27.6%,25.0%,18.8%,50.0%,18.3%,31.7%,21.3%,108,230,338,sa3022296
Tre Richardson III,STL,A+,24,122,.424,1.15,14.7%,45.6%,39.7%,11.1%,40.7%,40.0%,38.6%,21.4%,14.4%,184,288,472,sa3022428
Chase Adkison,LAD,A+,26,69,.333,0.84,25.5%,34.0%,40.4%,26.3%,0.0%,36.7%,16.3%,46.9%,5.7%,93,152,245,sa3022433
Yimy Tovar,SDP,A+,20,41,.269,1.63,19.2%,50.0%,30.8%,25.0%,12.5%,55.6%,25.9%,18.5%,14.5%,51,101,152,sa3022486
Jordan Thompson,LAD,A+,24,7,.250,0.33,0.0%,25.0%,75.0%,0.0%,0.0%,50.0%,0.0%,50.0%,16.0%,8,17,25,sa3022497
Casey Yamauchi,OAK,A+,25,201,.313,1.70,20.1%,50.3%,29.5%,22.7%,9.1%,48.1%,20.1%,31.8%,5.1%,272,456,728,sa3022528
Nate Nankil,OAK,A+,23,198,.252,1.60,18.8%,50.0%,31.3%,35.0%,7.5%,47.4%,24.8%,27.8%,7.5%,340,470,810,sa3022532
Brian Kalmer,CHC,A+,25,29,.412,0.44,23.5%,23.5%,52.9%,11.1%,0.0%,47.1%,29.4%,23.5%,23.3%,34,69,103,sa3022591
Trevor Werner,KCR,A+,25,156,.259,0.70,15.7%,34.8%,49.4%,27.3%,15.9%,46.7%,18.5%,34.8%,11.8%,229,381,610,sa3022592
Drew Bowser,CHC,A+,24,218,.318,1.39,22.5%,45.0%,32.4%,30.6%,13.9%,50.9%,17.9%,31.3%,19.1%,324,510,834,sa3022594
Jack Moss,CIN,A+,24,41,.250,2.25,31.6%,47.4%,21.1%,0.0%,25.0%,52.4%,14.3%,33.3%,8.5%,76,100,176,sa3022598
Myles Naylor,OAK,A+,21,314,.342,1.24,23.4%,42.4%,34.2%,25.9%,11.1%,44.7%,30.4%,24.8%,17.6%,475,800,1275,sa3022605
Brandon Winokur,MIN,A+,21,331,.347,1.29,24.9%,42.4%,32.8%,20.7%,17.2%,47.0%,26.2%,26.8%,18.1%,499,829,1328,sa3022613
Bryan Gonzalez Garcia,LAD,A+,20,7,.500,0.00,50.0%,0.0%,50.0%,0.0%,0.0%,0.0%,50.0%,50.0%,14.8%,11,16,27,sa3022617
Bennett Lee,DET,A+,24,4,.667,1.00,50.0%,50.0%,0.0%,0.0%,0.0%,0.0%,66.7%,33.3%,0.0%,3,7,10,sa3022679
Luke Shliger,DET,A+,24,163,.305,0.98,16.2%,41.4%,42.4%,23.8%,9.5%,47.5%,24.2%,28.3%,7.8%,256,349,605,sa3022694
Chase Jaworsky,MIA,A+,21,268,.291,0.94,19.5%,39.1%,41.4%,29.2%,8.3%,41.3%,22.3%,36.3%,10.9%,401,638,1039,sa3022700
Quinn McDaniel,MIN,A+,23,173,.360,1.12,23.9%,40.2%,35.9%,26.2%,7.1%,28.8%,27.1%,44.1%,10.9%,246,423,669,sa3022701
Dillon Head,MIA,A+,21,403,.303,1.40,21.5%,45.8%,32.7%,34.4%,7.8%,46.8%,19.6%,33.6%,10.2%,517,897,1414,sa3022753
Blake Mitchell,KCR,A+,21,511,.346,0.75,28.4%,30.8%,40.9%,11.8%,27.1%,40.7%,27.6%,31.8%,15.8%,1022,1194,2216,sa3022756
Stone Russell,KCR,A+,22,61,.313,1.67,25.0%,46.9%,28.1%,33.3%,11.1%,47.1%,17.6%,35.3%,13.3%,91,150,241,sa3022819
Carter Graham,CIN,A+,24,292,.356,0.95,26.3%,36.0%,37.7%,18.2%,25.8%,48.3%,28.9%,22.8%,10.1%,496,645,1141,sa3022824
Eric Bitonti,MIL,A+,20,489,.379,0.93,23.2%,36.9%,39.8%,13.5%,26.0%,46.1%,29.0%,24.9%,15.4%,875,1199,2074,sa3022866
Carson Rucker,DET,A+,21,71,.250,1.07,23.7%,39.5%,36.8%,14.3%,28.6%,40.0%,35.0%,25.0%,16.5%,99,168,267,sa3022926
Tai Peete,STL,A+,20,200,.389,1.05,28.9%,36.4%,34.7%,11.9%,23.8%,48.0%,32.5%,19.5%,17.4%,274,484,758,sa3022966
Kyle Henley,CIN,A+,21,58,.581,3.33,18.8%,62.5%,18.8%,33.3%,16.7%,28.1%,21.9%,50.0%,12.0%,98,160,258,sa3023012
Tommy Hawke,CLE,A+,23,417,.357,2.02,25.5%,49.8%,24.7%,13.8%,3.1%,39.6%,22.3%,38.1%,6.4%,713,939,1652,sa3023055
Jonah Advincula,CLE,A+,25,87,.273,0.95,24.1%,37.0%,38.9%,33.3%,4.8%,57.1%,12.5%,30.4%,5.2%,151,193,344,sa3023056
Josh Adamczewski,MIL,A+,21,211,.387,1.53,28.9%,43.0%,28.1%,25.0%,25.0%,44.5%,24.2%,31.3%,10.6%,404,502,906,sa3023168
Michael Carico,CHC,A+,23,99,.275,0.68,9.8%,36.6%,53.7%,27.3%,4.5%,41.5%,26.8%,31.7%,9.5%,211,243,454,sa3023216
Jake Cunningham,SDP,A+,23,225,.356,1.10,25.9%,38.8%,35.3%,9.8%,36.6%,39.5%,28.6%,31.9%,15.5%,351,570,921,sa3023269
Jaron Elkins,LAD,A+,21,143,.353,1.71,19.8%,50.6%,29.6%,12.5%,0.0%,47.6%,27.4%,25.0%,11.5%,238,326,564,sa3023288
Cade Austin,MIA,A+,24,0,.000,,,,,,,,,,,,,,sa3023372
Colby Shade,MIA,A+,24,265,.367,0.98,22.7%,38.3%,39.0%,21.7%,15.0%,40.0%,27.7%,32.3%,11.6%,381,637,1018,sa3023374
Chris Brito,KCR,A+,26,104,.434,1.71,17.9%,51.8%,30.4%,5.9%,23.5%,35.1%,35.1%,29.8%,12.7%,186,254,440,sa3023486
John Michael Faile,CIN,A+,26,362,.318,1.12,19.6%,42.4%,38.0%,16.1%,15.1%,44.1%,23.9%,32.0%,9.6%,542,878,1420,sa3023579
Nico Perez,LAD,A+,21,358,.340,1.04,26.7%,37.3%,35.9%,25.6%,11.5%,39.3%,26.9%,33.8%,9.3%,576,813,1389,sa3023603
Patrick Lee,DET,A+,26,90,.375,1.06,14.0%,44.2%,41.9%,0.0%,22.2%,27.3%,43.2%,29.5%,11.9%,167,210,377,sa3023666
Emil Morales,LAD,A+,19,368,.335,0.80,26.3%,32.7%,41.0%,20.2%,22.5%,53.9%,26.9%,19.2%,13.5%,556,859,1415,sa3023887
Irvin Nunez,MIN,A+,20,58,.412,1.50,28.6%,42.9%,28.6%,20.0%,20.0%,50.0%,27.8%,22.2%,8.3%,89,140,229,sa3023899
Yairo Padilla,STL,A+,19,16,.125,3.00,11.1%,66.7%,22.2%,0.0%,50.0%,55.6%,11.1%,33.3%,20.3%,23,41,64,sa3023925
Luis De La Cruz,CLE,A+,19,61,.341,1.25,18.2%,45.5%,36.4%,31.3%,6.3%,51.1%,28.9%,20.0%,13.0%,78,161,239,sa3023928
Luis Fragoza,MIN,A+,19,58,.500,1.86,23.1%,50.0%,26.9%,14.3%,0.0%,38.5%,34.6%,26.9%,14.6%,89,144,233,sa3023955
Ramiro Dominguez,MIN,A+,19,37,.250,0.89,22.7%,36.4%,40.9%,11.1%,33.3%,82.6%,13.0%,4.3%,12.7%,63,102,165,sa3023985
