Name,Team,Level,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,PlayerId
Ray Kerr,ATL,A+,31,3.2,14.73,4.91,3.00,0.00,40.0%,13.3%,26.7%,.154,1.09,.286,75.0%,2.45,1.98,0.47,2.50,23809
Josiah Gray,WSN,A+,28,3.1,8.10,5.40,1.50,0.00,17.6%,11.8%,5.9%,.333,2.10,.417,42.9%,8.10,3.62,4.48,4.76,24580
John Rooney,TBR,A+,29,3.1,16.20,0.00,6.00,0.00,50.0%,0.0%,50.0%,.091,0.30,.200,100.0%,0.00,0.92,-0.92,1.49,24590
Austin Warren,NYM,A+,30,2.0,4.50,0.00,1.00,0.00,14.3%,0.0%,14.3%,.000,0.00,.000,100.0%,0.00,4.12,-4.12,7.93,24937
Joe Jacques,NYM,A+,31,5.2,12.71,7.94,1.60,1.59,32.0%,20.0%,12.0%,.158,1.41,.200,100.0%,1.59,6.27,-4.68,4.65,25178
Yaramil Hiraldo,BAL,A+,30,1.0,0.00,9.00,0.00,9.00,0.0%,20.0%,-20.0%,.250,2.00,.000,100.0%,9.00,19.62,-10.62,10.43,25215
Connor Thomas,ATL,A+,28,11.1,10.32,3.18,3.25,0.79,28.3%,8.7%,19.6%,.244,1.24,.333,88.2%,2.38,3.80,-1.41,3.83,25873
Wikelman González,CHW,A+,24,2.1,15.43,0.00,4.00,0.00,57.1%,0.0%,57.1%,.000,0.00,.000,100.0%,0.00,0.19,-0.19,1.83,26641
Spencer Strider,ATL,A+,27,3.1,8.10,5.40,1.50,0.00,23.1%,15.4%,7.7%,.091,0.90,.125,100.0%,0.00,3.62,-3.62,5.91,27498
Tanner McDougal,CHW,A+,23,2.0,18.00,4.50,4.00,4.50,40.0%,10.0%,30.0%,.333,2.00,.500,38.5%,13.50,7.62,5.88,4.93,29887
Tyler Uberstine,BOS,A+,27,7.0,14.14,3.86,3.67,1.29,34.4%,9.4%,25.0%,.286,1.57,.438,75.5%,5.14,4.05,1.09,3.83,29961
Nate Lavender,NYM,A+,26,3.0,18.00,3.00,6.00,0.00,46.2%,7.7%,38.5%,.250,1.33,.500,75.0%,3.00,0.62,2.38,1.89,30109
Mason Adams,CHW,A+,26,11.0,9.00,1.64,5.50,1.64,25.0%,4.5%,20.5%,.300,1.27,.370,98.5%,2.45,5.07,-2.62,3.58,31663
Shane Smith,CHW,A+,26,4.2,15.43,3.86,4.00,0.00,40.0%,10.0%,30.0%,.222,1.29,.400,50.0%,5.79,1.48,4.31,2.29,31687
David Sandlin,CHW,A+,25,4.1,18.69,10.38,1.80,0.00,40.9%,22.7%,18.2%,.176,1.85,.375,100.0%,0.00,2.93,-2.93,3.37,31743
Blake Burkhalter,ATL,A+,25,4.0,20.25,2.25,9.00,2.25,47.4%,5.3%,42.1%,.278,1.50,.500,21.7%,2.25,3.12,-0.87,1.78,31809
Cameron Foster,BAL,A+,27,3.0,12.00,6.00,2.00,9.00,26.7%,13.3%,13.3%,.308,2.00,.167,100.0%,12.00,15.95,-3.95,6.13,31942
Drew Thorpe,CHW,A+,25,2.0,9.00,9.00,1.00,4.50,20.0%,20.0%,0.0%,.250,2.00,.200,38.5%,13.50,11.12,2.38,8.43,31967
Dylan Ross,NYM,A+,25,2.0,4.50,0.00,1.00,0.00,16.7%,0.0%,16.7%,.000,0.00,.000,100.0%,0.00,2.62,-2.62,5.48,35309
Robert Stock,NYM,A+,36,14.0,14.14,0.64,22.00,0.00,40.0%,1.8%,38.2%,.189,0.79,.323,50.0%,3.21,0.91,2.31,1.72,6576
Freuddy Batista,HOU,A+,26,1.0,9.00,36.00,0.25,0.00,10.0%,40.0%,-30.0%,.500,7.00,.600,42.9%,36.00,13.62,22.38,17.43,sa3002866
Danis Correa,NYM,A+,26,8.2,13.50,4.15,3.25,0.00,36.1%,11.1%,25.0%,.129,0.92,.222,77.8%,2.08,2.35,-0.27,4.11,sa3002980
Osvaldo Berrios,BOS,A+,26,10.1,9.58,3.48,2.75,0.87,24.4%,8.9%,15.6%,.268,1.45,.345,66.2%,5.23,3.91,1.32,3.57,sa3004702
Blayne Enlow,ATL,A+,27,11.0,9.82,2.45,4.00,0.00,26.7%,6.7%,20.0%,.262,1.27,.367,42.9%,4.09,2.26,1.83,3.47,sa3005117
Felix Cepeda,NYM,A+,25,7.1,6.14,2.45,2.50,1.23,15.2%,6.1%,9.1%,.290,1.50,.320,41.7%,3.68,4.85,-1.17,5.67,sa3005445
Yeuris Jimenez,WSN,A+,25,52.1,10.66,5.68,1.88,0.17,26.6%,14.2%,12.4%,.203,1.38,.295,68.7%,3.96,3.85,0.11,4.88,sa3006386
Aaron Shortridge,WSN,A+,29,7.1,6.14,1.23,5.00,0.00,15.6%,3.1%,12.5%,.290,1.36,.346,40.0%,6.14,2.67,3.47,4.23,sa3006759
Eiker Huizi,WSN,A+,25,54.1,10.44,4.97,2.10,0.83,26.1%,12.4%,13.7%,.259,1.53,.350,72.0%,4.14,4.48,-0.34,4.76,sa3007842
Richard Guasch,BAL,A+,28,3.2,14.73,4.91,3.00,0.00,42.9%,14.3%,28.6%,.083,0.82,.167,33.3%,4.91,1.98,2.93,3.02,sa3008434
Juan Carela,CHW,A+,24,13.0,8.31,3.46,2.40,0.00,22.6%,9.4%,13.2%,.255,1.31,.343,66.7%,4.15,3.16,1.00,4.48,sa3009237
Gabriel Barbosa,PHI,A+,24,15.1,12.33,1.76,7.00,0.00,33.3%,4.8%,28.6%,.250,1.17,.385,61.1%,2.35,1.47,0.88,3.33,sa3009593
Luis Velasquez,NYY,A+,24,12.0,12.00,3.00,4.00,0.00,32.0%,8.0%,24.0%,.217,1.17,.333,71.4%,3.00,1.95,1.05,2.91,sa3010135
Jacob Wallace,ATL,A+,27,3.0,6.00,0.00,2.00,0.00,18.2%,0.0%,18.2%,.182,0.67,.222,50.0%,3.00,2.29,0.71,6.10,sa3010374
Michael Cuevas,HOU,A+,25,22.2,9.53,4.37,2.18,2.78,23.5%,10.8%,12.7%,.244,1.46,.254,82.6%,4.76,7.11,-2.34,4.77,sa3011437
D.J. McCarty,TEX,A+,23,64.1,10.91,4.34,2.52,1.96,27.0%,10.7%,16.3%,.227,1.34,.273,70.4%,5.46,6.22,-0.76,5.49,sa3015222
Anthony Hoopii-Tuionetoa,TEX,A+,25,9.0,5.00,2.00,2.50,0.00,14.7%,5.9%,8.8%,.100,0.56,.120,100.0%,0.00,3.84,-3.84,5.96,sa3015298
Elison Joseph,ATL,A+,25,6.0,9.00,12.00,0.75,0.00,20.7%,27.6%,-6.9%,.143,1.83,.200,63.6%,6.00,5.62,0.38,7.21,sa3015306
Kai Wynyard,TEX,A+,24,50.2,11.37,4.97,2.29,2.49,28.3%,12.4%,15.9%,.270,1.60,.331,75.7%,6.22,6.46,-0.24,4.83,sa3015311
Aidan Curry,TEX,A+,23,31.0,12.19,5.23,2.33,1.45,30.9%,13.2%,17.6%,.231,1.45,.314,84.6%,3.48,4.85,-1.36,5.09,sa3015334
Adrian Rodriguez,TEX,A+,25,14.0,9.64,8.36,1.15,1.93,21.7%,18.8%,2.9%,.273,2.00,.324,60.5%,8.36,7.26,1.09,6.25,sa3015385
Hansel Rincon,NYY,A+,23,44.0,12.48,4.70,2.65,0.61,30.5%,11.5%,19.0%,.206,1.32,.302,69.1%,3.48,3.78,-0.30,4.32,sa3015450
Yordanny Monegro,BOS,A+,23,3.2,17.18,9.82,1.75,2.45,41.2%,23.5%,17.6%,.154,1.64,.200,87.0%,4.91,6.62,-1.71,4.63,sa3015476
Junior Flores,PIT,A+,24,4.0,13.50,6.75,2.00,0.00,40.0%,20.0%,20.0%,.000,0.75,.000,100.0%,0.00,2.87,-2.87,3.82,sa3015479
Jose Garces,PIT,A+,22,46.0,9.78,7.04,1.39,2.93,21.7%,15.7%,6.1%,.293,1.98,.325,57.9%,9.20,8.42,0.77,6.59,sa3015490
Joel Díaz,NYM,A+,22,47.2,8.50,6.61,1.29,0.57,20.4%,15.8%,4.5%,.279,1.80,.356,66.0%,6.23,4.94,1.29,6.24,sa3015500
Danyony Pulido,PHI,A+,23,38.0,10.42,9.47,1.10,0.95,23.9%,21.7%,2.2%,.184,1.71,.239,68.2%,5.92,6.46,-0.54,7.15,sa3015502
Eurys Martich,HOU,A+,23,15.2,10.91,17.23,0.63,1.72,18.3%,28.8%,-10.6%,.343,3.38,.444,52.0%,17.23,10.77,6.47,11.20,sa3015933
Estibenzon Jimenez,PHI,A+,24,6.2,6.75,6.75,1.00,0.00,20.0%,20.0%,0.0%,.100,1.05,.133,85.7%,1.35,4.37,-3.02,5.51,sa3015983
Euri Montero,WSN,A+,24,40.2,9.96,6.86,1.45,1.77,23.0%,15.8%,7.1%,.272,1.84,.330,67.4%,5.31,6.47,-1.16,5.27,sa3015989
Henry Lalane,NYY,A+,22,15.2,9.77,2.30,4.25,1.72,27.0%,6.3%,20.6%,.203,1.02,.231,93.2%,2.87,4.70,-1.83,4.28,sa3016066
Allen Facundo,NYY,A+,23,99.1,11.14,6.43,1.73,0.54,27.5%,15.9%,11.6%,.205,1.47,.291,71.1%,4.44,4.37,0.06,5.14,sa3016071
Junior William,TBR,A+,26,33.2,10.69,4.01,2.67,0.53,28.2%,10.6%,17.6%,.220,1.28,.306,69.7%,3.21,3.35,-0.14,4.34,sa3016072
Jose Perez,TBR,A+,22,1.0,9.00,0.00,1.00,9.00,25.0%,0.0%,25.0%,.250,1.00,.000,100.0%,9.00,14.62,-5.62,3.53,sa3016162
Jaydenn Estanista,PHI,A+,24,6.1,5.68,4.26,1.33,5.68,10.5%,7.9%,2.6%,.455,2.84,.440,41.7%,18.47,12.94,5.54,8.94,sa3016230
Juan Rojas,BAL,A+,22,14.2,8.59,9.82,0.88,1.23,17.9%,20.5%,-2.6%,.274,2.25,.326,59.6%,9.20,6.76,2.45,7.06,sa3016285
Giussepe Velasquez,PHI,A+,23,50.1,8.05,3.93,2.05,1.97,20.8%,10.2%,10.6%,.276,1.49,.309,71.4%,5.36,6.10,-0.74,5.31,sa3016463
Isaias Uribe,PIT,A+,23,8.2,8.31,1.04,8.00,0.00,27.6%,3.4%,24.1%,.077,0.35,.111,100.0%,0.00,2.81,-2.81,3.03,sa3016486
Jarold Rosado,CHW,A+,23,8.1,11.88,5.40,2.20,0.00,31.4%,14.3%,17.1%,.071,0.84,.118,100.0%,0.00,3.50,-3.50,4.87,sa3016502
Luis Serna,NYY,A+,21,118.2,10.62,3.03,3.50,0.91,28.1%,8.0%,20.0%,.223,1.19,.296,62.2%,4.32,3.74,0.59,4.21,sa3016528
Bryan Mena,PIT,A+,22,88.2,7.11,3.76,1.89,1.93,18.0%,9.5%,8.5%,.261,1.44,.278,70.9%,4.87,6.18,-1.31,5.09,sa3016613
Diego Mosquera,NYM,A+,22,1.0,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.000,0.00,.000,100.0%,0.00,3.62,-3.62,7.43,sa3016825
Bryan Polanco,WSN,A+,24,90.1,9.17,4.58,2.00,1.30,22.8%,11.4%,11.4%,.254,1.49,.309,67.0%,5.28,5.21,0.07,5.26,sa3016915
Andrew Marrero,HOU,A+,26,6.0,7.50,7.50,1.00,3.00,16.1%,16.1%,0.0%,.346,2.33,.368,35.7%,15.00,8.79,6.21,7.95,sa3016941
Ismael Agreda,TEX,A+,22,95.0,11.27,5.21,2.16,1.23,27.7%,12.8%,14.9%,.245,1.53,.328,65.3%,5.40,4.88,0.52,4.67,sa3017010
Austin Vernon,TBR,A+,27,2.2,13.50,6.75,2.00,3.37,36.4%,18.2%,18.2%,.111,1.12,.000,100.0%,3.37,7.74,-4.37,5.73,sa3017138
Luis R. Rodriguez,NYM,A+,23,10.2,12.66,12.66,1.00,0.00,25.9%,25.9%,0.0%,.214,2.25,.333,36.0%,8.44,5.31,3.13,5.84,sa3017275
Tyler Schoff,ATL,A+,27,25.2,7.01,5.61,1.25,1.05,16.8%,13.4%,3.4%,.275,1.71,.316,56.4%,7.01,5.57,1.45,6.57,sa3017545
Justin Armbruester,NYM,A+,27,4.0,11.25,2.25,5.00,0.00,33.3%,6.7%,26.7%,.214,1.00,.333,50.0%,4.50,1.87,2.63,3.30,sa3017548
Andy Rodriguez,TBR,A+,23,30.1,7.12,4.45,1.60,1.19,18.5%,11.5%,6.9%,.279,1.52,.325,78.8%,3.86,5.63,-1.77,5.30,sa3017620
Raimon Gomez,BAL,A+,24,8.1,15.12,22.68,0.67,3.24,23.0%,34.4%,-11.5%,.378,4.20,.550,53.3%,21.60,13.58,8.02,11.19,sa3017645
Keagan Gillies,BAL,A+,28,8.1,14.04,3.24,4.33,0.00,41.9%,9.7%,32.3%,.107,0.72,.200,66.7%,1.08,1.58,-0.50,2.50,sa3017686
Jordan Carr,HOU,A+,28,46.2,6.56,5.01,1.31,1.74,15.4%,11.8%,3.6%,.312,1.82,.342,67.6%,5.59,6.73,-1.13,6.26,sa3017769
Jose Pena Jr.,PHI,A+,22,24.1,12.58,4.81,2.62,0.37,35.1%,13.4%,21.6%,.133,0.99,.208,72.0%,2.59,3.09,-0.50,4.35,sa3017821
Micah Ottenbreit,PHI,A+,23,22.1,11.28,5.24,2.15,0.40,27.2%,12.6%,14.6%,.236,1.52,.333,62.5%,5.24,3.58,1.66,4.19,sa3017860
Adam Shoemaker,HOU,A+,23,17.2,9.68,12.74,0.76,1.02,20.9%,27.5%,-6.6%,.215,2.21,.273,56.5%,7.64,7.36,0.29,6.96,sa3017888
Christian McGowan,PHI,A+,26,2.0,9.00,4.50,2.00,0.00,20.0%,10.0%,10.0%,.444,2.50,.571,40.0%,13.50,3.12,10.38,4.07,sa3017896
Greiber Mendez,PIT,A+,22,20.0,7.65,1.80,4.25,2.25,20.5%,4.8%,15.7%,.234,1.10,.236,88.2%,3.60,6.07,-2.47,5.49,sa3018041
Calvin Ziegler,NYM,A+,23,9.0,10.00,16.00,0.63,1.00,20.4%,32.7%,-12.2%,.194,2.44,.250,70.8%,7.00,8.84,-1.84,8.88,sa3018142
Madison Jeffrey,CHW,A+,26,18.2,7.23,7.71,0.94,1.45,16.3%,17.4%,-1.1%,.247,1.82,.273,79.3%,4.34,7.16,-2.82,6.80,sa3018206
Pablo Aldonis,WSN,A+,24,27.1,9.55,4.61,2.07,0.99,24.8%,12.0%,12.8%,.235,1.39,.300,69.0%,3.62,4.57,-0.95,5.17,sa3018289
Juan Arnaud,NYM,A+,23,51.2,12.89,6.79,1.90,1.22,30.6%,16.1%,14.5%,.213,1.57,.302,80.3%,2.79,5.13,-2.34,4.92,sa3018294
Saul Teran,PHI,A+,24,4.0,20.25,0.00,9.00,0.00,64.3%,0.0%,64.3%,.143,0.50,.400,100.0%,0.00,-0.88,0.88,-0.88,sa3018296
Raimy Rodriguez,HOU,A+,20,47.0,9.57,9.00,1.06,0.96,20.7%,19.4%,1.2%,.247,1.98,.313,68.4%,6.51,6.45,0.06,6.77,sa3018326
Victor Cabreja,PIT,A+,24,73.2,7.70,4.28,1.80,1.71,19.0%,10.6%,8.5%,.276,1.57,.309,67.1%,5.99,5.89,0.10,5.72,sa3018342
Frankeli Arias,CHW,A+,23,35.2,9.08,6.06,1.50,1.77,21.2%,14.1%,7.1%,.281,1.82,.330,61.6%,7.32,6.17,1.15,5.65,sa3018352
Diomedes Hernandez,NYY,A+,21,0.1,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.000,0.00,.000,100.0%,0.00,3.62,-3.62,9.34,sa3018504
Alfredo Velásquez,BAL,A+,21,0.2,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.000,0.00,.000,100.0%,0.00,3.62,-3.62,9.34,sa3018556
Andrés Nolaya,BAL,A+,21,1.0,9.00,9.00,1.00,9.00,16.7%,16.7%,0.0%,.400,3.00,.333,62.5%,18.00,17.62,0.38,12.25,sa3018563
Luis Sanchez,ATL,A+,22,1.0,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.400,2.00,.400,100.0%,0.00,3.62,-3.62,11.25,sa3018578
Owen Kellington,PIT,A+,23,27.0,10.33,7.33,1.41,2.67,23.1%,16.4%,6.7%,.282,1.96,.324,66.2%,8.00,7.84,0.16,6.46,sa3018801
Jarlin Susana,WSN,A+,22,6.1,18.47,4.26,4.33,0.00,52.0%,12.0%,40.0%,.182,1.11,.444,42.9%,5.68,0.94,4.75,2.14,sa3018808
Adilson Peralta,PHI,A+,23,32.0,12.66,5.91,2.14,1.69,29.8%,13.9%,15.9%,.250,1.66,.338,57.9%,6.47,5.40,1.07,4.69,sa3018816
Ernesto Mercedes,NYM,A+,22,2.0,13.50,4.50,3.00,0.00,42.9%,14.3%,28.6%,.000,0.50,.000,100.0%,0.00,2.12,-2.12,3.07,sa3018835
Jose Chirinos,NYM,A+,21,72.0,9.63,4.00,2.41,1.13,24.4%,10.1%,14.2%,.246,1.39,.311,76.5%,4.00,4.77,-0.77,5.19,sa3018859
Adolfo Oviedo,PIT,A+,21,34.0,5.82,5.56,1.05,1.06,14.0%,13.4%,0.6%,.244,1.59,.266,68.8%,3.97,5.80,-1.83,6.34,sa3018882
Yeriel Santos,HOU,A+,22,82.1,8.53,7.54,1.13,1.97,20.0%,17.7%,2.3%,.262,1.83,.295,59.8%,7.87,7.37,0.50,6.52,sa3018891
Juan Amarante,PHI,A+,22,49.1,10.58,4.93,2.15,0.73,27.5%,12.8%,14.7%,.189,1.24,.254,74.1%,3.28,4.21,-0.92,4.66,sa3019048
Alain Pena,HOU,A+,23,22.1,6.85,6.04,1.13,3.63,14.9%,13.2%,1.8%,.351,2.19,.352,83.3%,7.66,9.62,-1.96,6.77,sa3019050
Adonis Villavicencio,TEX,A+,25,1.1,20.25,20.25,1.00,0.00,30.0%,30.0%,0.0%,.333,3.75,.667,66.7%,13.50,8.12,5.38,9.55,sa3019070
Enrique Segura,TEX,A+,21,75.1,8.72,6.57,1.33,2.03,21.4%,16.1%,5.3%,.229,1.57,.249,68.4%,6.57,7.24,-0.67,6.46,sa3019147
Inmer Lobo,PIT,A+,22,25.0,9.72,5.76,1.69,1.80,23.7%,14.0%,9.6%,.258,1.64,.308,57.1%,7.92,6.10,1.82,5.79,sa3019151
Wilmer Blanco,PHI,A+,22,3.0,6.00,9.00,0.67,0.00,13.3%,20.0%,-6.7%,.250,2.00,.300,33.3%,12.00,5.29,6.71,7.19,sa3019184
Luis Cohen,BOS,A+,23,31.2,7.67,3.98,1.93,2.27,16.8%,8.7%,8.1%,.345,2.02,.382,47.4%,10.80,6.71,4.09,5.84,sa3019269
Sean Paul Liñan,NYY,A+,21,83.1,10.58,4.64,2.28,1.30,26.3%,11.5%,14.7%,.235,1.42,.301,61.5%,5.62,5.08,0.53,5.25,sa3019270
Jesus Mendez,CHW,A+,21,12.1,12.41,4.38,2.83,0.00,27.9%,9.8%,18.0%,.245,1.54,.361,38.1%,8.76,2.81,5.95,3.89,sa3019295
Alexis Torres,PIT,A+,23,15.2,12.64,5.17,2.44,0.00,31.4%,12.9%,18.6%,.237,1.47,.378,72.0%,1.72,2.92,-1.19,3.40,sa3019375
Wilmy Sanchez,NYY,A+,22,36.0,14.50,5.25,2.76,0.50,37.2%,13.5%,23.7%,.209,1.36,.351,67.8%,3.75,2.95,0.80,3.45,sa3019396
Hung-Leng Chang,PIT,A+,24,90.2,9.23,6.25,1.48,2.18,20.4%,13.8%,6.6%,.307,1.97,.357,63.1%,8.74,7.30,1.43,6.44,sa3019518
Franyer Herrera,NYY,A+,21,92.1,9.75,4.87,2.00,1.66,24.8%,12.4%,12.4%,.238,1.44,.284,71.8%,4.78,5.63,-0.86,5.35,sa3019520
Anthony Cruz,HOU,A+,23,72.0,8.38,6.38,1.31,1.88,18.8%,14.3%,4.5%,.309,1.99,.356,55.8%,8.88,6.88,1.99,6.29,sa3019534
Cristofer Gomez,NYM,A+,23,38.1,14.32,6.10,2.35,0.47,37.2%,15.9%,21.3%,.185,1.33,.319,74.2%,3.29,3.39,-0.10,4.15,sa3019567
Jose Serrano,HOU,A+,22,7.1,7.36,4.91,1.50,6.14,14.3%,9.5%,4.8%,.361,2.32,.320,58.3%,13.50,13.30,0.20,6.78,sa3019597
Yeiber Cartaya,BAL,A+,23,72.0,10.38,5.25,1.98,0.75,26.2%,13.2%,12.9%,.192,1.29,.256,74.0%,3.38,4.56,-1.19,5.20,sa3019599
Davis Polo,ATL,A+,21,11.0,14.73,3.27,4.50,1.64,41.9%,9.3%,32.6%,.154,0.91,.211,83.3%,3.27,3.80,-0.53,2.82,sa3019637
Jose Guedez,HOU,A+,24,15.2,7.47,4.02,1.86,2.30,18.6%,10.0%,8.6%,.242,1.40,.244,69.0%,6.32,6.81,-0.49,6.05,sa3019682
Gregori Louis,NYM,A+,23,44.2,10.48,7.46,1.41,0.20,25.1%,17.9%,7.2%,.220,1.66,.313,68.4%,4.03,4.20,-0.17,5.79,sa3019699
Keduar Trujillo,HOU,A+,22,2.0,0.00,4.50,0.00,4.50,0.0%,9.1%,-9.1%,.444,2.50,.375,21.7%,22.50,13.12,9.38,12.34,sa3019764
Ian Mejia,ATL,A+,26,10.2,10.12,5.06,2.00,1.69,25.5%,12.8%,12.8%,.179,1.22,.200,65.6%,5.06,6.06,-0.99,5.77,sa3019911
Aneudis Mejia,TEX,A+,22,1.1,6.75,13.50,0.50,6.75,8.3%,16.7%,-8.3%,.500,5.25,.500,17.9%,20.25,16.37,3.88,10.91,sa3019960
Juanfel Peguero,TBR,A+,21,1.0,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.000,0.00,.000,100.0%,0.00,3.62,-3.62,7.43,sa3020282
Cedric De Grandpre,ATL,A+,24,55.0,12.76,3.93,3.25,1.15,33.1%,10.2%,22.9%,.230,1.31,.331,67.5%,4.58,3.91,0.67,3.33,sa3020315
Chance Huff,WSN,A+,26,7.1,7.36,14.73,0.50,0.00,15.8%,31.6%,-15.8%,.192,2.32,.250,52.9%,8.59,6.89,1.70,7.41,sa3020317
Jaycob Deese,PIT,A+,26,2.0,9.00,4.50,2.00,4.50,15.4%,7.7%,7.7%,.417,3.00,.444,43.5%,9.00,9.62,-0.62,4.07,sa3020376
Drew McDaniel,CHW,A+,25,90.2,9.03,3.67,2.46,1.49,23.8%,9.7%,14.1%,.227,1.27,.265,71.9%,4.57,5.05,-0.49,4.86,sa3020384
David Davalillo,TEX,A+,25,2.1,15.43,11.57,1.33,3.86,26.7%,20.0%,6.7%,.333,3.00,.429,35.7%,15.43,9.62,5.81,4.87,sa3020448
Nolan DeVos,HOU,A+,25,61.2,10.36,4.23,2.45,2.04,24.5%,10.0%,14.5%,.281,1.64,.339,62.5%,5.98,5.92,0.06,4.86,sa3020453
Brady Hill,WSN,A+,25,38.2,10.71,5.35,2.00,0.93,28.7%,14.4%,14.4%,.184,1.24,.244,69.1%,3.49,4.45,-0.96,4.98,sa3020559
Kevin Stevens,NYY,A+,28,3.2,9.82,4.91,2.00,0.00,20.0%,10.0%,10.0%,.389,2.45,.500,66.7%,7.36,3.07,4.29,5.67,sa3020613
Seth Clark,TEX,A+,26,5.0,12.60,27.00,0.47,3.60,20.6%,44.1%,-23.5%,.316,4.20,.400,60.4%,18.00,15.02,2.98,12.49,sa3020630
Chase Hampton,NYY,A+,24,10.2,9.28,3.37,2.75,0.84,22.9%,8.3%,14.6%,.238,1.31,.300,41.1%,6.75,4.46,2.29,5.57,sa3020682
Brock Porter,TEX,A+,23,59.0,10.53,6.56,1.60,1.07,25.5%,15.9%,9.6%,.221,1.56,.288,77.1%,3.81,5.31,-1.50,5.68,sa3020708
Dylan Cumming,CHW,A+,27,22.0,11.45,1.64,7.00,1.64,28.9%,4.1%,24.7%,.270,1.27,.351,60.6%,5.73,4.53,1.20,3.47,sa3020818
Garrett Apker,HOU,A+,26,11.0,9.00,9.00,1.00,2.45,20.0%,20.0%,0.0%,.286,2.09,.321,57.7%,10.64,8.71,1.93,7.25,sa3020821
Bradley Brehmer,BAL,A+,26,28.1,7.94,3.49,2.27,0.64,22.1%,9.7%,12.4%,.182,1.02,.222,71.9%,3.49,4.26,-0.76,4.82,sa3020828
Thomas Balboni Jr.,NYY,A+,25,35.0,14.14,4.11,3.44,1.03,35.7%,10.4%,25.3%,.190,1.14,.299,77.6%,3.86,4.36,-0.51,4.29,sa3020861
Andrew Taylor,HOU,A+,24,20.0,8.55,2.25,3.80,0.90,25.7%,6.8%,18.9%,.162,0.80,.191,77.5%,2.70,3.92,-1.22,4.62,sa3020873
Wen-Hui Pan,PHI,A+,23,11.0,10.64,1.64,6.50,0.00,31.7%,4.9%,26.8%,.158,0.73,.240,88.9%,0.82,2.07,-1.26,4.15,sa3020878
Baron Stuart,NYY,A+,26,36.1,10.90,5.94,1.83,0.99,28.6%,15.6%,13.0%,.156,1.18,.203,72.7%,3.96,5.27,-1.31,5.68,sa3020888
