Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Patrick Corbin,TOR,A,36,5.0,.400,3.00,11.1%,66.7%,22.2%,0.0%,0.0%,40.0%,20.0%,40.0%,21.6%,20,54,74,9323
Luis Quiñones,MIN,A,28,1.0,.000,0.00,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,10.5%,9,10,19,sa1170867
Marco Jimenez,DET,A,26,7.2,.182,1.43,19.0%,47.6%,33.3%,28.6%,0.0%,50.0%,18.2%,31.8%,15.5%,33,70,103,sa3002926
Victor Santos,STL,A,25,1.1,.250,0.50,25.0%,25.0%,50.0%,50.0%,0.0%,50.0%,25.0%,25.0%,6.7%,2,13,15,sa3003083
Felix Cepeda,NYM,A,25,2.1,.375,1.00,50.0%,25.0%,25.0%,0.0%,0.0%,37.5%,25.0%,37.5%,7.5%,20,33,53,sa3005445
Inohan Paniagua,DET,A,26,1.0,1.000,2.00,0.0%,100.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%,15.2%,15,18,33,sa3006417
Angel Obando,TOR,A,27,23.1,.271,1.61,21.7%,48.3%,30.0%,22.2%,33.3%,46.8%,17.7%,35.5%,15.4%,136,234,370,sa3006637
Troy Watson,DET,A,29,1.1,.667,1.00,66.7%,33.3%,0.0%,0.0%,0.0%,33.3%,33.3%,33.3%,9.1%,13,20,33,sa3007249
Dominic Pipkin,PIT,A,26,1.0,.333,1.00,33.3%,33.3%,33.3%,100.0%,0.0%,66.7%,0.0%,33.3%,11.8%,7,10,17,sa3007896
Antonio Gomez,NYY,A,24,5.2,.333,0.60,38.5%,23.1%,38.5%,0.0%,20.0%,53.8%,30.8%,15.4%,17.4%,35,57,92,sa3008746
Sergio Tapia,DET,A,23,1.1,.000,0.33,20.0%,20.0%,60.0%,0.0%,66.7%,42.9%,28.6%,28.6%,15.0%,19,21,40,sa3009763
Luis Velasquez,NYY,A,24,2.1,.000,1.00,0.0%,50.0%,50.0%,0.0%,0.0%,33.3%,33.3%,33.3%,23.5%,11,23,34,sa3010135
Jarod Bayless,PIT,A,29,2.1,.143,1.00,14.3%,42.9%,42.9%,33.3%,0.0%,28.6%,0.0%,71.4%,18.2%,2,20,22,sa3010236
Jake Walkinshaw,MIA,A,29,1.0,.250,0.50,25.0%,25.0%,50.0%,50.0%,50.0%,40.0%,40.0%,20.0%,2.9%,16,18,34,sa3010317
Sem Robberse,STL,A,24,6.0,.526,5.50,35.0%,55.0%,10.0%,50.0%,50.0%,60.0%,25.0%,15.0%,16.3%,27,71,98,sa3011735
Alexander Cornielle,NYY,A,24,3.2,.222,1.33,22.2%,44.4%,33.3%,0.0%,0.0%,33.3%,55.6%,11.1%,11.7%,18,42,60,sa3011779
Po-Yu Chen,PIT,A,24,2.0,.600,0.33,33.3%,16.7%,50.0%,0.0%,33.3%,16.7%,33.3%,50.0%,8.3%,20,28,48,sa3014699
José Davila,STL,A,23,3.1,.333,0.50,40.0%,20.0%,40.0%,0.0%,25.0%,40.0%,30.0%,30.0%,15.7%,39,44,83,sa3015092
Franklin Sanchez,MIA,A,25,1.0,.333,2.00,33.3%,66.7%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,13.3%,16,14,30,sa3015157
Jan Caraballo,DET,A,22,46.0,.321,1.32,26.6%,41.7%,31.7%,18.2%,22.7%,52.1%,28.6%,19.3%,13.4%,327,484,811,sa3015485
Joel Díaz,NYM,A,22,6.1,.350,1.00,26.3%,36.8%,36.8%,71.4%,0.0%,35.0%,30.0%,35.0%,10.8%,51,69,120,sa3015500
Newremberg Rondon,DET,A,22,2.0,.333,0.25,44.4%,11.1%,44.4%,50.0%,0.0%,33.3%,22.2%,44.4%,3.0%,5,28,33,sa3015653
Kevin Villavicencio,NYM,A,22,1.0,.500,1.00,80.0%,20.0%,0.0%,0.0%,0.0%,83.3%,0.0%,16.7%,0.0%,8,16,24,sa3015673
Antoni Cuello,STL,A,23,33.0,.315,0.98,15.1%,41.9%,43.0%,27.5%,12.5%,42.6%,20.2%,37.2%,10.0%,282,365,647,sa3015947
Pedro Rodriguez,NYY,A,23,29.1,.284,1.00,28.9%,35.5%,35.5%,25.9%,14.8%,31.2%,33.8%,35.1%,9.5%,200,314,514,sa3015962
Estibenzon Jimenez,PHI,A,24,4.0,.444,6.00,22.2%,66.7%,11.1%,0.0%,0.0%,66.7%,11.1%,22.2%,19.7%,20,41,61,sa3015983
Jorge De Leon,NYM,A,23,7.1,.316,1.29,20.0%,45.0%,35.0%,42.9%,28.6%,61.9%,19.0%,19.0%,6.6%,109,104,213,sa3016059
Henry Lalane,NYY,A,22,62.1,.281,1.73,21.0%,50.0%,29.0%,22.5%,2.5%,36.9%,22.7%,40.4%,15.8%,328,592,920,sa3016066
Allen Facundo,NYY,A,23,15.0,.240,1.33,16.0%,48.0%,36.0%,22.2%,0.0%,40.0%,20.0%,40.0%,16.9%,96,141,237,sa3016071
Jose Olivares,MIN,A,23,3.0,.000,1.00,0.0%,50.0%,50.0%,0.0%,0.0%,40.0%,20.0%,40.0%,20.0%,15,25,40,sa3016267
Yendy Gomez,DET,A,22,57.2,.299,1.30,21.1%,44.6%,34.3%,29.8%,3.5%,45.3%,21.8%,32.9%,11.8%,300,591,891,sa3016287
Giussepe Velasquez,PHI,A,23,16.2,.341,1.06,19.5%,41.5%,39.0%,18.8%,6.3%,35.7%,35.7%,28.6%,14.6%,97,164,261,sa3016463
Isaias Uribe,PIT,A,23,6.0,.154,4.00,9.1%,72.7%,18.2%,0.0%,0.0%,46.2%,23.1%,30.8%,17.8%,30,60,90,sa3016486
Alessandro Ercolani,PIT,A,22,4.1,.222,0.75,22.2%,33.3%,44.4%,50.0%,0.0%,22.2%,33.3%,44.4%,8.2%,25,36,61,sa3016714
Yondrei Rojas,TOR,A,23,1.1,.000,0.00,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,25.0%,2,10,12,sa3016783
Luis Alvarez,NYM,A,23,25.0,.308,0.74,28.6%,30.4%,41.1%,34.8%,30.4%,34.5%,24.1%,41.4%,14.6%,248,301,549,sa3016847
Luis R. Rodriguez,NYM,A,23,1.1,.667,1.00,50.0%,50.0%,0.0%,0.0%,0.0%,0.0%,66.7%,33.3%,8.3%,26,22,48,sa3017275
Jordarlin Mendoza,NYY,A,22,38.0,.366,2.00,23.6%,50.9%,25.5%,14.8%,22.2%,38.7%,28.3%,33.0%,12.9%,303,439,742,sa3017321
Justin Armbruester,NYM,A,27,5.2,.231,0.67,16.7%,33.3%,50.0%,33.3%,0.0%,15.4%,38.5%,46.2%,10.6%,33,61,94,sa3017548
Dameivi Tineo,MIA,A,22,82.2,.313,1.89,19.3%,52.8%,28.0%,13.3%,13.3%,40.0%,27.1%,32.9%,16.6%,615,886,1501,sa3017726
Brian Arias,NYY,A,22,17.1,.383,1.24,34.5%,36.2%,29.3%,17.6%,11.8%,51.6%,24.2%,24.2%,8.0%,156,193,349,sa3017768
Yenfri Sosa,MIA,A,22,7.2,.235,1.60,35.0%,40.0%,25.0%,20.0%,80.0%,38.1%,33.3%,28.6%,15.1%,69,90,159,sa3017823
Micah Ottenbreit,PHI,A,23,9.0,.296,0.70,34.6%,26.9%,38.5%,10.0%,0.0%,59.3%,18.5%,22.2%,12.7%,53,81,134,sa3017860
Christian McGowan,PHI,A,26,7.2,.250,0.70,22.7%,31.8%,45.5%,10.0%,20.0%,36.4%,22.7%,40.9%,8.5%,46,84,130,sa3017896
Greiber Mendez,PIT,A,22,41.2,.383,1.34,29.9%,40.1%,29.9%,14.6%,14.6%,29.7%,30.4%,39.9%,9.1%,264,469,733,sa3018041
Calvin Ziegler,NYM,A,23,1.0,.750,2.00,25.0%,50.0%,25.0%,0.0%,0.0%,25.0%,0.0%,75.0%,8.9%,25,20,45,sa3018142
Sean Sullivan,PIT,A,25,5.1,.375,1.40,25.0%,43.8%,31.3%,0.0%,0.0%,43.8%,12.5%,43.8%,7.7%,40,51,91,sa3018185
Candido Cuevas,NYM,A,22,6.2,.455,1.50,23.1%,46.2%,30.8%,25.0%,50.0%,61.5%,15.4%,23.1%,15.8%,66,80,146,sa3018305
Luis Ramirez,MIA,A,24,30.0,.284,1.89,21.2%,51.5%,27.3%,11.1%,5.6%,48.5%,26.5%,25.0%,13.4%,230,321,551,sa3018353
Luis Cesar,MIA,A,22,18.1,.295,1.31,28.6%,40.5%,31.0%,30.8%,7.7%,42.2%,35.6%,22.2%,15.0%,187,200,387,sa3018368
Riskiel Tineo,MIA,A,23,5.0,.364,2.00,25.0%,50.0%,25.0%,50.0%,0.0%,45.5%,9.1%,45.5%,19.4%,41,57,98,sa3018375
Javier Osorio,DET,A,21,0.1,.000,0.00,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0,2,2,sa3018410
Anthuan Valencia,CIN,A,21,2.0,.444,0.75,22.2%,33.3%,44.4%,25.0%,0.0%,11.1%,33.3%,55.6%,7.1%,8,20,28,sa3018422
Santiago Gomez,NYY,A,22,0.2,.667,0.00,66.7%,0.0%,33.3%,0.0%,0.0%,100.0%,0.0%,0.0%,6.9%,14,15,29,sa3018616
Jaiker Garcia,PIT,A,21,33.2,.289,1.46,25.8%,44.1%,30.1%,28.6%,25.0%,44.3%,23.7%,32.0%,11.6%,222,356,578,sa3018626
Ernesto Mercedes,NYM,A,22,44.2,.385,2.30,22.4%,54.1%,23.5%,21.7%,13.0%,39.8%,23.5%,36.7%,15.2%,324,485,809,sa3018835
Jovi Gálvez,STL,A,21,14.0,.323,2.83,25.8%,54.8%,19.4%,16.7%,0.0%,46.7%,33.3%,20.0%,11.1%,143,155,298,sa3018837
Pitterson Rosa,PIT,A,21,9.0,.320,1.00,25.0%,37.5%,37.5%,22.2%,0.0%,44.0%,28.0%,28.0%,7.5%,87,100,187,sa3018839
Jorger Petri,DET,A,21,6.2,.214,2.33,23.1%,53.8%,23.1%,0.0%,0.0%,53.3%,20.0%,26.7%,13.4%,36,61,97,sa3018855
Cesar Rivera,NYM,A,21,1.0,.333,1.00,66.7%,33.3%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,22,11,33,sa3018856
Jose Chirinos,NYM,A,21,42.0,.292,1.03,20.6%,40.2%,39.2%,17.5%,7.5%,38.1%,28.6%,33.3%,11.7%,203,376,579,sa3018859
Pedro Garcia,DET,A,24,56.1,.311,0.92,26.0%,35.5%,38.5%,35.4%,10.8%,50.6%,24.1%,25.3%,11.4%,407,626,1033,sa3018872
Adolfo Oviedo,PIT,A,21,36.1,.224,1.70,24.3%,47.7%,28.0%,36.7%,6.7%,48.6%,21.1%,30.3%,10.4%,142,329,471,sa3018882
Xiomer Guacache,DET,A,22,29.1,.250,1.03,29.1%,36.0%,34.9%,23.3%,10.0%,37.9%,37.9%,24.1%,7.9%,230,340,570,sa3018887
Franklyn Moreta,MIA,A,22,30.0,.313,1.91,21.2%,51.8%,27.1%,17.4%,17.4%,48.9%,25.0%,26.1%,9.7%,290,342,632,sa3018888
Antonio Florido,DET,A,21,11.1,.333,1.20,21.4%,42.9%,35.7%,50.0%,10.0%,48.1%,22.2%,29.6%,11.1%,139,158,297,sa3018890
Juan Amarante,PHI,A,22,1.1,.667,1.00,20.0%,40.0%,40.0%,0.0%,0.0%,50.0%,50.0%,0.0%,14.6%,16,32,48,sa3019048
Diego Dominguez,TOR,A,21,35.2,.294,1.23,25.0%,41.3%,33.7%,42.9%,14.3%,40.6%,26.4%,33.0%,8.7%,232,364,596,sa3019063
Anyer Laureano,CIN,A,23,27.1,.419,1.37,28.6%,41.3%,30.2%,31.6%,10.5%,58.7%,15.9%,25.4%,17.5%,240,325,565,sa3019123
Ramon Sanchez,MIA,A,24,26.0,.155,1.80,28.8%,45.8%,25.4%,53.3%,13.3%,41.7%,25.0%,33.3%,9.9%,205,249,454,sa3019132
Nelfy Ynfante,STL,A,21,42.2,.277,1.05,28.7%,36.5%,34.8%,32.5%,15.0%,44.8%,27.6%,27.6%,10.8%,229,455,684,sa3019149
Inmer Lobo,PIT,A,22,2.2,.200,0.25,0.0%,20.0%,80.0%,75.0%,0.0%,40.0%,20.0%,40.0%,18.9%,12,25,37,sa3019151
Juan De La Cruz,MIA,A,21,24.2,.476,1.04,17.2%,42.2%,40.6%,23.1%,11.5%,37.9%,33.3%,28.8%,12.9%,242,322,564,sa3019171
Wilmer Blanco,PHI,A,22,33.0,.333,0.95,22.4%,37.8%,39.8%,20.5%,10.3%,44.6%,25.7%,29.7%,12.6%,218,377,595,sa3019184
Josbel Garcia,TOR,A,22,44.1,.297,1.55,17.1%,50.4%,32.6%,21.4%,16.7%,40.7%,22.2%,37.0%,10.6%,283,493,776,sa3019250
Lisnerkin Lantigua,CIN,A,21,67.1,.352,1.65,29.9%,43.7%,26.4%,30.8%,9.6%,45.2%,24.6%,30.2%,11.7%,500,700,1200,sa3019258
Nelfri Payano,CIN,A,21,7.0,.375,1.44,12.0%,52.0%,36.0%,11.1%,11.1%,20.8%,29.2%,50.0%,8.1%,92,106,198,sa3019260
Omar Victorino,NYM,A,21,11.2,.342,2.33,16.7%,58.3%,25.0%,22.2%,0.0%,50.0%,23.7%,26.3%,8.6%,126,140,266,sa3019273
Walin Castillo,MIA,A,21,71.1,.332,1.86,23.1%,50.0%,26.9%,21.1%,14.0%,42.9%,29.2%,27.9%,9.1%,485,786,1271,sa3019280
Jonas Uzcategui,MIA,A,21,32.2,.306,1.30,24.3%,42.9%,32.9%,21.7%,13.0%,41.6%,18.2%,40.3%,15.8%,247,341,588,sa3019281
Luis Victorino,TOR,A,23,31.0,.361,1.37,33.0%,38.7%,28.3%,23.3%,13.3%,39.6%,27.9%,32.4%,8.5%,254,369,623,sa3019289
Yoan Valdez,DET,A,20,3.2,.167,0.83,8.3%,41.7%,50.0%,0.0%,16.7%,53.8%,23.1%,23.1%,8.7%,36,33,69,sa3019292
Edinzo Marquez,NYY,A,21,27.1,.280,1.81,23.4%,49.4%,27.3%,28.6%,14.3%,38.5%,24.4%,37.2%,15.5%,141,273,414,sa3019300
Sabier Marte,NYY,A,22,26.1,.321,1.41,30.1%,40.9%,29.0%,18.5%,37.0%,45.7%,19.1%,35.1%,11.1%,190,295,485,sa3019431
Engel Peralta,MIA,A,22,18.1,.365,1.35,27.3%,41.8%,30.9%,17.6%,17.6%,50.0%,33.3%,16.7%,12.8%,154,220,374,sa3019538
Julio Mendez,MIA,A,21,71.2,.316,1.78,27.8%,46.2%,25.9%,22.0%,14.6%,45.1%,20.4%,34.6%,14.1%,444,767,1211,sa3019580
Yordy Herrera,STL,A,21,10.2,.240,1.20,12.0%,48.0%,40.0%,40.0%,10.0%,46.2%,15.4%,38.5%,11.2%,120,129,249,sa3019643
Ovis Portes,CIN,A,21,22.2,.333,0.70,33.3%,27.5%,39.2%,20.0%,10.0%,35.8%,35.8%,28.3%,18.3%,115,257,372,sa3019644
Eliseo Mota,DET,A,23,33.0,.257,1.85,23.0%,50.0%,27.0%,30.0%,10.0%,48.0%,13.3%,38.7%,13.0%,191,341,532,sa3019718
Michael Perez,MIA,A,23,17.0,.355,3.50,15.6%,65.6%,18.8%,33.3%,16.7%,56.3%,12.5%,31.3%,18.4%,93,173,266,sa3019721
Jesus Colina,CIN,A,21,13.1,.250,0.50,17.2%,27.6%,55.2%,31.3%,12.5%,40.0%,33.3%,26.7%,15.4%,80,134,214,sa3019776
Daniel Guerra,TOR,A,22,3.1,.167,0.67,16.7%,33.3%,50.0%,33.3%,0.0%,33.3%,50.0%,16.7%,17.4%,18,28,46,sa3019786
Braulio Salas,MIA,A,21,49.2,.285,0.91,20.5%,37.9%,41.7%,27.3%,5.5%,57.1%,18.0%,24.8%,13.0%,372,528,900,sa3019820
Tristan Stevens,MIA,A,28,4.1,.182,1.50,16.7%,50.0%,33.3%,0.0%,25.0%,50.0%,16.7%,33.3%,10.8%,22,43,65,sa3019881
T.J. Brock,TOR,A,26,2.0,.750,1.00,60.0%,20.0%,20.0%,0.0%,100.0%,20.0%,60.0%,20.0%,22.6%,7,24,31,sa3020079
Logan Tanner,CIN,A,25,16.1,.326,0.89,19.0%,38.1%,42.9%,22.2%,5.6%,34.1%,29.5%,36.4%,16.0%,95,168,263,sa3020117
Ramon Suarez,TOR,A,22,7.1,.231,0.50,20.0%,26.7%,53.3%,25.0%,37.5%,43.8%,25.0%,31.3%,11.4%,92,93,185,sa3020237
Bryce Hubbart,CIN,A,25,4.0,.231,2.33,23.1%,53.8%,23.1%,33.3%,33.3%,57.1%,21.4%,21.4%,10.6%,21,45,66,sa3020323
Michael Walsh,PIT,A,25,5.0,.000,2.50,12.5%,62.5%,25.0%,50.0%,0.0%,37.5%,0.0%,62.5%,18.3%,15,45,60,sa3020337
Joe Miller,DET,A,26,2.0,.500,1.00,75.0%,25.0%,0.0%,0.0%,0.0%,75.0%,25.0%,0.0%,18.2%,12,21,33,sa3020393
Jake Miller,DET,A,25,5.0,.167,3.00,0.0%,75.0%,25.0%,33.3%,0.0%,66.7%,16.7%,16.7%,11.1%,18,45,63,sa3020408
Derek Diamond,PIT,A,25,4.0,.300,0.50,33.3%,22.2%,44.4%,0.0%,0.0%,60.0%,0.0%,40.0%,14.6%,10,38,48,sa3020470
Abraham Gaitan,CIN,A,22,60.1,.338,0.85,20.5%,36.4%,43.1%,28.6%,4.8%,46.7%,24.6%,28.6%,11.4%,371,609,980,sa3020492
Max Alba,DET,A,26,6.1,.300,2.60,14.3%,61.9%,23.8%,20.0%,20.0%,33.3%,42.9%,23.8%,12.5%,20,52,72,sa3020525
Lluveres Severino,TOR,A,22,41.0,.308,2.81,14.7%,62.9%,22.4%,30.8%,7.7%,59.2%,20.8%,20.0%,13.7%,269,433,702,sa3020601
Kevin Stevens,NYY,A,28,3.1,.400,1.33,30.0%,40.0%,30.0%,0.0%,33.3%,36.4%,27.3%,36.4%,10.8%,25,40,65,sa3020613
Chase Hampton,NYY,A,24,8.2,.174,0.73,20.8%,33.3%,45.8%,27.3%,18.2%,45.8%,29.2%,25.0%,14.1%,46,89,135,sa3020682
Brandon Barriera,TOR,A,22,32.0,.329,3.85,11.3%,70.4%,18.3%,38.5%,15.4%,41.3%,21.3%,37.3%,12.2%,244,312,556,sa3020683
Cory Lewis,MIN,A,25,0.1,.667,1.00,66.7%,33.3%,0.0%,0.0%,0.0%,66.7%,0.0%,33.3%,4.3%,12,11,23,sa3020702
Pete Hansen,STL,A,25,6.2,.214,3.67,0.0%,78.6%,21.4%,33.3%,0.0%,42.9%,14.3%,42.9%,10.8%,31,62,93,sa3020798
Dominic Perachi,PIT,A,25,2.2,.200,1.50,23.1%,46.2%,30.8%,0.0%,75.0%,53.8%,38.5%,7.7%,6.8%,14,30,44,sa3020841
