Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Abelardo Medrano,DET,DSL,20,24.2,.319,0.94,14.3%,41.4%,44.3%,32.3%,9.7%,45.9%,27.0%,27.0%,13.9%,199,232,431,sa3021184
Moises Semerite,ATL,DSL,20,25.0,.301,1.36,19.2%,46.6%,34.2%,16.0%,8.0%,41.3%,28.0%,30.7%,10.0%,205,236,441,sa3021246
Pedro Tovar,BAL,DSL,20,12.1,.303,1.55,15.2%,51.5%,33.3%,27.3%,9.1%,51.4%,22.9%,25.7%,11.8%,62,107,169,sa3021248
Osvaldo Heredia,MIA,DSL,20,22.0,.343,0.89,22.7%,36.4%,40.9%,29.6%,11.1%,42.9%,27.1%,30.0%,13.0%,254,254,508,sa3021282
Ismael Cabral,TBR,DSL,22,14.2,.100,0.93,3.3%,46.7%,50.0%,13.3%,0.0%,46.7%,20.0%,33.3%,25.3%,49,101,150,sa3021481
Jesus Lopez,SFG,DSL,21,40.0,.359,1.67,24.4%,47.2%,28.3%,16.7%,11.1%,46.2%,26.5%,27.3%,11.0%,222,377,599,sa3021529
Frainer Mejias,SFG,DSL,20,22.2,.270,1.09,18.6%,42.4%,39.0%,21.7%,4.3%,44.6%,15.4%,40.0%,12.0%,189,218,407,sa3021535
Eddy Peralta,TEX,DSL,23,32.0,.370,1.42,18.3%,47.9%,33.8%,25.0%,4.2%,40.5%,28.4%,31.1%,17.4%,227,337,564,sa3021757
Andersson Barvosa,TBR,DSL,20,0.1,1.000,1.00,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,16.7%,4,8,12,sa3021759
Stiveen Rojas,MIA,DSL,19,34.1,.354,1.47,16.0%,50.0%,34.0%,21.9%,9.4%,45.1%,21.6%,33.3%,12.8%,299,357,656,sa3021775
Daiher Hernandez,CLE,DSL,20,28.2,.329,0.68,18.4%,32.9%,48.7%,18.9%,5.4%,50.6%,25.9%,23.5%,12.1%,232,272,504,sa3021811
Ericksson De Los Santos,DET,DSL,20,23.0,.378,1.05,13.3%,44.4%,42.2%,10.5%,0.0%,28.9%,26.7%,44.4%,13.4%,228,256,484,sa3021823
Greudis De Los Santos,ARI,DSL,20,25.0,.328,0.75,14.0%,36.8%,49.1%,28.6%,3.6%,64.4%,16.9%,18.6%,19.6%,174,250,424,sa3022012
Randry De Leon,SFG,DSL,20,48.1,.364,1.20,20.0%,43.7%,36.3%,16.3%,12.2%,39.7%,28.7%,31.6%,11.9%,281,449,730,sa3022025
Bayant Melo,MIA,DSL,21,31.2,.280,1.44,17.6%,48.6%,33.8%,40.0%,8.0%,50.0%,21.8%,28.2%,11.8%,273,313,586,sa3022028
Esteban Dicent,BAL,DSL,23,30.0,.274,0.69,11.5%,36.1%,52.5%,18.8%,0.0%,55.6%,20.6%,23.8%,21.7%,211,281,492,sa3022033
Carlos Gonzalez,KCR,DSL,20,34.2,.339,1.62,19.8%,49.5%,30.6%,29.4%,2.9%,42.2%,31.0%,26.7%,13.2%,147,292,439,sa3022036
Kevin Tejada,DET,DSL,21,20.0,.366,0.78,9.9%,39.4%,50.7%,25.0%,5.6%,57.5%,26.0%,16.4%,10.7%,110,198,308,sa3022046
Alvin Veras,OAK,DSL,20,49.2,.291,1.27,12.8%,48.7%,38.5%,23.3%,3.3%,44.7%,18.9%,36.5%,10.3%,258,472,730,sa3022216
Richard Jimenez,MIA,DSL,21,30.0,.379,1.63,14.5%,53.0%,32.5%,14.8%,7.4%,37.1%,25.8%,37.1%,11.3%,310,346,656,sa3022335
Bryan Landaez,CHC,DSL,21,25.2,.295,1.21,23.6%,41.8%,34.5%,26.3%,15.8%,40.0%,16.7%,43.3%,19.2%,161,230,391,sa3022421
Samuel Carmona,KCR,DSL,21,29.1,.289,1.82,16.2%,54.1%,29.7%,36.4%,4.5%,42.9%,14.3%,42.9%,15.8%,166,296,462,sa3023050
Yolvin Mesa,TBR,DSL,20,30.0,.302,1.12,27.4%,38.4%,34.2%,36.0%,8.0%,55.7%,24.1%,20.3%,18.8%,140,243,383,sa3023690
Alejandro De La Cruz,MIA,DSL,19,7.1,.318,1.63,8.7%,56.5%,34.8%,0.0%,12.5%,56.5%,26.1%,17.4%,11.5%,92,73,165,sa3023692
Angel Herrera,PIT,DSL,18,41.0,.275,1.75,16.1%,53.4%,30.5%,25.0%,2.8%,46.3%,18.2%,35.5%,11.5%,199,321,520,sa3023694
Frank Chessman,TBR,DSL,19,4.2,.308,1.67,20.0%,50.0%,30.0%,0.0%,33.3%,54.5%,27.3%,18.2%,12.1%,58,41,99,sa3023697
Mathias Sato,SEA,DSL,19,3.0,.455,1.67,27.3%,45.5%,27.3%,33.3%,33.3%,83.3%,16.7%,0.0%,23.5%,13,21,34,sa3023699
Dariel Morillo,DET,DSL,19,30.0,.255,0.51,15.4%,28.6%,56.0%,41.2%,5.9%,53.1%,16.3%,30.6%,8.7%,174,287,461,sa3023700
Ronald Tejada,NYY,DSL,19,25.1,.333,1.16,14.3%,46.0%,39.7%,20.0%,0.0%,46.2%,18.5%,35.4%,12.9%,188,231,419,sa3023705
Gregori Arias,MIA,DSL,19,6.2,.292,0.53,11.5%,30.8%,57.7%,13.3%,20.0%,44.4%,29.6%,25.9%,7.8%,55,60,115,sa3023734
Jesus Lizardo,PIT,DSL,19,0.2,.750,0.00,50.0%,0.0%,50.0%,0.0%,0.0%,50.0%,50.0%,0.0%,4.2%,10,14,24,sa3023753
Frankeli Mesta,PIT,DSL,19,0.2,.000,0.00,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%,0,2,2,sa3023756
Omar Mejia,KCR,DSL,19,0.1,.500,1.00,0.0%,50.0%,50.0%,0.0%,0.0%,100.0%,0.0%,0.0%,8.7%,13,10,23,sa3023773
Jeyson Moya,SFG,DSL,19,2.2,.308,0.83,8.3%,41.7%,50.0%,16.7%,0.0%,38.5%,38.5%,23.1%,6.3%,16,32,48,sa3023779
Junior Tavera,NYY,DSL,19,48.1,.366,0.74,15.9%,35.7%,48.4%,31.1%,8.2%,37.2%,27.9%,34.9%,14.8%,319,453,772,sa3023813
Jose Meza,SFG,DSL,20,4.0,.500,1.75,21.4%,50.0%,28.6%,50.0%,0.0%,57.1%,21.4%,21.4%,11.1%,43,56,99,sa3023816
Charlie Zink,BOS,DSL,20,11.0,.182,1.38,13.6%,50.0%,36.4%,50.0%,0.0%,40.9%,27.3%,31.8%,11.2%,235,140,375,sa3023827
Ricardo Guzman,TBR,DSL,21,32.2,.275,1.03,19.2%,41.0%,39.7%,45.2%,0.0%,48.1%,24.7%,27.2%,20.8%,137,252,389,sa3023830
Franniel Reynoso,WSN,DSL,19,25.0,.318,1.00,24.6%,37.7%,37.7%,17.4%,0.0%,43.9%,34.8%,21.2%,9.9%,271,236,507,sa3023832
Victor Espiritu,TOR,DSL,21,14.2,.325,2.00,25.0%,50.0%,25.0%,20.0%,0.0%,57.5%,15.0%,27.5%,11.9%,65,128,193,sa3023847
Jose Silvestre,TEX,DSL,19,40.2,.247,2.94,17.4%,61.6%,20.9%,22.2%,5.6%,53.2%,20.2%,26.6%,18.4%,227,397,624,sa3023849
Elkyns Villarreal,SFG,DSL,19,11.0,.296,2.67,15.4%,61.5%,23.1%,16.7%,0.0%,85.2%,7.4%,7.4%,12.0%,143,99,242,sa3023850
Josue Henrique,COL,DSL,19,21.0,.411,2.75,16.7%,61.1%,22.2%,33.3%,0.0%,62.5%,17.9%,19.6%,14.8%,130,222,352,sa3023853
Oscar Melgarejo,CLE,DSL,20,1.2,.000,0.33,0.0%,25.0%,75.0%,33.3%,0.0%,25.0%,50.0%,25.0%,8.8%,22,12,34,sa3023855
Robert Terrero,ARI,DSL,19,10.2,.351,1.14,18.9%,43.2%,37.8%,7.1%,14.3%,64.1%,17.9%,17.9%,5.1%,135,121,256,sa3023858
Lender Bracho,SFG,DSL,21,34.1,.327,2.57,15.5%,60.8%,23.7%,21.7%,8.7%,35.6%,22.8%,41.6%,9.9%,179,298,477,sa3023866
Danny Martinez,TOR,DSL,20,3.1,.385,4.50,8.3%,75.0%,16.7%,50.0%,0.0%,69.2%,7.7%,23.1%,5.7%,51,36,87,sa3023870
Brayan Amoroso,STL,DSL,18,21.0,.370,0.47,10.7%,28.6%,60.7%,17.6%,8.8%,40.4%,29.8%,29.8%,12.5%,189,228,417,sa3023910
Samuel Estevez,MIA,DSL,19,5.1,.294,0.50,29.4%,23.5%,47.1%,12.5%,0.0%,47.1%,23.5%,29.4%,7.5%,50,43,93,sa3023924
Jose Marcano,TEX,DSL,19,0.0,1.000,1.00,0.0%,50.0%,50.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%,0,4,4,sa3023953
Juan Colorado,SFG,DSL,19,17.2,.278,1.50,24.5%,45.3%,30.2%,18.8%,18.8%,61.4%,14.0%,24.6%,11.5%,162,185,347,sa3023954
Johan Cabeza,CIN,DSL,19,8.1,.300,0.60,15.8%,31.6%,52.6%,20.0%,0.0%,30.0%,30.0%,40.0%,24.4%,28,58,86,sa3024075
Carlos Canales,MIL,DSL,20,14.0,.405,1.00,17.1%,41.5%,41.5%,17.6%,0.0%,47.6%,19.0%,33.3%,7.8%,147,159,306,sa3024076
Oliver Sirotti,OAK,DSL,19,7.0,.350,4.00,28.6%,57.1%,14.3%,0.0%,33.3%,54.5%,22.7%,22.7%,11.3%,40,57,97,sa3024082
Jhostin Betances,LAA,DSL,19,30.1,.439,4.33,22.9%,62.7%,14.5%,16.7%,8.3%,58.6%,20.7%,20.7%,17.3%,196,249,445,sa3024083
Oniel Diaz,CIN,DSL,20,56.0,.299,0.63,23.2%,29.8%,47.0%,26.8%,4.2%,48.4%,21.7%,29.9%,9.6%,286,476,762,sa3024089
Rubens Romero,PIT,DSL,19,1.1,.500,2.00,50.0%,50.0%,0.0%,0.0%,0.0%,50.0%,25.0%,25.0%,7.7%,11,15,26,sa3024093
Yohandy Cruz,DET,DSL,19,2.0,.286,0.17,0.0%,14.3%,85.7%,66.7%,0.0%,42.9%,28.6%,28.6%,12.0%,8,17,25,sa3024131
Boris Sarduy,SFG,DSL,19,0.1,.000,1.00,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,14.3%,1,6,7,sa3024141
Wilmer Lugo,NYM,DSL,20,2.1,.000,0.33,0.0%,25.0%,75.0%,0.0%,0.0%,0.0%,75.0%,25.0%,24.0%,12,13,25,sa3024204
Daniel Nolasco,WSN,DSL,20,4.2,.364,2.00,25.0%,50.0%,25.0%,33.3%,33.3%,50.0%,25.0%,25.0%,22.4%,31,45,76,sa3024206
Oscar Pujols,COL,DSL,19,4.0,.357,0.83,15.4%,38.5%,46.2%,33.3%,0.0%,28.6%,35.7%,35.7%,11.1%,20,43,63,sa3024212
Ricardo Ramirez,TBR,DSL,20,14.2,.379,0.91,22.2%,37.0%,40.7%,27.3%,0.0%,53.3%,33.3%,13.3%,13.8%,162,149,311,sa3024216
Mendry Solano,DET,DSL,22,5.2,.250,1.33,12.5%,50.0%,37.5%,16.7%,0.0%,25.0%,43.8%,31.3%,9.2%,44,43,87,sa3024221
Neftali Taveras,KCR,DSL,21,22.0,.288,1.00,20.6%,39.7%,39.7%,24.0%,0.0%,46.3%,25.4%,28.4%,11.0%,125,193,318,sa3024224
Carlos Beras,KCR,DSL,21,19.0,.245,1.20,28.3%,39.1%,32.6%,13.3%,13.3%,41.2%,21.6%,37.3%,11.2%,129,165,294,sa3024233
Abraham Hernandez,MIA,DSL,19,20.2,.466,1.45,21.7%,46.4%,31.9%,22.7%,13.6%,43.4%,21.1%,35.5%,11.0%,304,269,573,sa3024236
Nathan Arends,OAK,DSL,19,8.0,.400,0.91,16.0%,40.0%,44.0%,27.3%,9.1%,36.0%,44.0%,20.0%,10.7%,59,81,140,sa3024238
Maxgregori Harvey,NYM,DSL,19,29.2,.260,1.16,18.0%,44.0%,38.0%,47.4%,5.3%,54.9%,19.6%,25.5%,24.5%,177,236,413,sa3024258
Jhonny Aranguren,TBR,DSL,19,30.0,.308,0.94,22.4%,37.6%,40.0%,29.4%,5.9%,34.4%,18.3%,47.3%,17.7%,162,255,417,sa3024259
Christopher Peralta,MIL,DSL,19,6.2,.444,1.00,11.1%,44.4%,44.4%,0.0%,0.0%,47.4%,26.3%,26.3%,15.2%,94,77,171,sa3024261
Kendry Castro,SFG,DSL,19,11.0,.207,2.29,14.8%,59.3%,25.9%,28.6%,0.0%,34.5%,24.1%,41.4%,14.5%,57,95,152,sa3024263
Carlos Rangel,CHC,DSL,20,27.2,.364,1.33,13.8%,49.2%,36.9%,29.2%,0.0%,41.2%,30.9%,27.9%,11.0%,197,266,463,sa3024283
Ariel De La Cruz,CIN,DSL,20,27.1,.308,0.96,11.7%,43.3%,45.0%,18.5%,7.4%,27.9%,26.2%,45.9%,13.0%,198,280,478,sa3024287
Armando Lao,DET,DSL,19,1.0,.000,1.00,0.0%,50.0%,50.0%,100.0%,0.0%,0.0%,0.0%,100.0%,7.7%,6,7,13,sa3024343
Juan Martinez,CHW,DSL,19,4.0,.375,1.00,0.0%,50.0%,50.0%,0.0%,0.0%,56.3%,25.0%,18.8%,8.1%,69,55,124,sa3024370
Jeiker Gudino,DET,DSL,19,2.0,.333,,,,,,,,,,,,,,sa3024371
Raul Trujillo,CLE,DSL,19,32.1,.384,1.00,24.8%,37.6%,37.6%,28.9%,10.5%,48.1%,26.0%,26.0%,12.5%,220,307,527,sa3024458
Eric Veras,COL,DSL,19,14.1,.298,0.68,23.8%,31.0%,45.2%,26.3%,0.0%,46.8%,21.3%,31.9%,9.9%,93,159,252,sa3024462
Delvis Heredia,SFG,DSL,21,24.0,.250,1.00,16.1%,41.9%,41.9%,42.3%,7.7%,50.0%,24.2%,25.8%,12.0%,159,198,357,sa3024524
Jhon Leon,SFG,DSL,22,31.2,.413,1.52,27.4%,43.8%,28.8%,23.8%,0.0%,38.7%,21.3%,40.0%,20.4%,233,315,548,sa3024525
Wandy Cabrera,MIL,DSL,20,23.2,.246,1.83,8.9%,58.9%,32.1%,33.3%,0.0%,41.4%,22.4%,36.2%,12.6%,145,213,358,sa3024527
Jordin Jhonni,KCR,DSL,21,37.0,.230,2.48,12.1%,62.6%,25.2%,7.4%,3.7%,55.8%,17.7%,26.5%,9.7%,231,324,555,sa3024534
Maximo Gonzalez,COL,DSL,19,32.0,.375,0.45,21.8%,24.1%,54.0%,36.2%,4.3%,44.0%,28.6%,27.5%,17.3%,173,317,490,sa3024541
Franyer Mendez,CIN,DSL,19,37.0,.339,1.13,14.3%,45.5%,40.2%,24.4%,2.2%,47.4%,22.8%,29.8%,10.3%,257,347,604,sa3024544
Jhoan Thomas,WSN,DSL,19,20.2,.245,1.05,10.4%,45.8%,43.8%,23.8%,9.5%,42.9%,18.4%,38.8%,12.7%,145,187,332,sa3024546
Stiven Rogers,ARI,DSL,19,40.0,.300,0.96,20.3%,39.1%,40.6%,16.7%,5.6%,56.4%,24.1%,19.5%,9.3%,232,362,594,sa3024560
Carlos Ochoa,MIA,DSL,19,24.2,.358,0.76,25.0%,32.4%,42.6%,31.0%,6.9%,49.3%,18.8%,31.9%,16.9%,172,266,438,sa3024561
Leyvi Rodriguez,NYM,DSL,20,28.2,.271,1.29,16.7%,47.0%,36.4%,37.5%,4.2%,49.3%,19.7%,31.0%,15.4%,265,260,525,sa3024563
Lonell Downs,MIL,DSL,19,8.0,.167,1.43,5.6%,55.6%,38.9%,28.6%,14.3%,26.3%,36.8%,36.8%,10.0%,76,74,150,sa3024564
Wilinyer Ardiles,CLE,DSL,18,30.2,.337,1.22,19.3%,44.3%,36.4%,31.3%,12.5%,46.7%,20.0%,33.3%,11.9%,250,315,565,sa3024566
Manuel Moreno,MIL,DSL,19,5.1,.100,2.50,22.2%,55.6%,22.2%,50.0%,0.0%,50.0%,10.0%,40.0%,19.3%,18,39,57,sa3024567
Anderson Jimenez,SEA,DSL,18,26.2,.257,0.81,22.2%,34.7%,43.1%,32.3%,3.2%,44.6%,28.4%,27.0%,19.9%,157,200,357,sa3024571
Albert Ramos,DET,DSL,20,34.0,.299,0.87,14.3%,39.8%,45.9%,28.9%,4.4%,43.4%,27.3%,29.3%,12.1%,189,283,472,sa3024581
Franyerson Reyes,DET,DSL,19,29.0,.359,0.92,18.5%,39.1%,42.4%,20.5%,2.6%,46.2%,23.7%,30.1%,11.9%,181,290,471,sa3024586
Erick Lanza,SEA,DSL,19,46.0,.252,2.06,15.9%,56.6%,27.4%,22.6%,16.1%,44.7%,24.6%,30.7%,22.1%,182,351,533,sa3024589
Danery Meyer,SEA,DSL,19,10.1,.500,0.55,11.4%,31.4%,57.1%,20.0%,0.0%,33.3%,33.3%,33.3%,14.8%,86,103,189,sa3024598
Yadiel Ramon,COL,DSL,18,31.2,.213,1.50,12.1%,52.7%,35.2%,9.4%,15.6%,56.4%,25.5%,18.1%,13.8%,155,237,392,sa3024600
Justin Lugo,MIL,DSL,20,18.1,.323,0.71,20.0%,33.3%,46.7%,50.0%,7.1%,40.6%,15.6%,43.8%,17.3%,157,179,336,sa3024601
Marlon Quintana,PIT,DSL,20,34.0,.268,1.30,13.8%,48.8%,37.5%,26.7%,3.3%,41.0%,14.5%,44.6%,16.7%,182,279,461,sa3024603
Chaury Gomez,NYY,DSL,19,1.1,.400,2.00,40.0%,40.0%,20.0%,0.0%,0.0%,40.0%,20.0%,40.0%,1.6%,42,19,61,sa3024621
Varis Villarreal,NYY,DSL,20,17.1,.370,1.28,14.6%,47.9%,37.5%,5.6%,16.7%,46.9%,22.4%,30.6%,10.9%,137,185,322,sa3024622
Fabian Reyes,DET,DSL,21,5.0,.571,0.43,28.6%,21.4%,50.0%,14.3%,0.0%,35.7%,35.7%,28.6%,8.1%,36,50,86,sa3024623
Yunny Tovar,SDP,DSL,19,39.0,.316,2.16,18.6%,55.7%,25.8%,24.0%,12.0%,52.9%,26.5%,20.6%,13.9%,254,349,603,sa3024648
Darling Reyes,WSN,DSL,21,15.1,.477,2.20,25.6%,51.2%,23.3%,20.0%,0.0%,43.5%,17.4%,39.1%,12.5%,105,151,256,sa3024770
Rene Yrish,PHI,DSL,19,11.1,.469,1.57,37.9%,37.9%,24.1%,14.3%,0.0%,48.4%,22.6%,29.0%,11.9%,146,124,270,sa3024774
Paul Hoff,MIL,DSL,19,44.2,.240,1.29,19.0%,45.7%,35.3%,26.8%,2.4%,60.7%,15.6%,23.8%,14.8%,208,407,615,sa3024777
Lukas Gonzalez,MIL,DSL,19,25.2,.214,0.97,10.9%,43.8%,45.3%,24.1%,3.4%,58.2%,19.4%,22.4%,17.6%,136,199,335,sa3024778
Jean Rodriguez,MIL,DSL,19,19.0,.233,1.19,12.5%,47.5%,40.0%,12.5%,0.0%,53.7%,24.4%,22.0%,16.1%,129,144,273,sa3024779
Manuel Davila,MIL,DSL,18,9.1,.406,0.91,34.4%,31.3%,34.4%,27.3%,9.1%,42.4%,30.3%,27.3%,11.2%,63,116,179,sa3024787
Jose Mejia,KCR,DSL,19,14.1,.214,0.67,14.6%,34.1%,51.2%,28.6%,4.8%,54.5%,20.5%,25.0%,8.9%,113,111,224,sa3024842
Jose Cruz,CLE,DSL,21,25.0,.368,0.81,16.9%,37.3%,45.8%,11.1%,11.1%,60.0%,15.4%,24.6%,12.6%,190,248,438,sa3024843
Edinson Hernandez,WSN,DSL,20,8.0,.350,1.67,15.8%,52.6%,31.6%,33.3%,0.0%,45.0%,25.0%,30.0%,8.1%,150,98,248,sa3024844
Jonaikel Meza,CLE,DSL,19,6.2,.500,1.29,27.3%,40.9%,31.8%,28.6%,0.0%,22.7%,27.3%,50.0%,18.8%,36,65,101,sa3024849
Juan Ramirez,TOR,DSL,20,23.1,.171,0.73,16.1%,35.5%,48.4%,13.3%,0.0%,30.6%,30.6%,38.9%,17.7%,190,246,436,sa3024851
Manuel Marchan,CIN,DSL,19,37.2,.344,1.51,27.3%,43.8%,28.9%,14.3%,5.7%,48.8%,24.4%,26.8%,9.7%,265,361,626,sa3024869
Erich Tovar,CLE,DSL,19,10.2,.313,1.18,20.0%,43.3%,36.7%,18.2%,0.0%,50.0%,21.9%,28.1%,13.1%,45,77,122,sa3024871
Rey Feliz,CLE,DSL,19,12.0,.275,0.72,22.5%,32.5%,45.0%,33.3%,5.6%,53.7%,17.1%,29.3%,4.7%,111,103,214,sa3024874
Josue Silvestre,NYY,DSL,21,22.0,.250,1.27,15.0%,47.5%,37.5%,26.7%,0.0%,41.9%,23.3%,34.9%,15.8%,196,222,418,sa3024875
Oliver Del Rosario,KCR,DSL,21,28.2,.286,1.50,25.7%,44.6%,29.7%,9.1%,0.0%,44.2%,20.8%,35.1%,11.1%,189,261,450,sa3024888
Dariel Florentino,PIT,DSL,20,32.0,.267,1.21,10.7%,48.8%,40.5%,23.5%,5.9%,43.2%,26.1%,30.7%,18.9%,171,231,402,sa3024894
Mauricio Vargas,NYY,DSL,19,7.0,.375,0.47,8.3%,29.2%,62.5%,13.3%,6.7%,48.0%,12.0%,40.0%,11.0%,103,78,181,sa3024895
Juan Rivera,KCR,DSL,19,20.2,.333,1.58,30.0%,42.9%,27.1%,26.3%,10.5%,50.7%,25.4%,23.9%,9.4%,107,169,276,sa3024917
Kevin Santana,HOU,DSL,19,6.1,.316,0.88,21.1%,36.8%,42.1%,0.0%,0.0%,47.4%,26.3%,26.3%,6.7%,112,66,178,sa3024923
Luis Plicet,OAK,DSL,19,14.2,.250,1.21,8.8%,50.0%,41.2%,21.4%,0.0%,54.1%,18.9%,27.0%,14.9%,120,142,262,sa3024924
Oscar Echegarreta,ARI,DSL,22,17.1,.365,0.85,17.8%,37.8%,44.4%,30.0%,0.0%,37.5%,29.2%,33.3%,11.5%,143,196,339,sa3024952
Christian Sáez,STL,DSL,19,2.1,.462,0.33,7.7%,23.1%,69.2%,22.2%,0.0%,23.1%,15.4%,61.5%,4.8%,17,25,42,sa3024955
Enmanuel Carela,WSN,DSL,19,35.1,.245,0.77,20.6%,34.6%,44.9%,22.9%,10.4%,54.1%,17.1%,28.8%,9.7%,231,326,557,sa3024966
Oscar Vasquez,NYY,DSL,21,16.1,.382,0.61,15.1%,32.1%,52.8%,14.3%,7.1%,55.9%,27.1%,16.9%,16.4%,141,164,305,sa3024969
Ransel Cruz,TBR,DSL,20,16.1,.234,2.33,13.0%,60.9%,26.1%,8.3%,0.0%,43.5%,19.6%,37.0%,11.2%,68,119,187,sa3025011
Luis Ilarraza,NYY,DSL,19,11.2,.364,0.87,9.7%,41.9%,48.4%,20.0%,0.0%,48.5%,15.2%,36.4%,11.5%,126,126,252,sa3025014
Emanuel Vargas,NYY,DSL,20,17.0,.325,2.86,25.0%,55.6%,19.4%,0.0%,0.0%,52.5%,30.0%,17.5%,14.2%,149,189,338,sa3025022
Luis Carrasco,ARI,DSL,21,20.2,.238,0.88,23.1%,35.9%,41.0%,37.5%,0.0%,53.5%,20.9%,25.6%,19.9%,135,216,351,sa3025023
Omar Calcurian,SFG,DSL,21,39.2,.282,1.71,14.4%,54.1%,31.5%,17.1%,5.7%,52.7%,21.4%,25.9%,10.9%,204,328,532,sa3025025
Marco Eluscat,SDP,DSL,19,11.0,.207,1.27,10.7%,50.0%,39.3%,27.3%,0.0%,44.8%,27.6%,27.6%,13.9%,68,90,158,sa3025026
Nomar Jimenez,KCR,DSL,19,1.0,.000,0.00,0.0%,0.0%,100.0%,50.0%,0.0%,0.0%,0.0%,100.0%,16.7%,5,7,12,sa3025027
Edwyn Hernandez,SDP,DSL,18,8.1,.417,0.80,21.7%,34.8%,43.5%,0.0%,10.0%,44.0%,24.0%,32.0%,12.8%,62,87,149,sa3025028
Henry Ramirez,BAL,DSL,20,17.1,.373,1.29,11.1%,50.0%,38.9%,14.3%,7.1%,41.0%,10.3%,48.7%,13.2%,100,128,228,sa3025037
Gregg Ferrera,LAD,DSL,20,40.0,.320,1.00,18.2%,40.9%,40.9%,25.0%,8.3%,53.8%,18.7%,27.5%,13.3%,232,345,577,sa3025038
Yeisy Celesten,TEX,DSL,21,0.1,.000,0.00,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%,2,1,3,sa3025069
Yunier De Jesus,TEX,DSL,20,14.0,.468,0.83,12.5%,39.6%,47.9%,26.1%,4.3%,37.5%,14.6%,47.9%,10.6%,155,167,322,sa3025074
Dalvin Bodre,MIL,DSL,19,20.1,.379,1.40,18.6%,47.5%,33.9%,15.0%,10.0%,38.3%,28.3%,33.3%,12.8%,167,193,360,sa3025081
Michael Gil,CIN,DSL,21,24.1,.396,2.72,19.3%,59.0%,21.7%,11.1%,5.6%,44.4%,22.2%,33.3%,11.5%,118,255,373,sa3025082
David De Los Santos,BAL,DSL,20,24.2,.286,0.63,21.2%,30.3%,48.5%,18.8%,12.5%,58.2%,22.4%,19.4%,13.3%,176,229,405,sa3025094
Ruben Saldana,MIL,DSL,20,25.1,.365,1.42,16.0%,49.3%,34.7%,23.1%,3.8%,50.0%,18.4%,31.6%,13.8%,139,238,377,sa3025095
