Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
Jarod Bayless,PIT,AA,29,26.2,.279,1.00,26.5%,36.8%,36.8%,36.0%,4.0%,46.4%,20.3%,33.3%,15.2%,120,276,396,sa3010236
Connor Van Scoyoc,WSN,AA,26,63.2,.310,2.07,22.0%,52.5%,25.4%,20.0%,17.8%,47.5%,25.7%,26.8%,12.6%,315,619,934,sa3010243
Tyrone Yulie,PIT,AA,24,9.2,.379,0.92,25.8%,35.5%,38.7%,25.0%,16.7%,48.4%,29.0%,22.6%,11.4%,107,103,210,sa3010246
Chase Chaney,NYY,AA,26,63.1,.258,1.15,23.5%,41.0%,35.5%,19.7%,15.5%,45.6%,26.0%,28.4%,8.8%,360,653,1013,sa3010369
Morgan McSweeney,BOS,AA,28,17.1,.426,1.56,16.3%,51.0%,32.7%,12.5%,12.5%,51.0%,26.5%,22.4%,15.1%,105,206,311,sa3010781
Erik Rivera,BOS,AA,25,58.0,.333,1.32,33.8%,37.7%,28.5%,13.5%,16.2%,34.3%,34.3%,31.3%,13.3%,442,676,1118,sa3010867
Aaron Antonini,DET,AA,27,2.1,.385,1.25,30.8%,38.5%,30.8%,0.0%,25.0%,57.1%,28.6%,14.3%,5.3%,15,23,38,sa3010906
Colin Peluse,PHI,AA,28,24.2,.378,1.07,24.1%,39.2%,36.7%,34.5%,24.1%,43.8%,22.5%,33.8%,13.0%,117,276,393,sa3011126
Sandy Gaston,WSN,AA,24,51.1,.296,1.37,29.7%,40.7%,29.7%,14.3%,25.7%,45.1%,27.0%,27.9%,15.1%,390,584,974,sa3011136
Seth Shuman,WSN,AA,28,12.1,.167,1.36,29.7%,40.5%,29.7%,18.2%,9.1%,43.2%,10.8%,45.9%,6.1%,74,107,181,sa3011187
Dan Hammer,NYM,AA,28,13.0,.172,1.00,18.5%,40.7%,40.7%,27.3%,18.2%,36.7%,20.0%,43.3%,15.0%,79,128,207,sa3011525
Yosber Sanchez,DET,AA,25,45.0,.381,1.85,24.2%,49.2%,26.6%,20.6%,14.7%,40.0%,31.5%,28.5%,11.5%,327,484,811,sa3011636
Brendan Cellucci,TOR,AA,28,1.2,.000,0.00,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,6.9%,12,17,29,sa3011710
Alexander Cornielle,NYY,AA,24,4.1,.250,0.00,33.3%,0.0%,66.7%,16.7%,16.7%,11.1%,33.3%,55.6%,15.6%,25,39,64,sa3011779
Brad Deppermann,SFG,AA,30,12.0,.355,1.00,27.3%,36.4%,36.4%,33.3%,25.0%,54.5%,33.3%,12.1%,10.0%,86,153,239,sa3011801
R.J. Dabovich,SFG,AA,27,3.1,.250,0.25,37.5%,12.5%,50.0%,50.0%,0.0%,0.0%,25.0%,75.0%,13.0%,29,40,69,sa3014431
Sam Weatherly,COL,AA,27,51.0,.366,0.69,27.0%,29.7%,43.2%,7.8%,26.6%,42.1%,32.9%,25.0%,11.7%,397,582,979,sa3014455
Zach Peek,NYM,AA,28,37.0,.327,1.69,22.8%,48.5%,28.7%,24.1%,17.2%,47.6%,19.4%,33.0%,13.0%,238,417,655,sa3014469
Jeremy Wu-Yelland,BOS,AA,27,27.2,.400,2.18,22.9%,52.9%,24.3%,17.6%,5.9%,39.4%,28.2%,32.4%,12.2%,239,343,582,sa3014520
Po-Yu Chen,PIT,AA,24,26.0,.329,1.19,25.0%,40.8%,34.2%,23.1%,19.2%,51.9%,22.1%,26.0%,8.8%,184,261,445,sa3014699
Esmerlin Vinicio,SFG,AA,23,11.2,.179,0.83,18.5%,37.0%,44.4%,8.3%,0.0%,44.4%,40.7%,14.8%,8.7%,88,119,207,sa3014708
Blake Brown,WSN,AA,27,10.1,.387,1.88,28.1%,46.9%,25.0%,37.5%,12.5%,43.8%,21.9%,34.4%,9.7%,81,125,206,sa3014847
Holden Powell,WSN,AA,26,45.0,.291,1.59,21.4%,48.2%,30.4%,35.3%,14.7%,44.3%,22.6%,33.0%,12.6%,302,468,770,sa3014854
Billy Sullivan,WSN,AA,27,9.0,.304,1.38,17.4%,47.8%,34.8%,0.0%,25.0%,41.7%,20.8%,37.5%,8.4%,88,114,202,sa3014918
Kyle Brnovich,PHI,AA,28,74.1,.292,0.95,21.5%,38.2%,40.3%,27.7%,20.2%,48.7%,27.5%,23.7%,10.5%,488,831,1319,sa3014923
Adam Seminaris,PHI,AA,27,132.1,.336,1.72,24.6%,47.7%,27.7%,16.3%,20.4%,40.9%,27.0%,32.0%,11.9%,754,1377,2131,sa3015010
Geison Urbaez,TOR,AA,25,33.0,.320,0.90,26.0%,35.0%,39.0%,20.5%,17.9%,43.3%,23.1%,33.7%,11.9%,257,381,638,sa3015135
Manuel Mercedes,SFG,AA,23,46.0,.419,2.26,37.3%,43.5%,19.3%,12.9%,19.4%,43.6%,24.8%,31.5%,8.2%,379,539,918,sa3015214
Alberto Pacheco,COL,AA,23,17.2,.370,0.77,26.4%,32.1%,41.5%,18.2%,31.8%,35.8%,34.0%,30.2%,8.2%,160,218,378,sa3015421
Jean Cabrera,PHI,AA,24,60.1,.365,0.96,24.0%,37.3%,38.7%,20.3%,13.9%,45.2%,28.8%,26.0%,8.6%,386,658,1044,sa3015433
Yoniel Curet,DET,AA,23,23.1,.355,0.83,29.0%,32.3%,38.7%,25.0%,4.2%,38.1%,28.6%,33.3%,11.6%,203,244,447,sa3015446
Johan Simon,DET,AA,24,53.2,.331,2.38,20.0%,56.3%,23.7%,18.8%,12.5%,41.4%,25.7%,32.9%,13.9%,395,605,1000,sa3015481
Yaqui Rivera,BAL,AA,22,24.2,.224,1.94,7.8%,60.8%,31.4%,31.3%,12.5%,49.0%,19.6%,31.4%,16.2%,138,251,389,sa3015504
Miguel Mendez,SFG,AA,23,9.0,.391,0.55,26.1%,26.1%,47.8%,27.3%,0.0%,47.8%,30.4%,21.7%,15.5%,57,98,155,sa3015506
Onil Perez,SFG,AA,23,2.0,.500,5.00,40.0%,50.0%,10.0%,0.0%,0.0%,70.0%,20.0%,10.0%,0.0%,11,14,25,sa3015610
Samuel Escudero,PIT,AA,22,4.0,.308,1.50,28.6%,42.9%,28.6%,0.0%,25.0%,64.3%,14.3%,21.4%,7.5%,29,38,67,sa3015807
Estibenzon Jimenez,PHI,AA,24,29.2,.284,1.87,17.5%,53.8%,28.7%,4.3%,13.0%,47.6%,25.0%,27.4%,17.7%,169,335,504,sa3015983
John Stankiewicz,DET,AA,27,9.2,.452,0.75,34.4%,28.1%,37.5%,8.3%,16.7%,45.5%,33.3%,21.2%,8.0%,86,114,200,sa3016001
Felipe De La Cruz,NYM,AA,25,39.1,.311,1.74,17.8%,52.2%,30.0%,14.8%,3.7%,57.8%,15.6%,26.7%,13.7%,271,410,681,sa3016065
Ahbram Liendo,BOS,AA,22,2.1,.182,1.00,20.0%,40.0%,40.0%,50.0%,25.0%,33.3%,33.3%,33.3%,1.8%,33,24,57,sa3016173
Victor Juarez,COL,AA,23,32.2,.365,1.50,27.8%,43.3%,28.9%,25.0%,7.1%,52.0%,17.3%,30.6%,12.9%,194,348,542,sa3016226
Juan Rojas,BAL,AA,22,24.1,.349,1.00,22.6%,38.7%,38.7%,16.7%,4.2%,51.6%,21.9%,26.6%,15.9%,209,300,509,sa3016285
Giussepe Velasquez,PHI,AA,23,3.0,.000,0.40,30.0%,20.0%,50.0%,20.0%,60.0%,50.0%,30.0%,20.0%,5.3%,32,44,76,sa3016463
Alessandro Ercolani,PIT,AA,22,20.2,.322,1.04,23.4%,39.1%,37.5%,20.8%,20.8%,51.6%,18.8%,29.7%,8.1%,179,218,397,sa3016714
Yondrei Rojas,TOR,AA,23,42.1,.309,1.18,21.0%,42.7%,36.3%,15.6%,11.1%,38.3%,22.7%,39.1%,9.2%,248,466,714,sa3016783
Andrew Moore,PIT,AA,26,2.0,.250,4.00,0.0%,100.0%,0.0%,0.0%,0.0%,25.0%,0.0%,75.0%,2.9%,14,20,34,sa3016795
Douglas Orellana,NYM,AA,24,58.0,.313,1.02,21.2%,39.7%,39.0%,22.8%,8.8%,44.3%,28.9%,26.8%,14.5%,360,601,961,sa3016817
Raudelis Martinez,BOS,AA,24,1.1,.571,1.50,28.6%,42.9%,28.6%,0.0%,0.0%,42.9%,14.3%,42.9%,0.0%,30,18,48,sa3016835
Tyler McDonough,BOS,AA,27,1.0,.250,1.00,20.0%,40.0%,40.0%,0.0%,50.0%,40.0%,40.0%,20.0%,0.0%,3,6,9,sa3016869
Justice Bigbie,DET,AA,27,2.0,.400,0.50,40.0%,20.0%,40.0%,25.0%,0.0%,60.0%,30.0%,10.0%,0.0%,12,15,27,sa3016971
Michael Arias,NYY,AA,24,48.1,.319,1.26,25.9%,41.3%,32.9%,19.1%,17.0%,32.9%,32.9%,34.3%,9.9%,340,518,858,sa3017036
Austin Smith,COL,AA,27,45.2,.259,0.70,27.4%,29.9%,42.7%,24.0%,6.0%,35.6%,25.4%,39.0%,9.2%,374,537,911,sa3017071
Wyatt Young,NYM,AA,26,9.0,.314,0.47,32.4%,21.6%,45.9%,17.6%,17.6%,34.2%,34.2%,31.6%,4.4%,40,74,114,sa3017081
Saul Garcia,NYM,AA,23,49.2,.302,0.82,25.8%,33.3%,40.8%,36.7%,16.3%,47.6%,21.8%,30.6%,12.4%,318,556,874,sa3017106
Andrew Baker,COL,AA,26,25.0,.353,1.46,34.7%,38.8%,26.5%,23.1%,0.0%,45.1%,27.5%,27.5%,18.5%,141,275,416,sa3017196
Nick Dombkowski,PIT,AA,27,28.0,.250,0.72,21.4%,32.9%,45.7%,15.6%,9.4%,42.3%,21.1%,36.6%,12.4%,143,268,411,sa3017201
Justin Meis,PIT,AA,26,11.1,.321,0.79,10.7%,39.3%,50.0%,28.6%,0.0%,42.9%,14.3%,42.9%,14.3%,75,128,203,sa3017207
Eric Torres,BAL,AA,26,21.1,.383,0.84,28.6%,32.7%,38.8%,26.3%,15.8%,38.0%,34.0%,28.0%,11.3%,198,262,460,sa3017262
Alaska Abney,CLE,AA,26,28.2,.279,1.96,20.0%,52.9%,27.1%,26.1%,13.0%,31.8%,26.1%,42.0%,10.3%,194,322,516,sa3017308
Evan Gates,PHI,AA,28,54.0,.307,1.74,30.1%,44.4%,25.5%,10.3%,15.4%,46.5%,24.5%,29.0%,12.9%,310,576,886,sa3017311
Sean Hunley,DET,AA,26,33.1,.333,1.14,29.4%,37.6%,33.0%,13.9%,19.4%,46.1%,20.0%,33.9%,10.7%,227,355,582,sa3017316
Patrick Halligan,BOS,AA,26,56.2,.279,0.94,24.6%,36.6%,38.8%,21.2%,15.4%,48.9%,31.1%,20.0%,14.5%,342,614,956,sa3017319
Moises Rodriguez,DET,AA,24,41.2,.206,1.94,11.3%,58.5%,30.2%,6.3%,9.4%,40.0%,26.4%,33.6%,12.2%,261,419,680,sa3017389
Tristan Garnett,PHI,AA,28,38.1,.291,1.23,29.1%,39.1%,31.8%,22.9%,14.3%,45.6%,22.8%,31.6%,14.6%,257,436,693,sa3017473
Lael Lockhart,DET,AA,28,38.1,.213,2.00,15.6%,56.3%,28.1%,11.1%,18.5%,56.6%,18.2%,25.3%,10.1%,244,379,623,sa3017502
Carlos Tavera,BAL,AA,27,13.2,.300,1.08,18.2%,42.4%,39.4%,15.4%,30.8%,50.0%,32.4%,17.6%,15.1%,94,145,239,sa3017536
Daniel Lloyd,BAL,AA,25,25.2,.381,1.00,29.5%,35.2%,35.2%,25.8%,16.1%,40.4%,32.6%,27.0%,12.7%,171,285,456,sa3017538
Justin Armbruester,NYM,AA,27,15.1,.286,0.81,14.7%,38.2%,47.1%,37.5%,0.0%,45.7%,14.3%,40.0%,13.7%,82,152,234,sa3017548
Alex Pham,BAL,AA,26,36.0,.272,0.97,23.2%,37.8%,39.0%,25.0%,9.4%,35.7%,23.8%,40.5%,17.2%,221,379,600,sa3017550
Patrick Winkel,TOR,AA,26,2.0,.000,0.00,16.7%,0.0%,83.3%,0.0%,0.0%,33.3%,66.7%,0.0%,0.0%,6,12,18,sa3017556
Ryan Long,BAL,AA,26,38.2,.286,0.80,24.1%,33.7%,42.2%,14.3%,20.0%,40.0%,31.8%,28.2%,15.3%,228,439,667,sa3017616
Keagan Gillies,BAL,AA,28,18.0,.321,1.05,20.4%,40.7%,38.9%,14.3%,19.0%,43.9%,28.1%,28.1%,12.9%,119,215,334,sa3017686
Evan Shawver,COL,AA,26,14.1,.302,1.00,20.0%,40.0%,40.0%,5.6%,11.1%,37.8%,28.9%,33.3%,11.3%,101,165,266,sa3017780
Jarrod Cande,COL,AA,26,11.2,.395,0.89,24.4%,35.6%,40.0%,16.7%,11.1%,40.0%,26.7%,33.3%,8.3%,83,135,218,sa3017813
Will Bednar,SFG,AA,26,41.2,.284,1.39,23.9%,44.3%,31.8%,17.9%,10.7%,45.1%,23.1%,31.9%,13.6%,286,441,727,sa3017844
Jack Carey,CLE,AA,26,33.1,.281,0.80,17.8%,36.7%,45.6%,19.5%,4.9%,40.7%,30.8%,28.6%,12.6%,299,377,676,sa3017887
Christian McGowan,PHI,AA,26,43.1,.308,1.50,23.7%,45.8%,30.5%,25.0%,8.3%,45.0%,25.8%,29.2%,12.2%,254,442,696,sa3017896
Luke Taggart,DET,AA,28,32.1,.267,1.29,24.7%,42.5%,32.9%,16.7%,4.2%,36.8%,28.9%,34.2%,13.2%,189,350,539,sa3017932
