Player,Fantasy Roster,Team,League,Level,Highest League,Age,Draft Class,G,FP/G,AB/G,Age+,FG/G+,Approach+,Speed+,LD%+,HR/FB+,wRC+,5 Tool+,Hitter+,Est FB,AB,H,HR,R,RBI,SB,CS,BA,OBP,SLP,OPS,BABIP,BB%,K%,LD%,GB%,FB%,IFFB%,HR/FB%
George Lombard Jr.,Third Degree Burnes (ACTIVE),NYY,Florida Complex League,CPX,No,21.0,,2.0,17.0,1.5,92.2,245.5,100.0,56.8,0.0,495.4,467.0,85.2,86.9,1.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,0.667,0.833,2.667,3.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.667
Joey Bart,Available,CHW,International League,AAA,Yes,29.0,,5.0,8.7,3.4,90.3,130.0,136.1,32.8,35.0,176.0,201.0,85.2,91.6,3.7,17.0,6.0,1.0,4.0,2.0,0.0,0.0,0.353,0.5,0.647,1.147,0.455,0.182,0.227,0.083,0.583,0.333,0.25,0.25
Bryant Mendez,Available,SEA,Arizona Complex League,CPX,Yes,22.0,,21.0,4.0,2.0,89.1,57.9,64.5,127.8,71.0,0.0,79.0,85.2,79.0,5.0,41.0,7.0,0.0,8.0,7.0,3.0,1.0,0.171,0.37,0.244,0.614,0.333,0.222,0.37,0.143,0.619,0.238,0.6,0.0
Angel Mata,Available,PHI,Florida State League,A,No,21.0,,36.0,3.6,3.2,99.7,51.7,86.9,18.2,86.9,0.0,47.0,85.2,87.2,24.6,114.0,23.0,0.0,8.0,13.0,0.0,0.0,0.202,0.292,0.237,0.529,0.256,0.084,0.191,0.205,0.523,0.273,0.333,0.0
Cal Stark,Available,TEX,South Atlantic League,A+,Yes,23.0,,41.0,2.5,3.1,95.5,33.1,24.2,46.1,80.7,87.8,8.0,85.2,86.1,27.7,127.0,14.0,4.0,9.0,14.0,1.0,1.0,0.11,0.191,0.22,0.412,0.152,0.063,0.408,0.188,0.391,0.42,0.276,0.138
Paul DeJong,Available,DET,International League,AAA,Yes,32.0,,29.0,6.0,2.9,81.8,89.1,119.6,34.9,67.9,132.4,111.0,85.1,97.0,30.3,85.0,16.0,6.0,14.0,13.0,0.0,1.0,0.188,0.355,0.447,0.802,0.189,0.191,0.255,0.161,0.268,0.571,0.344,0.188
Wagnel Luna,Not in Fantrax,DET,Dominican Summer League,R,Yes,20.0,,41.0,6.4,2.5,88.1,86.1,70.5,144.0,54.0,36.5,86.0,85.1,77.3,34.9,104.0,24.0,1.0,25.0,14.0,14.0,2.0,0.231,0.374,0.317,0.691,0.307,0.168,0.229,0.099,0.437,0.465,0.364,0.03
Abrahan Pichardo,Not in Fantrax,NYY,Dominican Summer League,R,Yes,17.0,,36.0,6.1,2.8,103.7,81.0,81.3,84.3,53.5,0.0,83.0,85.1,74.9,28.8,99.0,17.0,0.0,24.0,10.0,9.0,2.0,0.172,0.408,0.222,0.631,0.262,0.275,0.254,0.098,0.459,0.443,0.259,0.0
Arxy Hernandez,Available,CHW,South Atlantic League,A+,Yes,22.0,,51.0,5.9,3.7,99.9,78.6,61.8,28.4,72.1,64.2,89.0,85.0,85.2,65.5,190.0,47.0,7.0,26.0,25.0,0.0,0.0,0.247,0.318,0.405,0.723,0.308,0.08,0.255,0.168,0.328,0.504,0.203,0.101
Fabelin Volquez,Not in Fantrax,TEX,Dominican Summer League,R,Yes,18.0,,32.0,6.6,3.4,97.9,88.4,70.8,35.2,78.0,35.3,66.0,85.0,85.6,34.8,109.0,25.0,1.0,19.0,22.0,0.0,0.0,0.229,0.343,0.303,0.646,0.279,0.127,0.194,0.143,0.452,0.405,0.206,0.029
Chad Wallach,Available,ATH,Pacific Coast League,AAA,Yes,34.0,,38.0,4.9,3.3,78.8,64.2,61.5,83.2,89.8,73.0,59.0,85.0,92.2,29.7,127.0,29.0,3.0,13.0,16.0,1.0,0.0,0.228,0.315,0.354,0.669,0.286,0.089,0.24,0.225,0.449,0.326,0.207,0.103
Scott Kingery,Available,CHC,International League,AAA,Yes,32.0,,39.0,4.2,3.2,81.8,62.4,56.7,82.0,90.2,57.0,46.0,85.0,90.2,37.4,125.0,25.0,3.0,14.0,12.0,3.0,1.0,0.2,0.277,0.304,0.581,0.259,0.085,0.275,0.214,0.345,0.44,0.081,0.081
Haritzon Castillo,Available,MIN,Florida Complex League,CPX,Yes,18.0,,5.0,4.0,3.4,107.6,57.8,29.4,97.3,57.4,0.0,32.0,85.0,70.2,4.0,17.0,2.0,0.0,2.0,0.0,3.0,1.0,0.118,0.286,0.118,0.403,0.25,0.143,0.429,0.125,0.375,0.5,0.25,0.0
Victor Izturis,Available,CLE,Midwest League,A+,Yes,21.0,,6.0,2.2,3.3,105.0,29.3,54.3,47.3,74.4,0.0,29.0,85.0,79.0,3.0,20.0,3.0,0.0,3.0,0.0,0.0,0.0,0.15,0.261,0.2,0.461,0.25,0.13,0.348,0.167,0.583,0.25,0.333,0.0
Andru Arthur,Available,STL,Florida Complex League,CPX,Yes,20.0,,30.0,2.6,2.0,96.8,38.0,55.9,66.5,82.2,0.0,26.0,85.0,81.9,15.0,59.0,7.0,0.0,6.0,9.0,2.0,2.0,0.119,0.264,0.203,0.467,0.179,0.139,0.292,0.179,0.436,0.385,0.4,0.0
Dax Kilby,Hand Foot Mouth Disease Guys (MINORS),NYY,Florida Complex League,CPX,No,19.0,,4.0,0.0,2.2,101.9,0.0,25.8,42.2,91.9,0.0,-73.0,85.0,81.8,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.4,0.2,0.2,0.6,0.333,0.0
Oscar Pena,Not in Fantrax,NYM,Dominican Summer League,R,Yes,16.0,,31.0,6.0,2.5,110.2,80.2,76.8,75.1,44.7,0.0,84.0,84.9,71.3,17.7,78.0,13.0,0.0,16.0,15.0,6.0,2.0,0.167,0.402,0.205,0.607,0.255,0.259,0.259,0.082,0.571,0.347,0.176,0.0
Tyler Wade,Available,TEX,Pacific Coast League,AAA,Yes,31.0,,16.0,5.5,3.9,86.4,72.5,108.1,75.5,81.4,0.0,52.0,84.9,87.7,15.6,62.0,14.0,0.0,6.0,6.0,4.0,3.0,0.226,0.315,0.242,0.557,0.275,0.11,0.178,0.204,0.49,0.306,0.2,0.0
Braden Shewmake,Available,HOU,Pacific Coast League,AAA,Yes,28.0,,15.0,3.1,2.9,95.7,41.1,60.1,89.0,73.9,0.0,46.0,84.9,79.5,10.0,43.0,7.0,0.0,3.0,2.0,2.0,0.0,0.163,0.294,0.233,0.527,0.259,0.135,0.308,0.185,0.444,0.37,0.1,0.0
Eddie Park,Available,CHW,South Atlantic League,A+,No,24.0,,8.0,5.8,3.5,91.6,77.2,104.7,60.3,78.1,0.0,118.0,84.8,86.2,4.0,28.0,9.0,0.0,1.0,3.0,1.0,0.0,0.321,0.387,0.429,0.816,0.409,0.097,0.194,0.182,0.636,0.182,0.0,0.0
Dennys Riera,Available,SF,Dominican Summer League,R,Yes,21.0,,52.0,9.3,3.5,83.9,124.7,61.3,85.8,76.9,75.4,110.0,84.8,87.9,68.7,181.0,56.0,4.0,44.0,42.0,8.0,2.0,0.309,0.4,0.442,0.842,0.347,0.077,0.154,0.141,0.401,0.458,0.092,0.062
Logun Clark,Available,CLE,Eastern League,AA,Yes,23.0,,6.0,2.4,3.0,102.3,38.7,77.4,7.8,86.9,0.0,68.0,84.8,86.1,2.0,18.0,3.0,0.0,1.0,1.0,0.0,0.0,0.167,0.348,0.167,0.514,0.3,0.174,0.348,0.2,0.6,0.2,0.0,0.0
Ishel Comenencia,Not in Fantrax,COL,Dominican Summer League,R,Yes,18.0,,30.0,5.4,2.7,97.9,71.8,48.2,49.0,88.9,0.0,59.0,84.8,83.4,17.3,81.0,16.0,0.0,13.0,20.0,2.0,3.0,0.198,0.337,0.247,0.583,0.302,0.183,0.308,0.163,0.51,0.327,0.125,0.0
Brian Kalmer,Available,CHC,Midwest League,A+,Yes,25.0,,8.0,3.1,3.4,88.2,41.5,14.8,85.5,104.6,0.0,53.0,84.8,84.9,9.0,27.0,7.0,0.0,2.0,1.0,1.0,0.0,0.259,0.276,0.333,0.609,0.412,0.034,0.379,0.235,0.235,0.529,0.111,0.0
Esmith Pineda,Available,CIN,Midwest League,A+,Yes,21.0,,62.0,3.2,3.1,105.0,43.9,41.6,40.0,68.1,45.0,40.0,84.8,79.7,46.6,195.0,38.0,3.0,23.0,18.0,0.0,1.0,0.195,0.267,0.267,0.534,0.285,0.083,0.326,0.153,0.468,0.379,0.255,0.064
Ian Petrutz,Available,STL,Texas League,AA,Yes,23.0,,2.0,12.0,4.0,103.7,164.2,0.0,1.8,68.8,158.8,34.0,84.8,85.9,3.3,8.0,1.0,1.0,1.0,4.0,0.0,0.0,0.125,0.125,0.5,0.625,0.0,0.0,0.25,0.167,0.167,0.667,0.25,0.25
Kooper Schulte,Available,NYM,Florida State League,A,Yes,22.0,,12.0,2.6,3.2,95.2,37.7,39.3,79.9,84.8,0.0,20.0,84.8,80.9,8.0,39.0,5.0,0.0,6.0,3.0,1.0,1.0,0.128,0.261,0.128,0.389,0.25,0.13,0.413,0.2,0.4,0.4,0.375,0.0
Andrew McCutchen,Available,ATL,International League,AAA,Yes,39.0,,9.0,7.1,3.3,67.1,106.2,42.0,104.6,105.4,88.0,138.0,84.7,96.8,8.0,30.0,10.0,1.0,5.0,5.0,1.0,0.0,0.333,0.375,0.533,0.908,0.45,0.063,0.281,0.25,0.35,0.4,0.125,0.125
C.J. Stubbs,Available,TOR,Eastern League,AA,No,29.0,,3.0,2.8,3.7,81.1,45.4,0.0,1.9,217.2,0.0,118.0,84.7,101.5,1.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.364,0.364,0.455,0.818,0.667,0.0,0.417,0.5,0.333,0.167,1.0,0.0
Luis Puello,Available,NYY,Florida Complex League,CPX,No,20.0,,7.0,9.1,3.4,96.8,132.0,31.8,100.6,24.3,185.7,113.0,84.7,76.7,7.2,24.0,7.0,2.0,6.0,4.0,2.0,1.0,0.292,0.346,0.583,0.929,0.294,0.038,0.192,0.053,0.526,0.421,0.0,0.25
Chase Meggers,Available,NYM,South Atlantic League,A+,Yes,23.0,,20.0,4.9,3.1,95.5,65.4,138.9,42.5,65.3,0.0,108.0,84.7,85.7,18.0,62.0,16.0,0.0,10.0,6.0,0.0,1.0,0.258,0.387,0.339,0.725,0.348,0.16,0.213,0.152,0.457,0.391,0.278,0.0
Dayne Leonard,Available,CIN,International League,AAA,Yes,26.0,,28.0,3.3,3.1,100.7,49.4,52.5,69.7,72.9,0.0,73.0,84.7,78.3,17.0,88.0,20.0,0.0,10.0,6.0,1.0,0.0,0.227,0.352,0.239,0.591,0.385,0.113,0.34,0.173,0.5,0.327,0.118,0.0
Angel Brachi,Available,MIA,Florida State League,A,Yes,19.0,,6.0,2.5,2.8,110.2,35.9,27.8,128.9,38.6,0.0,-21.0,84.7,63.5,2.0,17.0,2.0,0.0,3.0,1.0,1.0,0.0,0.118,0.167,0.118,0.284,0.182,0.056,0.333,0.091,0.727,0.182,0.0,0.0
Jefrank Silva,Not in Fantrax,CHW,Arizona Complex League,CPX,Yes,18.0,,39.0,4.7,2.6,108.9,67.1,80.2,57.3,36.8,55.5,88.0,84.6,74.2,24.7,101.0,26.0,2.0,15.0,14.0,4.0,4.0,0.257,0.377,0.356,0.733,0.358,0.139,0.27,0.074,0.559,0.368,0.24,0.08
Ivan Brethowr,Available,PIT,Florida State League,A,No,23.0,,5.0,5.1,3.4,91.0,73.3,11.5,181.5,60.6,0.0,59.0,84.6,69.3,4.0,17.0,3.0,0.0,3.0,1.0,2.0,0.0,0.176,0.263,0.353,0.616,0.429,0.053,0.526,0.143,0.286,0.571,0.25,0.0
Edgar Walker,Available,PIT,Florida Complex League,CPX,Yes,18.0,,33.0,4.0,3.1,107.6,57.8,80.7,64.9,42.7,31.9,58.0,84.6,74.1,24.3,101.0,22.0,1.0,12.0,7.0,3.0,1.0,0.218,0.308,0.277,0.585,0.266,0.111,0.197,0.093,0.6,0.307,0.348,0.043
Óscar Mercado,Available,PHI,International League,AAA,Yes,31.0,,24.0,3.3,3.0,84.4,49.5,91.0,96.4,71.7,35.2,27.0,84.6,85.7,19.6,71.0,10.0,1.0,9.0,6.0,3.0,3.0,0.141,0.262,0.183,0.445,0.173,0.107,0.226,0.17,0.453,0.377,0.45,0.05
Adam Frazier,Available,LAA,California League,A,No,34.0,,4.0,10.8,4.0,61.8,139.2,100.0,21.8,118.1,127.9,164.0,84.5,111.7,6.0,16.0,6.0,1.0,3.0,3.0,0.0,0.0,0.375,0.444,0.625,1.069,0.333,0.111,0.0,0.267,0.333,0.4,0.0,0.167
Payton Henry,Available,PHI,International League,AAA,Yes,29.0,,69.0,3.9,3.2,90.3,58.1,46.3,30.8,79.3,114.1,64.0,84.5,90.7,37.0,221.0,48.0,6.0,25.0,23.0,0.0,0.0,0.217,0.291,0.33,0.621,0.292,0.074,0.291,0.188,0.556,0.257,0.162,0.162
Osniel Castillo,Not in Fantrax,CHW,Arizona Complex League,CPX,Yes,20.0,,32.0,3.3,2.4,98.0,47.4,39.9,118.0,52.2,36.8,54.0,84.5,73.1,19.3,78.0,20.0,1.0,8.0,4.0,5.0,1.0,0.256,0.293,0.359,0.652,0.328,0.049,0.232,0.105,0.561,0.333,0.105,0.053
Alejandro Pereira,Available,ATH,Arizona Complex League,CPX,Yes,19.0,,25.0,3.8,2.8,103.2,54.1,41.5,44.2,81.0,0.0,52.0,84.5,79.8,10.4,69.0,17.0,0.0,6.0,11.0,1.0,1.0,0.246,0.316,0.29,0.606,0.333,0.053,0.237,0.163,0.633,0.204,0.1,0.0
Jack Hurley,Available,ARI,Texas League,AA,No,24.0,,21.0,5.8,3.6,99.4,79.2,39.0,51.7,49.4,134.0,50.0,84.5,81.4,17.5,75.0,16.0,4.0,11.0,13.0,0.0,1.0,0.213,0.272,0.387,0.658,0.261,0.061,0.305,0.12,0.5,0.38,0.158,0.211
Dominic Fletcher,Available,CIN,Florida Complex League,CPX,No,28.0,,1.0,-1.0,4.0,69.2,-14.4,0.0,1.6,153.0,100.0,-100.0,84.5,109.6,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.333,0.333,0.333,0.0,0.0
Nelson Quiroz,Available,LAD,Arizona Complex League,CPX,No,24.0,,9.0,6.7,2.9,81.7,96.7,147.4,68.8,78.5,0.0,154.0,84.4,91.3,10.0,26.0,10.0,0.0,5.0,4.0,0.0,0.0,0.385,0.467,0.538,1.005,0.476,0.133,0.167,0.158,0.368,0.474,0.0,0.0
Gleyber Torres,Je suis Charlie Morton (ACTIVE),DET,Florida Complex League,CPX,No,29.0,,1.0,7.0,3.0,66.8,101.1,0.0,1.6,229.7,100.0,134.0,84.4,111.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.333,0.333,0.667,1.0,0.5,0.0,0.333,0.5,0.5,0.0,0.0,0.0
Christian Bethancourt,Available,PIT,International League,AAA,Yes,34.0,,67.0,7.4,3.4,77.0,110.7,61.4,86.1,70.4,142.9,101.0,84.4,92.1,64.0,230.0,62.0,14.0,35.0,45.0,5.0,1.0,0.27,0.32,0.491,0.811,0.287,0.056,0.197,0.167,0.45,0.383,0.348,0.203
Jonathan Moya,Available,DET,Dominican Summer League,R,Yes,19.0,,48.0,6.6,2.9,92.8,88.2,54.2,75.1,61.1,85.1,90.0,84.4,82.5,43.5,141.0,36.0,3.0,28.0,29.0,4.0,1.0,0.255,0.387,0.362,0.749,0.333,0.121,0.231,0.112,0.449,0.439,0.163,0.07
Kenny Fermin,Not in Fantrax,OAK,Dominican Summer League,R,Yes,19.0,,38.0,5.6,2.5,92.8,74.4,59.1,101.1,60.6,43.8,89.0,84.4,78.9,29.3,95.0,20.0,1.0,21.0,14.0,9.0,1.0,0.211,0.392,0.263,0.655,0.288,0.136,0.232,0.111,0.444,0.444,0.214,0.036
Caleb Farmer,Available,WSH,South Atlantic League,A+,No,26.0,,47.0,4.6,2.9,84.5,62.0,93.1,49.6,88.4,37.5,85.0,84.4,92.0,50.5,138.0,30.0,3.0,17.0,17.0,1.0,0.0,0.217,0.333,0.348,0.681,0.281,0.13,0.254,0.206,0.268,0.526,0.392,0.059
Diego Mosquera,Available,NYM,South Atlantic League,A+,No,22.0,,24.0,2.9,3.0,99.9,38.6,65.7,85.1,62.7,0.0,7.0,84.4,76.3,13.8,71.0,7.0,0.0,8.0,8.0,2.0,2.0,0.099,0.221,0.113,0.334,0.137,0.093,0.267,0.146,0.583,0.271,0.154,0.0
Railin Tea,Not in Fantrax,BAL,Dominican Summer League,R,Yes,19.0,,14.0,5.2,2.2,92.8,69.7,64.7,133.3,57.3,0.0,91.0,84.3,74.3,7.3,31.0,8.0,0.0,12.0,2.0,3.0,1.0,0.258,0.378,0.355,0.733,0.348,0.135,0.216,0.105,0.579,0.316,0.333,0.0
Carlos De Sousa,Available,TB,Dominican Summer League,R,No,20.0,,15.0,7.7,3.6,88.1,103.0,73.3,59.8,93.3,0.0,80.0,84.3,87.8,16.1,54.0,14.0,0.0,10.0,12.0,1.0,1.0,0.259,0.359,0.315,0.674,0.318,0.108,0.169,0.171,0.463,0.366,0.267,0.0
Deinis Chourio,Available,CIN,Dominican Summer League,R,Yes,17.0,,13.0,5.9,3.2,103.7,79.2,59.4,19.9,49.6,121.6,74.0,84.3,82.6,10.0,42.0,11.0,1.0,5.0,8.0,0.0,0.0,0.262,0.34,0.381,0.721,0.303,0.085,0.17,0.091,0.606,0.303,0.3,0.1
Jeison Lopez,Available,ATH,Arizona Complex League,CPX,Yes,20.0,,39.0,4.6,2.6,98.0,66.4,48.1,67.2,53.6,92.2,73.0,84.3,79.9,15.2,102.0,25.0,2.0,12.0,18.0,2.0,0.0,0.245,0.33,0.392,0.723,0.348,0.086,0.293,0.108,0.662,0.231,0.2,0.133
Anyelo Encarnación,Available,STL,Florida State League,A,No,22.0,,2.0,2.5,3.5,95.2,35.9,0.0,54.5,106.0,0.0,55.0,84.3,83.7,2.0,7.0,2.0,0.0,0.0,0.0,1.0,1.0,0.286,0.286,0.286,0.571,0.5,0.0,0.429,0.25,0.25,0.5,0.5,0.0
Kevin Morillo,Not in Fantrax,BOS,Dominican Summer League,R,Yes,19.0,,12.0,3.5,3.1,92.8,47.4,40.2,24.5,109.1,0.0,46.0,84.3,89.4,10.0,37.0,7.0,0.0,4.0,4.0,0.0,0.0,0.189,0.302,0.243,0.546,0.28,0.116,0.279,0.2,0.4,0.4,0.1,0.0
Heriberto Caraballo,Available,STL,Midwest League,A+,Yes,21.0,,3.0,0.0,3.7,105.0,0.0,0.0,47.3,89.1,0.0,-45.0,84.3,77.8,3.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.091,0.091,0.182,0.273,0.2,0.0,0.545,0.2,0.2,0.6,0.333,0.0
Jose Romero,Available,CHC,Arizona Complex League,CPX,Yes,25.0,,9.0,0.0,0.0,78.4,0.0,100.0,1.6,100.0,100.0,-100.0,84.3,102.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,
Leider Padilla,Available,LAD,Dominican Summer League,R,No,19.0,,3.0,14.7,4.0,92.8,196.1,63.7,72.0,0.0,304.0,108.0,84.2,82.7,3.5,12.0,3.0,1.0,2.0,5.0,1.0,0.0,0.25,0.4,0.5,0.9,0.286,0.2,0.267,0.0,0.5,0.5,0.25,0.25
Matt Gorski,Available,LAD,Arizona Complex League,CPX,No,28.0,,12.0,6.5,3.2,70.0,92.9,59.8,85.2,99.4,86.7,75.0,84.2,96.6,8.0,39.0,9.0,1.0,9.0,6.0,2.0,2.0,0.231,0.318,0.385,0.703,0.32,0.114,0.295,0.2,0.48,0.32,0.125,0.125
Jesus Griman,Not in Fantrax,NYM,Dominican Summer League,R,Yes,18.0,,22.0,3.3,1.5,97.9,44.4,89.7,124.1,42.0,0.0,52.0,84.2,71.9,16.6,33.0,6.0,0.0,7.0,7.0,1.0,0.0,0.182,0.31,0.273,0.582,0.222,0.167,0.19,0.077,0.308,0.615,0.25,0.0
Luis Pino,Available,STL,Florida State League,A,No,22.0,,18.0,3.4,3.1,95.2,48.7,25.5,90.8,82.3,0.0,46.0,84.2,78.4,9.6,56.0,11.0,0.0,9.0,5.0,2.0,2.0,0.196,0.27,0.25,0.52,0.333,0.063,0.375,0.194,0.516,0.29,0.444,0.0
Wyatt Hoffman,Available,SD,Arizona Complex League,CPX,No,27.0,,5.0,2.1,2.8,72.6,30.2,24.7,18.0,310.5,0.0,46.0,84.2,104.3,2.0,14.0,3.0,0.0,1.0,1.0,0.0,0.0,0.214,0.312,0.214,0.527,0.375,0.063,0.375,0.625,0.125,0.25,0.5,0.0
LaMonte Wade Jr.,Available,HOU,Pacific Coast League,AAA,Yes,32.0,,3.0,1.2,3.3,83.7,15.3,31.6,31.0,99.8,100.0,41.0,84.2,94.8,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.308,0.1,0.408,0.25,0.154,0.462,0.25,0.75,0.0,0.0,0.0
Andrew Vaughn,Lászlaró Tóth (ACTIVE),MIL,International League,AAA,Yes,28.0,,3.0,1.5,3.7,93.5,22.4,108.0,2.1,93.6,0.0,39.0,84.2,91.9,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.182,0.25,0.273,0.523,0.222,0.083,0.167,0.222,0.556,0.222,0.0,0.0
J.P. Crawford,Available,SEA,Pacific Coast League,AAA,Yes,31.0,,4.0,7.6,3.8,86.4,100.0,61.6,21.3,66.7,177.2,91.0,84.1,94.1,3.7,15.0,4.0,1.0,2.0,3.0,0.0,0.0,0.267,0.312,0.467,0.779,0.273,0.063,0.188,0.167,0.5,0.333,0.5,0.25
Chuckie Robinson,Available,ATL,International League,AAA,Yes,31.0,,10.0,4.8,3.1,84.4,71.0,61.1,18.5,101.2,70.4,90.0,84.1,95.8,9.6,31.0,8.0,1.0,3.0,4.0,0.0,0.0,0.258,0.314,0.419,0.734,0.292,0.057,0.2,0.24,0.36,0.4,0.1,0.1
Narbe Cruz,Available,HOU,South Atlantic League,A+,Yes,25.0,,18.0,4.4,3.3,87.9,58.5,56.7,47.9,85.9,63.6,83.0,84.1,89.4,10.0,60.0,17.0,1.0,9.0,4.0,0.0,1.0,0.283,0.353,0.383,0.736,0.356,0.059,0.221,0.2,0.578,0.222,0.1,0.1
Edouard Julien,Available,COL,Pacific Coast League,AAA,Yes,27.0,,10.0,5.3,3.7,99.2,70.1,145.6,67.8,42.7,0.0,58.0,84.1,78.6,3.1,37.0,7.0,0.0,5.0,4.0,1.0,1.0,0.189,0.348,0.243,0.591,0.241,0.152,0.174,0.107,0.786,0.107,0.0,0.0
Athanael Duarte,Available,LAA,California League,A,Yes,21.0,,19.0,3.1,2.8,100.0,39.5,63.2,63.8,55.3,54.4,33.0,84.1,78.6,13.6,54.0,8.0,1.0,8.0,4.0,1.0,1.0,0.148,0.27,0.222,0.492,0.226,0.141,0.344,0.125,0.438,0.438,0.214,0.071
Colin Hynek,Available,CHC,Southern League,AA,Yes,23.0,,6.0,-0.5,2.0,102.9,-7.2,17.0,48.0,86.1,0.0,-71.0,84.1,78.8,2.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.077,0.0,0.077,0.0,0.077,0.538,0.2,0.4,0.4,0.0,0.0
Jorgelys Mota,Available,WSH,Carolina League,A,No,21.0,,7.0,7.8,2.3,96.6,112.7,73.1,43.0,0.0,419.1,200.0,84.0,83.8,3.2,16.0,5.0,2.0,2.0,6.0,1.0,2.0,0.312,0.476,0.688,1.164,0.375,0.143,0.286,0.0,0.6,0.4,0.0,0.5
Christian Koss,Available,SF,Arizona Complex League,CPX,No,28.0,,5.0,13.2,3.6,70.0,189.9,110.8,103.2,66.1,115.8,135.0,84.0,93.8,6.0,18.0,7.0,1.0,5.0,7.0,1.0,0.0,0.389,0.421,0.556,0.977,0.4,0.053,0.105,0.133,0.467,0.4,0.333,0.167
Mark Kolozsvary,Available,PHI,Florida State League,A,No,30.0,,8.0,7.5,3.1,69.8,107.8,47.2,47.2,94.1,175.1,108.0,84.0,101.8,4.0,25.0,4.0,1.0,11.0,5.0,0.0,0.0,0.16,0.4,0.32,0.72,0.333,0.2,0.429,0.222,0.333,0.444,0.25,0.25
Jake Bold,Available,SD,Arizona Complex League,CPX,No,22.0,,9.0,3.7,2.3,89.1,53.5,56.4,22.9,110.3,0.0,77.0,84.0,91.7,3.0,21.0,3.0,0.0,3.0,4.0,0.0,0.0,0.143,0.4,0.143,0.543,0.333,0.233,0.4,0.222,0.444,0.333,0.0,0.0
Aiverson Barazarte,Available,ATH,Dominican Summer League,R,Yes,18.0,,33.0,5.2,2.4,97.9,69.5,112.6,69.0,55.6,0.0,71.0,84.0,79.3,16.3,80.0,15.0,0.0,16.0,18.0,2.0,1.0,0.188,0.371,0.188,0.559,0.234,0.171,0.162,0.102,0.644,0.254,0.2,0.0
Caleb Shpur,Available,DET,Midwest League,A+,Yes,24.0,,51.0,3.6,2.9,91.9,49.4,72.3,76.4,69.9,29.5,58.0,84.0,82.4,23.7,149.0,30.0,1.0,13.0,9.0,11.0,6.0,0.201,0.304,0.242,0.546,0.287,0.116,0.272,0.157,0.608,0.235,0.292,0.042
Tanner Smith,Available,ATL,South Atlantic League,A+,Yes,23.0,,10.0,3.9,3.4,95.5,51.7,18.5,46.1,42.9,211.8,57.0,84.0,84.1,4.8,34.0,4.0,2.0,6.0,4.0,0.0,0.0,0.118,0.25,0.324,0.574,0.25,0.15,0.6,0.1,0.3,0.6,0.167,0.333
Adam Frazier,Available,LAA,Pacific Coast League,AAA,Yes,34.0,,6.0,4.2,3.8,78.8,55.7,131.6,25.2,105.0,0.0,41.0,84.0,98.7,6.3,23.0,5.0,0.0,2.0,2.0,0.0,0.0,0.217,0.28,0.304,0.584,0.25,0.08,0.12,0.263,0.421,0.316,0.0,0.0
Jared Young,Available,NYM,International League,AAA,Yes,30.0,,4.0,4.4,4.0,87.2,65.4,0.0,53.3,120.6,0.0,38.0,84.0,88.8,4.0,16.0,4.0,0.0,2.0,1.0,0.0,0.0,0.25,0.25,0.312,0.562,0.286,0.0,0.125,0.286,0.429,0.286,0.0,0.0
Larry Martinez,Available,TB,South Atlantic League,A+,Yes,20.0,,20.0,3.1,3.4,109.9,42.0,10.6,30.1,71.7,35.6,27.0,84.0,76.4,18.0,68.0,14.0,1.0,6.0,5.0,0.0,0.0,0.206,0.225,0.279,0.505,0.271,0.014,0.27,0.167,0.458,0.375,0.167,0.056
Manolfi Jimenez,Available,PHI,South Atlantic League,A+,Yes,21.0,,14.0,1.5,3.2,104.6,20.6,0.0,46.1,88.9,0.0,-22.0,84.0,77.7,12.0,45.0,6.0,0.0,3.0,4.0,0.0,0.0,0.133,0.149,0.156,0.304,0.207,0.0,0.362,0.207,0.379,0.414,0.417,0.0
Edwin Díaz,Cant Park Here (INJURED_RESERVE),HOU,Pacific Coast League,AAA,Yes,30.0,,24.0,4.6,2.9,89.3,59.8,51.5,143.3,43.1,70.9,68.0,83.9,74.6,19.5,69.0,10.0,2.0,13.0,8.0,2.0,1.0,0.145,0.31,0.29,0.6,0.222,0.159,0.364,0.108,0.351,0.541,0.1,0.1
Ike Buxton,Available,WSN,Florida Complex League,CPX,Yes,25.0,,6.0,0.0,0.0,77.5,0.0,100.0,1.6,100.0,100.0,-100.0,83.9,102.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,
