Player,Position,Status,FPts,FP/G,GP,AB_per_Game,hitter_score,batters_eye_score,barrel_batted_rate,oz_swing_percent,meatball_swing_percent,FPts_7d,FP/G_7d,hitter_score_7d,batters_eye_score_7d,barrel_batted_rate_7d,barrels_7d,oz_swing_percent_7d,meatball_swing_percent_7d,GP_7d,AB_per_Game_7d,Runs_7d,FPts_14d,FP/G_14d,hitter_score_14d,batters_eye_score_14d,barrel_batted_rate_14d,barrels_14d,oz_swing_percent_14d,meatball_swing_percent_14d,GP_14d,AB_per_Game_14d,Runs_14d,FPts_30d,FP/G_30d,hitter_score_30d,batters_eye_score_30d,barrel_batted_rate_30d,barrels_30d,oz_swing_percent_30d,meatball_swing_percent_30d,GP_30d,AB_per_Game_30d,Runs_30d,hitter_score_2025,batters_eye_score_2025,barrel_batted_rate_2025,oz_swing_percent_2025,meatball_swing_percent_2025
Jacob Gonzalez,2B,FA,304.5,4.06,75.00000000000001,2.626666666666666,-0.32,0.22,4.5,37.7,86.0,4.0,0.8,0.37,0.33,11.11,1.0,37.5,100.0,5.0,2.2,0.0,23.0,2.56,1.18,0.83,14.29,2.0,31.58,100.0,9.0,2.11,1.0,37.0,1.76,0.1,0.36,5.41,2.0,36.19,92.31,21.0,2.29,2.0,,,,,
Brock Rodden,SS,FA,58.0,2.52,23.015873015873016,2.302758620689655,0.0,1.07,2.9,31.9,88.2,1.0,0.2,,,0.0,0.0,30.0,100.0,5.0,1.0,0.0,22.5,2.25,-0.19,0.63,0.0,0.0,25.58,83.33,10.0,1.6,2.0,58.0,2.52,-0.04,0.54,2.86,1.0,31.85,88.24,23.0,2.35,6.0,,,,,
Ramon Urias,3B,FA,124.0,3.18,38.9937106918239,2.128548387096774,0.84,0.56,10.4,25.6,73.9,0.0,0.0,,,0.0,0.0,0.0,,2.0,0.5,0.0,22.5,2.81,0.46,0.19,11.11,1.0,27.59,75.0,8.0,1.62,2.0,47.0,3.36,0.31,0.06,9.52,2.0,25.86,66.67,14.0,1.86,5.0,0.31,0.45,8.1,27.6,80.4
Ezequiel Tovar,SS,FA,540.0,4.03,133.99503722084367,3.179222222222222,-0.36,-0.26,6.3,44.1,88.9,7.0,1.75,-0.39,0.13,0.0,0.0,41.67,100.0,4.0,2.75,2.0,22.0,2.44,-0.47,0.25,0.0,0.0,40.0,100.0,9.0,2.44,4.0,73.0,3.17,-0.43,-0.38,5.26,2.0,39.23,81.25,23.0,2.43,7.0,-0.25,-0.65,9.3,41.0,85.7
Nick Fortes,C,FA,400.5,4.13,96.97336561743342,2.825518102372035,-1.83,-1.46,2.1,37.5,66.3,9.5,4.75,-1.64,-1.74,0.0,0.0,23.53,0.0,2.0,3.0,1.0,21.5,4.3,-0.79,-0.21,0.0,0.0,33.33,75.0,5.0,3.0,2.0,27.0,2.7,-1.39,-0.99,0.0,0.0,33.33,57.14,10.0,2.6,2.0,-1.12,-0.92,4.6,30.8,69.0
Petey Halpin,CF,FA,237.0,3.34,70.95808383233533,2.2266666666666666,-0.28,0.09,5.3,39.0,86.2,16.0,4.0,-0.58,-0.15,0.0,0.0,28.57,66.67,4.0,2.25,1.0,21.0,2.62,-1.06,-0.59,0.0,0.0,34.48,66.67,8.0,1.62,3.0,68.5,3.26,0.06,0.7,2.7,1.0,31.82,91.67,21.0,2.1,8.0,,,,,
Bryan De La Cruz,LF,FA,123.0,4.56,26.97368421052632,2.0760975609756094,-0.64,-0.23,4.4,37.7,80.8,18.0,6.0,0.1,0.86,0.0,0.0,26.67,100.0,3.0,2.33,3.0,20.5,3.42,-0.75,-0.15,0.0,0.0,28.12,66.67,6.0,2.67,3.0,59.0,4.21,-0.92,-0.31,0.0,0.0,31.75,69.23,14.0,2.14,5.0,-0.7,-0.79,6.9,32.9,73.3
Jose Siri,CF,FA,312.0,3.35,93.13432835820895,2.0078525641025644,-0.3,-2.12,14.6,43.0,66.0,24.0,4.8,0.34,0.01,14.29,1.0,30.0,75.0,5.0,2.2,1.0,20.0,1.82,0.76,-0.85,23.08,3.0,40.0,70.0,11.0,2.09,2.0,49.0,1.96,0.24,-0.8,14.71,5.0,39.17,72.0,25.0,2.16,6.0,1.28,-0.69,20.0,34.8,76.9
Michael Stefanic,2B,FA,34.0,3.4,10.0,,,,,,,2.0,2.0,,,,,,,,,,20.0,4.0,0.18,1.17,0.0,0.0,26.67,100.0,5.0,2.2,2.0,28.0,3.5,,,0.0,0.0,29.03,66.67,8.0,1.62,2.0,,,,,
Brett Sullivan,C,FA,333.5,4.33,77.02078521939954,2.544767616191904,-0.62,-0.18,4.3,34.0,76.5,-2.0,-1.0,,,0.0,0.0,53.85,,2.0,3.0,0.0,19.5,3.9,-1.61,-1.38,0.0,0.0,37.04,50.0,5.0,2.8,1.0,76.0,5.07,-0.16,0.0,5.26,2.0,32.58,77.78,15.0,3.0,5.0,,,,,
Alex Call,RF,FA,252.0,3.15,80.0,1.9,-0.62,0.43,1.7,24.5,71.0,9.5,2.38,-1.08,-0.9,0.0,0.0,34.62,50.0,4.0,1.75,2.0,19.5,2.44,-0.98,-0.48,0.0,0.0,35.42,71.43,8.0,1.88,3.0,34.5,2.46,-0.9,-0.29,0.0,0.0,33.33,72.73,14.0,1.86,4.0,-0.48,0.05,4.5,17.8,62.8
Weston Wilson,LF,FA,188.0,2.98,63.08724832214765,2.1240425531914893,-1.03,-0.91,4.8,25.5,56.8,7.0,1.4,,,0.0,0.0,12.5,0.0,5.0,1.6,0.0,19.5,2.44,-0.5,0.19,0.0,0.0,14.29,50.0,8.0,2.5,3.0,29.5,1.84,-0.5,0.29,0.0,0.0,20.78,62.5,16.0,2.44,6.0,0.81,0.72,10.3,24.9,80.0
Jared Serna,SS,FA,19.5,2.79,6.989247311827957,,,,,,,10.0,3.33,,,50.0,1.0,37.5,100.0,3.0,2.0,1.0,19.5,2.79,,,12.5,1.0,20.0,100.0,7.0,1.57,2.0,19.5,2.79,,,12.5,1.0,20.0,100.0,7.0,1.57,2.0,,,,,
Colton Cowser,CF,FA,495.5,3.78,131.0846560846561,2.3267406659939454,0.17,-0.44,10.4,29.5,67.6,17.0,3.4,,,0.0,0.0,47.37,66.67,5.0,1.8,1.0,19.0,1.73,-1.38,-1.06,0.0,0.0,37.7,60.0,11.0,2.45,1.0,103.0,4.29,-0.16,-0.73,10.26,4.0,35.38,66.67,24.0,2.58,8.0,0.53,-0.52,14.1,23.8,64.2
Jahmai Jones,RF,FA,203.5,2.42,84.0909090909091,1.5816216216216217,0.88,0.6,10.5,28.9,78.8,-2.0,-0.67,,,0.0,0.0,18.18,100.0,3.0,1.67,0.0,18.5,3.7,,,33.33,1.0,16.67,100.0,5.0,1.4,1.0,47.0,3.36,1.17,0.26,16.67,2.0,26.0,71.43,14.0,1.29,3.0,1.92,1.7,13.4,21.5,86.7
Oswald Peraza,3B,FA,393.0,3.39,115.929203539823,2.7948091603053435,-0.52,-0.53,6.4,38.7,78.7,10.0,5.0,,,0.0,0.0,50.0,100.0,2.0,2.0,2.0,18.5,2.64,-1.36,-1.03,0.0,0.0,47.92,80.0,7.0,2.71,3.0,23.5,1.57,-1.63,-1.34,0.0,0.0,39.22,60.0,15.0,2.13,4.0,-0.27,-0.11,6.7,30.3,77.6
Kyle Isbel,CF,FA,360.0,4.09,88.0195599022005,2.9652499999999997,-1.58,-1.28,2.9,35.2,65.4,8.5,1.7,-1.3,-1.23,0.0,0.0,41.38,50.0,5.0,3.6,2.0,18.0,1.64,-1.28,-0.91,0.0,0.0,36.92,62.5,11.0,3.18,4.0,112.5,4.69,-1.07,-1.05,3.51,2.0,38.46,65.22,24.0,3.21,12.0,-1.26,-0.47,1.6,28.6,71.2
Troy Johnston,1B,FA,611.5,5.1,119.90196078431373,3.0691741618969743,-0.8,-0.0,2.4,35.7,80.8,-2.5,-1.25,,,0.0,0.0,40.0,100.0,2.0,4.5,0.0,16.5,2.36,-0.61,0.04,0.0,0.0,35.42,85.71,7.0,3.29,2.0,74.0,4.35,-0.15,-0.07,5.88,2.0,37.29,84.62,17.0,2.94,3.0,-0.22,-0.62,9.4,36.0,79.3
Austin Hedges,C,FA,303.5,3.99,76.06516290726816,2.5504448105436577,-0.23,0.37,4.4,26.7,73.2,6.5,3.25,,,0.0,0.0,50.0,,2.0,3.0,0.0,16.0,2.67,-1.06,-0.6,0.0,0.0,32.35,62.5,6.0,2.83,0.0,34.5,2.88,-0.72,-0.64,4.17,1.0,27.69,54.55,12.0,3.08,1.0,-0.14,0.81,3.4,29.8,87.5
Jhonny Pereda,C,FA,107.5,3.84,27.994791666666668,2.9291162790697673,-0.28,0.6,3.1,26.0,75.0,-1.0,-1.0,,,0.0,0.0,50.0,100.0,1.0,3.0,0.0,16.0,8.0,,,0.0,0.0,23.08,100.0,2.0,3.0,1.0,24.5,3.5,,,0.0,0.0,21.43,80.0,7.0,1.86,2.0,-0.31,0.4,4.1,20.2,70.0
Zach McKinstry,3B,FA,440.5,3.76,117.15425531914894,2.987514188422247,-0.7,0.21,2.1,28.7,74.0,14.5,4.83,,,0.0,0.0,25.0,100.0,3.0,2.67,2.0,15.5,1.94,-0.82,-0.27,0.0,0.0,34.15,75.0,8.0,3.38,3.0,52.5,2.5,-0.57,0.19,0.0,0.0,31.58,80.0,21.0,3.0,6.0,0.13,0.63,6.1,26.5,81.0
James McCann,C,FA,235.5,5.01,47.0059880239521,2.935796178343949,-0.56,-1.16,8.8,39.5,72.5,3.5,1.17,0.04,0.77,0.0,0.0,14.29,75.0,3.0,2.0,0.0,15.5,3.88,,,20.0,1.0,31.58,75.0,4.0,2.25,1.0,41.5,3.19,-0.08,-0.43,9.09,2.0,36.36,75.0,13.0,2.46,4.0,-0.39,-0.48,7.6,32.7,76.6
Tyler Heineman,C,FA,158.0,2.16,73.14814814814814,2.214683544303798,-1.76,-1.04,0.7,41.6,76.6,4.0,1.33,-1.04,-0.84,0.0,0.0,42.86,66.67,3.0,3.33,0.0,15.5,2.21,-0.84,-0.29,0.0,0.0,37.14,80.0,7.0,2.29,2.0,36.0,2.12,-1.58,-1.27,0.0,0.0,42.03,66.67,17.0,2.18,5.0,-1.65,-1.4,3.2,32.7,66.0
Austin Hays,LF,FA,107.0,3.57,29.971988795518207,2.769252336448598,-1.28,-0.93,3.3,37.1,72.0,11.0,3.67,,,0.0,0.0,36.36,100.0,3.0,1.0,1.0,15.5,2.21,-0.26,0.54,0.0,0.0,35.71,100.0,7.0,1.71,2.0,26.0,1.73,-0.45,0.35,0.0,0.0,35.06,90.0,15.0,2.07,5.0,0.0,-0.52,10.5,34.4,78.3
Carlos Narvaez,C,FA,178.5,2.03,87.93103448275863,2.672549019607843,-0.39,-0.34,6.4,32.5,72.7,10.0,3.33,,,0.0,0.0,18.18,100.0,3.0,2.33,1.0,15.5,1.94,-0.33,0.45,0.0,0.0,19.44,66.67,8.0,2.12,2.0,22.5,1.25,-0.86,-0.23,0.0,0.0,30.48,68.75,18.0,2.28,4.0,-0.09,-0.36,9.1,29.6,73.8
Freddy Fermin,C,FA,268.0,3.01,89.03654485049834,2.403507462686567,-0.35,0.27,4.1,34.1,81.8,20.0,6.67,,,,0.0,23.08,,3.0,1.67,1.0,15.0,2.5,,,33.33,1.0,37.93,75.0,6.0,2.17,1.0,45.5,3.03,-0.68,-0.55,4.0,1.0,35.06,70.0,15.0,2.53,4.0,-0.38,0.28,4.2,31.4,83.5
Nick Allen,SS,FA,209.0,2.46,84.95934959349593,1.5419138755980861,-0.52,0.53,1.9,27.1,75.6,2.5,0.62,,,,,,,,,,15.0,1.67,,,0.0,0.0,35.71,50.0,9.0,1.22,1.0,40.5,2.25,-0.69,-0.89,6.25,1.0,42.0,75.0,18.0,1.33,4.0,-0.98,0.29,0.0,25.8,76.2
Jake Cronenworth,2B,FA,415.5,4.42,94.00452488687783,3.382815884476534,-0.74,-0.06,3.0,29.0,71.3,18.5,4.62,0.05,0.8,0.0,0.0,28.0,100.0,4.0,3.75,2.0,14.5,1.45,-0.35,0.41,0.0,0.0,28.77,83.33,10.0,3.4,2.0,96.0,4.0,-0.78,-0.11,0.0,0.0,30.8,72.0,24.0,3.67,8.0,-0.25,0.03,6.2,22.2,68.4
Eduardo Valencia,1B,FA,189.0,6.1,30.98360655737705,3.0015873015873016,1.34,-0.45,17.9,35.2,75.0,2.5,1.25,,,20.0,1.0,37.5,100.0,2.0,2.5,0.0,14.5,2.9,0.32,-0.39,14.29,2.0,36.0,75.0,5.0,3.4,1.0,44.5,2.97,-0.35,-0.34,5.71,2.0,37.97,80.0,15.0,3.27,3.0,,,,,
Sal Frelick,RF,FA,496.5,4.92,100.91463414634147,3.111540785498489,-1.19,-0.6,2.5,24.0,58.4,3.0,1.0,0.06,0.81,0.0,0.0,27.78,100.0,3.0,3.33,0.0,14.5,1.81,-0.26,-0.06,4.76,1.0,24.49,62.5,8.0,3.25,1.0,44.0,4.0,-0.36,-0.45,6.45,2.0,25.35,54.55,11.0,3.45,3.0,-1.36,-0.95,3.1,26.3,62.6
Miguel Rojas,2B,FA,291.0,3.03,96.03960396039605,2.0616494845360824,-0.85,-0.67,4.9,32.6,69.0,4.5,0.9,,,0.0,0.0,62.5,100.0,5.0,1.6,0.0,14.5,1.45,-1.03,-0.56,0.0,0.0,51.72,100.0,10.0,1.8,0.0,21.5,1.19,-0.52,0.26,0.0,0.0,41.67,100.0,18.0,1.78,0.0,-0.15,0.63,4.1,26.9,81.6
Taylor Ward,LF,FA,708.0,5.17,136.9439071566731,3.5635028248587575,0.19,0.81,5.2,15.1,62.9,14.5,4.83,,,0.0,0.0,10.0,0.0,3.0,1.0,1.0,13.0,1.44,-1.56,-1.32,0.0,0.0,27.27,33.33,9.0,2.11,1.0,44.0,2.44,-1.1,-0.58,0.0,0.0,19.53,41.18,18.0,2.61,5.0,0.9,0.12,13.7,20.6,67.3
Rece Hinds,RF,FA,35.5,2.09,16.985645933014354,2.4726760563380283,-2.23,-1.57,0.0,38.7,66.7,13.0,3.25,0.28,1.14,0.0,0.0,20.83,100.0,4.0,2.0,0.0,13.0,3.25,,,0.0,0.0,20.83,100.0,4.0,2.0,0.0,13.0,3.25,,,0.0,0.0,20.83,100.0,4.0,2.0,0.0,1.15,-0.48,18.2,39.6,85.7
Esteury Ruiz,LF,FA,396.5,4.09,96.9437652811736,1.8258007566204286,-0.13,-0.36,8.2,33.0,73.1,-2.0,-1.0,,,0.0,0.0,33.33,100.0,2.0,3.0,0.0,12.0,1.71,0.12,-0.29,11.11,1.0,33.33,72.73,7.0,2.86,1.0,21.0,1.05,-0.81,-0.76,4.17,1.0,36.67,68.18,20.0,2.5,3.0,,,,,
Leody Taveras,CF,FA,658.0,5.06,130.03952569169962,3.0836778115501517,-0.17,0.53,4.1,31.9,82.0,17.0,4.25,-0.89,-0.61,0.0,0.0,38.1,66.67,4.0,2.75,2.0,11.0,1.0,-0.87,-0.33,0.0,0.0,37.7,80.0,11.0,2.45,3.0,104.5,4.02,-0.6,-0.13,1.79,1.0,38.24,85.19,26.0,3.15,11.0,-0.83,-0.88,6.4,34.6,74.5
Javier Baez,SS,FA,222.5,4.2,52.976190476190474,3.190112359550562,-2.46,-2.42,2.2,47.4,68.3,-1.0,-0.5,,,,,,,,,,11.0,1.38,-2.09,-2.07,0.0,0.0,47.06,50.0,8.0,2.25,0.0,36.5,2.03,-1.46,-1.5,2.78,1.0,43.69,64.71,18.0,2.72,5.0,-2.33,-2.92,5.5,46.1,66.4
Victor Scott,CF,FA,220.5,3.15,70.0,2.242857142857143,0.61,2.26,1.7,22.4,89.4,8.0,1.6,,,0.0,0.0,33.33,100.0,5.0,0.2,0.0,10.5,1.17,,,50.0,1.0,50.0,100.0,9.0,0.22,0.0,10.5,1.17,,,50.0,1.0,50.0,100.0,9.0,0.22,0.0,-0.07,0.84,3.7,24.5,80.8
Brewer Hicklen,RF,FA,56.0,4.0,14.0,,,,,,,2.0,1.0,,,0.0,0.0,,,2.0,1.0,1.0,10.5,2.1,,,0.0,0.0,15.38,100.0,5.0,1.0,3.0,10.5,1.75,,,0.0,0.0,15.38,100.0,6.0,0.83,3.0,,,,,
Connor Wong,C,FA,296.0,4.11,72.01946472019465,2.790912162162162,-0.47,-0.04,4.6,31.3,74.6,-1.0,-1.0,,,0.0,0.0,50.0,100.0,1.0,3.0,0.0,10.0,2.0,-0.79,-0.21,0.0,0.0,33.33,75.0,5.0,3.6,2.0,51.0,4.64,-0.84,-0.69,3.33,1.0,34.92,66.67,11.0,3.55,5.0,-1.81,-1.62,3.1,32.4,63.1
Lourdes Gurriel Jr.,LF,FA,223.0,4.37,51.02974828375286,3.6057399103139014,-1.81,-2.06,4.7,40.4,63.3,10.0,2.5,-1.15,-1.0,0.0,0.0,46.15,66.67,4.0,3.0,1.0,10.0,2.5,,,0.0,0.0,46.15,66.67,4.0,3.0,1.0,10.0,2.5,,,0.0,0.0,46.15,66.67,4.0,3.0,1.0,-0.56,-0.65,7.2,34.5,77.0
Sung Mun Song,3B,FA,241.0,3.54,68.07909604519774,1.7773443983402488,0.59,1.69,4.0,22.8,83.3,0.0,0.0,,,,,,,,,,10.0,1.67,,,0.0,0.0,11.11,100.0,6.0,1.17,0.0,9.0,1.0,,,0.0,0.0,6.25,100.0,9.0,1.11,0.0,,,,,
Charles McAdoo,3B,FA,113.0,3.9,28.974358974358974,2.7610619469026547,-0.28,0.16,5.0,34.4,81.0,3.0,0.75,,,0.0,0.0,46.15,,4.0,1.25,0.0,9.5,1.36,,,0.0,0.0,36.67,100.0,7.0,1.57,1.0,63.5,3.74,-0.79,-0.57,3.03,1.0,38.04,75.0,17.0,2.65,5.0,,,,,
Drew Gilbert,RF,FA,495.0,4.12,120.14563106796116,2.6134949494949495,-0.36,-0.01,5.2,25.8,67.6,0.0,0.0,0.15,0.94,0.0,0.0,25.0,100.0,4.0,2.25,1.0,9.0,1.12,0.05,0.98,0.0,0.0,22.73,87.5,8.0,2.75,3.0,119.5,5.2,0.69,0.41,10.87,5.0,28.4,79.17,23.0,2.78,14.0,-0.73,-0.4,4.9,21.5,62.5
Hunter Feduccia,C,FA,252.5,2.94,85.8843537414966,2.3054257425742577,0.18,0.09,8.2,25.3,68.1,3.0,1.0,-0.52,-0.06,0.0,0.0,17.39,50.0,3.0,2.33,1.0,9.0,1.5,-0.63,0.01,0.0,0.0,25.71,66.67,6.0,2.5,1.0,50.0,2.78,-0.08,0.42,3.23,1.0,24.77,72.73,18.0,2.33,3.0,0.35,0.49,8.2,23.2,75.0
Jose Trevino,C,FA,174.0,3.7,47.027027027027025,2.870689655172414,-1.93,-1.78,2.8,35.9,60.5,-2.0,-1.0,,,0.0,0.0,70.0,50.0,2.0,2.5,0.0,9.0,2.25,-0.64,-0.0,0.0,0.0,34.78,83.33,4.0,3.25,0.0,39.5,3.04,-0.51,-0.14,2.78,1.0,27.16,64.71,13.0,3.23,2.0,-1.49,-1.44,4.5,32.2,64.8
Kenny Piper,C,FA,30.5,2.35,12.97872340425532,,,,,,,0.0,0.0,,,,,,,,,,9.0,1.5,,,,0.0,0.0,,6.0,0.0,1.0,24.0,2.0,,,50.0,1.0,20.0,100.0,12.0,0.42,2.0,,,,,
Heston Kjerstad,LF,FA,9.0,1.8,5.0,,,,,,,7.5,3.75,,,0.0,0.0,100.0,,2.0,1.5,1.0,9.0,1.8,,,0.0,0.0,37.5,,5.0,1.8,1.0,9.0,1.8,,,0.0,0.0,37.5,,5.0,1.8,1.0,-0.43,-0.63,8.0,38.1,82.0
Andrew Knizner,C,FA,33.5,1.86,18.01075268817204,2.2764179104477615,0.12,0.4,6.5,37.2,87.5,2.0,0.67,-0.3,0.27,0.0,0.0,38.89,100.0,3.0,3.33,1.0,8.5,1.06,0.42,0.48,8.33,1.0,36.59,100.0,8.0,2.62,2.0,33.5,1.97,-0.0,0.03,6.67,2.0,37.63,87.5,17.0,2.53,4.0,-2.48,-2.26,1.4,39.5,65.2
Brian Navarreto,C,FA,43.5,1.61,27.01863354037267,1.702528735632184,0.76,1.41,6.3,37.9,100.0,10.0,2.5,,,0.0,0.0,50.0,,4.0,0.5,1.0,8.5,1.06,,,0.0,0.0,46.15,100.0,8.0,1.38,1.0,30.0,1.88,0.11,0.4,5.26,1.0,40.0,100.0,16.0,1.75,4.0,,,,,
Christian Vazquez,C,FA,314.5,3.79,82.98153034300792,2.8078537360890303,-1.83,-1.47,2.1,36.2,64.5,2.5,1.25,,,0.0,0.0,28.57,,2.0,2.5,0.0,8.0,1.6,,,0.0,0.0,42.86,33.33,5.0,2.2,1.0,40.0,3.33,-0.18,-0.58,9.09,2.0,38.16,75.0,12.0,2.42,4.0,-0.56,0.09,3.8,25.7,73.8
Garrett Stubbs,C,FA,50.5,1.49,33.89261744966443,1.5932673267326734,-1.35,-0.26,0.0,38.7,81.8,3.5,1.17,,,0.0,0.0,0.0,,3.0,1.0,1.0,8.0,2.0,,,0.0,0.0,10.0,0.0,4.0,1.75,2.0,18.0,2.0,,,0.0,0.0,36.36,0.0,9.0,1.44,3.0,,,,,
Travis dArnaud,C,FA,57.0,1.97,28.934010152284266,2.2464912280701754,0.59,-0.1,11.6,32.9,76.0,10.0,10.0,,,0.0,0.0,44.44,100.0,1.0,4.0,2.0,8.0,2.67,,,0.0,0.0,41.67,100.0,3.0,2.33,2.0,8.5,0.85,-0.08,0.89,0.0,0.0,34.0,100.0,10.0,2.0,2.0,0.33,-0.24,11.4,32.4,78.9
Billy Cook,CF,FA,70.5,0.9,78.33333333333333,0.6382978723404256,-1.26,-0.13,0.0,39.7,84.6,8.0,2.0,,,,0.0,0.0,,4.0,0.25,1.0,8.0,1.6,,,,0.0,0.0,,5.0,0.2,1.0,8.0,0.67,,,0.0,0.0,12.5,80.0,12.0,0.5,1.0,,,,,
Drew Romo,C,FA,207.5,3.46,59.971098265895954,2.951421686746988,-0.3,-0.11,6.0,34.5,78.0,,,,,,,,,,,,7.5,2.5,,,0.0,0.0,20.83,75.0,3.0,2.33,0.0,50.0,4.55,-0.22,0.13,3.85,1.0,31.11,77.78,11.0,2.73,4.0,,,,,
Jose Tena,3B,FA,343.5,3.15,109.04761904761905,2.265065502183406,0.68,0.74,8.6,29.9,81.7,-1.0,-1.0,,,,0.0,50.0,50.0,1.0,1.0,0.0,7.5,1.5,,,0.0,0.0,10.0,80.0,5.0,1.4,1.0,36.5,2.28,0.42,0.08,10.53,2.0,27.72,70.59,16.0,2.12,4.0,-0.33,0.11,5.3,27.9,76.9
Victor Caratini,C,FA,433.0,4.51,96.0088691796009,3.0830484988452653,-0.67,-0.75,6.4,25.4,58.6,1.5,1.5,,,0.0,0.0,40.0,,1.0,3.0,0.0,7.5,3.75,,,0.0,0.0,30.77,,2.0,1.5,0.0,20.0,2.86,-0.54,0.23,0.0,0.0,26.42,71.43,7.0,2.43,1.0,0.58,0.94,7.7,23.5,80.6
David Fry,DH,FA,195.5,2.38,82.14285714285715,1.9113043478260867,-0.28,-0.02,5.8,27.7,70.0,-1.0,-0.33,,,0.0,0.0,20.0,,3.0,2.0,0.0,7.5,0.83,,,0.0,0.0,35.71,100.0,9.0,1.56,0.0,12.5,1.14,,,0.0,0.0,35.14,100.0,11.0,1.45,0.0,-0.45,-0.89,9.1,34.2,73.8
Josh Rojas,3B,FA,148.5,3.91,37.97953964194373,2.527676767676768,-0.05,1.4,1.2,31.4,91.3,0.0,0.0,,,0.0,0.0,33.33,,1.0,3.0,0.0,7.0,1.4,,,0.0,0.0,42.11,100.0,5.0,2.2,1.0,46.0,5.11,-0.56,0.19,0.0,0.0,33.33,83.33,9.0,2.67,4.0,0.64,1.94,3.5,19.5,86.8
Gabriel Arias,SS,FA,172.0,3.44,50.0,2.78,-0.1,-0.76,10.1,38.4,75.6,2.5,1.25,,,0.0,0.0,0.0,100.0,2.0,0.5,0.0,7.0,2.33,,,0.0,0.0,12.5,100.0,3.0,0.67,0.0,17.5,2.92,,,0.0,0.0,36.36,50.0,6.0,1.17,1.0,0.1,-0.55,11.3,38.9,84.0
Andrew Pinckney,CF,FA,46.0,3.29,13.98176291793313,,,,,,,4.0,4.0,,,,,,,,,,7.0,2.33,,,0.0,0.0,16.67,100.0,3.0,1.67,1.0,14.5,1.81,,,12.5,1.0,8.7,83.33,8.0,1.75,2.0,,,,,
Ronny Simon,LF,FA,51.0,5.1,10.0,3.2,-1.85,-1.81,3.4,40.8,66.7,7.0,7.0,,,0.0,0.0,50.0,0.0,1.0,1.0,1.0,7.0,7.0,,,0.0,0.0,50.0,0.0,1.0,1.0,1.0,8.5,2.83,,,16.67,1.0,40.0,60.0,3.0,2.67,2.0,-0.9,-0.93,6.2,27.4,64.3
Cesar Prieto,2B,FA,9.0,0.64,14.0625,2.2755555555555556,-1.15,-0.83,3.7,38.5,75.0,7.0,7.0,,,,0.0,0.0,,1.0,0.0,0.0,7.0,3.5,,,0.0,0.0,20.0,,2.0,0.5,0.0,7.0,2.33,,,0.0,0.0,22.22,100.0,3.0,1.33,0.0,,,,,
Nate Eaton,RF,FA,61.0,4.07,14.987714987714986,2.4019672131147543,1.03,1.34,8.3,27.7,85.7,6.5,6.5,,,0.0,0.0,20.0,66.67,1.0,4.0,0.0,6.5,6.5,,,0.0,0.0,20.0,66.67,1.0,4.0,0.0,6.5,6.5,,,0.0,0.0,20.0,66.67,1.0,4.0,0.0,-0.71,-0.67,6.3,29.9,70.6
Jeremiah Jackson,RF,FA,364.5,4.05,90.0,2.6444444444444444,-0.2,-0.29,7.4,37.8,80.3,6.5,6.5,,,0.0,0.0,25.0,100.0,1.0,4.0,1.0,6.5,6.5,,,0.0,0.0,25.0,100.0,1.0,4.0,1.0,4.5,0.9,,,0.0,0.0,44.44,100.0,5.0,2.0,1.0,-0.74,-0.98,7.5,34.3,72.9
Jordan Beck,LF,FA,143.0,2.7,52.96296296296296,2.6433566433566433,-0.73,-0.32,4.2,38.3,80.6,4.5,1.5,,,0.0,0.0,20.0,100.0,3.0,1.67,0.0,6.0,0.86,-0.88,-0.34,0.0,0.0,37.93,80.0,7.0,2.0,0.0,26.0,1.53,-0.69,0.01,0.0,0.0,34.78,81.82,17.0,2.47,5.0,0.33,0.16,9.6,27.4,76.8
Adam Frazier,2B,FA,169.5,2.69,63.01115241635688,1.904424778761062,-1.16,-0.51,2.3,36.3,75.7,1.5,0.5,,,0.0,0.0,50.0,100.0,3.0,2.33,0.0,5.5,0.79,,,0.0,0.0,40.91,75.0,7.0,2.14,1.0,40.5,2.53,-0.73,-0.74,4.76,1.0,35.56,66.67,16.0,1.75,3.0,-0.97,-0.13,2.0,29.5,76.3
Alex Jackson,C,FA,90.0,2.81,32.02846975088968,2.123111111111111,-2.0,-1.77,2.3,41.6,68.2,-1.0,-1.0,,,,0.0,33.33,,1.0,1.0,0.0,5.5,1.83,,,0.0,0.0,14.29,,3.0,0.67,1.0,5.5,1.83,,,0.0,0.0,14.29,,3.0,0.67,1.0,1.2,0.32,14.8,29.2,81.1
Austin Martin,LF,FA,464.0,4.18,111.00478468899523,2.5404310344827583,0.58,1.88,3.1,18.0,79.2,5.0,5.0,,,,,,,,,,5.0,5.0,,,,,,,,,,7.0,2.33,,,0.0,0.0,30.0,100.0,3.0,2.0,1.0,0.32,1.03,5.5,18.8,75.4
Carlos Jorge,CF,FA,5.0,0.83,6.024096385542169,,,,,,,7.0,1.75,-1.14,-2.4,16.67,1.0,75.0,66.67,4.0,2.75,0.0,5.0,0.83,,,11.11,1.0,61.11,80.0,6.0,2.67,0.0,5.0,0.83,,,11.11,1.0,61.11,80.0,6.0,2.67,0.0,,,,,
