Player,Fantasy Roster,Team,League,Level,Highest League,Age,Draft Class,G,FP/G,IP/G,Age+,FG/G+,K-BB%+,Weak Contact+,xFIP,Pitching Score,Pitching Score_Previous_League,Pitcher Prospect Score,Est FB,W,L,ERA,GS,SV,IP,SO,WHIP,BABIP,BB%,K%,K-BB%,Weak Contact,LD%,GB%,FB%,IFFB%,HR/FB%
Jank Pichardo,Available,HOU,Carolina League,A,Yes,21.0,,4.0,9.1,3.2,103.9,69.4,28.9,83.5,6.03,78.5,101.81347669511734,88.4,15.8,0.0,2.0,7.62,3.0,0.0,13.0,10.0,1.77,0.308,0.131,0.164,0.033,0.62,0.31,0.286,0.405,0.059,0.176
Jhon Rosario,Not in Fantrax,CHC,Carolina League,A,Yes,21.0,,15.0,4.7,1.8,103.9,35.9,0.0,86.5,6.52,78.2,113.1679334382631,88.2,30.3,0.0,1.0,10.25,0.0,1.0,26.3,20.0,2.01,0.311,0.144,0.144,0.0,0.642,0.304,0.359,0.337,0.097,0.161
Cooper Hjerpe,Available,STL,Florida State League,A,No,25.0,,3.0,5.6,1.6,87.8,46.6,90.7,91.1,5.42,91.4,133.70500822245955,88.1,3.7,0.0,0.0,7.71,3.0,0.0,4.7,4.0,1.07,0.182,0.105,0.211,0.106,0.667,0.25,0.417,0.333,0.5,0.25
Spencer Green,Available,LAD,California League,A,Yes,21.0,,1.0,0.8,0.3,104.2,6.1,-408.8,132.7,13.41,77.5,93.7102193563459,87.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,3.0,0.0,0.5,0.0,-0.5,1.0,0.0,1.0,0.0,0.0,0.0
DJ Herz,Available,WSH,Carolina League,A,No,25.0,,2.0,12.6,1.8,87.3,96.6,242.4,73.6,2.73,91.3,163.9419987295689,87.8,4.0,0.0,0.0,2.45,2.0,0.0,3.7,6.0,1.91,0.545,0.056,0.333,0.277,0.546,0.455,0.182,0.364,0.25,0.0
Michael Hobbs,Available,SEA,California League,A,No,26.0,,5.0,9.3,1.7,84.2,75.9,24.5,101.1,6.39,93.4,95.4754595082298,87.5,8.0,0.0,0.0,2.08,0.0,0.0,8.7,7.0,1.15,0.19,0.176,0.206,0.03,0.762,0.238,0.381,0.381,0.125,0.0
Chris Devenski,Available,NYM,Florida State League,A,No,35.0,,5.0,8.2,1.3,62.7,68.0,111.2,111.1,5.43,110.8,122.0416125873234,87.2,9.0,1.0,0.0,0.0,0.0,0.0,6.7,5.0,0.75,0.188,0.087,0.217,0.13,0.813,0.188,0.25,0.563,0.111,0.0
Keaton Winn,Available,SF,California League,A,No,28.0,,1.0,2.5,1.0,78.2,20.4,-204.4,132.7,9.05,98.0,163.18205351225808,87.2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.333,0.25,0.0,-0.25,1.0,0.0,0.667,0.333,0.0,0.0
Yohandri Contreras,Available,ATH,California League,A,Yes,19.0,,2.0,-3.0,0.8,115.2,-24.5,-223.2,99.6,13.96,67.3,74.08130287045022,87.2,2.2,0.0,0.0,32.4,0.0,0.0,1.7,2.0,3.6,0.0,0.455,0.182,-0.273,0.75,0.0,0.25,0.75,0.0,0.333
Camden Lohman,Available,NYM,Florida State League,A,Yes,19.0,,3.0,5.2,1.3,115.5,43.8,0.0,73.7,6.28,67.1,86.9919483369961,87.2,3.0,0.0,1.0,6.75,1.0,0.0,4.0,5.0,3.25,0.615,0.217,0.217,0.0,0.539,0.462,0.308,0.231,0.333,0.0
Trevor Williams,Available,TEX,Carolina League,A,No,34.0,,1.0,-2.0,0.7,64.2,-15.3,125.1,107.8,2.76,109.3,103.20876950045027,87.1,1.2,0.0,1.0,27.0,1.0,0.0,0.7,1.0,6.0,0.667,0.0,0.143,0.143,0.8,0.2,0.6,0.2,0.0,0.0
Aiden Moffett,Available,ATH,Carolina League,A,Yes,22.0,,15.0,7.4,1.4,99.2,56.9,-100.6,100.3,8.5,80.2,61.19904250385281,87.0,18.6,1.0,2.0,7.71,0.0,1.0,21.0,24.0,2.29,0.196,0.327,0.212,-0.115,0.745,0.213,0.383,0.404,0.474,0.105
Jhoster Baez,Available,HOU,Carolina League,A,No,21.0,,8.0,0.8,1.2,103.9,6.2,-119.0,98.0,9.48,76.3,98.03927769851217,87.0,13.3,0.0,1.0,11.7,0.0,0.0,10.0,4.0,3.0,0.356,0.197,0.061,-0.136,0.727,0.25,0.455,0.295,0.0,0.077
Mason Davenport,Available,TOR,Florida State League,A,Yes,21.0,,13.0,3.0,0.8,104.5,24.9,0.0,83.7,8.09,75.8,91.01099342756784,87.0,10.1,0.0,1.0,14.34,0.0,0.0,10.7,17.0,3.09,0.385,0.246,0.246,0.0,0.613,0.194,0.419,0.387,0.083,0.5
Mike Clevinger,Available,PIT,Florida State League,A,No,35.0,,2.0,8.6,1.5,62.7,72.0,77.8,114.0,4.33,110.0,115.25781270854722,86.7,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.167,0.182,0.273,0.091,0.834,0.167,0.667,0.167,1.0,0.0
Jhon Cabral,Available,CHC,Carolina League,A,Yes,20.0,,5.0,3.0,1.1,109.1,23.3,25.4,75.9,7.3,71.5,107.83591146037227,86.7,5.6,0.0,0.0,16.88,0.0,0.0,5.3,8.0,2.81,0.4,0.206,0.235,0.029,0.563,0.313,0.313,0.375,0.167,0.333
Wilmer Lugo,Available,NYM,Florida State League,A,Yes,20.0,,1.0,-7.2,0.7,109.7,-60.5,-488.4,136.7,26.79,71.1,95.7040534610557,86.7,2.0,0.0,1.0,40.5,0.0,0.0,0.7,0.0,7.5,0.333,0.571,0.0,-0.571,1.0,0.0,0.333,0.667,0.0,0.0
Janero Miller,Available,MIA,Florida State League,A,Yes,20.0,,9.0,2.3,0.7,109.7,19.0,-17.1,80.1,8.84,71.0,109.39018807882697,86.6,10.3,2.0,1.0,28.42,1.0,1.0,6.3,9.0,4.42,0.52,0.204,0.184,-0.02,0.586,0.241,0.345,0.414,0.083,0.417
Eduardo Salazar,Available,MIN,Florida State League,A,No,28.0,,2.0,2.9,1.3,78.4,24.0,71.0,99.5,4.9,96.7,102.12076455950056,86.5,3.0,0.0,0.0,6.75,0.0,0.0,2.7,1.0,1.87,0.455,0.0,0.083,0.083,0.728,0.273,0.455,0.273,0.0,0.0
Maddox Long,Available,DET,Florida State League,A,No,25.0,,2.0,14.9,2.8,87.8,124.1,0.0,98.6,6.25,88.8,115.86547348295076,86.4,5.7,1.0,0.0,3.18,0.0,0.0,5.7,4.0,1.59,0.235,0.154,0.154,0.0,0.721,0.222,0.444,0.333,0.167,0.167
Ramon Sanchez,Not in Fantrax,MIA,Florida State League,A,Yes,24.0,,20.0,7.4,1.3,91.4,61.5,14.5,92.7,6.24,85.1,74.8415385186033,85.9,14.7,0.0,0.0,3.81,0.0,1.0,26.0,27.0,1.38,0.155,0.212,0.229,0.017,0.678,0.288,0.458,0.254,0.533,0.133
Henry Cone,Not in Fantrax,CHC,Carolina League,A,Yes,23.0,,12.0,7.9,1.8,94.9,60.1,-14.9,92.7,6.88,82.1,145.78023802331538,85.9,25.5,1.0,2.0,6.43,0.0,0.0,21.0,22.0,2.14,0.323,0.212,0.195,-0.017,0.688,0.311,0.295,0.393,0.25,0.0
Hunter Hollan,Available,CIN,Florida State League,A,Yes,24.0,,10.0,5.1,1.6,91.4,42.8,-106.1,106.2,9.23,84.8,116.7585949033048,85.8,18.9,0.0,1.0,7.47,0.0,0.0,15.7,12.0,1.98,0.175,0.272,0.148,-0.124,0.777,0.167,0.361,0.472,0.294,0.118
Sabier Marte,Available,NYY,Florida State League,A,Yes,22.0,,7.0,8.9,3.8,99.7,74.2,46.2,80.9,5.6,78.0,101.25331027047837,85.8,24.4,0.0,3.0,9.57,6.0,0.0,26.3,21.0,1.94,0.321,0.108,0.162,0.054,0.592,0.301,0.409,0.29,0.185,0.37
Cesar Rojas,Available,WSH,Carolina League,A,Yes,24.0,,36.0,7.7,0.9,90.9,58.7,71.7,86.1,5.26,85.1,163.9419987295689,85.7,19.7,3.0,4.0,6.42,0.0,4.0,33.7,53.0,1.99,0.352,0.228,0.31,0.082,0.639,0.319,0.403,0.278,0.15,0.15
Caden Vire,Available,BOS,Carolina League,A,Yes,22.0,,12.0,5.5,1.1,99.2,42.1,-79.6,95.6,7.96,78.2,50.491136760453614,85.7,12.4,2.0,1.0,11.85,0.0,0.0,13.7,18.0,2.78,0.375,0.325,0.234,-0.091,0.71,0.258,0.355,0.387,0.25,0.083
Trendan Parish,Available,TB,Carolina League,A,Yes,24.0,,22.0,8.8,1.7,90.9,67.2,41.1,89.5,5.24,84.9,106.23091404463324,85.6,39.7,4.0,1.0,2.61,0.0,1.0,38.0,25.0,1.66,0.339,0.099,0.146,0.047,0.664,0.304,0.376,0.32,0.25,0.1
Miguel Alvarez,Available,SD,California League,A,No,21.0,,2.0,5.2,2.5,104.2,42.8,65.4,73.7,5.92,73.7,78.19076971070118,85.4,3.8,0.0,1.0,10.8,0.0,0.0,5.0,4.0,2.0,0.412,0.08,0.16,0.08,0.555,0.389,0.389,0.222,0.0,0.25
Jake Dykhoff,Available,BAL,Carolina League,A,No,27.0,,4.0,22.7,4.5,80.8,173.7,81.4,93.8,5.08,92.8,113.38132872722063,85.2,22.7,2.0,1.0,2.5,1.0,0.0,18.0,13.0,1.39,0.302,0.08,0.173,0.093,0.696,0.25,0.321,0.429,0.208,0.125
Kevin Davis,Not in Fantrax,WSN,Carolina League,A,Yes,27.0,,8.0,6.3,1.4,80.8,48.1,56.0,96.2,5.75,92.3,120.49592889193543,84.9,14.5,0.0,0.0,4.91,0.0,0.0,11.0,11.0,1.36,0.222,0.17,0.234,0.064,0.714,0.25,0.214,0.536,0.267,0.067
Luis  Fonseca,Available,CHW,Florida State League,A,Yes,24.0,,11.0,9.7,1.7,91.4,81.2,92.4,82.0,4.92,83.6,122.69441561056686,84.9,8.8,2.0,0.0,4.91,0.0,1.0,18.3,18.0,1.2,0.231,0.135,0.243,0.108,0.6,0.325,0.45,0.225,0.111,0.333
Ramon Suarez,Available,TOR,Florida State League,A,Yes,22.0,,8.0,6.2,0.9,99.7,51.4,21.4,82.0,7.64,76.5,96.7458536122388,84.8,6.9,1.0,1.0,7.36,0.0,0.0,7.3,12.0,2.32,0.231,0.268,0.293,0.025,0.6,0.2,0.267,0.533,0.25,0.375
Brayan Restituyo,Not in Fantrax,OAK,California League,A,Yes,24.0,,17.0,7.0,1.3,91.2,57.1,72.8,84.0,6.41,83.3,95.7938129679492,84.6,26.8,1.0,1.0,8.59,0.0,1.0,22.0,25.0,2.09,0.385,0.134,0.223,0.089,0.633,0.279,0.309,0.412,0.143,0.214
Brian Arias,Not in Fantrax,NYY,Florida State League,A,Yes,22.0,,13.0,5.4,1.3,99.7,45.1,-8.6,84.8,6.8,75.9,100.96503053230612,84.4,17.6,2.0,3.0,10.38,0.0,0.0,17.3,15.0,2.37,0.383,0.168,0.158,-0.01,0.62,0.345,0.362,0.293,0.176,0.118
Jesus Oliveira,Not in Fantrax,KCR,Carolina League,A,Yes,21.0,,7.0,10.8,1.8,103.9,82.6,-28.0,82.9,6.61,72.3,89.32491198820188,84.3,5.8,2.0,1.0,7.3,0.0,0.0,12.3,16.0,1.95,0.2,0.29,0.258,-0.032,0.615,0.346,0.423,0.231,0.0,0.167
Tristan Smith,Available,CIN,Florida State League,A,Yes,23.0,,12.0,7.5,1.7,95.4,62.9,-14.5,89.3,7.55,79.2,109.2843485120791,84.2,13.2,1.0,2.0,9.58,0.0,0.0,20.7,29.0,2.52,0.326,0.267,0.25,-0.017,0.653,0.204,0.49,0.306,0.333,0.467
Jose T. Perez,Not in Fantrax,SFG,California League,A,Yes,22.0,,9.0,4.2,1.4,99.5,34.0,-72.0,91.7,10.22,75.6,112.7097420341295,84.1,17.2,2.0,2.0,13.15,0.0,0.0,13.0,13.0,2.77,0.35,0.253,0.165,-0.088,0.691,0.262,0.31,0.429,0.278,0.111
Richard Fernandez,Available,OAK,California League,A,Yes,23.0,,13.0,4.9,1.2,95.2,40.3,-41.7,92.3,8.21,79.1,102.38409887598472,84.0,18.0,1.0,1.0,6.32,0.0,0.0,15.7,12.0,1.98,0.283,0.205,0.154,-0.051,0.696,0.261,0.348,0.391,0.333,0.111
Noah Palmese,Available,TOR,Florida State League,A,Yes,22.0,,12.0,2.2,1.3,99.7,18.4,-41.9,87.7,9.14,75.1,99.16182678984734,83.8,25.3,1.0,3.0,10.69,0.0,0.0,16.0,9.0,2.0,0.292,0.16,0.111,-0.049,0.641,0.264,0.208,0.528,0.214,0.179
Adam Bogosian,Available,WSH,Carolina League,A,Yes,23.0,,5.0,8.6,1.9,94.9,65.8,0.0,86.6,6.55,78.3,97.23931992844626,83.3,9.3,1.0,1.0,3.86,1.0,0.0,9.3,7.0,1.71,0.269,0.159,0.159,0.0,0.643,0.286,0.357,0.357,0.3,0.2
Julian Merryweather,Available,MIN,Florida State League,A,No,34.0,,4.0,7.2,1.1,64.5,60.0,342.1,75.9,1.08,103.2,108.60889353428828,83.2,2.0,0.0,1.0,4.15,0.0,0.0,4.3,9.0,1.62,0.556,0.05,0.45,0.4,0.555,0.333,0.444,0.222,0.5,0.5
Dariel Jaquez,Not in Fantrax,MIL,Carolina League,A,Yes,19.0,,1.0,3.2,0.7,114.9,24.9,0.0,67.4,6.66,61.6,75.28761208523574,83.2,0.0,0.0,1.0,13.5,1.0,0.0,0.7,2.0,4.5,0.5,0.333,0.333,0.0,0.5,0.5,0.5,0.0,0.0,0.0
Xavier Lopez,Available,TB,Carolina League,A,Yes,21.0,,2.0,8.2,1.7,103.9,63.2,-146.1,94.3,8.7,70.4,100.21204592807756,83.0,2.0,1.0,0.0,2.7,0.0,0.0,3.3,2.0,2.4,0.3,0.278,0.111,-0.167,0.7,0.3,0.5,0.2,0.5,0.0
Rafael Gonzalez,Available,HOU,Carolina League,A,Yes,21.0,,8.0,12.0,2.8,103.9,92.1,-61.2,84.2,7.1,70.1,66.47881266574198,82.9,17.6,1.0,1.0,8.06,2.0,1.0,22.3,23.0,2.19,0.293,0.27,0.2,-0.07,0.625,0.357,0.339,0.304,0.176,0.059
Calvin Ziegler,Available,NYM,Florida State League,A,No,23.0,,2.0,0.6,0.5,95.4,5.2,-155.7,102.5,16.45,76.6,106.62512997089708,82.5,1.0,0.0,0.0,27.0,0.0,0.0,1.0,2.0,7.0,0.75,0.364,0.182,-0.182,0.75,0.25,0.5,0.25,0.0,0.0
Kevin Stevens,Available,NYY,Florida State League,A,No,28.0,,3.0,8.2,1.1,78.4,68.1,159.9,82.0,3.78,90.4,141.25182633574582,82.3,3.0,0.0,0.0,2.7,0.0,0.0,3.3,4.0,1.8,0.4,0.063,0.25,0.187,0.6,0.3,0.4,0.3,0.0,0.333
Jake Covey,Available,MIN,Florida State League,A,Yes,24.0,,8.0,14.0,2.3,91.4,116.6,86.4,78.1,4.72,79.6,112.13974496050972,82.3,13.5,3.0,1.0,1.93,0.0,0.0,18.7,17.0,1.23,0.255,0.114,0.215,0.101,0.572,0.408,0.327,0.265,0.231,0.077
Franyel Diaz,Available,NYM,Florida State League,A,Yes,21.0,,4.0,5.6,1.5,104.5,46.9,-114.6,88.4,7.5,68.5,85.9260539242085,82.1,1.9,1.0,0.0,9.0,0.0,0.0,6.0,4.0,2.33,0.313,0.267,0.133,-0.134,0.647,0.294,0.588,0.118,0.0,0.5
Dominic Castellano,Available,SEA,California League,A,Yes,22.0,,3.0,-0.7,1.0,99.5,-5.4,-74.4,88.5,10.14,72.5,91.51132789885229,82.0,5.4,0.0,1.0,18.0,0.0,0.0,3.0,3.0,3.33,0.308,0.227,0.136,-0.091,0.667,0.25,0.333,0.417,0.2,0.2
Daniel Ouderkirk,Available,SEA,California League,A,Yes,26.0,,12.0,5.3,1.2,84.2,43.4,-53.1,100.3,8.71,84.9,99.35956407974612,81.8,11.0,2.0,1.0,8.59,2.0,0.0,14.7,12.0,1.98,0.268,0.221,0.156,-0.065,0.756,0.22,0.512,0.268,0.273,0.091
Max Kranick,Available,WSH,Carolina League,A,No,28.0,,2.0,9.2,1.3,77.9,70.8,398.1,53.9,0.96,89.7,55.52105220101725,81.6,2.0,0.0,0.0,6.75,1.0,0.0,2.7,5.0,0.75,0.2,0.0,0.455,0.455,0.4,0.4,0.2,0.4,0.5,0.5
Michael Darrell-Hicks,Available,PIT,Florida State League,A,No,28.0,,2.0,3.5,1.3,78.4,29.2,71.8,91.0,4.65,89.4,163.9419987295689,81.6,2.0,0.0,0.0,10.12,0.0,0.0,2.7,2.0,1.5,0.333,0.083,0.167,0.084,0.666,0.333,0.444,0.222,1.0,0.0
Geovanny Vasquez,Available,CHC,Carolina League,A,Yes,22.0,,5.0,4.2,1.5,99.2,32.2,-70.9,87.2,8.15,71.7,101.54816299218338,81.3,5.6,0.0,1.0,18.78,0.0,0.0,7.7,14.0,3.39,0.438,0.367,0.286,-0.081,0.647,0.294,0.353,0.353,0.0,0.167
Matthew DesMarets,Not in Fantrax,MIN,Florida State League,A,Yes,22.0,,13.0,7.0,1.6,99.7,58.1,-16.3,80.3,6.38,71.2,104.38284892593876,81.3,9.2,2.0,0.0,2.66,0.0,0.0,20.3,14.0,1.87,0.297,0.155,0.136,-0.019,0.587,0.365,0.492,0.143,0.111,0.333
Teddy Sharkey,Available,BAL,Carolina League,A,No,24.0,,3.0,2.8,1.0,90.9,21.1,-67.4,94.3,6.06,78.3,122.7212866246232,81.1,3.6,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.167,0.077,0.0,-0.077,0.7,0.3,0.4,0.3,0.667,0.0
Curtis Hebert,Available,HOU,Carolina League,A,Yes,22.0,,2.0,1.9,1.3,99.2,14.4,-97.1,89.7,8.84,71.3,60.64425275754583,81.1,2.4,0.0,0.0,13.5,0.0,0.0,2.7,2.0,3.37,0.455,0.222,0.111,-0.111,0.666,0.333,0.444,0.222,0.0,0.0
Ryan Reed,Available,SD,California League,A,Yes,22.0,,6.0,4.4,1.4,99.5,36.0,0.0,77.8,6.66,70.7,112.63413192764212,80.8,6.5,0.0,0.0,9.35,0.0,0.0,8.7,8.0,2.54,0.444,0.178,0.178,0.0,0.586,0.345,0.414,0.241,0.143,0.286
Tyler Bradt,Available,STL,Florida State League,A,No,25.0,,1.0,11.0,1.0,87.8,91.8,-122.3,102.5,7.77,79.9,107.21656774501125,80.5,0.0,1.0,0.0,9.0,0.0,0.0,1.0,1.0,4.0,0.5,0.286,0.143,-0.143,0.75,0.25,0.75,0.0,0.0,0.0
Jadon Williamson,Available,MIA,Florida State League,A,Yes,23.0,,8.0,2.7,1.1,95.4,22.2,0.0,80.2,7.15,72.7,78.10427297543967,79.9,7.5,1.0,1.0,21.0,0.0,0.0,9.0,14.0,3.22,0.444,0.237,0.237,0.0,0.587,0.31,0.414,0.276,0.125,0.375
Caleb Franzen,Available,SEA,California League,A,No,25.0,,1.0,5.2,2.3,87.5,42.8,-163.5,106.2,9.52,79.0,79.55284444676347,79.7,3.6,0.0,1.0,3.86,0.0,0.0,2.3,1.0,1.29,0.0,0.3,0.1,-0.2,0.8,0.2,0.2,0.6,0.0,0.0
Frank Cairone,Available,MIL,Carolina League,A,Yes,18.0,,1.0,9.8,1.7,121.2,74.6,87.5,44.9,5.1,50.8,95.16138232771704,79.5,1.0,0.0,1.0,10.8,1.0,0.0,1.7,4.0,3.0,0.667,0.3,0.4,0.1,0.333,0.667,0.0,0.333,0.0,0.0
Landry Jurecka,Available,SD,California League,A,No,23.0,,3.0,7.7,2.0,95.2,62.6,108.7,66.4,5.0,71.7,104.28051772555816,79.0,3.2,0.0,1.0,12.0,1.0,0.0,6.0,9.0,2.0,0.308,0.167,0.3,0.133,0.5,0.313,0.438,0.25,0.0,0.75
Edwin Díaz,Cant Park Here (INJURED_RESERVE),LAD,California League,A,No,32.0,,3.0,10.5,1.0,68.4,85.7,327.1,66.4,2.62,93.5,163.18205351225808,78.8,1.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.67,0.25,0.1,0.5,0.4,0.5,0.5,0.25,0.25,1.0,0.0
Luis R. Rodriguez,Available,NYM,Florida State League,A,No,23.0,,2.0,5.4,0.7,95.4,44.9,85.5,68.3,4.52,71.0,107.21656774501125,78.7,0.0,0.0,0.0,13.5,2.0,0.0,1.3,4.0,3.75,0.667,0.3,0.4,0.1,0.5,0.5,0.5,0.0,0.0,0.0
Kyle DeGroat,Available,KC,Carolina League,A,Yes,20.0,,3.0,4.4,1.9,109.1,33.8,-169.7,84.3,10.05,59.3,94.60570276925569,78.5,7.5,0.0,0.0,9.53,0.0,0.0,5.7,4.0,2.65,0.267,0.323,0.129,-0.194,0.625,0.313,0.188,0.5,0.25,0.125
Gregori Ramirez,Not in Fantrax,ARI,California League,A,Yes,21.0,,3.0,4.1,1.1,104.2,33.3,-74.4,75.8,10.88,61.5,93.93487298262204,77.3,3.4,0.0,0.0,16.2,1.0,0.0,3.3,6.0,3.3,0.333,0.364,0.273,-0.091,0.571,0.286,0.143,0.571,0.25,0.25
Ronaldo Gallo,Available,PIT,Florida State League,A,No,25.0,,3.0,4.4,2.2,87.8,36.9,53.0,76.5,5.43,74.9,109.14430077358833,77.1,5.3,0.0,1.0,9.45,3.0,0.0,6.7,4.0,1.65,0.273,0.063,0.125,0.062,0.56,0.32,0.44,0.24,0.5,0.5
Bryce Schaum,Available,MIL,Carolina League,A,Yes,23.0,,11.0,2.6,1.0,94.9,20.0,-60.4,82.1,7.65,68.4,78.03236298144273,76.7,13.6,1.0,1.0,8.44,0.0,0.0,10.7,5.0,2.53,0.4,0.155,0.086,-0.069,0.609,0.341,0.317,0.341,0.143,0.143
Wuilliams Rodriguez,Available,SEA,California League,A,Yes,22.0,,1.0,17.8,1.7,99.5,144.9,-81.8,79.6,8.39,64.1,102.38668122766988,76.4,1.0,1.0,0.0,0.0,0.0,0.0,1.7,2.0,3.0,0.4,0.3,0.2,-0.1,0.6,0.4,0.4,0.2,1.0,0.0
Wes Burton,Not in Fantrax,CLE,Carolina League,A,Yes,25.0,,8.0,4.3,1.0,87.3,32.8,-47.2,87.2,6.71,74.1,101.8192802029626,76.3,6.0,0.0,0.0,7.04,0.0,0.0,7.7,9.0,1.96,0.235,0.297,0.243,-0.054,0.647,0.353,0.294,0.353,0.167,0.0
Po-Yu Chen,Available,PIT,Florida State League,A,No,24.0,,1.0,6.2,2.0,91.4,52.2,65.9,68.4,6.78,69.1,123.24854334000054,75.3,2.5,0.0,0.0,22.5,0.0,0.0,2.0,4.0,3.5,0.6,0.231,0.308,0.077,0.5,0.333,0.167,0.5,0.0,0.333
Peter Bonilla,Available,LAD,California League,A,Yes,21.0,,9.0,2.4,1.0,104.2,19.3,-28.6,66.4,8.64,57.9,94.98981388074604,74.9,10.3,0.0,1.0,17.0,0.0,1.0,9.0,11.0,3.44,0.533,0.228,0.193,-0.035,0.5,0.438,0.219,0.344,0.364,0.182
Yenfri Sosa,Available,MIA,Florida State League,A,Yes,22.0,,5.0,8.8,1.5,99.7,73.0,41.1,61.5,5.52,60.6,108.25486171895636,74.2,4.2,1.0,2.0,7.04,0.0,0.0,7.7,11.0,2.22,0.235,0.22,0.268,0.048,0.45,0.35,0.4,0.25,0.2,0.8
Luis A. Reyes,Not in Fantrax,CHC,Carolina League,A,Yes,22.0,,12.0,2.4,1.1,99.2,18.7,-124.2,80.9,9.24,60.9,106.22969597490903,74.1,7.8,0.0,2.0,18.44,2.0,0.0,13.7,20.0,3.44,0.324,0.359,0.217,-0.142,0.6,0.314,0.457,0.229,0.25,0.375
Tucker Biven,Available,WSH,Carolina League,A,No,22.0,,2.0,10.6,1.0,99.2,81.3,109.4,53.9,3.86,60.8,107.21656774501125,74.0,1.0,0.0,0.0,4.5,0.0,0.0,2.0,2.0,1.5,0.4,0.125,0.25,0.125,0.4,0.6,0.2,0.2,0.0,0.0
Wuillians Herrera,Not in Fantrax,LAD,California League,A,Yes,22.0,,12.0,2.4,0.8,99.5,19.4,-94.8,76.6,11.35,60.1,106.73780056372172,73.7,10.6,0.0,0.0,13.97,0.0,0.0,9.7,10.0,2.69,0.28,0.283,0.167,-0.116,0.577,0.346,0.231,0.423,0.182,0.182
Shane Bieber,Available,TOR,Florida State League,A,No,31.0,,1.0,-1.5,2.3,70.8,-12.5,131.7,74.6,4.93,81.1,134.52508271048788,71.9,3.6,0.0,1.0,19.29,1.0,0.0,2.3,2.0,2.57,0.5,0.0,0.154,0.154,0.546,0.364,0.273,0.364,0.25,0.25
Luis  Fonseca,Available,CHW,Carolina League,A,Yes,24.0,,3.0,9.4,1.6,90.9,72.1,175.0,50.5,2.8,64.5,122.69441561056686,71.9,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.0,0.64,0.125,0.133,0.333,0.2,0.375,0.625,0.375,0.0,0.0,0.0
T.J. Brock,Available,TOR,Florida State League,A,No,26.0,,2.0,6.2,1.0,84.4,52.2,427.6,27.3,-0.39,69.6,111.7406387098632,71.7,0.8,0.0,0.0,9.0,0.0,0.0,2.0,5.0,2.0,0.75,0.0,0.5,0.5,0.2,0.6,0.2,0.2,0.0,1.0
Alex Young,Available,WSH,Carolina League,A,No,32.0,,3.0,7.8,1.1,68.2,60.0,269.5,59.8,1.68,82.0,88.43544768190876,71.1,1.0,1.0,0.0,2.7,0.0,0.0,3.3,4.0,1.2,0.444,0.0,0.308,0.308,0.444,0.556,0.333,0.111,0.0,0.0
Félix Amparo,Available,BAL,Carolina League,A,Yes,20.0,,3.0,1.8,0.9,109.1,14.0,-73.5,59.8,6.74,47.7,88.06835890157743,70.8,2.7,0.0,0.0,6.75,0.0,0.0,2.7,1.0,2.25,0.375,0.167,0.083,-0.084,0.444,0.444,0.222,0.333,0.333,0.333
Keiber Armas,Not in Fantrax,TEX,Carolina League,A,Yes,23.0,,6.0,0.8,0.7,94.9,6.4,-203.9,85.8,11.0,57.2,97.51404902758657,69.3,2.2,0.0,1.0,16.62,0.0,0.0,4.3,5.0,3.69,0.333,0.4,0.167,-0.233,0.637,0.364,0.455,0.182,0.0,0.0
Yohanfer Santana,Available,MIA,Florida State League,A,Yes,20.0,,7.0,2.0,0.5,109.7,16.4,-187.3,68.4,13.98,43.7,98.3104510776972,68.4,3.0,0.0,0.0,35.1,0.0,1.0,3.3,8.0,6.3,0.625,0.469,0.25,-0.219,0.5,0.375,0.25,0.375,0.333,0.333
Kai Peterson,Available,WSH,Carolina League,A,No,23.0,,4.0,8.8,1.6,94.9,67.0,-132.1,75.9,8.18,55.8,143.62052820082602,68.3,4.2,0.0,0.0,2.84,0.0,1.0,6.3,5.0,2.21,0.235,0.303,0.152,-0.151,0.563,0.438,0.313,0.25,0.0,0.0
Clarence Martina,Available,WSH,Carolina League,A,Yes,21.0,,2.0,-9.1,1.3,103.9,-69.9,-328.1,89.9,17.46,48.3,91.83324935972608,68.3,7.0,0.0,1.0,33.75,0.0,0.0,2.7,0.0,6.37,0.533,0.375,0.0,-0.375,0.667,0.333,0.2,0.467,0.0,0.0
Dominic Perachi,Available,PIT,Florida State League,A,No,25.0,,1.0,-5.5,2.7,87.8,-45.9,-60.7,73.7,7.41,61.0,88.270273796169,67.9,3.1,0.0,1.0,16.87,1.0,0.0,2.7,0.0,2.25,0.2,0.071,0.0,-0.071,0.539,0.231,0.462,0.308,0.0,0.75
Adrián Delgado,Available,BAL,Carolina League,A,Yes,21.0,,7.0,2.5,0.8,103.9,18.9,-153.1,67.4,10.86,46.3,94.54056882073768,66.9,2.0,0.0,1.0,12.71,0.0,0.0,5.7,8.0,4.06,0.571,0.375,0.2,-0.175,0.5,0.5,0.357,0.143,0.5,0.0
