Player,Fantasy Roster,Team,League,Level,Highest League,Age,Draft Class,G,FP/G,IP/G,Age+,FG/G+,K-BB%+,Weak Contact+,xFIP,Pitching Score,Pitcher Prospect Score,Est FB,W,L,ERA,GS,SV,IP,SO,WHIP,BABIP,BB%,K%,K-BB%,Weak Contact,LD%,GB%,FB%,IFFB%,HR/FB%
Jonathan Jimenez,Available,NYM,Florida State League,A,No,22.0,,14.0,12.5,2.8,99.7,104.3,77.0,97.4,5.1,95.4,97.4,28.7,2.0,2.0,5.26,7.0,0.0,39.3,35.0,1.42,0.255,0.107,0.197,0.09,0.713,0.209,0.53,0.261,0.167,0.3
Travis Smith,Available,MIL,Midwest League,A+,No,23.0,,10.0,18.1,4.0,99.9,146.9,59.8,99.2,5.73,95.3,97.4,43.9,6.0,1.0,8.03,3.0,0.0,40.3,34.0,1.64,0.291,0.11,0.178,0.068,0.738,0.2,0.454,0.346,0.222,0.178
Evan Truitt,Available,SEA,Northwest League,A+,Yes,23.0,,23.0,20.7,4.7,100.7,162.3,114.9,92.1,4.87,94.6,97.4,111.9,4.0,6.0,5.12,23.0,0.0,109.0,98.0,1.49,0.332,0.055,0.2,0.145,0.682,0.25,0.415,0.335,0.263,0.203
Eduarniel Núñez,Available,CHC,Pacific Coast League,AAA,Yes,27.0,,9.0,7.4,1.3,100.8,74.9,68.8,97.4,6.31,94.6,97.4,12.0,1.0,0.0,5.56,0.0,0.0,11.3,15.0,2.21,0.438,0.186,0.254,0.068,0.688,0.313,0.313,0.375,0.083,0.0
Calvin Ziegler,Available,NYM,South Atlantic League,A+,Yes,23.0,,11.0,4.5,0.8,100.9,36.2,-92.0,115.7,8.88,94.5,97.4,7.0,0.0,0.0,7.0,1.0,0.0,9.0,10.0,2.44,0.25,0.327,0.204,-0.123,0.85,0.1,0.55,0.35,0.143,0.143
Jose Varela,Available,HOU,Carolina League,A,No,21.0,,19.0,7.1,1.7,103.9,54.0,34.1,98.4,5.83,92.0,97.4,31.7,1.0,4.0,8.53,0.0,2.0,31.7,33.0,1.83,0.318,0.175,0.214,0.039,0.73,0.236,0.404,0.36,0.219,0.094
Max Bayles,Available,MIN,Florida State League,A,Yes,21.0,,1.0,5.2,1.0,104.5,43.8,-284.8,136.7,12.45,91.5,97.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.5,0.167,-0.333,1.0,0.0,0.5,0.5,1.0,0.0
Fisher Jameson,Available,COL,Eastern League,AA,No,23.0,,13.0,14.6,3.4,107.6,116.5,49.0,93.1,5.31,88.9,97.4,39.8,2.0,5.0,6.39,1.0,1.0,43.7,36.0,1.6,0.306,0.12,0.188,0.068,0.679,0.252,0.427,0.321,0.143,0.214
Wifrailyn Jaquez,Not in Fantrax,PIT,Florida Complex League,CPX,No,19.0,,14.0,7.3,2.4,109.2,68.2,-7.6,98.1,6.39,87.6,97.4,32.6,0.0,6.0,6.75,11.0,1.0,33.3,23.0,1.95,0.374,0.154,0.147,-0.007,0.753,0.238,0.457,0.305,0.156,0.031
Jayden Kim,Available,PIT,Florida State League,A,Yes,19.0,,1.0,0.2,1.0,115.5,2.1,0.0,91.2,10.47,82.3,97.4,3.3,0.0,0.0,9.0,0.0,0.0,1.0,0.0,3.0,0.4,0.0,0.0,0.0,0.667,0.167,0.167,0.667,0.0,0.25
T.J. Brock,Available,TOR,Florida Complex League,CPX,No,26.0,,1.0,17.5,1.0,79.8,164.3,217.3,100.0,,111.7,97.3,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.4,0.6,0.2,,,,,,
Ronaldo Gallo,Available,PIT,Florida Complex League,CPX,No,25.0,,3.0,4.9,1.1,83.0,46.2,-72.8,130.4,7.64,109.1,97.3,4.0,0.0,0.0,2.7,2.0,0.0,3.3,3.0,1.5,0.125,0.267,0.2,-0.067,1.0,0.0,0.5,0.5,0.25,0.0
Ben Joyce,Available,LAA,Arizona Complex League,CPX,No,25.0,,4.0,4.7,0.8,83.1,44.1,45.6,116.6,6.73,109.0,97.3,1.0,0.0,0.0,9.0,0.0,0.0,3.0,4.0,3.0,0.6,0.167,0.222,0.055,0.9,0.1,0.8,0.1,0.0,0.0
Nicolo Pinazzi,Available,LAA,California League,A,No,26.0,,22.0,13.3,1.3,84.2,108.8,237.1,93.5,3.01,108.1,97.3,5.9,2.0,0.0,1.53,0.0,4.0,29.3,48.0,1.33,0.433,0.097,0.387,0.29,0.705,0.279,0.623,0.098,0.167,0.167
Trendan Parish,Available,TB,Florida Complex League,CPX,No,24.0,,1.0,5.5,1.0,86.5,51.6,181.4,97.8,3.57,106.2,97.3,1.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.4,0.0,0.167,0.167,0.75,0.25,0.5,0.25,1.0,0.0
Grant Gambrell,Available,KC,Texas League,AA,Yes,28.0,,10.0,16.6,3.5,87.6,141.2,117.1,104.2,5.23,105.4,97.3,37.7,1.0,3.0,6.23,6.0,1.0,34.7,34.0,1.41,0.316,0.072,0.222,0.15,0.751,0.183,0.433,0.385,0.1,0.175
Raul Brito,Available,MIN,International League,AAA,Yes,29.0,,32.0,10.1,1.7,93.7,93.3,58.8,105.1,5.1,100.3,97.3,41.4,4.0,2.0,4.25,0.0,4.0,53.0,50.0,1.57,0.304,0.133,0.208,0.075,0.753,0.207,0.513,0.28,0.333,0.143
John Rooney,Available,TB,International League,AAA,Yes,29.0,,20.0,8.1,1.1,93.7,75.3,38.4,107.4,5.52,100.2,97.3,16.0,2.0,1.0,4.03,0.0,1.0,22.3,25.0,1.66,0.269,0.196,0.245,0.049,0.769,0.173,0.519,0.308,0.125,0.188
Leomar Rosario,Available,HOU,Carolina League,A,Yes,23.0,,40.0,7.5,1.2,94.9,57.7,7.9,109.7,6.49,99.2,97.3,38.6,3.0,2.0,4.5,0.0,1.0,48.0,66.0,1.92,0.26,0.271,0.28,0.009,0.814,0.155,0.443,0.402,0.256,0.077
Jackson Holmes,Available,ATH,California League,A,Yes,23.0,,37.0,9.9,1.3,95.2,80.6,133.3,95.1,5.07,99.0,97.3,44.0,1.0,2.0,3.97,0.0,7.0,47.7,60.0,1.43,0.309,0.116,0.279,0.163,0.716,0.242,0.4,0.358,0.209,0.116
Austin Smith,Available,TOR,Florida State League,A,Yes,23.0,,13.0,6.0,1.0,95.4,50.4,56.4,103.7,6.1,98.8,97.3,14.6,2.0,0.0,4.05,0.0,0.0,13.3,15.0,1.8,0.344,0.18,0.246,0.066,0.758,0.182,0.364,0.455,0.2,0.133
Nate Williams,Available,CHC,Midwest League,A+,Yes,24.0,,29.0,9.2,1.5,95.7,74.8,146.0,93.1,4.68,98.6,97.3,41.5,5.0,0.0,6.17,0.0,0.0,42.3,54.0,1.56,0.355,0.115,0.281,0.166,0.693,0.263,0.36,0.377,0.186,0.116
Niko Mazza,Available,SF,Northwest League,A+,No,24.0,,24.0,22.7,4.0,96.5,177.5,104.6,97.1,4.84,97.9,97.3,70.1,6.0,5.0,4.15,17.0,1.0,95.3,110.0,1.35,0.284,0.133,0.265,0.132,0.719,0.247,0.451,0.302,0.197,0.113
Estibenzon Jimenez,Available,PHI,South Atlantic League,A+,No,24.0,,3.0,13.1,2.2,96.7,105.2,0.0,108.9,5.51,97.8,97.3,4.0,1.0,0.0,1.35,0.0,0.0,6.7,5.0,1.05,0.133,0.2,0.2,0.0,0.8,0.2,0.533,0.267,0.25,0.0
Trey Dombroski,Available,HOU,Texas League,AA,Yes,25.0,,22.0,18.2,4.0,98.1,154.8,71.8,99.4,5.68,96.7,97.3,87.5,2.0,5.0,4.67,19.0,0.0,88.7,82.0,1.45,0.285,0.119,0.211,0.092,0.716,0.224,0.409,0.366,0.172,0.161
Derek True,Available,HOU,Texas League,AA,Yes,25.0,,9.0,8.3,1.4,98.1,71.0,142.1,91.4,3.83,96.7,97.3,9.8,2.0,2.0,6.92,0.0,0.0,13.0,18.0,2.0,0.45,0.091,0.273,0.182,0.658,0.293,0.463,0.244,0.2,0.2
Josnaider Orellana,Available,BAL,Florida Complex League,CPX,Yes,21.0,,4.0,3.3,1.2,98.8,31.1,-78.2,115.9,9.24,96.0,97.3,7.8,1.0,1.0,9.64,0.0,0.0,4.7,2.0,2.36,0.35,0.143,0.071,-0.072,0.889,0.111,0.5,0.389,0.143,0.0
Moises Castillo,Available,CIN,Arizona Complex League,CPX,Yes,21.0,,9.0,11.6,1.8,98.9,109.1,207.1,82.9,4.27,95.9,97.3,10.0,1.0,1.0,9.56,1.0,0.0,16.0,29.0,1.88,0.513,0.113,0.363,0.25,0.64,0.333,0.41,0.256,0.0,0.1
Holden deJong,Available,BAL,Carolina League,A,Yes,22.0,,5.0,14.8,3.6,99.2,113.7,114.6,93.3,4.83,95.6,97.3,19.6,0.0,2.0,7.0,4.0,0.0,18.0,20.0,1.72,0.392,0.107,0.238,0.131,0.693,0.269,0.346,0.385,0.25,0.1
Victor Garcia,Available,CHC,California League,A,Yes,22.0,,22.0,10.6,1.6,99.5,86.9,142.3,90.0,5.62,95.5,97.3,40.5,2.0,0.0,5.25,0.0,0.0,36.0,51.0,1.58,0.329,0.133,0.307,0.174,0.678,0.23,0.276,0.494,0.233,0.186
Treyson Peters,Available,PIT,South Atlantic League,A+,No,23.0,,23.0,10.8,2.2,100.9,86.4,66.6,97.2,6.04,94.2,97.3,68.4,5.0,2.0,6.53,1.0,3.0,51.0,39.0,1.47,0.303,0.084,0.173,0.089,0.714,0.23,0.329,0.441,0.211,0.127
Ernesto Meza,Not in Fantrax,ATL,Dominican Summer League,R,Yes,18.0,,14.0,8.4,1.8,103.2,87.0,107.0,90.6,6.24,92.5,97.3,29.2,1.0,3.0,5.04,1.0,0.0,25.0,26.0,1.76,0.306,0.16,0.208,0.048,0.719,0.25,0.344,0.406,0.269,0.077
Janiel Hernandez,Not in Fantrax,KCR,Dominican Summer League,R,Yes,18.0,,12.0,11.3,1.9,103.2,117.1,40.1,98.2,6.24,92.4,97.3,16.8,6.0,1.0,6.35,0.0,0.0,22.7,21.0,1.68,0.274,0.176,0.194,0.018,0.779,0.186,0.542,0.271,0.25,0.125
Will McCausland,Available,CLE,Midwest League,A+,Yes,22.0,,12.0,17.8,4.4,104.4,145.2,118.7,87.9,5.16,91.3,97.3,61.1,2.0,5.0,6.24,7.0,0.0,53.3,48.0,1.5,0.338,0.068,0.203,0.135,0.654,0.285,0.333,0.382,0.206,0.159
Gerelmi Maldonado,Available,SF,Northwest League,A+,Yes,22.0,,35.0,7.0,0.9,105.3,55.2,4.8,100.3,6.82,90.7,97.3,26.4,2.0,3.0,3.9,0.0,3.0,32.3,45.0,1.95,0.212,0.272,0.278,0.006,0.742,0.186,0.414,0.4,0.464,0.179
Trevor Martin,Available,LAA,Pacific Coast League,AAA,Yes,25.0,,3.0,12.2,2.1,108.9,122.9,0.0,97.4,6.69,87.7,97.3,6.8,0.0,0.0,4.26,1.0,0.0,6.3,7.0,2.21,0.389,0.219,0.219,0.0,0.688,0.313,0.313,0.375,0.167,0.0
Hayden Juenger,Available,ATH,Pacific Coast League,AAA,Yes,25.0,,9.0,6.2,1.4,108.9,62.8,36.4,93.2,6.5,87.7,97.3,16.7,2.0,0.0,6.23,1.0,0.0,13.0,8.0,1.54,0.263,0.107,0.143,0.036,0.659,0.244,0.317,0.439,0.111,0.222
Sandy Ozuna,Available,COL,California League,A,Yes,20.0,,6.0,9.5,3.3,109.4,77.9,27.8,93.6,6.9,87.2,97.3,24.6,0.0,3.0,6.41,6.0,0.0,19.7,14.0,1.78,0.333,0.122,0.156,0.034,0.705,0.23,0.361,0.41,0.24,0.16
Aaron Shortridge,Available,WSH,Eastern League,AA,Yes,29.0,,17.0,8.7,1.3,85.3,69.7,129.0,104.7,4.33,107.0,97.2,24.7,3.0,0.0,4.76,0.0,1.0,22.7,25.0,1.19,0.271,0.084,0.263,0.179,0.764,0.182,0.4,0.418,0.391,0.13
Lucas Erceg,Available,KC,International League,AAA,Yes,31.0,,7.0,7.1,1.1,87.6,65.8,138.8,101.5,3.29,105.2,97.2,4.0,1.0,1.0,2.25,0.0,0.0,8.0,9.0,1.63,0.455,0.088,0.265,0.177,0.727,0.273,0.545,0.182,0.25,0.0
Dakota Hawkins,Available,NYM,South Atlantic League,A+,No,26.0,,17.0,13.0,2.3,89.3,104.2,118.2,102.1,4.33,103.7,97.2,34.7,3.0,0.0,2.54,7.0,0.0,39.0,33.0,0.97,0.243,0.059,0.217,0.158,0.75,0.222,0.454,0.324,0.114,0.086
Tegan Cain,Available,PHI,Florida Complex League,CPX,No,23.0,,4.0,8.7,1.3,90.2,81.6,167.3,95.7,4.86,103.0,97.2,4.0,0.0,0.0,0.0,0.0,0.0,5.3,7.0,1.69,0.4,0.115,0.269,0.154,0.734,0.267,0.467,0.267,0.0,0.0
Dustin Saenz,Available,TEX,Texas League,AA,No,27.0,,12.0,9.7,1.6,90.8,82.9,50.7,108.5,5.26,102.4,97.2,15.0,1.0,1.0,3.2,0.0,2.0,19.7,16.0,1.78,0.375,0.109,0.174,0.065,0.781,0.203,0.563,0.234,0.133,0.067
Garrett McMillan,Available,PIT,South Atlantic League,A+,Yes,25.0,,1.0,11.5,2.0,92.9,92.4,186.9,90.8,5.43,100.7,97.2,4.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.333,0.0,0.25,0.25,0.667,0.333,0.0,0.667,0.5,0.0
Nic Swanson,Available,HOU,Texas League,AA,No,26.0,,36.0,11.2,2.0,94.3,95.8,115.6,97.7,4.75,99.6,97.2,58.0,3.0,8.0,4.94,3.0,2.0,71.0,86.0,1.38,0.271,0.129,0.277,0.148,0.704,0.229,0.43,0.341,0.246,0.197
Raul Garayzar,Available,ARI,California League,A,Yes,23.0,,36.0,11.2,2.2,95.2,91.6,85.0,100.5,5.92,98.9,97.2,89.4,7.0,4.0,5.2,1.0,1.0,79.7,69.0,1.56,0.325,0.084,0.188,0.104,0.757,0.195,0.446,0.359,0.2,0.133
Jack Carey,Available,CLE,Eastern League,AA,No,26.0,,23.0,8.0,1.4,95.2,63.8,4.3,109.7,7.17,98.9,97.2,40.6,1.0,1.0,4.86,0.0,2.0,33.3,31.0,1.71,0.281,0.191,0.197,0.006,0.801,0.178,0.367,0.456,0.195,0.049
Dominic Pipkin,Available,PIT,Eastern League,AA,Yes,26.0,,17.0,11.4,2.3,95.2,91.2,38.9,105.6,5.91,98.8,97.2,36.8,2.0,3.0,4.46,8.0,0.0,38.3,39.0,1.46,0.247,0.18,0.234,0.054,0.771,0.198,0.406,0.396,0.211,0.079
Ben Peterson,Available,SF,Northwest League,A+,No,24.0,,9.0,16.4,1.4,96.5,128.6,233.8,82.0,2.3,97.7,97.2,3.9,2.0,0.0,1.38,0.0,4.0,13.0,19.0,1.15,0.37,0.078,0.373,0.295,0.607,0.357,0.5,0.143,0.25,0.25
Andrew Magno,Available,BAL,International League,AAA,Yes,28.0,,43.0,9.6,1.1,97.0,89.3,83.1,98.9,4.27,97.4,97.2,28.3,3.0,4.0,1.47,2.0,9.0,49.0,48.0,1.37,0.29,0.124,0.23,0.106,0.709,0.269,0.515,0.216,0.207,0.103
Luis Contreras,Available,OAK,Dominican Summer League,R,Yes,19.0,,20.0,7.2,1.4,97.7,74.4,102.5,96.0,5.69,96.8,97.2,32.8,5.0,3.0,5.46,0.0,0.0,28.0,23.0,1.71,0.326,0.131,0.177,0.046,0.762,0.202,0.417,0.381,0.25,0.094
Peyton Fosher,Available,MIA,Midwest League,A+,Yes,23.0,,36.0,11.2,2.0,99.9,91.3,97.6,94.5,5.21,95.0,97.2,60.0,2.0,6.0,5.52,7.0,2.0,73.3,84.0,1.65,0.342,0.142,0.253,0.111,0.704,0.238,0.435,0.326,0.127,0.175
Quinton Low,Available,MIL,Midwest League,A+,Yes,23.0,,25.0,8.4,1.4,99.9,68.5,40.4,101.1,6.08,95.0,97.2,27.0,5.0,1.0,9.35,0.0,1.0,34.7,47.0,2.13,0.378,0.224,0.27,0.046,0.753,0.2,0.471,0.329,0.25,0.143
Ethan Sloan,Available,DET,Midwest League,A+,Yes,23.0,,33.0,5.0,1.3,99.9,40.5,59.8,98.9,5.94,95.0,97.2,47.7,5.0,4.0,8.14,0.0,0.0,42.0,33.0,1.83,0.361,0.092,0.16,0.068,0.737,0.223,0.446,0.331,0.347,0.122
Myles Caba,Available,LAD,Texas League,AA,Yes,24.0,,29.0,7.9,1.5,102.1,67.0,69.5,95.6,6.01,93.1,97.2,53.6,3.0,2.0,5.11,4.0,0.0,44.0,46.0,1.61,0.306,0.139,0.228,0.089,0.689,0.262,0.295,0.443,0.259,0.111
Victor De Leon,Not in Fantrax,NYY,Dominican Summer League,R,Yes,18.0,,11.0,14.3,3.0,103.2,148.5,15.6,100.9,6.35,92.3,97.2,35.2,1.0,2.0,2.7,10.0,0.0,33.3,29.0,1.62,0.284,0.188,0.195,0.007,0.8,0.188,0.412,0.4,0.294,0.029
Dominic Mauro,Available,ATH,California League,A,Yes,21.0,,9.0,3.3,0.9,104.2,26.8,35.2,97.6,6.5,91.4,97.2,10.0,0.0,1.0,7.56,0.0,0.0,8.3,7.0,2.64,0.471,0.106,0.149,0.043,0.736,0.235,0.471,0.294,0.2,0.1
Grant Kipp,Available,CHC,International League,AAA,Yes,26.0,,11.0,19.1,3.3,104.5,176.9,103.5,89.5,4.84,91.2,97.2,33.6,3.0,0.0,5.45,6.0,0.0,36.3,43.0,1.51,0.302,0.138,0.27,0.132,0.641,0.283,0.326,0.391,0.194,0.194
Jovi Gálvez,Available,STL,Florida State League,A,Yes,21.0,,13.0,7.4,1.1,104.5,61.6,0.0,101.4,7.13,91.2,97.2,6.0,1.0,0.0,3.21,0.0,1.0,14.0,16.0,1.86,0.323,0.229,0.229,0.0,0.742,0.258,0.548,0.194,0.167,0.0
Chase Renner,Available,MIA,Midwest League,A+,Yes,22.0,,10.0,6.7,1.3,104.4,54.5,89.7,91.1,6.14,91.2,97.2,12.3,1.0,0.0,8.53,0.0,0.0,12.7,18.0,1.74,0.217,0.203,0.305,0.102,0.679,0.143,0.321,0.536,0.067,0.333
Anderson Navas,Available,PHI,Florida Complex League,CPX,Yes,19.0,,11.0,6.6,1.4,109.2,61.7,-47.8,102.4,6.95,87.3,97.2,13.7,1.0,0.0,5.87,0.0,1.0,15.3,11.0,1.76,0.293,0.206,0.162,-0.044,0.785,0.19,0.476,0.333,0.214,0.071
Pedro Meza,Not in Fantrax,BOS,Dominican Summer League,R,Yes,17.0,,9.0,10.7,2.2,109.2,110.9,49.0,91.2,6.15,87.2,97.2,24.1,1.0,0.0,4.58,0.0,0.0,19.7,19.0,1.58,0.241,0.185,0.207,0.022,0.724,0.255,0.298,0.447,0.333,0.048
Diego Perez,Not in Fantrax,CHW,Arizona Complex League,CPX,Yes,17.0,,6.0,0.8,1.3,122.2,7.4,-130.9,99.6,13.2,76.5,97.2,9.0,0.0,1.0,19.13,3.0,0.0,8.0,8.0,3.63,0.462,0.298,0.14,-0.158,0.769,0.231,0.423,0.346,0.0,0.0
Austin Marozas,Available,TOR,Florida Complex League,CPX,No,27.0,,3.0,14.6,2.1,76.9,136.9,135.8,111.7,4.82,113.8,97.1,5.4,1.0,0.0,0.0,1.0,0.0,6.3,6.0,0.79,0.133,0.125,0.25,0.125,0.857,0.143,0.5,0.357,0.8,0.0
Dominic Niman,Available,TB,Carolina League,A,No,25.0,,5.0,19.4,2.6,87.3,148.1,199.5,94.6,3.18,105.2,97.1,12.3,2.0,0.0,4.85,0.0,0.0,13.0,16.0,1.31,0.368,0.053,0.281,0.228,0.702,0.297,0.378,0.324,0.25,0.0
Ray Kerr,Available,ATL,International League,AAA,Yes,31.0,,3.0,7.2,1.3,87.6,67.1,261.1,87.2,2.62,105.0,97.1,2.2,0.0,0.0,4.5,0.0,0.0,4.0,6.0,0.75,0.0,0.067,0.4,0.333,0.625,0.125,0.5,0.375,0.0,0.667
CD Pelham,Available,PIT,Pacific Coast League,AAA,Yes,31.0,,14.0,10.9,1.5,87.8,110.4,83.9,107.4,5.02,104.8,97.1,15.8,5.0,0.0,2.21,0.0,0.0,20.3,17.0,1.38,0.316,0.119,0.202,0.083,0.759,0.241,0.481,0.278,0.467,0.0
Tyler Santana,Available,CHC,Southern League,AA,No,28.0,,18.0,11.5,1.8,88.1,88.8,132.8,101.5,3.89,104.5,97.1,23.7,2.0,2.0,3.82,0.0,2.0,33.0,37.0,1.42,0.366,0.083,0.257,0.174,0.744,0.245,0.5,0.255,0.25,0.042
Max Alba,Available,DET,Midwest League,A+,No,26.0,,1.0,18.5,3.0,88.3,150.6,233.9,89.6,1.5,104.3,97.1,0.0,0.0,0.0,6.0,1.0,0.0,3.0,5.0,2.0,0.556,0.067,0.333,0.266,0.667,0.333,0.667,0.0,0.0,0.0
Jaycob Deese,Available,PIT,South Atlantic League,A+,No,26.0,,2.0,3.2,1.0,89.3,26.1,57.6,108.9,4.07,103.5,97.1,0.9,0.0,0.0,9.0,0.0,0.0,2.0,2.0,3.0,0.444,0.077,0.154,0.077,0.8,0.1,0.8,0.1,0.0,1.0
Grant Knipp,Available,SEA,California League,A,Yes,24.0,,1.0,5.2,1.0,91.2,42.8,-163.5,132.7,10.05,102.1,97.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.5,0.4,0.2,-0.2,1.0,0.0,0.5,0.5,0.0,0.0
Mason Patel,Available,ATH,California League,A,Yes,24.0,,8.0,10.3,1.9,91.2,84.4,52.3,107.8,6.03,102.0,97.1,17.0,2.0,0.0,2.93,0.0,0.0,15.3,9.0,1.24,0.292,0.081,0.145,0.064,0.812,0.188,0.458,0.354,0.235,0.0
Luke Williams,Available,ATL,International League,AAA,Yes,29.0,,3.0,-1.4,1.1,93.7,-13.1,-41.6,116.3,9.88,100.0,97.1,9.5,0.0,0.0,16.2,0.0,0.0,3.3,0.0,2.7,0.412,0.053,0.0,-0.053,0.833,0.111,0.333,0.556,0.0,0.1
Claudio Estelie,Available,PIT,Florida Complex League,CPX,No,22.0,,19.0,10.8,1.7,94.3,101.8,113.0,97.8,5.66,99.4,97.1,33.4,1.0,0.0,4.26,2.0,3.0,31.7,34.0,1.58,0.341,0.132,0.236,0.104,0.75,0.226,0.381,0.393,0.273,0.061
Xiomer Guacache,Available,DET,Florida Complex League,CPX,No,22.0,,11.0,9.2,1.7,94.3,86.6,123.8,96.6,5.4,99.4,97.1,23.9,2.0,0.0,3.86,0.0,0.0,18.7,15.0,1.18,0.268,0.076,0.19,0.114,0.741,0.241,0.333,0.426,0.261,0.043
Michael Salina,Available,SD,Arizona Complex League,CPX,No,22.0,,3.0,3.1,0.8,94.4,29.0,118.5,97.1,6.6,99.4,97.1,4.0,0.0,0.0,15.43,2.0,0.0,2.3,4.0,3.0,0.625,0.143,0.286,0.143,0.75,0.25,0.25,0.5,0.0,0.0
Tanner Perry,Available,MIL,Carolina League,A,No,23.0,,9.0,18.1,2.9,94.9,138.2,158.4,92.1,3.85,99.0,97.1,19.0,2.0,1.0,2.81,0.0,0.0,25.7,31.0,1.25,0.281,0.114,0.295,0.181,0.683,0.25,0.417,0.333,0.25,0.2
Riely Hunsaker,Available,CHC,Carolina League,A,Yes,23.0,,26.0,16.4,3.3,94.9,125.4,136.5,94.7,4.36,99.0,97.1,84.8,4.0,4.0,5.08,8.0,1.0,85.0,86.0,1.4,0.343,0.079,0.235,0.156,0.703,0.254,0.381,0.364,0.163,0.116
Rolddy Muñoz,Available,ATL,Southern League,AA,No,26.0,,2.0,11.1,1.8,94.9,86.2,169.4,90.9,3.22,99.0,97.1,3.0,0.0,1.0,7.36,0.0,0.0,3.7,5.0,1.91,0.5,0.056,0.278,0.222,0.667,0.333,0.417,0.25,0.333,0.0
Ryan Prager,Available,CLE,Carolina League,A,Yes,23.0,,21.0,19.9,3.2,94.9,152.6,153.1,92.7,4.16,98.9,97.1,55.9,4.0,3.0,3.9,12.0,0.0,67.0,89.0,1.39,0.319,0.137,0.312,0.175,0.688,0.259,0.354,0.388,0.228,0.14
Jake Christianson,Not in Fantrax,MIA,Southern League,AA,Yes,26.0,,3.0,10.0,1.2,94.9,77.5,203.7,86.8,2.94,98.9,97.1,2.7,0.0,0.0,4.91,0.0,0.0,3.7,4.0,1.09,0.3,0.0,0.267,0.267,0.637,0.273,0.455,0.273,0.0,0.333
Matthew Becker,Available,MIN,Florida State League,A,Yes,23.0,,4.0,15.7,2.1,95.4,130.9,97.5,98.7,5.02,98.6,97.1,9.3,2.0,0.0,0.0,0.0,0.0,8.3,9.0,0.84,0.095,0.143,0.257,0.114,0.722,0.278,0.278,0.444,0.375,0.0
Juan Carela,Available,CHW,South Atlantic League,A+,No,24.0,,4.0,14.7,3.2,96.7,118.0,98.7,97.2,4.48,97.5,97.1,9.0,0.0,0.0,4.15,4.0,0.0,13.0,12.0,1.31,0.343,0.094,0.226,0.132,0.714,0.286,0.457,0.257,0.222,0.0
Jaylen Nowlin,Available,MIN,Texas League,AA,Yes,25.0,,39.0,6.8,1.2,98.1,57.9,85.9,97.5,5.7,96.4,97.1,39.2,1.0,3.0,6.07,0.0,1.0,46.0,61.0,1.63,0.321,0.17,0.28,0.11,0.702,0.27,0.369,0.36,0.175,0.075
Darren Bowen,Available,MIN,Texas League,AA,Yes,25.0,,39.0,8.6,1.7,98.1,72.9,72.6,98.9,6.19,96.3,97.1,85.6,5.0,2.0,5.65,0.0,1.0,65.3,61.0,1.36,0.246,0.117,0.21,0.093,0.713,0.234,0.298,0.468,0.239,0.114
Luis Rives,Available,HOU,Florida Complex League,CPX,Yes,21.0,,3.0,5.8,1.2,98.8,54.0,77.1,97.7,6.69,95.7,97.1,5.5,1.0,1.0,2.45,0.0,0.0,3.7,1.0,0.82,0.182,0.0,0.071,0.071,0.749,0.167,0.333,0.5,0.167,0.167
Reidis Sena,Available,BOS,Eastern League,AA,No,25.0,,27.0,12.1,1.5,99.0,96.3,89.4,96.2,4.54,95.6,97.1,25.7,1.0,4.0,4.75,1.0,6.0,41.7,57.0,1.73,0.354,0.171,0.295,0.124,0.702,0.247,0.485,0.268,0.154,0.192
Cam Tilly,Available,NYM,Florida State League,A,Yes,22.0,,13.0,20.2,4.2,99.7,168.7,110.3,93.0,4.84,94.9,97.1,44.4,3.0,2.0,4.64,12.0,0.0,54.3,52.0,1.34,0.303,0.094,0.223,0.129,0.68,0.272,0.422,0.306,0.267,0.156
Grayson Grinsell,Available,DET,Florida State League,A,Yes,22.0,,21.0,18.6,3.5,99.7,155.3,120.6,91.8,4.96,94.9,97.1,75.5,6.0,5.0,5.23,12.0,0.0,74.0,85.0,1.53,0.33,0.114,0.255,0.141,0.671,0.273,0.338,0.389,0.234,0.143
Xavier Martinez,Available,CLE,Midwest League,A+,Yes,23.0,,29.0,8.0,1.5,99.9,65.4,49.2,100.0,6.0,94.9,97.1,38.4,4.0,0.0,4.25,0.0,1.0,42.3,40.0,1.61,0.284,0.148,0.204,0.056,0.744,0.207,0.463,0.331,0.325,0.15
Victor Trejo,Available,PIT,Florida Complex League,CPX,No,20.0,,18.0,5.5,1.3,103.8,51.9,-30.4,105.4,6.34,91.7,97.1,14.6,2.0,0.0,5.56,0.0,1.0,22.7,14.0,1.68,0.268,0.16,0.132,-0.028,0.809,0.162,0.632,0.206,0.071,0.143
Kevin Velasco,Available,BAL,Florida Complex League,CPX,Yes,20.0,,9.0,10.7,1.9,103.8,100.1,140.1,85.8,5.12,91.6,97.1,13.6,0.0,1.0,3.78,3.0,1.0,16.7,20.0,1.44,0.324,0.157,0.286,0.129,0.658,0.316,0.316,0.368,0.071,0.071
