Player,Fantasy Roster,Team,League,Level,Highest League,Age,Draft Class,G,FP/G,IP/G,Age+,FG/G+,K-BB%+,Weak Contact+,xFIP,Pitching Score,Pitcher Prospect Score,Est FB,W,L,ERA,GS,SV,IP,SO,WHIP,BABIP,BB%,K%,K-BB%,Weak Contact,LD%,GB%,FB%,IFFB%,HR/FB%
Josehp Marte,Available,LAD,California League,A,Yes,21.0,,5.0,7.2,1.5,104.2,58.8,0.0,119.4,6.62,106.9,107.5,3.1,0.0,1.0,3.52,0.0,0.0,7.7,6.0,1.57,0.238,0.167,0.167,0.0,0.9,0.05,0.8,0.15,0.333,0.333
L.P. Langevin,Available,KC,Midwest League,A+,Yes,22.0,,40.0,12.8,1.4,104.4,103.8,249.7,90.5,3.34,106.7,107.5,29.4,5.0,3.0,3.42,0.0,3.0,55.3,106.0,1.19,0.241,0.165,0.449,0.284,0.674,0.233,0.395,0.372,0.219,0.25
Darlin Saladin,Available,STL,Texas League,AA,Yes,23.0,,40.0,8.5,1.3,106.6,72.3,110.1,104.4,4.47,104.8,107.5,31.2,5.0,1.0,5.53,0.0,2.0,53.7,67.0,1.58,0.373,0.137,0.278,0.141,0.752,0.233,0.534,0.233,0.129,0.065
Emmanuel Hernandez,Available,TB,Dominican Summer League,R,Yes,17.0,,12.0,16.7,3.8,109.2,172.8,95.8,103.6,6.14,102.7,107.5,67.0,1.0,2.0,3.52,11.0,0.0,46.0,37.0,1.48,0.267,0.135,0.178,0.043,0.822,0.148,0.356,0.496,0.313,0.06
Elwis Mijares,Available,NYM,Florida State League,A,No,20.0,,31.0,9.8,1.7,109.7,82.1,101.8,102.5,4.51,102.3,107.5,30.8,4.0,4.0,4.91,0.0,3.0,51.3,55.0,1.48,0.326,0.124,0.243,0.119,0.75,0.221,0.551,0.228,0.258,0.129
Nicolas Carreno,Available,NYM,South Atlantic League,A+,Yes,20.0,,13.0,23.9,4.5,116.1,192.3,72.5,99.8,5.26,97.0,107.5,46.3,3.0,3.0,4.47,12.0,0.0,58.3,66.0,1.44,0.264,0.159,0.256,0.097,0.733,0.225,0.444,0.331,0.234,0.128
Rafeli Moronta,Available,STL,Dominican Summer League,R,Yes,16.0,,12.0,8.8,2.1,116.1,91.0,44.6,102.9,7.56,97.0,107.5,34.5,3.0,4.0,11.92,1.0,0.0,25.7,35.0,2.45,0.397,0.218,0.238,0.02,0.817,0.127,0.366,0.507,0.194,0.111
Hendrick Caña,Available,STL,Florida State League,A,Yes,18.0,,1.0,24.8,2.7,121.9,206.5,0.0,102.5,7.02,92.2,107.5,1.0,1.0,0.0,3.37,0.0,0.0,2.7,4.0,1.87,0.25,0.308,0.308,0.0,0.75,0.25,0.5,0.25,1.0,0.0
Brian Hendry,Available,NYY,Florida State League,A,No,26.0,,3.0,14.1,1.8,84.4,117.5,89.8,127.7,5.41,123.0,107.4,7.0,0.0,0.0,0.0,0.0,1.0,5.3,3.0,0.56,0.133,0.053,0.158,0.105,0.934,0.067,0.467,0.467,0.143,0.0
Erick Mejia,Available,WSH,International League,AAA,Yes,31.0,,3.0,7.8,1.3,87.6,71.7,112.1,122.1,3.45,120.5,107.4,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.75,0.125,0.143,0.286,0.143,0.875,0.125,0.75,0.125,0.0,0.0
Ryan Jensen,Available,CHC,Southern League,AA,No,28.0,,1.0,3.0,1.0,88.1,23.2,0.0,136.3,5.47,120.0,107.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.667,0.333,0.0,0.0
Yunior Jerez,Not in Fantrax,NYY,Dominican Summer League,R,Yes,20.0,,11.0,24.1,3.9,92.9,249.8,318.7,93.4,4.52,116.1,107.4,26.5,6.0,1.0,3.77,1.0,0.0,43.0,46.0,1.12,0.235,0.12,0.263,0.143,0.741,0.231,0.51,0.26,0.296,0.111
Jefry Yan,Available,NYM,International League,AAA,Yes,29.0,,14.0,10.9,1.1,93.7,100.5,273.6,97.7,1.92,115.4,107.4,3.8,2.0,1.0,2.4,0.0,1.0,15.0,32.0,1.07,0.263,0.159,0.508,0.349,0.7,0.25,0.55,0.2,0.25,0.25
Reese Bassinger,Available,TOR,Florida State League,A,Yes,23.0,,9.0,10.5,1.4,95.4,87.4,227.5,101.5,3.1,114.0,107.4,10.3,0.0,0.0,2.19,0.0,2.0,12.3,14.0,0.89,0.25,0.02,0.286,0.266,0.742,0.194,0.484,0.323,0.4,0.2
Felix Bello,Not in Fantrax,COL,Dominican Summer League,R,Yes,19.0,,14.0,6.2,1.1,97.7,64.1,196.1,102.8,5.49,112.0,107.4,19.2,2.0,1.0,3.6,0.0,1.0,15.0,11.0,1.47,0.298,0.074,0.162,0.088,0.816,0.122,0.469,0.408,0.35,0.15
Redinson Gomez,Available,COL,Arizona Complex League,CPX,No,21.0,,13.0,9.8,1.0,98.9,92.0,203.8,100.8,4.56,111.1,107.4,11.0,3.0,0.0,6.08,0.0,1.0,13.3,21.0,1.73,0.472,0.077,0.323,0.246,0.778,0.194,0.5,0.306,0.091,0.091
Nathan Blasick,Available,COL,Eastern League,AA,Yes,25.0,,10.0,5.1,1.3,99.0,40.7,10.8,123.0,5.81,111.1,107.4,8.8,0.0,2.0,5.54,0.0,0.0,13.0,12.0,2.0,0.368,0.175,0.19,0.015,0.897,0.077,0.692,0.231,0.222,0.111
Alessandro Ercolani,Available,PIT,Florida State League,A,No,22.0,,2.0,19.5,2.2,99.7,162.7,150.5,106.2,5.09,110.5,107.4,4.0,1.0,0.0,2.08,0.0,0.0,4.3,5.0,0.92,0.222,0.118,0.294,0.176,0.777,0.222,0.333,0.444,0.5,0.0
Alex Hoppe,Available,BAL,Pacific Coast League,AAA,Yes,27.0,,15.0,11.0,1.1,100.8,111.3,111.2,109.7,4.11,109.5,107.4,4.1,1.0,3.0,2.65,0.0,6.0,17.0,20.0,1.47,0.317,0.164,0.274,0.11,0.775,0.225,0.675,0.1,0.0,0.0
Tucker Musgrove,Available,SD,Texas League,AA,Yes,24.0,,15.0,8.1,1.0,102.1,68.7,184.3,100.0,4.33,108.4,107.4,12.0,0.0,2.0,2.93,0.0,1.0,15.3,28.0,1.3,0.28,0.176,0.412,0.236,0.72,0.24,0.28,0.48,0.417,0.083
Manuel Osorio,Available,CLE,Arizona Complex League,CPX,No,20.0,,15.0,13.6,2.4,103.9,127.6,130.9,104.5,5.66,107.0,107.4,37.6,2.0,2.0,4.33,3.0,1.0,35.3,42.0,1.44,0.322,0.118,0.276,0.158,0.807,0.136,0.432,0.432,0.263,0.132
Mason McGwire,Available,LAA,Midwest League,A+,Yes,22.0,,8.0,17.8,3.7,104.4,145.3,93.2,108.3,5.77,106.5,107.4,36.0,1.0,2.0,4.91,6.0,1.0,29.3,27.0,1.4,0.312,0.114,0.22,0.106,0.806,0.156,0.377,0.468,0.25,0.083
Victor Espiritu,Available,TOR,Florida State League,A,Yes,21.0,,2.0,11.9,1.2,104.5,99.1,320.7,82.0,2.63,106.4,107.4,2.0,1.0,0.0,0.0,1.0,0.0,2.3,3.0,0.43,0.2,0.0,0.375,0.375,0.6,0.4,0.2,0.4,0.5,0.0
Yoesmerli Beltre,Not in Fantrax,SDP,California League,A,Yes,20.0,,18.0,7.2,1.3,109.4,58.6,76.9,105.4,6.38,102.4,107.4,26.3,1.0,0.0,5.09,0.0,2.0,23.0,19.0,1.52,0.31,0.084,0.178,0.094,0.794,0.151,0.479,0.37,0.185,0.148
Abraham Parra,Available,SD,Midwest League,A+,No,20.0,,21.0,18.5,4.2,114.9,151.0,56.3,102.7,5.72,98.0,107.4,81.4,5.0,7.0,5.76,16.0,0.0,89.0,82.0,1.6,0.313,0.139,0.203,0.064,0.765,0.209,0.469,0.323,0.22,0.085
Stharlin Torres,Available,CIN,Midwest League,A+,Yes,20.0,,5.0,12.9,3.1,114.9,105.4,24.6,106.3,6.8,98.0,107.4,21.1,1.0,0.0,4.02,2.0,0.0,15.7,11.0,1.47,0.239,0.129,0.157,0.028,0.792,0.146,0.396,0.458,0.273,0.136
Jose Parra,Available,ATH,Midwest League,A+,Yes,20.0,,2.0,9.2,2.7,114.9,75.3,0.0,109.1,7.3,97.9,107.4,6.0,0.0,0.0,8.44,2.0,0.0,5.3,5.0,1.88,0.25,0.179,0.179,0.0,0.812,0.125,0.5,0.375,0.167,0.167
Jayden Dubanewicz,Available,MIL,Midwest League,A+,Yes,20.0,,13.0,20.9,4.6,114.9,170.0,110.8,96.3,5.67,97.8,107.4,77.2,3.0,5.0,5.13,10.0,0.0,59.7,54.0,1.37,0.311,0.086,0.212,0.126,0.717,0.237,0.301,0.462,0.287,0.1
Jacob Wosinski,Available,MIN,Midwest League,A+,No,27.0,,8.0,12.9,1.8,85.1,104.8,266.4,106.6,3.15,122.4,107.3,10.4,1.0,0.0,2.51,0.0,0.0,14.3,19.0,0.84,0.25,0.036,0.339,0.303,0.794,0.147,0.529,0.324,0.182,0.182
Adam Boucher,Available,WSH,Carolina League,A,No,24.0,,8.0,8.0,1.1,90.9,61.2,90.1,121.3,4.54,117.5,107.3,4.0,0.0,1.0,5.19,0.0,2.0,8.7,11.0,1.62,0.35,0.179,0.282,0.103,0.9,0.1,0.7,0.2,0.0,0.0
Luimy Munoz,Not in Fantrax,TEX,Carolina League,A,No,23.0,,23.0,11.2,1.6,94.9,85.7,152.2,110.4,3.37,114.3,107.3,19.6,3.0,1.0,1.73,0.0,3.0,36.3,38.0,1.05,0.261,0.09,0.264,0.174,0.82,0.169,0.618,0.213,0.158,0.053
Frankeli Arias,Available,CHW,Carolina League,A,No,23.0,,5.0,10.8,1.7,94.9,83.1,218.7,102.7,3.2,114.3,107.3,7.6,0.0,0.0,5.4,0.0,0.0,8.3,12.0,1.32,0.35,0.083,0.333,0.25,0.762,0.19,0.429,0.381,0.125,0.125
Denis Samudio,Available,TOR,Arizona Complex League,CPX,No,21.0,,2.0,13.4,2.8,98.9,125.7,103.6,112.2,5.77,111.0,107.3,6.4,0.0,0.0,3.18,1.0,0.0,5.7,5.0,0.88,0.125,0.083,0.208,0.125,0.866,0.067,0.533,0.4,0.667,0.167
Oscar Rayo,Available,KC,Texas League,AA,No,24.0,,22.0,11.4,2.2,102.1,97.0,159.3,102.7,4.22,108.3,107.3,38.4,2.0,3.0,4.15,1.0,1.0,47.7,46.0,0.92,0.227,0.043,0.247,0.204,0.74,0.189,0.488,0.323,0.244,0.22
Richard Gallardo,Available,TOR,Eastern League,AA,No,24.0,,8.0,23.9,4.8,103.1,191.2,114.6,106.9,4.34,107.5,107.3,32.7,3.0,1.0,3.79,8.0,0.0,38.0,33.0,1.11,0.269,0.051,0.21,0.159,0.78,0.174,0.523,0.303,0.152,0.152
Yojansy Perez,Not in Fantrax,SDP,Dominican Summer League,R,Yes,18.0,,9.0,12.9,3.4,103.2,133.9,196.1,97.5,5.27,107.5,107.3,37.9,0.0,2.0,4.75,6.0,0.0,30.3,22.0,1.42,0.306,0.074,0.162,0.088,0.774,0.194,0.419,0.387,0.167,0.083
Spencer Arrighetti,Available,TOR,International League,AAA,Yes,26.0,,2.0,12.2,3.0,104.5,113.4,32.9,114.9,6.41,106.3,107.3,8.5,0.0,0.0,3.0,2.0,0.0,6.0,4.0,1.0,0.125,0.125,0.167,0.042,0.823,0.118,0.353,0.529,0.333,0.111
Wilian Bormie,Available,TEX,Pacific Coast League,AAA,Yes,25.0,,24.0,7.4,1.1,108.9,74.4,82.9,105.1,5.88,102.7,107.3,25.0,2.0,1.0,3.12,1.0,3.0,26.0,28.0,1.58,0.3,0.149,0.231,0.082,0.742,0.229,0.414,0.357,0.28,0.08
Josh Owens,Available,TEX,Arizona Complex League,CPX,No,19.0,,12.0,8.9,1.7,109.3,83.2,158.3,96.0,4.97,102.3,107.3,18.0,0.0,2.0,3.48,7.0,0.0,20.7,24.0,1.5,0.421,0.079,0.27,0.191,0.741,0.259,0.426,0.315,0.176,0.0
Kifraidy Encarnacion,Available,MIA,Florida State League,A,Yes,20.0,,3.0,6.0,1.1,109.7,50.1,0.0,113.9,8.48,102.1,107.3,3.3,0.0,1.0,8.1,0.0,0.0,3.3,6.0,2.4,0.2,0.316,0.316,0.0,0.833,0.0,0.333,0.667,0.25,0.25
Ryan Gallagher,Available,MIN,International League,AAA,Yes,23.0,,22.0,20.7,4.3,118.1,191.8,99.6,94.4,4.92,95.1,107.3,100.9,7.0,7.0,6.35,20.0,0.0,95.0,100.0,1.56,0.324,0.108,0.235,0.127,0.676,0.262,0.353,0.385,0.189,0.16
Victor Santos,Available,STL,Florida Complex League,CPX,No,25.0,,2.0,11.1,1.5,83.0,104.5,217.3,114.1,3.79,124.0,107.2,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.375,0.0,0.2,0.2,0.875,0.125,0.625,0.25,0.5,0.0
Drue Hackenberg,Available,ATL,Florida Complex League,CPX,No,24.0,,3.0,16.2,2.7,86.5,152.6,186.9,114.2,4.69,121.1,107.2,5.0,0.0,0.0,4.5,3.0,0.0,8.0,12.0,1.63,0.438,0.171,0.343,0.172,0.876,0.125,0.563,0.313,0.4,0.0
Kevin Tejada,Not in Fantrax,DET,Dominican Summer League,R,Yes,21.0,,14.0,5.1,1.4,88.4,53.1,207.2,109.9,5.54,119.4,107.2,36.0,2.0,4.0,7.2,0.0,0.0,20.0,16.0,1.75,0.366,0.072,0.165,0.093,0.873,0.099,0.394,0.507,0.25,0.056
Reiver Sanmartin,Available,SF,Pacific Coast League,AAA,Yes,30.0,,19.0,8.6,1.5,90.7,86.9,202.3,108.4,3.37,117.5,107.2,14.0,4.0,2.0,3.25,0.0,0.0,27.7,26.0,1.01,0.273,0.036,0.236,0.2,0.766,0.195,0.623,0.182,0.214,0.214
Salvador Burgos,Not in Fantrax,CHC,Dominican Summer League,R,Yes,20.0,,13.0,13.1,2.3,92.9,135.4,265.2,99.1,4.86,115.8,107.2,25.0,5.0,1.0,5.34,0.0,0.0,30.3,29.0,1.35,0.31,0.097,0.216,0.119,0.787,0.2,0.512,0.287,0.174,0.043
Cade Gibson,Available,MIA,International League,AAA,Yes,28.0,,15.0,10.9,1.4,97.0,101.3,182.7,104.7,4.03,112.4,107.2,16.0,3.0,0.0,2.11,0.0,0.0,21.3,26.0,0.98,0.294,0.056,0.289,0.233,0.75,0.229,0.458,0.313,0.2,0.067
Jack Ralston,Available,MIA,International League,AAA,Yes,28.0,,39.0,11.4,1.5,97.0,105.7,149.7,108.4,4.12,112.3,107.2,53.0,6.0,2.0,1.66,0.0,2.0,59.7,75.0,1.04,0.208,0.12,0.311,0.191,0.777,0.177,0.415,0.408,0.283,0.113
Cody Bradford,Available,TEX,Pacific Coast League,AAA,Yes,28.0,,2.0,16.6,3.0,97.2,167.9,295.3,91.5,2.76,112.1,107.2,3.5,0.0,0.0,3.0,2.0,0.0,6.0,7.0,1.17,0.333,0.0,0.292,0.292,0.647,0.235,0.529,0.235,0.25,0.5
Beiker Rodríguez,Not in Fantrax,STL,Dominican Summer League,R,Yes,19.0,,15.0,12.3,2.5,97.7,127.2,229.5,98.7,5.0,111.8,107.2,54.5,5.0,0.0,4.34,5.0,0.0,37.3,27.0,1.39,0.298,0.061,0.164,0.103,0.783,0.162,0.387,0.45,0.26,0.12
Herick Hernandez,Available,ATL,Carolina League,A,No,22.0,,1.0,13.2,3.7,99.2,101.4,0.0,123.6,5.84,110.5,107.2,5.4,0.0,0.0,0.0,1.0,0.0,3.7,1.0,0.82,0.154,0.067,0.067,0.0,0.917,0.083,0.5,0.417,0.2,0.0
Ryan Gusto,Available,MIA,International League,AAA,Yes,27.0,,10.0,27.1,4.5,100.6,251.2,145.0,105.6,3.87,109.4,107.2,37.0,4.0,2.0,3.83,7.0,0.0,44.7,52.0,1.3,0.319,0.09,0.275,0.185,0.757,0.21,0.471,0.319,0.289,0.105
Amilcar Chirinos,Available,HOU,Texas League,AA,Yes,24.0,,47.0,10.3,1.2,102.1,87.4,108.5,108.4,5.27,108.2,107.2,50.6,5.0,1.0,3.29,0.0,8.0,54.7,73.0,1.28,0.225,0.177,0.316,0.139,0.781,0.184,0.36,0.456,0.135,0.077
Luis Mirabal,Not in Fantrax,PHI,Dominican Summer League,R,Yes,18.0,,10.0,9.0,2.3,103.2,93.6,191.6,97.8,5.67,107.3,107.2,31.6,0.0,2.0,6.17,7.0,0.0,23.3,23.0,2.01,0.413,0.111,0.197,0.086,0.776,0.184,0.395,0.421,0.188,0.094
Frandy Lora,Not in Fantrax,NYM,Dominican Summer League,R,Yes,18.0,,17.0,9.9,1.4,103.2,102.2,37.9,115.4,7.13,107.2,107.2,29.5,4.0,1.0,4.44,0.0,2.0,24.3,26.0,1.64,0.262,0.203,0.22,0.017,0.916,0.083,0.433,0.483,0.172,0.0
Jesus Moreno,Not in Fantrax,MIN,Dominican Summer League,R,Yes,18.0,,9.0,7.2,1.6,103.2,74.9,180.5,99.0,5.36,107.2,107.2,14.7,2.0,1.0,9.64,0.0,0.0,14.0,16.0,2.29,0.432,0.135,0.216,0.081,0.786,0.143,0.524,0.333,0.143,0.214
Moises Meza,Available,COL,Arizona Complex League,CPX,Yes,20.0,,18.0,9.0,1.4,103.9,84.8,103.6,107.3,5.49,106.7,107.2,21.0,4.0,1.0,5.19,0.0,1.0,26.0,23.0,1.31,0.289,0.08,0.205,0.125,0.829,0.132,0.592,0.276,0.048,0.143
Jackson Cox,Available,COL,Northwest League,A+,No,22.0,,11.0,32.7,5.0,105.3,256.0,203.7,94.4,3.65,105.5,107.2,45.9,4.0,1.0,4.23,10.0,0.0,55.3,78.0,1.27,0.338,0.071,0.328,0.257,0.699,0.235,0.412,0.353,0.208,0.188
Caden Hunter,Hand Foot Mouth Disease Guys (MINORS),BAL,South Atlantic League,A+,No,22.0,,10.0,30.6,4.5,105.5,246.1,182.5,96.6,3.26,105.3,107.2,26.0,2.0,1.0,1.6,9.0,0.0,45.0,62.0,1.04,0.289,0.108,0.352,0.244,0.71,0.263,0.447,0.289,0.409,0.091
Patricio Aquino,Available,MIL,Southern League,AA,Yes,23.0,,6.0,8.0,1.8,107.3,61.6,-49.6,121.7,8.03,103.9,107.2,15.0,0.0,0.0,5.06,0.0,1.0,10.7,7.0,1.59,0.25,0.217,0.152,-0.065,0.893,0.107,0.357,0.536,0.267,0.0
Luis Palacios,Available,MIA,International League,AAA,Yes,25.0,,6.0,21.3,3.3,108.7,197.4,119.2,101.0,3.91,102.8,107.2,10.8,3.0,1.0,2.29,3.0,0.0,19.7,21.0,1.22,0.283,0.114,0.266,0.152,0.723,0.234,0.532,0.234,0.091,0.182
Taj Bradley,Je suis Charlie Morton (ACTIVE),MIN,International League,AAA,Yes,25.0,,1.0,11.0,1.7,108.7,101.8,87.0,104.7,3.5,102.8,107.2,0.0,0.0,0.0,5.4,1.0,0.0,1.7,3.0,2.4,0.5,0.222,0.333,0.111,0.75,0.25,0.75,0.0,0.0,0.0
Wande Torres,Available,MIL,Midwest League,A+,No,21.0,,24.0,26.6,4.8,109.4,216.6,131.9,98.8,4.56,102.1,107.2,78.7,9.0,5.0,4.15,18.0,0.0,115.0,126.0,1.36,0.319,0.102,0.252,0.15,0.735,0.231,0.505,0.264,0.291,0.127
Nien-Hsi Yang,Available,SF,Arizona Complex League,CPX,Yes,19.0,,5.0,13.5,2.7,109.3,126.9,114.3,100.8,5.94,102.1,107.2,14.0,0.0,0.0,3.38,4.0,0.0,13.3,14.0,1.35,0.306,0.103,0.241,0.138,0.778,0.194,0.417,0.389,0.357,0.071
Jesus Mendez,Available,CHW,South Atlantic League,A+,Yes,21.0,,11.0,6.3,1.1,110.6,50.6,135.4,97.2,3.89,101.1,107.2,7.2,0.0,1.0,8.76,0.0,0.0,12.3,17.0,1.54,0.361,0.098,0.279,0.181,0.714,0.286,0.514,0.2,0.143,0.0
Gage Stanifer,Available,TOR,Eastern League,AA,Yes,22.0,,28.0,20.8,3.5,112.5,166.1,113.1,98.0,4.5,99.5,107.2,77.5,6.0,8.0,4.82,19.0,0.0,97.0,133.0,1.55,0.321,0.145,0.302,0.157,0.715,0.224,0.43,0.346,0.241,0.177
Henry Williams,Available,KC,International League,AAA,Yes,24.0,,19.0,21.6,4.7,113.2,200.0,76.0,101.6,5.37,99.0,107.2,93.5,5.0,4.0,5.56,17.0,0.0,89.0,87.0,1.61,0.319,0.114,0.211,0.097,0.728,0.22,0.417,0.364,0.188,0.146
Wikelman González,Available,MIA,International League,AAA,Yes,24.0,,27.0,8.2,1.2,113.2,75.9,134.1,94.9,4.78,99.0,107.2,25.3,1.0,3.0,5.97,0.0,2.0,31.7,47.0,1.64,0.384,0.138,0.309,0.171,0.68,0.28,0.373,0.347,0.154,0.115
Khristian Curtis,Available,PIT,International League,AAA,Yes,24.0,,10.0,19.3,3.3,113.2,178.6,96.4,99.2,5.21,98.9,107.2,35.7,3.0,1.0,5.18,5.0,0.0,33.0,41.0,1.58,0.308,0.156,0.279,0.123,0.711,0.229,0.313,0.458,0.158,0.132
Lan-Hong Su,Available,SD,California League,A,Yes,19.0,,11.0,14.6,2.9,115.2,119.3,192.1,86.3,4.8,97.3,107.2,29.6,0.0,4.0,5.63,11.0,0.0,32.0,41.0,1.28,0.338,0.066,0.301,0.235,0.65,0.263,0.338,0.4,0.188,0.219
Andrew Painter,Ben the Hen (MINORS),PHI,International League,AAA,Yes,23.0,,5.0,23.5,4.7,118.1,217.5,132.5,90.4,4.02,94.9,107.2,20.4,1.0,2.0,4.56,5.0,0.0,23.7,25.0,1.44,0.364,0.079,0.248,0.169,0.648,0.324,0.368,0.309,0.333,0.095
Trey Supak,Available,TEX,Texas League,AA,No,30.0,,1.0,17.8,4.0,81.7,151.2,120.2,126.2,4.67,124.8,107.1,4.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.25,0.091,0.0,0.154,0.154,0.909,0.091,0.545,0.364,0.5,0.0
Nate Lavender,Available,NYM,Florida State League,A,No,26.0,,6.0,6.0,1.2,84.4,50.4,206.1,113.9,3.3,122.7,107.1,4.7,0.0,1.0,6.43,0.0,0.0,7.0,11.0,1.29,0.357,0.138,0.379,0.241,0.833,0.167,0.5,0.333,0.0,0.0
Seth Lonsway,Available,SF,Eastern League,AA,No,27.0,,1.0,8.5,3.7,91.7,67.9,51.9,124.6,4.34,116.6,107.1,2.0,0.0,0.0,4.91,0.0,0.0,3.7,2.0,1.09,0.273,0.071,0.143,0.072,0.909,0.091,0.727,0.182,0.0,0.0
Wilian Bormie,Available,TEX,Texas League,AA,No,25.0,,22.0,11.7,1.3,98.1,99.5,190.5,102.6,3.72,111.3,107.1,20.3,6.0,1.0,2.43,0.0,3.0,29.7,40.0,1.01,0.254,0.092,0.336,0.244,0.739,0.215,0.462,0.323,0.286,0.143
Juan Reyes,Available,WSH,Florida Complex League,CPX,No,21.0,,11.0,22.5,3.7,98.8,211.0,199.9,100.9,4.47,110.8,107.1,36.1,2.0,2.0,3.95,9.0,1.0,41.0,50.0,1.24,0.313,0.112,0.296,0.184,0.774,0.204,0.419,0.376,0.286,0.057
Blake Wehunt,Available,BOS,Eastern League,AA,No,25.0,,13.0,26.9,4.1,99.0,215.2,185.2,102.3,3.27,110.5,107.1,37.5,5.0,4.0,3.52,13.0,0.0,53.7,72.0,1.17,0.331,0.073,0.33,0.257,0.747,0.198,0.492,0.31,0.205,0.179
Colby Langford,Available,HOU,Texas League,AA,Yes,24.0,,6.0,5.5,0.9,102.1,46.8,144.4,104.1,6.1,108.0,107.1,8.7,0.0,0.0,3.38,0.0,0.0,5.3,9.0,1.88,0.462,0.148,0.333,0.185,0.75,0.25,0.083,0.667,0.125,0.0
Miguel Liendo,Not in Fantrax,LAA,Dominican Summer League,R,Yes,18.0,,14.0,9.3,1.5,103.2,96.7,164.9,100.8,5.95,107.2,107.1,34.4,2.0,0.0,3.05,0.0,0.0,20.7,20.0,1.55,0.288,0.137,0.211,0.074,0.8,0.167,0.25,0.583,0.229,0.057
Matthew Fisher,Available,PHI,Florida Complex League,CPX,No,20.0,,6.0,14.9,2.8,103.8,140.1,185.8,97.8,5.7,106.7,107.1,21.5,0.0,1.0,4.86,6.0,0.0,16.7,22.0,1.32,0.282,0.118,0.289,0.171,0.75,0.2,0.25,0.55,0.364,0.091
Riley Cornelio,Available,WSH,International League,AAA,Yes,26.0,,22.0,22.6,3.0,104.5,209.0,208.5,94.4,3.41,106.0,107.1,54.1,6.0,1.0,3.68,9.0,0.0,66.0,103.0,1.21,0.318,0.109,0.375,0.266,0.677,0.266,0.324,0.41,0.246,0.14
Luis De León,Available,BAL,Eastern League,AA,No,23.0,,19.0,24.1,4.3,107.6,192.7,117.5,101.9,3.79,103.4,107.1,41.6,5.0,6.0,4.33,19.0,0.0,81.0,100.0,1.37,0.299,0.118,0.281,0.163,0.744,0.212,0.581,0.207,0.071,0.214
Mike Paredes,Available,MIN,International League,AAA,Yes,25.0,,9.0,20.1,3.9,108.7,186.4,138.8,98.5,3.88,102.6,107.1,26.4,2.0,1.0,3.37,7.0,0.0,34.7,33.0,1.12,0.28,0.057,0.234,0.177,0.705,0.242,0.474,0.284,0.296,0.185
Gustavo Rodriguez,Available,ATH,Pacific Coast League,AAA,Yes,25.0,,15.0,9.9,1.3,108.9,100.0,111.2,101.5,4.97,102.4,107.1,13.0,1.0,0.0,2.84,0.0,2.0,19.0,18.0,1.37,0.321,0.11,0.22,0.11,0.717,0.283,0.472,0.245,0.231,0.0
Gunner Mayer,Available,SEA,Pacific Coast League,AAA,Yes,25.0,,32.0,6.7,1.1,108.9,67.6,173.9,94.3,4.77,102.4,107.1,29.2,0.0,3.0,5.24,0.0,0.0,34.3,51.0,1.6,0.324,0.153,0.325,0.172,0.666,0.247,0.358,0.395,0.125,0.219
Jonathan Rosario,Available,MIA,Florida Complex League,CPX,No,19.0,,18.0,7.6,1.5,109.2,70.9,64.1,106.6,6.3,102.2,107.1,14.4,1.0,2.0,6.26,1.0,0.0,27.3,36.0,1.68,0.262,0.206,0.265,0.059,0.818,0.145,0.618,0.236,0.231,0.154
Edgar Colon,Available,CIN,Florida State League,A,No,20.0,,12.0,20.7,3.9,109.7,172.8,147.1,96.6,4.5,101.7,107.1,41.3,1.0,3.0,5.32,11.0,0.0,47.3,60.0,1.48,0.342,0.115,0.287,0.172,0.707,0.233,0.405,0.362,0.405,0.167
Eybersson Polanco,Available,LAA,Southern League,AA,Yes,22.0,,30.0,15.8,3.2,112.1,122.3,105.3,99.1,4.63,99.7,107.1,85.6,5.0,8.0,4.17,15.0,0.0,95.0,93.0,1.27,0.3,0.095,0.233,0.138,0.727,0.249,0.418,0.333,0.241,0.072
Ashton Izzi,Available,ARI,Pacific Coast League,AAA,Yes,22.0,,9.0,14.9,4.3,123.7,150.4,105.2,88.0,5.37,90.1,107.1,41.4,1.0,3.0,7.38,9.0,0.0,39.0,32.0,1.74,0.362,0.071,0.175,0.104,0.622,0.311,0.364,0.326,0.14,0.209
Dailoui Abad,Available,LAD,Arizona Complex League,CPX,No,24.0,,7.0,8.7,1.2,86.5,81.9,106.1,123.0,7.08,120.7,107.0,10.5,0.0,0.0,5.19,0.0,1.0,8.7,10.0,1.38,0.333,0.128,0.256,0.128,0.95,0.05,0.45,0.5,0.1,0.0
Guillermo Romero,Not in Fantrax,SDP,Dominican Summer League,R,Yes,21.0,,21.0,10.4,1.6,88.4,107.8,289.7,100.2,4.82,119.1,107.0,30.3,5.0,1.0,6.06,2.0,0.0,32.7,38.0,1.44,0.298,0.13,0.26,0.13,0.795,0.169,0.47,0.361,0.133,0.1
